Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT2G41410,0.83,3.5061E-108,6.4926E-104,4
AT1G60950,0.83,7.7799E-124,1.4407E-119,4
AT1G71692,0.83,1.2769E-224,2.3646E-220,4
AT1G32640,0.83,1.0309E-52,1.90901E-48,4
AT3G44720,0.82,5.58129E-88,1.03354E-83,4
AT1G77885,0.82,1.31363E-93,2.43258E-89,4
AT3G11280,0.82,5.9471E-105,1.1013E-100,4
AT5G09810,0.82,3.272E-136,6.0591E-132,4
AT1G61820,0.82,1.01609E-79,1.8816E-75,4
AT5G11970,0.82,1.3135E-124,2.4324E-120,4
AT3G02910,0.82,1.67096E-96,3.09428E-92,4
AT1G74940,0.81,6.19433E-88,1.14707E-83,4
AT1G32700,0.81,3.86925E-59,7.16508E-55,4
AT3G59690,0.81,3.6412E-199,6.7429E-195,4
AT3G06750,0.81,4.355E-138,8.0646E-134,4
AT5G62900,0.81,7.767E-116,1.4383E-111,4
AT2G28660,0.80,7.7583E-101,1.43668E-96,4
AT5G03300,0.80,1.211E-128,2.2425E-124,4
AT5G41400,0.80,1.7255E-112,3.1952E-108,4
AT5G44005,0.80,1.47462E-86,2.7307E-82,4
AT1G49200,0.80,4.7819E-113,8.8552E-109,4
AT1G23800,0.79,2.25069E-66,4.16782E-62,4
AT3G49220,0.79,1.1056E-113,2.0474E-109,4
AT1G10200,0.79,6.3621E-104,1.1781E-99,4
AT3G11630,0.79,8.673E-171,1.6061E-166,4
AT5G59880,0.79,1.4501E-113,2.6853E-109,4
AT3G19030,0.78,7.2175E-57,1.33654E-52,4
AT5G55530,0.78,8.6505E-162,1.6019E-157,4
AT5G42500,0.78,2.43878E-75,4.51613E-71,4
AT2G31360,0.78,2.72957E-95,5.05462E-91,4
AT2G43680,0.78,5.3106E-140,9.8342E-136,4
AT5G03960,0.78,7.11357E-91,1.31729E-86,4
AT3G63300,0.78,5.342E-178,9.8924E-174,4
AT5G62770,0.78,1.58675E-62,2.93834E-58,4
AT5G03670,0.77,1.2016E-106,2.2252E-102,4
AT4G23690,0.77,7.0141E-187,1.2989E-182,4
AT2G24762,0.77,1.1519E-140,2.1331E-136,4
AT5G08330,0.77,5.06929E-95,9.38731E-91,4
AT2G01850,0.76,6.20339E-77,1.14874E-72,4
AT5G65390,0.76,4.09468E-87,7.58253E-83,4
AT4G13660,0.76,1.24274E-81,2.30131E-77,4
AT1G64440,0.76,9.3235E-103,1.72652E-98,4
AT2G22122,0.76,4.60935E-43,8.53559E-39,4
AT2G02100,0.75,2.16096E-70,4.00166E-66,4
AT2G20670,0.75,2.85277E-48,5.28276E-44,4
AT1G56210,0.75,5.392E-156,9.9848E-152,4
AT3G11660,0.75,6.8107E-104,1.2612E-99,4
AT3G25930,0.75,3.88696E-81,7.19787E-77,4
AT5G39340,0.75,2.6702E-113,4.9446E-109,4
AT5G12140,0.75,4.86288E-83,9.00509E-79,4
AT2G28810,0.74,4.3684E-118,8.0895E-114,4
AT3G56480,0.74,2.52369E-89,4.67338E-85,4
AT4G24780,0.74,8.26887E-62,1.53123E-57,4
AT1G28400,0.74,1.16096E-90,2.14986E-86,4
AT1G79430,0.74,5.84802E-56,1.08294E-51,4
AT3G59930,0.74,1.01401E-30,1.87774E-26,4
AT4G30450,0.74,2.82326E-34,5.22812E-30,4
AT2G37050,0.73,2.097E-162,3.8832E-158,4
AT4G33420,0.73,3.77209E-66,6.98516E-62,4
AT1G24530,0.73,2.16626E-96,4.01149E-92,4
AT3G47210,0.73,3.3617E-133,6.2252E-129,4
AT2G24260,0.73,2.74582E-76,5.0847E-72,4
AT5G37260,0.73,9.75617E-77,1.80665E-72,4
AT1G13440,0.73,7.6263E-114,1.4122E-109,4
AT3G13910,0.73,1.22114E-58,2.26131E-54,4
AT1G27030,0.73,1.80505E-78,3.34259E-74,4
AT5G50720,0.73,3.91117E-64,7.24271E-60,4
AT3G06720,0.73,4.3239E-129,8.007E-125,4
AT5G55730,0.73,2.36341E-96,4.37657E-92,4
AT2G40970,0.73,6.77953E-90,1.25543E-85,4
AT3G06070,0.72,1.97103E-74,3.64996E-70,4
AT5G13740,0.72,6.2611E-108,1.1594E-103,4
AT5G16570,0.72,5.6374E-155,1.0439E-150,4
AT1G48300,0.72,4.02284E-88,7.4495E-84,4
AT1G30360,0.72,5.30444E-85,9.82275E-81,4
AT1G71040,0.72,2.9E-205,5.3703E-201,4
AT1G52190,0.71,6.099E-117,1.1294E-112,4
AT1G30080,0.71,1.7032E-200,3.154E-196,4
AT2G33830,0.71,3.211E-34,5.94612E-30,4
AT4G29140,0.71,4.6709E-145,8.6496E-141,4
AT3G48530,0.71,2.49261E-77,4.61582E-73,4
AT1G75380,0.71,2.88555E-58,5.34347E-54,4
AT2G28510,0.71,7.0051E-143,1.2972E-138,4
AT4G22160,0.71,1.6719E-188,3.096E-184,4
AT1G74055,0.71,3.9336E-117,7.2843E-113,4
AT3G60490,0.71,4.33775E-83,8.03264E-79,4
AT2G40480,0.70,2.4382E-119,4.515E-115,4
AT3G19370,0.70,1.997E-136,3.6981E-132,4
AT1G52342,0.70,6.02318E-49,1.11537E-44,4
AT1G21050,0.70,1.69341E-41,3.13586E-37,4
AT1G76990,0.70,1.83607E-65,3.40004E-61,4
AT3G27960,0.70,8.04945E-59,1.4906E-54,4
AT1G52540,0.69,8.797E-110,1.629E-105,4
AT3G29200,0.69,6.92821E-93,1.28297E-88,4
AT1G55360,0.69,1.4557E-101,2.69568E-97,4
AT4G32860,0.69,8.7105E-137,1.613E-132,4
AT2G23610,0.69,1.2025E-128,2.2267E-124,4
AT3G23000,0.68,3.2893E-71,6.09113E-67,4
AT1G15380,0.68,5.43785E-32,1.00698E-27,4
AT1G43650,0.68,3.1833E-157,5.8949E-153,4
AT5G19190,0.68,6.37848E-68,1.18117E-63,4
AT1G12440,0.68,1.71041E-85,3.16734E-81,4
AT1G19570,0.68,3.0305E-129,5.6118E-125,4
AT4G39190,0.67,5.40832E-60,1.00151E-55,4
AT3G30180,0.67,7.8556E-101,1.45471E-96,4
AT3G48185,0.67,1.04793E-73,1.94055E-69,4
AT5G57480,0.67,7.13052E-97,1.32043E-92,4
AT3G43270,0.67,5.58599E-97,1.03441E-92,4
AT1G18140,0.67,3.3024E-113,6.1155E-109,4
AT2G32280,0.67,4.2473E-102,7.86509E-98,4
AT5G25770,0.67,9.14755E-80,1.69394E-75,4
AT2G29660,0.67,1.8042E-145,3.341E-141,4
AT5G59780,0.67,5.04359E-90,9.33973E-86,4
AT5G17920,0.67,3.34471E-66,6.19374E-62,4
AT4G16790,0.66,6.0486E-165,1.1201E-160,4
AT2G38180,0.66,1.3144E-124,2.4341E-120,4
AT3G16240,0.66,5.78407E-90,1.07109E-85,4
AT4G31100,0.66,7.627E-141,1.4124E-136,4
AT4G12730,0.65,1.31177E-52,2.42913E-48,4
AT5G15350,0.65,2.74363E-54,5.08065E-50,4
AT1G22330,0.65,4.88251E-85,9.04143E-81,4
AT1G69080,0.65,2.65612E-60,4.91859E-56,4
AT2G46630,0.65,8.37082E-41,1.55011E-36,4
AT4G18610,0.65,4.7581E-92,8.81105E-88,4
AT1G13360,0.65,3.08687E-48,5.71627E-44,4
AT1G12010,0.64,3.21275E-47,5.94936E-43,4
AT4G38580,0.64,2.76572E-67,5.12156E-63,4
AT1G74090,0.64,1.259E-151,2.3314E-147,4
AT1G54270,0.64,8.5882E-118,1.5904E-113,4
AT5G51850,0.64,6.82998E-49,1.26477E-44,4
AT1G23030,0.64,5.61009E-74,1.03888E-69,4
AT2G23600,0.64,5.6649E-182,1.049E-177,4
AT5G44530,0.64,9.6842E-208,1.7933E-203,4
AT5G60850,0.64,1.07351E-63,1.98792E-59,4
AT5G25360,0.63,4.221E-142,7.8165E-138,4
AT5G65340,0.63,7.0817E-147,1.3114E-142,4
AT2G44130,0.63,1.83476E-27,3.39761E-23,4
AT1G52140,0.63,3.8839E-133,7.1922E-129,4
AT5G07580,0.63,3.6621E-134,6.7814E-130,4
AT5G02600,0.63,1.09836E-26,2.03395E-22,4
AT3G05800,0.63,1.87831E-90,3.47826E-86,4
AT4G23100,0.63,1.89336E-63,3.50613E-59,4
AT3G46600,0.63,3.94675E-59,7.30859E-55,4
AT5G47870,0.63,1.21324E-88,2.24667E-84,4
AT5G67390,0.63,2.71035E-61,5.01903E-57,4
AT2G36120,0.63,6.88728E-39,1.27539E-34,4
AT3G56360,0.63,3.68667E-53,6.82698E-49,4
AT2G41100,0.63,2.60527E-19,4.82443E-15,4
AT4G30350,0.62,2.05464E-62,3.80478E-58,4
AT1G44608,0.62,1.56411E-79,2.89642E-75,4
AT4G01450,0.62,6.31095E-55,1.16866E-50,4
AT3G61820,0.62,3.64541E-82,6.75058E-78,4
AT2G22080,0.62,4.55873E-47,8.44185E-43,4
AT3G59680,0.62,7.3701E-127,1.3648E-122,4
AT4G23410,0.62,4.21258E-98,7.80086E-94,4
AT4G35310,0.62,4.49968E-91,8.33251E-87,4
AT1G07750,0.62,7.95615E-62,1.47332E-57,4
AT5G47620,0.62,2.3674E-99,4.38387E-95,4
AT3G25717,0.62,6.612E-109,1.2244E-104,4
AT3G22400,0.61,8.2425E-141,1.5263E-136,4
AT1G23080,0.61,2.2771E-122,4.2167E-118,4
AT2G25070,0.61,3.3681E-101,6.23711E-97,4
AT5G10930,0.61,1.3091E-70,2.42419E-66,4
AT2G04780,0.61,8.71493E-42,1.61383E-37,4
AT1G79760,0.61,3.98518E-57,7.37975E-53,4
AT5G42200,0.61,1.2132E-103,2.2466E-99,4
AT5G53120,0.61,6.3932E-60,1.18389E-55,4
AT1G75540,0.60,8.38393E-62,1.55254E-57,4
AT2G05920,0.60,6.06406E-76,1.12294E-71,4
AT3G22070,0.60,4.80361E-87,8.89533E-83,4
AT2G12400,0.60,8.52712E-60,1.57905E-55,4
AT4G28640,0.60,2.99382E-47,5.54396E-43,4
AT2G18160,0.60,2.27913E-66,4.22049E-62,4
AT5G23400,0.60,1.6166E-122,2.9937E-118,4
AT5G43700,0.60,1.31163E-23,2.42888E-19,4
AT1G28680,0.60,1.0367E-100,1.91972E-96,4
AT3G23820,0.60,8.73317E-57,1.61721E-52,4
AT4G12390,0.59,2.13117E-83,3.94649E-79,4
AT5G50010,0.59,4.2247E-106,7.8233E-102,4
AT2G03730,0.59,9.15189E-42,1.69475E-37,4
AT2G43050,0.59,3.33659E-34,6.17871E-30,4
AT3G28950,0.59,2.22854E-95,4.12682E-91,4
AT1G67810,0.59,1.04214E-29,1.92984E-25,4
AT1G23820,0.59,6.17273E-75,1.14307E-70,4
AT3G18710,0.59,6.00194E-49,1.11144E-44,4
AT4G20210,0.59,4.5317E-139,8.3918E-135,4
AT1G68130,0.58,2.7852E-126,5.1576E-122,4
AT2G46690,0.58,2.25246E-39,4.17111E-35,4
AT1G72160,0.58,3.31184E-67,6.13286E-63,4
AT5G38970,0.58,6.57964E-93,1.21842E-88,4
AT5G16590,0.58,5.51631E-62,1.02151E-57,4
AT3G28860,0.58,3.11091E-63,5.76079E-59,4
AT4G14380,0.58,2.8563E-129,5.2894E-125,4
AT2G26600,0.58,7.7322E-99,1.43185E-94,4
AT3G49750,0.58,2.22258E-83,4.11577E-79,4
AT1G09460,0.58,9.30609E-91,1.7233E-86,4
AT5G11690,0.58,1.1996E-125,2.2214E-121,4
AT4G33700,0.58,4.3852E-99,8.12043E-95,4
AT2G15970,0.58,6.8133E-49,1.26169E-44,4
AT3G04940,0.57,1.78801E-98,3.31105E-94,4
AT1G06475,0.57,3.52691E-80,6.53113E-76,4
AT5G44160,0.57,3.0751E-111,5.6945E-107,4
AT2G23560,0.57,1.3019E-105,2.4108E-101,4
AT4G25700,0.57,1.49284E-73,2.76443E-69,4
AT5G60890,0.57,6.63046E-42,1.22783E-37,4
AT4G36360,0.57,4.41327E-50,8.17249E-46,4
AT5G05160,0.57,8.8366E-116,1.6364E-111,4
AT1G16350,0.57,8.75521E-87,1.62129E-82,4
AT2G19760,0.57,1.3198E-70,2.444E-66,4
AT5G48480,0.57,2.01745E-75,3.73591E-71,4
AT5G22630,0.56,1.82286E-30,3.37558E-26,4
AT2G36420,0.56,2.13422E-49,3.95216E-45,4
AT5G51190,0.56,8.80532E-29,1.63057E-24,4
AT4G31730,0.56,3.52803E-92,6.53321E-88,4
AT2G40060,0.56,4.72413E-76,8.74814E-72,4
AT3G01950,0.56,1.88308E-12,3.48708E-08,4
AT3G06360,0.56,1.8378E-133,3.4033E-129,4
AT2G20750,0.56,4.06397E-28,7.52565E-24,4
AT1G78260,0.56,6.51041E-45,1.2056E-40,4
AT1G69580,0.56,1.31393E-78,2.43313E-74,4
AT4G24180,0.56,2.8515E-161,5.2805E-157,4
AT2G28310,0.56,4.16713E-96,7.71669E-92,4
AT4G18340,0.56,4.7726E-50,8.83789E-46,4
AT3G27030,0.56,1.65529E-59,3.06527E-55,4
AT1G49740,0.56,5.9682E-121,1.1052E-116,4
AT3G05490,0.56,2.50186E-42,4.63295E-38,4
AT1G53163,0.55,2.93538E-16,5.43573E-12,4
AT5G52882,0.55,1.29808E-62,2.40378E-58,4
AT4G35100,0.55,3.0972E-53,5.73539E-49,4
AT5G35670,0.55,4.9208E-75,9.11233E-71,4
AT3G61990,0.55,3.27544E-75,6.06546E-71,4
AT3G15680,0.55,5.78909E-37,1.07202E-32,4
AT1G51950,0.55,4.88379E-98,9.0438E-94,4
AT2G32990,0.55,3.94402E-85,7.30353E-81,4
AT3G23690,0.55,1.07867E-58,1.99748E-54,4
AT5G02750,0.54,2.3434E-92,4.33951E-88,4
AT4G39640,0.54,2.0851E-34,3.86119E-30,4
AT3G62990,0.54,1.37439E-57,2.54509E-53,4
AT2G47500,0.54,1.44438E-85,2.6747E-81,4
AT1G31770,0.54,9.1922E-100,1.70221E-95,4
AT4G37250,0.54,8.18373E-73,1.51546E-68,4
AT2G30860,0.54,2.48147E-46,4.59518E-42,4
AT3G26760,0.54,2.91982E-53,5.40691E-49,4
AT1G73780,0.54,2.87257E-49,5.31943E-45,4
AT5G19740,0.54,4.9203E-106,9.1115E-102,4
AT5G02270,0.54,3.81264E-41,7.06024E-37,4
AT4G15330,0.54,4.02436E-83,7.45231E-79,4
AT2G40900,0.54,3.8979E-120,7.2182E-116,4
AT2G04795,0.54,2.79927E-67,5.1837E-63,4
AT4G13620,0.54,5.23783E-59,9.69941E-55,4
AT4G34590,0.54,4.99026E-44,9.24097E-40,4
AT2G40820,0.54,1.36585E-74,2.52927E-70,4
AT5G47720,0.53,2.08057E-94,3.8528E-90,4
AT1G64690,0.53,1.0358E-163,1.9181E-159,4
AT2G16980,0.53,1.61E-104,2.9815E-100,4
AT2G21560,0.53,9.05313E-54,1.67646E-49,4
AT3G61260,0.53,1.12813E-43,2.08908E-39,4
AT5G04590,0.53,7.97452E-52,1.47672E-47,4
AT3G06350,0.53,3.68226E-77,6.8188E-73,4
AT2G04240,0.53,2.18619E-56,4.04839E-52,4
AT5G65310,0.53,1.79496E-56,3.3239E-52,4
AT3G20830,0.52,3.21465E-56,5.95289E-52,4
AT4G37300,0.52,2.2362E-76,4.141E-72,4
AT5G39670,0.52,1.29516E-31,2.39838E-27,4
AT1G30280,0.52,2.6808E-67,4.9643E-63,4
AT2G16720,0.52,8.22678E-36,1.52343E-31,4
AT2G22800,0.52,2.41068E-35,4.46409E-31,4
AT2G31345,0.52,2.02482E-15,3.74956E-11,4
AT5G11990,0.52,6.08819E-70,1.12741E-65,4
AT5G60580,0.51,1.5687E-128,2.9049E-124,4
AT1G11700,0.51,4.43429E-76,8.21142E-72,4
AT5G15230,0.51,7.29525E-16,1.35093E-11,4
AT2G36320,0.51,1.00897E-20,1.86841E-16,4
