Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT4G38920,0.75,9.2683E-130,1.7163E-125,3
AT2G39040,0.75,1.19087E-42,2.20525E-38,3
AT5G19760,0.74,8.4688E-170,1.5683E-165,3
AT4G29270,0.74,4.3669E-112,8.0866E-108,3
AT5G15230,0.74,1.1203E-110,2.0747E-106,3
AT1G56330,0.72,3.1324E-123,5.8006E-119,3
AT5G51500,0.72,5.0443E-178,9.341E-174,3
AT1G25450,0.71,4.9107E-184,9.0936E-180,3
AT4G23710,0.71,1.2027E-104,2.2272E-100,3
AT4G23470,0.71,7.5702E-131,1.4019E-126,3
AT4G23400,0.70,3.61179E-15,6.68832E-11,3
AT1G49240,0.70,3.4618E-103,6.4106E-99,3
AT3G54770,0.70,2.82687E-92,5.23479E-88,3
AT3G04120,0.69,5.112E-120,9.4664E-116,3
AT1G65845,0.69,3.4669E-138,6.4199E-134,3
AT5G19250,0.69,8.84756E-96,1.63839E-91,3
AT3G17210,0.68,1.1331E-109,2.0983E-105,3
AT1G08200,0.68,5.18321E-92,9.59827E-88,3
AT5G10830,0.68,9.88506E-92,1.83051E-87,3
AT1G74500,0.67,4.84561E-79,8.97309E-75,3
AT3G46280,0.67,6.05832E-87,1.12188E-82,3
AT1G50430,0.65,1.8713E-125,3.4654E-121,3
AT3G02230,0.65,9.3443E-114,1.7304E-109,3
AT1G45015,0.65,4.8966E-146,9.0675E-142,3
AT1G04410,0.64,7.4248E-141,1.3749E-136,3
AT5G35740,0.63,2.43057E-92,4.50094E-88,3
AT2G34560,0.63,3.8367E-133,7.1048E-129,3
AT2G41475,0.63,3.6234E-94,6.70982E-90,3
AT1G03870,0.62,3.7502E-109,6.9446E-105,3
AT2G44740,0.62,2.6666E-118,4.938E-114,3
AT3G24300,0.61,1.7141E-127,3.1741E-123,3
AT3G16430,0.61,3.0766E-120,5.6972E-116,3
AT3G23510,0.61,3.4994E-149,6.4802E-145,3
AT1G63000,0.61,4.184E-118,7.7479E-114,3
AT1G04820,0.60,7.2396E-106,1.3406E-101,3
AT3G50640,0.60,2.26527E-72,4.19483E-68,3
AT1G08500,0.60,2.08889E-54,3.8682E-50,3
AT5G28050,0.60,3.47685E-66,6.43844E-62,3
AT2G47320,0.60,1.08358E-91,2.00658E-87,3
AT1G05650,0.60,2.593E-29,4.80172E-25,3
AT4G29350,0.60,1.38186E-75,2.55893E-71,3
AT2G17420,0.60,1.4518E-124,2.6885E-120,3
AT5G24090,0.59,2.56854E-70,4.75642E-66,3
AT2G22170,0.59,6.76921E-90,1.25352E-85,3
AT3G12610,0.59,5.12011E-68,9.48143E-64,3
AT4G02620,0.59,7.54092E-83,1.39643E-78,3
AT1G19910,0.59,1.1726E-100,2.17149E-96,3
AT5G25460,0.59,4.52688E-95,8.38288E-91,3
AT2G42570,0.58,6.9428E-89,1.28567E-84,3
AT1G11545,0.58,7.00734E-82,1.29762E-77,3
AT4G20870,0.58,3.90245E-77,7.22656E-73,3
AT3G13410,0.58,2.35456E-83,4.36017E-79,3
AT4G11150,0.58,5.31164E-88,9.8361E-84,3
AT5G20500,0.58,3.7287E-128,6.9049E-124,3
AT1G78300,0.58,1.89476E-95,3.50871E-91,3
AT4G27860,0.58,1.1647E-109,2.1567E-105,3
AT1G05850,0.57,1.8258E-62,3.38101E-58,3
AT5G14030,0.57,6.8498E-109,1.2684E-104,3
AT4G11010,0.57,1.87045E-98,3.4637E-94,3
AT3G08580,0.57,9.8469E-125,1.8234E-120,3
AT3G63470,0.57,2.5267E-114,4.679E-110,3
AT5G60920,0.57,1.01979E-96,1.88844E-92,3
AT5G06270,0.57,1.6398E-108,3.0365E-104,3
AT3G55440,0.57,1.7168E-114,3.1791E-110,3
AT3G43810,0.57,6.73141E-86,1.24652E-81,3
AT2G27860,0.57,1.195E-107,2.2129E-103,3
AT4G14960,0.57,8.56951E-95,1.5869E-90,3
AT4G21600,0.57,8.60871E-88,1.59416E-83,3
AT4G34810,0.56,5.94569E-79,1.10102E-74,3
AT2G37120,0.56,1.1376E-106,2.1066E-102,3
AT2G18960,0.56,2.35776E-73,4.3661E-69,3
AT4G30660,0.56,1.3984E-100,2.58958E-96,3
AT2G18969,0.56,4.6138E-100,8.54384E-96,3
AT4G26710,0.56,2.1067E-92,3.90118E-88,3
AT5G42860,0.56,4.3114E-105,7.9839E-101,3
AT1G66800,0.56,2.89E-120,5.3517E-116,3
AT1G61740,0.56,3.90697E-96,7.23493E-92,3
AT2G16510,0.56,1.25803E-93,2.32961E-89,3
AT1G78570,0.56,1.83625E-80,3.40037E-76,3
AT3G20360,0.55,2.2924E-187,4.2451E-183,3
AT5G43760,0.55,1.3058E-126,2.4181E-122,3
AT3G23175,0.55,8.63192E-94,1.59846E-89,3
AT1G50010,0.55,2.93249E-97,5.43039E-93,3
AT1G29470,0.55,6.74208E-76,1.2485E-71,3
AT3G04090,0.55,3.01519E-98,5.58353E-94,3
AT5G45510,0.55,4.41658E-71,8.17862E-67,3
AT4G19410,0.55,4.7735E-86,8.83957E-82,3
AT5G12250,0.55,3.67928E-86,6.81329E-82,3
AT2G23310,0.55,6.5022E-99,1.20409E-94,3
AT5G40730,0.55,1.55871E-23,2.88642E-19,3
AT5G67620,0.54,1.7548E-127,3.2496E-123,3
AT3G28200,0.54,4.35069E-60,8.0566E-56,3
AT3G17780,0.54,1.04481E-93,1.93479E-89,3
AT1G64200,0.54,5.47865E-84,1.01454E-79,3
AT1G13950,0.54,3.43081E-95,6.35318E-91,3
AT4G32470,0.54,5.62847E-89,1.04228E-84,3
AT2G26370,0.54,4.9428E-111,9.153E-107,3
AT1G22840,0.54,8.90706E-97,1.64941E-92,3
AT5G48810,0.54,5.9764E-102,1.1067E-97,3
AT5G19770,0.54,1.06248E-82,1.96749E-78,3
AT3G16370,0.54,1.873E-122,3.4685E-118,3
AT2G34300,0.54,2.08046E-69,3.8526E-65,3
AT1G15120,0.54,8.64745E-96,1.60133E-91,3
AT3G06650,0.54,4.43699E-87,8.21642E-83,3
AT5G67590,0.53,1.77897E-89,3.29429E-85,3
AT1G32210,0.53,1.83558E-90,3.39914E-86,3
AT2G46000,0.53,3.03179E-90,5.61427E-86,3
AT3G23820,0.53,3.23652E-79,5.99339E-75,3
AT5G44340,0.52,3.2068E-112,5.9383E-108,3
AT3G06300,0.52,9.04147E-73,1.6743E-68,3
AT5G20650,0.52,1.20098E-63,2.22397E-59,3
AT2G33470,0.52,8.25825E-70,1.52926E-65,3
AT5G44110,0.52,1.80759E-61,3.3473E-57,3
AT3G17390,0.52,1.75511E-48,3.25012E-44,3
AT3G24160,0.52,1.60286E-70,2.96818E-66,3
AT1G23490,0.52,1.6519E-87,3.05898E-83,3
AT1G69510,0.52,5.73862E-96,1.06268E-91,3
AT3G16240,0.52,3.56575E-27,6.60306E-23,3
AT3G27770,0.52,1.56351E-94,2.8953E-90,3
AT1G26850,0.52,3.0429E-81,5.63484E-77,3
AT2G22970,0.52,7.70797E-96,1.42736E-91,3
AT3G07480,0.51,1.3522E-87,2.50401E-83,3
AT4G29480,0.51,3.70699E-92,6.8646E-88,3
AT4G00860,0.51,1.56967E-90,2.90671E-86,3
AT3G16420,0.51,2.6415E-173,4.8915E-169,3
AT1G17745,0.51,5.56732E-64,1.03096E-59,3
AT5G60360,0.51,4.96683E-58,9.19758E-54,3
AT5G27450,0.51,9.5323E-92,1.76519E-87,3
AT3G52930,0.51,2.13706E-96,3.9574E-92,3
AT5G08670,0.50,2.7629E-105,5.1164E-101,3
AT5G56260,0.50,5.6044E-136,1.0378E-131,3
AT3G07010,0.50,3.68066E-71,6.81584E-67,3
AT4G31340,0.50,9.16069E-80,1.69638E-75,3
AT3G18410,0.50,5.52425E-91,1.02298E-86,3
AT3G22850,0.50,5.35327E-86,9.91319E-82,3
AT3G58730,0.50,1.23598E-75,2.2888E-71,3
AT3G15640,0.50,4.31173E-91,7.98445E-87,3
AT5G66590,0.50,8.23672E-72,1.52528E-67,3
AT2G29020,0.50,1.76573E-86,3.26978E-82,3
AT5G59613,0.50,2.19866E-82,4.07148E-78,3
AT5G55290,0.49,3.76747E-77,6.97661E-73,3
AT5G03760,0.49,5.47924E-96,1.01465E-91,3
AT3G24750,0.49,6.7539E-109,1.2507E-104,3
AT3G27240,0.49,1.47404E-82,2.72962E-78,3
AT5G35630,0.49,5.62188E-86,1.04106E-81,3
AT1G20050,0.49,1.53578E-80,2.84395E-76,3
AT4G32530,0.49,8.86424E-80,1.64148E-75,3
AT1G67330,0.49,1.61873E-95,2.99756E-91,3
AT5G48580,0.49,4.83571E-63,8.95476E-59,3
AT2G40475,0.49,2.17984E-78,4.03663E-74,3
AT1G75630,0.49,8.67087E-78,1.60567E-73,3
AT5G47030,0.49,6.72958E-94,1.24618E-89,3
AT1G72020,0.49,3.18897E-76,5.90534E-72,3
AT2G37250,0.49,1.53472E-92,2.842E-88,3
AT2G21870,0.49,1.8256E-98,3.38064E-94,3
AT1G57590,0.49,5.08381E-79,9.41419E-75,3
AT3G25220,0.49,1.82047E-70,3.37114E-66,3
AT5G37780,0.48,2.27346E-78,4.20999E-74,3
AT3G62400,0.48,1.17278E-74,2.17176E-70,3
AT4G38510,0.48,3.00004E-77,5.55547E-73,3
AT2G21160,0.48,2.83888E-83,5.25703E-79,3
AT5G47990,0.48,2.60841E-67,4.83025E-63,3
AT2G29960,0.48,3.93229E-61,7.28181E-57,3
AT1G12840,0.48,1.84653E-58,3.4194E-54,3
AT1G10630,0.48,1.99354E-83,3.69163E-79,3
AT5G40890,0.48,2.65455E-63,4.9157E-59,3
AT5G63400,0.48,7.40557E-93,1.37136E-88,3
AT4G30170,0.48,4.37209E-34,8.09623E-30,3
AT1G10030,0.47,9.86109E-81,1.82608E-76,3
AT1G14670,0.47,5.94031E-71,1.10003E-66,3
AT1G06120,0.47,1.21929E-36,2.25789E-32,3
AT5G53560,0.47,2.81004E-76,5.20363E-72,3
AT1G28290,0.47,7.3897E-64,1.36843E-59,3
AT1G67785,0.47,3.21125E-75,5.9466E-71,3
AT2G17720,0.47,2.6182E-88,4.84838E-84,3
AT5G18800,0.46,2.76035E-83,5.11161E-79,3
AT5G13450,0.46,5.51489E-81,1.02125E-76,3
AT1G62660,0.46,8.7245E-62,1.6156E-57,3
AT1G08830,0.46,6.01809E-66,1.11443E-61,3
AT1G30630,0.46,3.2044E-71,5.9339E-67,3
AT1G26960,0.46,3.27377E-57,6.06237E-53,3
AT5G09978,0.46,5.47188E-97,1.01328E-92,3
AT3G02580,0.46,6.8124E-65,1.26152E-60,3
AT3G12260,0.46,2.72191E-70,5.04043E-66,3
AT1G79840,0.45,2.9206E-171,5.4084E-167,3
AT3G15950,0.45,2.05722E-72,3.80955E-68,3
AT1G75680,0.45,6.55661E-71,1.21415E-66,3
AT4G23420,0.45,7.40374E-96,1.37102E-91,3
AT3G52300,0.45,7.66782E-79,1.41993E-74,3
AT3G23560,0.45,1.5725E-100,2.91199E-96,3
AT1G22450,0.45,2.88345E-79,5.33958E-75,3
AT2G20760,0.45,2.27854E-77,4.2194E-73,3
AT2G42210,0.45,1.67826E-82,3.1078E-78,3
AT5G66280,0.45,5.85443E-72,1.08412E-67,3
AT2G14890,0.45,1.05656E-71,1.95653E-67,3
AT1G09560,0.45,7.9013E-102,1.46317E-97,3
AT1G67350,0.45,1.52514E-64,2.82425E-60,3
AT5G64740,0.45,4.74251E-51,8.78218E-47,3
AT2G38700,0.45,1.02878E-66,1.9051E-62,3
AT3G19820,0.45,2.64203E-53,4.89251E-49,3
AT3G54960,0.45,2.1353E-67,3.95414E-63,3
AT4G34700,0.45,1.97267E-68,3.65299E-64,3
AT3G08610,0.45,1.4619E-65,2.70714E-61,3
AT3G18780,0.45,5.4333E-116,1.0061E-111,3
AT2G47380,0.45,1.98434E-72,3.6746E-68,3
AT1G16560,0.45,2.24857E-68,4.16391E-64,3
AT3G05020,0.44,1.19799E-38,2.21845E-34,3
AT5G08690,0.44,9.36025E-91,1.73333E-86,3
AT2G20820,0.44,6.79414E-80,1.25814E-75,3
AT1G53560,0.44,6.03541E-84,1.11764E-79,3
AT3G01390,0.44,3.60232E-61,6.67077E-57,3
AT5G08060,0.44,1.30152E-74,2.41016E-70,3
AT1G64640,0.44,2.28455E-57,4.23054E-53,3
AT1G78150,0.44,5.44149E-70,1.00766E-65,3
AT2G44060,0.44,2.6712E-88,4.94653E-84,3
AT2G29390,0.44,7.72129E-67,1.42983E-62,3
AT1G51650,0.44,3.61799E-72,6.6998E-68,3
AT1G53240,0.44,8.0125E-61,1.48375E-56,3
AT4G26540,0.43,8.34808E-98,1.5459E-93,3
AT1G65985,0.43,3.715E-106,6.8794E-102,3
AT3G20370,0.43,4.70488E-61,8.71251E-57,3
AT5G47770,0.43,6.43176E-68,1.19103E-63,3
AT1G32170,0.43,3.30166E-29,6.11401E-25,3
AT4G13440,0.43,5.60297E-61,1.03756E-56,3
AT1G78900,0.43,3.21675E-68,5.95678E-64,3
AT5G20550,0.43,5.98138E-87,1.10763E-82,3
AT2G15970,0.43,1.01575E-23,1.88097E-19,3
AT5G43350,0.43,9.22143E-63,1.70762E-58,3
AT4G09000,0.43,1.43822E-64,2.66329E-60,3
AT3G10525,0.43,2.78566E-80,5.15849E-76,3
AT5G56360,0.43,1.095E-55,2.02773E-51,3
AT1G35160,0.43,7.9655E-59,1.47505E-54,3
AT3G47833,0.43,9.51344E-54,1.7617E-49,3
AT3G44330,0.43,2.79188E-67,5.17E-63,3
AT4G21105,0.43,2.25945E-59,4.18405E-55,3
AT4G33360,0.43,2.16053E-53,4.00088E-49,3
AT2G03680,0.42,3.49407E-62,6.47032E-58,3
AT3G07570,0.42,9.9563E-69,1.84371E-64,3
AT4G25830,0.42,1.8101E-35,3.35195E-31,3
AT1G05620,0.42,7.05301E-54,1.30608E-49,3
AT2G17500,0.42,6.28959E-71,1.16471E-66,3
AT5G15320,0.42,1.54272E-61,2.85681E-57,3
AT1G62790,0.42,3.98598E-58,7.38123E-54,3
AT3G46430,0.42,6.57168E-62,1.21694E-57,3
AT4G20150,0.42,3.8347E-57,7.1011E-53,3
AT3G44100,0.42,3.57229E-63,6.61518E-59,3
AT5G47890,0.42,4.43836E-63,8.21896E-59,3
AT4G30010,0.42,8.42029E-59,1.55927E-54,3
AT2G36530,0.42,1.16966E-60,2.16597E-56,3
AT5G19340,0.42,7.48167E-75,1.38546E-70,3
AT3G28710,0.42,2.73927E-53,5.07257E-49,3
AT2G47170,0.42,1.02841E-69,1.90442E-65,3
AT5G52840,0.41,3.84176E-72,7.11417E-68,3
AT1G48440,0.41,1.43823E-56,2.66331E-52,3
AT4G28650,0.41,1.15833E-82,2.14499E-78,3
AT3G29350,0.41,6.84487E-49,1.26753E-44,3
AT5G45490,0.41,8.20274E-75,1.51898E-70,3
AT5G37600,0.41,8.485E-63,1.57125E-58,3
AT3G17940,0.41,9.10317E-58,1.68573E-53,3
AT3G05165,0.41,6.2045E-56,1.14895E-51,3
AT1G62800,0.41,1.14176E-73,2.1143E-69,3
AT1G47640,0.41,7.83649E-58,1.45116E-53,3
AT5G05170,0.41,4.24854E-55,7.86745E-51,3
AT1G65930,0.41,1.0813E-100,2.00236E-96,3
AT2G39130,0.41,3.20148E-83,5.9285E-79,3
AT1G09630,0.41,1.50452E-57,2.78606E-53,3
AT1G66410,0.41,1.11272E-60,2.06054E-56,3
AT4G34800,0.41,3.70889E-59,6.86813E-55,3
AT3G20790,0.41,1.65214E-64,3.05943E-60,3
AT1G70490,0.41,5.09422E-55,9.43348E-51,3
AT3G23530,0.41,2.90197E-88,5.37387E-84,3
AT5G62930,0.41,3.57484E-56,6.61989E-52,3
AT5G50443,0.41,2.50178E-98,4.6328E-94,3
AT4G00710,0.40,8.52339E-66,1.57836E-61,3
AT2G02050,0.40,6.44165E-69,1.19286E-64,3
AT3G52990,0.40,1.73851E-62,3.21938E-58,3
AT4G00585,0.40,6.98097E-60,1.29274E-55,3
AT2G25610,0.40,6.29324E-62,1.16538E-57,3
AT1G66240,0.40,2.53975E-67,4.70311E-63,3
AT2G17120,0.40,5.63886E-60,1.0442E-55,3
AT2G32580,0.40,1.30729E-63,2.42084E-59,3
AT3G52730,0.40,2.62493E-65,4.86085E-61,3
AT1G76030,0.40,1.94524E-59,3.6022E-55,3
AT3G10850,0.40,2.69536E-52,4.99126E-48,3
AT1G47420,0.40,1.3289E-67,2.46086E-63,3
AT3G46060,0.40,6.03567E-65,1.11769E-60,3
AT4G33640,0.40,1.96408E-51,3.63709E-47,3
AT5G63510,0.40,2.59714E-63,4.80939E-59,3
AT4G24520,0.40,3.24838E-55,6.01534E-51,3
AT1G12310,0.40,1.10194E-60,2.04057E-56,3
AT1G74380,0.40,4.2188E-57,7.81237E-53,3
AT5G17770,0.40,3.49016E-66,6.46308E-62,3
AT4G16450,0.40,4.80685E-59,8.90133E-55,3
AT5G24400,0.39,8.95498E-62,1.65828E-57,3
AT5G66510,0.39,1.825E-59,3.37954E-55,3
AT1G04680,0.39,2.43706E-61,4.51294E-57,3
AT4G08520,0.39,5.28764E-56,9.79165E-52,3
AT4G29130,0.39,1.04624E-57,1.93744E-53,3
AT5G03345,0.39,3.00995E-56,5.57383E-52,3
AT4G37830,0.39,2.49411E-64,4.61859E-60,3
AT1G19360,0.39,1.77517E-55,3.28725E-51,3
AT4G14550,0.39,4.28752E-74,7.93962E-70,3
AT2G33220,0.39,1.21364E-63,2.24742E-59,3
AT1G61790,0.39,8.68278E-59,1.60788E-54,3
AT1G21750,0.39,1.08357E-36,2.00655E-32,3
AT2G35810,0.39,9.85485E-61,1.82492E-56,3
AT1G74790,0.39,5.40418E-77,1.00075E-72,3
AT4G02580,0.39,6.75144E-67,1.25023E-62,3
AT3G23600,0.39,6.14517E-50,1.13796E-45,3
AT5G13710,0.39,7.48956E-55,1.38692E-50,3
AT1G64650,0.39,2.70032E-53,5.00045E-49,3
AT1G65820,0.39,1.74427E-49,3.23003E-45,3
AT4G31990,0.39,4.33622E-54,8.02981E-50,3
AT5G64130,0.39,5.68436E-49,1.05263E-44,3
AT5G43330,0.39,1.96674E-48,3.642E-44,3
AT5G47540,0.39,1.10571E-87,2.04755E-83,3
AT3G09300,0.38,2.19895E-51,4.07202E-47,3
AT4G01850,0.38,1.85019E-56,3.42618E-52,3
AT3G28940,0.38,2.10155E-34,3.89164E-30,3
AT1G13580,0.38,1.57991E-98,2.92568E-94,3
AT2G31490,0.38,2.62769E-62,4.86597E-58,3
AT1G64090,0.38,1.24111E-55,2.29829E-51,3
AT5G26667,0.38,6.3892E-59,1.18315E-54,3
AT4G39080,0.38,1.01492E-51,1.87944E-47,3
AT5G59880,0.38,1.08613E-67,2.01129E-63,3
AT5G14040,0.38,7.27025E-48,1.3463E-43,3
AT3G10860,0.38,1.38466E-54,2.56411E-50,3
AT4G32410,0.38,2.30648E-45,4.27114E-41,3
AT4G23870,0.38,2.32129E-15,4.29857E-11,3
AT3G19400,0.38,3.61649E-70,6.69701E-66,3
AT2G24765,0.38,4.52201E-60,8.37387E-56,3
AT4G02500,0.38,1.03855E-47,1.92318E-43,3
AT5G56170,0.38,4.59878E-47,8.51601E-43,3
AT3G03160,0.38,2.47801E-70,4.58878E-66,3
AT5G38480,0.38,5.00485E-62,9.26798E-58,3
AT2G47690,0.38,2.60143E-60,4.81733E-56,3
AT2G41110,0.38,5.09215E-55,9.42964E-51,3
AT5G18860,0.38,8.95133E-74,1.65761E-69,3
AT2G45050,0.37,1.00978E-35,1.86992E-31,3
AT1G65010,0.37,6.38781E-59,1.1829E-54,3
AT5G13430,0.37,2.47743E-57,4.5877E-53,3
AT1G16700,0.37,2.23604E-44,4.1407E-40,3
AT3G46830,0.37,9.13123E-40,1.69092E-35,3
AT4G31920,0.37,7.0567E-64,1.30676E-59,3
AT4G28770,0.37,3.79951E-49,7.03594E-45,3
AT3G43800,0.37,1.81972E-32,3.36976E-28,3
AT2G47510,0.37,4.61844E-56,8.55243E-52,3
AT1G19130,0.37,7.89887E-51,1.46271E-46,3
AT5G16730,0.37,2.65569E-53,4.91781E-49,3
AT5G60660,0.37,3.59058E-20,6.64903E-16,3
AT4G28050,0.37,1.80733E-71,3.34681E-67,3
AT1G10670,0.37,1.93857E-69,3.58985E-65,3
AT5G65430,0.37,6.99988E-36,1.29624E-31,3
AT1G76240,0.37,4.9553E-54,9.17623E-50,3
AT1G22640,0.37,7.66638E-42,1.41966E-37,3
AT1G08480,0.37,8.92544E-58,1.65281E-53,3
AT2G19760,0.37,3.16939E-48,5.86907E-44,3
AT2G34500,0.37,1.1214E-12,2.07661E-08,3
AT3G15480,0.37,1.57952E-40,2.92496E-36,3
AT2G22125,0.37,1.8587E-52,3.44194E-48,3
AT2G17380,0.37,1.64275E-43,3.04204E-39,3
AT3G03070,0.37,1.10373E-55,2.04388E-51,3
AT1G54630,0.37,6.40283E-53,1.18568E-48,3
AT1G01050,0.37,5.63503E-49,1.0435E-44,3
AT2G32380,0.37,1.02286E-56,1.89413E-52,3
AT1G36060,0.37,1.61691E-37,2.99419E-33,3
AT5G10780,0.37,5.71567E-55,1.05843E-50,3
AT4G32130,0.36,2.97402E-53,5.50729E-49,3
AT1G09210,0.36,6.89127E-22,1.27613E-17,3
AT2G44610,0.36,3.64703E-54,6.75357E-50,3
AT5G47570,0.36,3.30917E-48,6.12792E-44,3
AT5G52240,0.36,3.208E-55,5.94057E-51,3
AT3G07950,0.36,3.80137E-49,7.03938E-45,3
AT5G62330,0.36,8.88172E-62,1.64472E-57,3
AT3G12290,0.36,4.53344E-55,8.39503E-51,3
AT5G46230,0.36,1.53733E-55,2.84683E-51,3
AT1G75440,0.36,1.03266E-58,1.91229E-54,3
AT4G33780,0.36,2.77573E-56,5.14009E-52,3
AT4G25900,0.36,1.81277E-80,3.35689E-76,3
AT3G49720,0.36,2.19978E-32,4.07355E-28,3
AT3G24420,0.36,1.88458E-53,3.48986E-49,3
AT2G44790,0.36,3.77553E-73,6.99152E-69,3
AT2G41810,0.36,3.76955E-38,6.98045E-34,3
AT3G62290,0.36,1.05716E-41,1.95765E-37,3
AT1G76200,0.36,2.88175E-45,5.33643E-41,3
AT4G23650,0.36,3.43306E-58,6.35734E-54,3
AT1G15210,0.36,2.12279E-43,3.93098E-39,3
AT1G11680,0.35,1.50127E-44,2.78005E-40,3
AT1G06930,0.35,2.09379E-50,3.87728E-46,3
AT4G22300,0.35,4.30134E-58,7.96522E-54,3
AT3G15710,0.35,7.37251E-49,1.36524E-44,3
AT1G17890,0.35,1.80631E-55,3.34492E-51,3
AT4G12590,0.35,2.4691E-47,4.57229E-43,3
AT4G12730,0.35,4.01084E-75,7.42728E-71,3
AT1G03410,0.35,2.68676E-94,4.97534E-90,3
AT5G14240,0.35,4.23711E-45,7.84627E-41,3
AT2G42310,0.35,1.74854E-52,3.23795E-48,3
AT5G65810,0.35,1.89287E-43,3.50523E-39,3
AT4G28060,0.35,4.02521E-43,7.45388E-39,3
AT4G14880,0.35,1.7094E-53,3.16546E-49,3
AT1G51070,0.35,5.4976E-41,1.01805E-36,3
AT5G48010,0.35,7.21871E-47,1.33676E-42,3
AT2G41780,0.35,2.78633E-61,5.15972E-57,3
AT4G04745,0.35,4.14199E-50,7.67013E-46,3
AT5G51490,0.35,1.6374E-104,3.0322E-100,3
AT3G58850,0.35,1.74912E-53,3.23903E-49,3
AT2G43940,0.35,2.08201E-61,3.85547E-57,3
AT2G27730,0.35,8.06529E-45,1.49353E-40,3
AT5G15530,0.35,1.24516E-37,2.30579E-33,3
AT1G30690,0.35,4.26724E-16,7.90208E-12,3
AT3G47810,0.35,3.96405E-48,7.34062E-44,3
AT5G14150,0.35,2.97625E-71,5.51141E-67,3
AT3G10520,0.35,2.78274E-50,5.15309E-46,3
AT2G39780,0.35,3.38907E-46,6.27588E-42,3
AT2G40620,0.34,7.29289E-48,1.3505E-43,3
AT1G70330,0.34,4.13928E-47,7.66512E-43,3
AT5G57330,0.34,1.01319E-50,1.87623E-46,3
AT5G18520,0.34,5.53124E-38,1.02428E-33,3
AT3G14595,0.34,5.38546E-43,9.9728E-39,3
AT3G25040,0.34,2.29544E-44,4.2507E-40,3
AT5G36290,0.34,2.63948E-48,4.88778E-44,3
AT3G09820,0.34,4.04409E-44,7.48884E-40,3
AT5G10430,0.34,1.12652E-49,2.08609E-45,3
AT2G36890,0.34,3.93564E-23,7.28801E-19,3
AT2G30050,0.34,1.04624E-50,1.93742E-46,3
AT1G79410,0.34,3.99574E-64,7.3993E-60,3
AT4G13510,0.34,2.81733E-57,5.21713E-53,3
AT2G40765,0.34,2.51517E-52,4.65759E-48,3
AT5G39570,0.34,1.48287E-54,2.74598E-50,3
AT5G42630,0.34,4.49874E-49,8.33076E-45,3
