Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G05070,0.26,3.11795E-35,5.77383E-31,6
AT2G29980,0.26,9.26934E-13,1.7165E-08,6
AT3G01770,0.26,2.44895E-21,4.53496E-17,6
AT4G15930,0.25,2.41965E-32,4.48071E-28,6
AT5G42190,0.25,5.61934E-17,1.04059E-12,6
AT3G07410,0.25,6.39201E-23,1.18367E-18,6
AT4G16830,0.25,1.18806E-24,2.20004E-20,6
AT4G36620,0.25,5.84531E-08,0.001082435,6
AT3G15240,0.25,4.69366E-12,8.69172E-08,6
AT3G24080,0.25,1.33752E-16,2.47683E-12,6
AT3G57490,0.25,5.46874E-16,1.0127E-11,6
AT3G23000,0.25,4.70996E-15,8.7219E-11,6
AT1G75800,0.25,1.96625E-17,3.64111E-13,6
AT3G62840,0.25,2.17462E-17,4.02696E-13,6
AT1G23310,0.25,3.13557E-29,5.80644E-25,6
AT3G48560,0.25,2.8778E-19,5.3291E-15,6
AT5G58230,0.25,6.31697E-34,1.16978E-29,6
AT4G22670,0.25,3.83297E-15,7.09789E-11,6
AT1G53280,0.25,5.26668E-36,9.75285E-32,6
AT1G44810,0.25,8.00598E-30,1.48255E-25,6
AT5G14550,0.25,1.13308E-19,2.09824E-15,6
AT1G18330,0.25,1.46883E-32,2.71998E-28,6
AT3G48670,0.25,3.84121E-27,7.11315E-23,6
AT1G75440,0.25,1.97387E-13,3.65521E-09,6
AT1G24510,0.25,1.36868E-13,2.53453E-09,6
AT5G02960,0.25,1.3972E-128,2.5873E-124,6
AT4G21110,0.25,1.66447E-16,3.08227E-12,6
AT1G53310,0.25,5.10031E-16,9.44475E-12,6
AT1G74050,0.25,4.31231E-37,7.98554E-33,6
AT1G10760,0.25,9.39734E-28,1.7402E-23,6
