Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G62520,0.42,2.75004E-54,5.09252E-50,6
AT5G43700,0.42,2.59113E-38,4.79825E-34,6
AT2G42570,0.42,7.3634E-45,1.36355E-40,6
AT3G18000,0.42,5.60742E-36,1.03838E-31,6
AT3G12320,0.42,3.97625E-32,7.36321E-28,6
AT1G31950,0.42,3.56239E-37,6.59683E-33,6
AT5G22520,0.42,2.53147E-35,4.68778E-31,6
AT5G41070,0.42,3.93255E-58,7.28229E-54,6
AT4G36360,0.42,6.88074E-33,1.27418E-28,6
AT1G56170,0.42,6.83992E-24,1.26662E-19,6
AT1G31130,0.41,6.39641E-41,1.18449E-36,6
AT3G03450,0.41,7.22569E-55,1.33805E-50,6
AT3G18490,0.41,3.84274E-33,7.11599E-29,6
AT1G68400,0.41,9.18453E-49,1.70079E-44,6
AT3G23470,0.41,2.37859E-27,4.40468E-23,6
AT3G15950,0.41,5.61589E-66,1.03995E-61,6
AT4G37940,0.41,4.28598E-35,7.93679E-31,6
AT3G16460,0.41,7.67365E-93,1.42101E-88,6
AT5G27920,0.41,5.15468E-44,9.54543E-40,6
AT5G42630,0.41,1.6953E-33,3.13935E-29,6
AT2G41310,0.41,1.95747E-45,3.62484E-41,6
AT1G65590,0.41,1.56304E-47,2.89444E-43,6
AT4G10610,0.41,2.90909E-40,5.38705E-36,6
AT3G46600,0.41,7.9492E-34,1.47203E-29,6
AT3G22104,0.40,2.48875E-49,4.60868E-45,6
AT5G58960,0.40,8.58512E-53,1.58979E-48,6
AT5G49100,0.40,6.05829E-45,1.12187E-40,6
AT4G14270,0.40,1.95325E-31,3.61703E-27,6
AT4G36180,0.40,1.15576E-47,2.14023E-43,6
AT1G52740,0.40,4.6766E-61,8.66012E-57,6
AT1G19000,0.40,2.06544E-35,3.82478E-31,6
AT4G15910,0.40,2.48677E-55,4.605E-51,6
AT3G54400,0.40,5.51977E-67,1.02215E-62,6
AT3G01690,0.39,4.48651E-43,8.30812E-39,6
AT5G63650,0.39,4.34892E-38,8.05334E-34,6
AT2G04100,0.39,2.80491E-35,5.19412E-31,6
AT5G42590,0.39,2.98128E-42,5.52074E-38,6
AT5G51670,0.39,8.57719E-40,1.58832E-35,6
AT1G53708,0.39,3.89611E-38,7.21481E-34,6
AT1G04680,0.39,3.27849E-26,6.07111E-22,6
AT3G20820,0.39,4.90502E-40,9.08312E-36,6
AT2G32430,0.39,1.761E-33,3.26102E-29,6
AT1G70090,0.39,1.61644E-37,2.99332E-33,6
AT5G44210,0.39,2.36066E-18,4.37147E-14,6
AT3G13580,0.39,2.23503E-37,4.13883E-33,6
AT3G14540,0.38,1.72847E-44,3.20077E-40,6
AT5G28840,0.38,1.06678E-32,1.97546E-28,6
AT3G44326,0.38,6.75387E-46,1.25068E-41,6
AT4G39660,0.38,4.2747E-30,7.91588E-26,6
AT3G57930,0.38,2.88938E-40,5.35056E-36,6
AT1G67340,0.38,5.66147E-24,1.04839E-19,6
AT5G57655,0.38,5.05215E-35,9.35556E-31,6
AT1G49005,0.38,1.75858E-60,3.25653E-56,6
AT5G58580,0.38,2.63585E-51,4.88107E-47,6
AT5G62690,0.38,2.31638E-45,4.28946E-41,6
AT5G52470,0.38,1.08257E-51,2.00471E-47,6
AT5G08580,0.38,3.20513E-53,5.93526E-49,6
AT1G43170,0.38,9.3255E-120,1.7269E-115,6
AT5G17630,0.37,1.50849E-39,2.79342E-35,6
AT5G47210,0.37,6.52461E-64,1.20823E-59,6
AT1G51190,0.37,2.57724E-38,4.77254E-34,6
AT1G64230,0.37,1.3635E-30,2.52493E-26,6
AT3G16640,0.37,5.18438E-39,9.60044E-35,6
AT3G53750,0.37,4.66864E-37,8.64538E-33,6
AT4G03270,0.37,9.6225E-57,1.78189E-52,6
AT2G33340,0.37,1.35899E-32,2.51657E-28,6
AT5G53570,0.37,1.19255E-38,2.20836E-34,6
AT1G17530,0.37,7.9209E-25,1.46679E-20,6
AT4G38680,0.37,8.97913E-42,1.66276E-37,6
AT1G14720,0.37,2.91636E-34,5.40051E-30,6
AT4G29840,0.37,3.11808E-25,5.77405E-21,6
AT4G35020,0.37,2.72571E-44,5.04746E-40,6
AT5G45775,0.37,1.72186E-75,3.18854E-71,6
AT3G43670,0.37,9.66412E-47,1.7896E-42,6
AT5G56010,0.37,9.13321E-24,1.69129E-19,6
AT5G02870,0.36,4.23726E-60,7.84655E-56,6
AT5G58110,0.36,3.3273E-36,6.16149E-32,6
AT2G45310,0.36,3.50054E-32,6.4823E-28,6
AT3G14230,0.36,3.78758E-31,7.01385E-27,6
AT3G17590,0.36,1.0301E-41,1.90754E-37,6
AT4G00200,0.36,1.28356E-39,2.3769E-35,6
AT1G24880,0.36,2.05773E-32,3.8105E-28,6
AT5G41600,0.36,7.17181E-33,1.32807E-28,6
AT1G25260,0.36,2.16048E-49,4.00078E-45,6
AT1G53070,0.36,3.15073E-34,5.83451E-30,6
AT1G24160,0.36,1.01894E-39,1.88688E-35,6
AT4G33160,0.36,1.52847E-50,2.83043E-46,6
AT2G29510,0.36,2.2281E-41,4.12599E-37,6
AT1G10850,0.36,1.33845E-52,2.47854E-48,6
AT5G60340,0.36,2.26927E-24,4.20223E-20,6
AT1G06390,0.36,5.6736E-38,1.05064E-33,6
AT5G20400,0.36,1.20824E-22,2.23742E-18,6
AT1G30230,0.35,2.8666E-100,5.30839E-96,6
AT1G72050,0.35,1.49745E-37,2.77297E-33,6
AT5G25170,0.35,2.27795E-30,4.21832E-26,6
AT5G61020,0.35,1.15134E-25,2.13205E-21,6
AT2G14820,0.35,1.10807E-37,2.05193E-33,6
AT2G37410,0.35,2.26271E-27,4.19009E-23,6
AT2G03440,0.35,2.46522E-31,4.5651E-27,6
AT5G62920,0.35,2.70527E-21,5.00962E-17,6
AT2G46830,0.35,4.40353E-31,8.15446E-27,6
AT5G11890,0.35,7.98676E-37,1.47899E-32,6
AT4G40030,0.35,1.05747E-25,1.95822E-21,6
AT1G13970,0.35,6.97919E-37,1.29241E-32,6
AT5G67420,0.35,1.4449E-31,2.67567E-27,6
AT4G35840,0.35,1.67749E-45,3.10637E-41,6
AT2G31270,0.35,1.17721E-37,2.17996E-33,6
AT1G71230,0.35,5.75592E-41,1.06588E-36,6
AT5G61600,0.34,6.79094E-16,1.25755E-11,6
AT1G12160,0.34,5.97878E-54,1.10715E-49,6
AT5G59790,0.34,7.9273E-25,1.46798E-20,6
AT2G37080,0.34,2.62962E-29,4.86953E-25,6
AT1G20696,0.34,8.24029E-38,1.52594E-33,6
AT5G59070,0.34,1.55002E-35,2.87033E-31,6
AT3G53870,0.34,4.59573E-69,8.51037E-65,6
AT3G27230,0.34,6.98385E-40,1.29327E-35,6
AT2G27000,0.34,1.02144E-32,1.89151E-28,6
AT1G10400,0.34,2.25303E-51,4.17216E-47,6
AT4G28703,0.34,3.00072E-22,5.55674E-18,6
AT5G56030,0.34,1.96232E-20,3.63383E-16,6
AT2G36050,0.34,1.16775E-37,2.16244E-33,6
AT4G01610,0.34,3.3443E-28,6.19297E-24,6
AT1G28580,0.34,3.61929E-31,6.7022E-27,6
AT2G22670,0.34,4.05766E-38,7.51397E-34,6
AT3G25890,0.34,1.26671E-55,2.34569E-51,6
AT3G13470,0.34,1.35372E-24,2.50682E-20,6
AT1G28130,0.34,3.14869E-15,5.83075E-11,6
AT4G22130,0.33,2.22229E-30,4.11524E-26,6
AT1G56220,0.33,1.31273E-13,2.43091E-09,6
AT4G22235,0.33,1.1525E-18,2.1342E-14,6
AT3G49010,0.33,1.03243E-86,1.91186E-82,6
AT2G37600,0.33,5.82594E-55,1.07885E-50,6
AT1G64720,0.33,2.84143E-19,5.26176E-15,6
AT5G49170,0.33,1.68491E-35,3.12011E-31,6
AT4G32290,0.33,1.25469E-36,2.32343E-32,6
AT3G04400,0.33,3.6178E-125,6.6994E-121,6
AT1G56020,0.33,5.82807E-40,1.07924E-35,6
AT1G59960,0.33,7.70151E-33,1.42617E-28,6
AT5G58750,0.33,7.95023E-30,1.47222E-25,6
AT5G50740,0.33,1.82483E-40,3.37922E-36,6
AT4G28250,0.33,7.07917E-33,1.31092E-28,6
AT3G05200,0.32,7.67996E-22,1.42217E-17,6
AT1G50660,0.32,4.43297E-28,8.20897E-24,6
AT5G01710,0.32,8.04267E-27,1.48934E-22,6
AT5G01890,0.32,4.11308E-34,7.61661E-30,6
AT3G06130,0.32,6.48053E-37,1.20006E-32,6
AT5G05880,0.32,2.27163E-41,4.20661E-37,6
AT5G56790,0.32,6.93231E-39,1.28373E-34,6
AT3G45600,0.32,2.11711E-33,3.92047E-29,6
AT4G00730,0.32,4.26966E-31,7.90655E-27,6
AT4G25640,0.32,6.52434E-20,1.20818E-15,6
AT5G25900,0.32,4.13614E-25,7.6593E-21,6
AT5G11880,0.32,1.76207E-32,3.263E-28,6
AT3G28200,0.32,4.52582E-25,8.38092E-21,6
AT3G49810,0.32,4.75045E-37,8.79689E-33,6
AT5G65700,0.32,1.89386E-29,3.50705E-25,6
AT2G27530,0.31,1.05315E-70,1.95023E-66,6
AT2G27010,0.31,3.13328E-28,5.80222E-24,6
AT5G58590,0.31,4.52898E-21,8.38676E-17,6
AT3G22320,0.31,2.88788E-24,5.34778E-20,6
AT3G05980,0.31,2.405E-34,4.45358E-30,6
AT5G47060,0.31,5.83728E-23,1.08095E-18,6
AT5G66675,0.31,4.63452E-33,8.5822E-29,6
AT5G08420,0.31,1.96192E-26,3.63309E-22,6
AT2G36460,0.31,3.65223E-16,6.7632E-12,6
AT5G45100,0.31,1.51558E-24,2.80655E-20,6
AT5G62890,0.31,1.94771E-30,3.60677E-26,6
AT4G31600,0.31,2.42498E-43,4.49057E-39,6
AT5G62680,0.31,1.79212E-54,3.31864E-50,6
AT3G61630,0.31,3.33167E-34,6.16959E-30,6
AT2G45450,0.31,1.58617E-34,2.93726E-30,6
AT4G39955,0.31,4.34626E-31,8.04841E-27,6
AT4G09830,0.31,3.85426E-20,7.13732E-16,6
AT5G66860,0.31,6.77584E-21,1.25475E-16,6
AT3G24503,0.31,5.77781E-25,1.06993E-20,6
AT5G22550,0.31,6.27773E-37,1.16251E-32,6
AT3G15095,0.31,4.93266E-37,9.13431E-33,6
AT3G46040,0.31,3.31735E-44,6.14307E-40,6
AT4G09800,0.30,4.26801E-54,7.90349E-50,6
AT1G17050,0.30,5.94067E-33,1.10009E-28,6
AT5G53760,0.30,6.6445E-33,1.23043E-28,6
AT3G22680,0.30,1.52282E-31,2.81996E-27,6
AT4G39400,0.30,7.73724E-30,1.43278E-25,6
AT3G23300,0.30,8.07893E-28,1.49606E-23,6
AT1G66180,0.30,1.26228E-28,2.33749E-24,6
AT2G06850,0.30,4.7183E-19,8.73734E-15,6
AT2G44500,0.30,2.08181E-27,3.85509E-23,6
AT5G17300,0.30,1.14482E-28,2.11997E-24,6
AT2G36026,0.30,4.93889E-39,9.14583E-35,6
AT3G19380,0.30,2.35253E-22,4.35642E-18,6
AT4G12650,0.30,5.84054E-22,1.08155E-17,6
AT5G02550,0.30,1.48257E-16,2.74543E-12,6
AT5G13360,0.30,1.59841E-39,2.95994E-35,6
AT5G48000,0.30,5.59788E-30,1.03662E-25,6
AT5G55730,0.30,8.66841E-23,1.60522E-18,6
AT5G39740,0.30,4.98964E-77,9.23981E-73,6
AT3G18830,0.30,1.19023E-19,2.20407E-15,6
AT5G62390,0.30,6.17024E-25,1.14261E-20,6
AT4G29680,0.30,3.4688E-26,6.42352E-22,6
AT2G41840,0.30,3.1689E-109,5.8682E-105,6
AT1G76500,0.30,5.1019E-27,9.4477E-23,6
AT1G10750,0.29,4.42623E-35,8.19649E-31,6
AT4G02230,0.29,3.49833E-35,6.47821E-31,6
AT4G10640,0.29,2.78235E-17,5.15236E-13,6
AT2G29400,0.29,8.8283E-23,1.63483E-18,6
AT1G26470,0.29,2.55974E-23,4.74013E-19,6
AT1G80530,0.29,2.86085E-31,5.29773E-27,6
AT1G48510,0.29,1.97336E-38,3.65426E-34,6
AT5G53300,0.29,1.35394E-31,2.50722E-27,6
AT4G18570,0.29,3.73344E-31,6.91359E-27,6
AT1G79380,0.29,8.28398E-31,1.53403E-26,6
AT1G12420,0.29,5.27567E-25,9.76949E-21,6
AT4G09320,0.29,2.27702E-40,4.21659E-36,6
AT3G10190,0.29,5.26546E-24,9.75058E-20,6
AT3G13570,0.29,3.33004E-23,6.16657E-19,6
AT1G01060,0.29,1.86942E-30,3.46179E-26,6
AT1G12440,0.29,1.13442E-35,2.10072E-31,6
AT3G15790,0.29,1.6142E-39,2.98917E-35,6
AT3G25140,0.29,3.59385E-19,6.6551E-15,6
AT3G18230,0.29,7.77292E-22,1.43939E-17,6
AT3G54500,0.29,1.48787E-28,2.75524E-24,6
AT3G62870,0.29,3.6722E-100,6.80015E-96,6
AT5G40610,0.29,1.70649E-42,3.16007E-38,6
AT3G11710,0.29,2.54307E-23,4.70926E-19,6
AT5G48760,0.29,9.39592E-31,1.73994E-26,6
AT3G23080,0.29,1.01949E-39,1.8879E-35,6
AT5G52920,0.29,3.14557E-18,5.82497E-14,6
AT4G15560,0.29,1.82868E-31,3.38635E-27,6
AT5G62700,0.29,4.63702E-38,8.58684E-34,6
AT1G35516,0.29,3.86606E-20,7.15918E-16,6
AT1G13530,0.29,1.79322E-27,3.32068E-23,6
AT3G08590,0.28,4.47639E-16,8.28937E-12,6
AT5G02070,0.28,4.94446E-30,9.15615E-26,6
AT5G64080,0.28,8.81929E-19,1.63316E-14,6
AT5G46430,0.28,1.63385E-48,3.02556E-44,6
AT5G27990,0.28,7.39149E-20,1.36876E-15,6
AT2G44180,0.28,4.4253E-39,8.19477E-35,6
AT5G48940,0.28,9.35599E-25,1.73254E-20,6
AT1G31860,0.28,4.27028E-21,7.9077E-17,6
AT3G48930,0.28,3.63726E-73,6.73548E-69,6
AT4G24240,0.28,4.07746E-34,7.55064E-30,6
AT2G25520,0.28,1.20974E-25,2.2402E-21,6
AT5G48300,0.28,9.88141E-26,1.82984E-21,6
AT1G02780,0.28,1.2085E-115,2.2379E-111,6
AT1G49560,0.28,2.96414E-32,5.489E-28,6
AT5G64170,0.28,9.61719E-29,1.78091E-24,6
AT5G41700,0.28,3.7871E-16,7.01296E-12,6
AT5G64260,0.28,6.91858E-25,1.28118E-20,6
AT4G31180,0.28,2.24779E-20,4.16247E-16,6
AT1G74060,0.28,1.63733E-39,3.03202E-35,6
AT1G27400,0.28,1.7452E-99,3.23176E-95,6
AT1G65980,0.28,1.6365E-55,3.03047E-51,6
AT1G73160,0.28,1.00122E-37,1.85407E-33,6
AT1G14690,0.28,3.8308E-27,7.09387E-23,6
AT1G58280,0.28,8.57803E-29,1.58848E-24,6
AT2G25490,0.28,1.17224E-20,2.17075E-16,6
AT1G19120,0.28,2.28856E-28,4.23796E-24,6
AT3G07580,0.28,2.94265E-35,5.4492E-31,6
AT1G20693,0.28,2.43495E-19,4.50904E-15,6
AT1G09570,0.28,2.74543E-27,5.08398E-23,6
AT5G11090,0.28,3.203E-21,5.93131E-17,6
AT4G16442,0.27,1.13726E-32,2.10598E-28,6
AT1G17370,0.27,2.24072E-25,4.14937E-21,6
AT1G73490,0.27,5.05032E-20,9.35219E-16,6
AT3G20840,0.27,1.1303E-22,2.0931E-18,6
AT1G23850,0.27,7.2711E-30,1.34646E-25,6
AT3G19100,0.27,1.33507E-25,2.47228E-21,6
AT2G46600,0.27,3.31967E-11,6.14737E-07,6
AT1G01100,0.27,9.6988E-104,1.796E-99,6
AT1G21065,0.27,7.59291E-30,1.40606E-25,6
AT1G49050,0.27,1.91025E-27,3.5374E-23,6
AT3G06035,0.27,1.00351E-20,1.85829E-16,6
AT4G27860,0.27,7.87434E-19,1.45817E-14,6
AT2G41410,0.27,6.10182E-21,1.12994E-16,6
AT1G67590,0.27,7.52812E-26,1.39406E-21,6
AT1G80370,0.27,7.6014E-23,1.40763E-18,6
AT5G48150,0.27,1.68296E-27,3.1165E-23,6
AT2G39460,0.27,2.67901E-74,4.961E-70,6
AT4G36640,0.27,5.46912E-20,1.01277E-15,6
AT1G31970,0.27,2.7049E-19,5.00894E-15,6
AT5G57630,0.27,1.60818E-23,2.97803E-19,6
AT4G37590,0.27,2.3336E-24,4.32136E-20,6
AT3G63030,0.27,1.7065E-33,3.1601E-29,6
AT4G17190,0.27,2.24811E-27,4.16306E-23,6
AT5G09960,0.27,1.36348E-16,2.5249E-12,6
AT3G61898,0.27,1.36567E-30,2.52895E-26,6
AT2G46280,0.27,3.38647E-27,6.27106E-23,6
AT2G36080,0.27,1.47526E-19,2.73189E-15,6
AT5G20550,0.27,1.73951E-21,3.22122E-17,6
AT5G52420,0.27,1.48846E-24,2.75634E-20,6
AT3G62530,0.27,6.57912E-21,1.21832E-16,6
AT1G48830,0.27,4.71765E-21,8.73615E-17,6
AT2G43710,0.27,9.44707E-25,1.74941E-20,6
AT5G02530,0.27,3.90238E-22,7.22643E-18,6
AT1G04480,0.26,4.97781E-35,9.21791E-31,6
AT4G00110,0.26,3.5133E-42,6.50593E-38,6
AT3G62570,0.26,6.22913E-29,1.15351E-24,6
AT1G14320,0.26,7.32294E-81,1.35606E-76,6
AT3G54810,0.26,1.79889E-21,3.33118E-17,6
AT3G17580,0.26,2.89516E-22,5.36125E-18,6
AT3G55520,0.26,3.22805E-40,5.9777E-36,6
AT3G25520,0.26,4.22716E-95,7.82785E-91,6
AT5G02770,0.26,3.59627E-29,6.65957E-25,6
AT5G27860,0.26,1.74277E-24,3.22725E-20,6
AT4G29410,0.26,5.93094E-56,1.09829E-51,6
AT3G09270,0.26,3.99401E-11,7.39611E-07,6
AT5G05460,0.26,6.75983E-31,1.25178E-26,6
AT1G70310,0.26,2.99682E-18,5.54952E-14,6
AT1G68550,0.26,5.60607E-29,1.03813E-24,6
AT1G56070,0.26,1.39616E-56,2.5854E-52,6
AT1G21690,0.26,8.62448E-38,1.59708E-33,6
AT4G25740,0.26,2.47986E-41,4.59221E-37,6
AT1G63830,0.26,4.82899E-21,8.94233E-17,6
AT5G01090,0.26,2.33069E-34,4.31597E-30,6
AT3G25790,0.26,2.41747E-15,4.47668E-11,6
AT3G26090,0.26,2.84021E-24,5.2595E-20,6
AT2G36420,0.26,6.34418E-23,1.17482E-18,6
AT1G54060,0.26,3.44206E-28,6.37401E-24,6
AT3G45230,0.26,4.29922E-20,7.96129E-16,6
AT5G03050,0.26,1.43911E-45,2.66495E-41,6
AT5G62610,0.26,6.05357E-23,1.121E-18,6
AT1G16040,0.26,2.00654E-28,3.7157E-24,6
AT2G37340,0.26,9.84987E-17,1.824E-12,6
AT2G40660,0.26,2.62898E-24,4.86834E-20,6
AT3G03960,0.26,1.02168E-13,1.89195E-09,6
