Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT3G16430,0.62,5.90614E-75,1.0937E-70,0
AT4G31550,0.62,2.6598E-79,4.92542E-75,0
AT2G43000,0.62,1.62764E-57,3.01407E-53,0
AT1G01550,0.62,3.5377E-120,6.551E-116,0
AT2G39210,0.61,2.89902E-93,5.36841E-89,0
AT4G32870,0.61,3.2854E-83,6.0839E-79,0
AT1G75950,0.61,1.2942E-132,2.3966E-128,0
AT4G20850,0.61,1.3353E-122,2.4728E-118,0
AT1G12110,0.61,3.54038E-69,6.55608E-65,0
AT1G29340,0.61,3.8842E-112,7.1927E-108,0
AT2G18280,0.60,1.64987E-80,3.05524E-76,0
AT4G25900,0.60,3.79516E-95,7.02788E-91,0
AT5G62390,0.60,1.7174E-124,3.1803E-120,0
AT2G31390,0.60,3.2165E-124,5.9563E-120,0
AT1G75000,0.59,1.00865E-58,1.86782E-54,0
AT2G24550,0.59,2.8022E-121,5.1891E-117,0
AT1G74840,0.59,7.53495E-92,1.39532E-87,0
AT2G39050,0.58,9.9895E-100,1.84986E-95,0
AT3G45600,0.58,5.2612E-103,9.7427E-99,0
AT5G49460,0.58,8.5523E-109,1.5837E-104,0
AT4G32060,0.57,1.0709E-120,1.9832E-116,0
AT4G23430,0.57,4.8043E-103,8.8966E-99,0
AT3G03150,0.57,1.2939E-104,2.396E-100,0
AT1G02360,0.57,2.59619E-36,4.80763E-32,0
AT1G19000,0.57,4.258E-106,7.8849E-102,0
AT1G70690,0.57,1.72375E-90,3.19205E-86,0
AT3G48690,0.57,1.49592E-62,2.77015E-58,0
AT3G05200,0.56,5.79753E-86,1.07359E-81,0
AT4G05070,0.56,5.73262E-62,1.06157E-57,0
AT4G22380,0.56,1.4503E-76,2.68566E-72,0
AT1G30720,0.55,6.30253E-57,1.1671E-52,0
AT5G53110,0.55,5.97618E-75,1.10667E-70,0
AT3G16640,0.55,5.41337E-84,1.00245E-79,0
AT3G44326,0.54,4.34262E-90,8.04166E-86,0
AT5G39730,0.54,8.39182E-88,1.554E-83,0
AT5G06370,0.54,1.88679E-75,3.49395E-71,0
AT2G31200,0.54,2.91552E-60,5.39895E-56,0
AT1G76670,0.54,6.2785E-92,1.16265E-87,0
AT4G14880,0.54,3.949E-123,7.3127E-119,0
AT2G22770,0.54,5.54695E-60,1.02718E-55,0
AT5G44210,0.54,1.6526E-59,3.06028E-55,0
AT3G52710,0.53,2.37277E-68,4.3939E-64,0
AT3G13720,0.53,1.31275E-97,2.43094E-93,0
AT3G45310,0.53,3.84722E-86,7.12428E-82,0
AT1G01800,0.53,3.0544E-101,5.65617E-97,0
AT5G07040,0.52,5.36033E-70,9.92626E-66,0
AT3G15950,0.52,3.4022E-136,6.3003E-132,0
AT5G24530,0.52,7.56465E-54,1.40082E-49,0
AT2G43570,0.52,7.82623E-41,1.44926E-36,0
AT1G64230,0.52,5.11842E-89,9.47828E-85,0
AT1G69850,0.52,5.71677E-64,1.05863E-59,0
AT5G65660,0.52,3.33431E-46,6.17447E-42,0
AT3G14595,0.51,1.2479E-81,2.31086E-77,0
AT3G12630,0.51,7.75092E-81,1.43532E-76,0
AT5G48657,0.51,7.68884E-46,1.42382E-41,0
AT3G13432,0.51,3.39321E-62,6.28355E-58,0
AT4G38470,0.51,1.20344E-75,2.22853E-71,0
AT1G49050,0.51,1.4012E-102,2.59481E-98,0
AT3G11730,0.51,4.2007E-105,7.7789E-101,0
AT5G62530,0.51,2.0507E-133,3.7974E-129,0
AT1G43130,0.51,3.4471E-104,6.3833E-100,0
AT5G61880,0.51,9.34411E-92,1.73034E-87,0
AT3G14530,0.50,1.84591E-63,3.41825E-59,0
AT2G42790,0.50,7.72183E-97,1.42993E-92,0
AT3G04730,0.50,2.00168E-63,3.70672E-59,0
AT1G23190,0.50,5.72096E-84,1.05941E-79,0
AT2G16500,0.50,2.00713E-89,3.71681E-85,0
AT2G31570,0.50,6.69444E-78,1.23968E-73,0
AT2G33830,0.50,1.16871E-28,2.16421E-24,0
AT1G75800,0.50,8.83397E-74,1.63587E-69,0
AT5G16110,0.49,1.56764E-72,2.90295E-68,0
AT5G28840,0.49,6.4226E-107,1.1893E-102,0
AT4G23570,0.49,6.47058E-86,1.19822E-81,0
AT4G29160,0.49,6.30481E-75,1.16752E-70,0
AT5G59420,0.49,1.8533E-99,3.43193E-95,0
AT1G36730,0.49,1.0823E-99,2.00425E-95,0
AT1G73655,0.49,2.89784E-76,5.36622E-72,0
AT5G48010,0.49,2.51816E-42,4.66314E-38,0
AT1G53210,0.49,1.46857E-70,2.7195E-66,0
AT5G42590,0.49,7.38985E-73,1.36845E-68,0
AT4G39660,0.49,5.18822E-67,9.60755E-63,0
AT4G16190,0.49,1.08541E-29,2.00996E-25,0
AT1G17890,0.49,2.84099E-89,5.26095E-85,0
AT4G22010,0.48,9.21322E-59,1.7061E-54,0
AT5G42850,0.48,1.8443E-108,3.4153E-104,0
AT4G21960,0.48,1.39054E-43,2.575E-39,0
AT2G22780,0.48,1.16258E-85,2.15287E-81,0
AT5G64400,0.48,4.4933E-119,8.3207E-115,0
AT3G05937,0.48,3.54593E-67,6.56636E-63,0
AT5G54540,0.48,1.42256E-91,2.63429E-87,0
AT4G21910,0.48,4.30247E-77,7.96732E-73,0
AT3G07350,0.48,3.37068E-59,6.24182E-55,0
AT5G66280,0.47,1.06555E-29,1.97318E-25,0
AT4G32650,0.47,2.16595E-86,4.0109E-82,0
AT5G03660,0.47,1.7983E-106,3.3302E-102,0
AT1G75180,0.47,2.66408E-89,4.93334E-85,0
AT1G18390,0.47,5.04166E-71,9.33614E-67,0
AT3G48560,0.47,1.76603E-77,3.27033E-73,0
AT5G42980,0.47,3.5001E-148,6.4814E-144,0
AT4G21450,0.47,1.27354E-86,2.35833E-82,0
AT1G63830,0.47,8.65632E-89,1.60298E-84,0
AT1G28130,0.47,6.01765E-49,1.11435E-44,0
AT4G13510,0.47,7.03303E-59,1.30238E-54,0
AT4G14630,0.47,6.89182E-20,1.27623E-15,0
AT1G80460,0.47,2.69139E-95,4.98392E-91,0
AT3G10500,0.47,5.56666E-68,1.03083E-63,0
AT2G24180,0.46,1.88139E-63,3.48395E-59,0
AT5G21090,0.46,3.42779E-87,6.34758E-83,0
AT2G47710,0.46,2.13594E-73,3.95533E-69,0
AT5G58290,0.46,7.2262E-84,1.33815E-79,0
AT5G44582,0.46,5.62854E-60,1.04229E-55,0
AT4G10610,0.46,6.6811E-109,1.2372E-104,0
AT1G62422,0.46,5.52774E-58,1.02363E-53,0
AT5G20620,0.45,2.7518E-109,5.0958E-105,0
AT5G05460,0.45,1.3543E-121,2.5079E-117,0
AT4G02340,0.45,3.59895E-92,6.66453E-88,0
AT3G62650,0.45,1.93626E-65,3.58557E-61,0
AT2G34690,0.45,2.23139E-80,4.13209E-76,0
AT4G30080,0.45,3.90871E-71,7.23816E-67,0
AT1G27970,0.45,2.04661E-80,3.78991E-76,0
AT2G21060,0.44,8.58123E-67,1.58907E-62,0
AT1G65510,0.44,4.04539E-71,7.49126E-67,0
AT1G09645,0.44,5.79502E-83,1.07312E-78,0
AT5G46410,0.44,1.7989E-75,3.3312E-71,0
AT5G12140,0.44,1.37238E-61,2.54137E-57,0
AT3G12050,0.44,1.39897E-61,2.59062E-57,0
AT2G45790,0.44,5.15362E-56,9.54348E-52,0
AT5G61210,0.44,1.7594E-65,3.25805E-61,0
AT1G19110,0.44,1.2779E-67,2.36641E-63,0
AT5G57090,0.43,2.28591E-56,4.23304E-52,0
AT3G46700,0.43,1.0378E-34,1.9218E-30,0
AT4G09830,0.43,1.33251E-71,2.46754E-67,0
AT1G50660,0.43,8.69038E-76,1.60928E-71,0
AT5G39950,0.43,7.41053E-76,1.37228E-71,0
AT1G53910,0.43,1.70363E-72,3.15478E-68,0
AT4G28240,0.43,2.03699E-41,3.7721E-37,0
AT1G64280,0.43,1.67337E-92,3.09875E-88,0
AT3G08760,0.43,2.23866E-67,4.14556E-63,0
AT2G22670,0.43,7.84169E-79,1.45212E-74,0
AT5G48300,0.42,5.66044E-68,1.0482E-63,0
AT1G77710,0.42,8.79852E-78,1.62931E-73,0
AT5G20400,0.42,3.47458E-63,6.43423E-59,0
AT5G19340,0.42,2.93528E-44,5.43554E-40,0
AT1G50480,0.42,1.3375E-104,2.4767E-100,0
AT5G51280,0.42,3.9731E-90,7.3574E-86,0
AT5G58430,0.42,1.93042E-86,3.57475E-82,0
AT1G06130,0.42,1.31443E-86,2.43406E-82,0
AT3G03310,0.42,9.4743E-86,1.75445E-81,0
AT1G17530,0.42,1.51601E-53,2.80734E-49,0
AT3G24770,0.42,5.87989E-63,1.08884E-58,0
AT1G65820,0.42,1.09838E-82,2.03398E-78,0
AT1G64720,0.42,2.01095E-48,3.72388E-44,0
AT1G09740,0.42,8.32347E-61,1.54134E-56,0
AT2G36320,0.41,6.59858E-76,1.22192E-71,0
AT1G68760,0.41,9.55461E-73,1.76932E-68,0
AT2G35770,0.41,4.93779E-83,9.1438E-79,0
AT1G17290,0.41,5.24717E-78,9.7167E-74,0
AT1G74590,0.41,3.94784E-34,7.31061E-30,0
AT1G65980,0.41,1.38055E-91,2.55651E-87,0
AT3G52850,0.41,1.55589E-89,2.8812E-85,0
AT2G46500,0.41,8.505E-82,1.57496E-77,0
AT5G61010,0.41,6.32841E-61,1.1719E-56,0
AT5G04170,0.41,1.55953E-75,2.88795E-71,0
AT4G26140,0.41,5.06195E-59,9.37373E-55,0
AT4G39955,0.41,1.81674E-81,3.36423E-77,0
AT1G33750,0.41,3.55245E-46,6.57842E-42,0
AT2G44310,0.41,1.87163E-63,3.46589E-59,0
AT3G61070,0.41,2.05529E-74,3.80599E-70,0
AT3G15660,0.40,4.8925E-84,9.05994E-80,0
AT4G36210,0.40,5.58004E-96,1.03331E-91,0
AT4G28220,0.40,2.8444E-103,5.2673E-99,0
AT5G58750,0.40,1.1795E-53,2.18419E-49,0
AT3G60300,0.40,9.0077E-67,1.66805E-62,0
AT3G48570,0.40,2.86874E-55,5.31233E-51,0
AT5G22360,0.40,8.9469E-79,1.65679E-74,0
AT2G37480,0.40,4.20183E-84,7.78094E-80,0
AT2G41070,0.40,1.53642E-57,2.84515E-53,0
AT2G42590,0.40,3.9643E-97,7.34108E-93,0
AT1G80780,0.40,4.83245E-88,8.94873E-84,0
AT3G56460,0.40,6.5371E-103,1.21053E-98,0
AT3G13930,0.39,2.27196E-70,4.20722E-66,0
AT1G80040,0.39,9.22436E-85,1.70817E-80,0
AT1G21770,0.39,4.5881E-99,8.49623E-95,0
AT2G03820,0.39,2.45428E-67,4.54484E-63,0
AT1G03610,0.39,5.18334E-63,9.5985E-59,0
AT4G08230,0.39,1.97519E-77,3.65766E-73,0
AT3G56400,0.39,3.02166E-40,5.59551E-36,0
AT3G09270,0.39,7.14554E-35,1.32321E-30,0
AT5G20270,0.39,5.62221E-43,1.04112E-38,0
AT3G15450,0.39,3.58493E-36,6.63857E-32,0
AT1G25550,0.39,8.61494E-52,1.59531E-47,0
AT3G22530,0.39,1.25757E-62,2.32876E-58,0
AT3G48330,0.39,1.47441E-79,2.73031E-75,0
AT1G54830,0.39,4.59903E-79,8.51649E-75,0
AT1G70770,0.39,7.56765E-66,1.40138E-61,0
AT5G22630,0.39,3.40402E-41,6.30356E-37,0
AT5G42000,0.38,1.78586E-88,3.30705E-84,0
AT1G30110,0.38,6.67796E-48,1.23662E-43,0
AT2G17120,0.38,1.18805E-64,2.20004E-60,0
AT3G14180,0.38,1.40492E-92,2.60164E-88,0
AT5G11090,0.38,1.54315E-66,2.8576E-62,0
AT2G01490,0.38,3.46804E-64,6.42212E-60,0
AT1G14740,0.38,1.28093E-78,2.37203E-74,0
AT5G07470,0.38,3.57208E-65,6.61478E-61,0
AT2G35680,0.38,5.79066E-71,1.07231E-66,0
AT2G02390,0.38,3.34178E-63,6.18831E-59,0
AT5G04830,0.38,4.37193E-69,8.09594E-65,0
AT3G02720,0.38,9.8102E-74,1.81665E-69,0
AT4G14030,0.38,6.91241E-71,1.28004E-66,0
AT5G41210,0.38,1.4468E-115,2.6792E-111,0
AT4G23190,0.38,9.20225E-43,1.70407E-38,0
AT2G23090,0.38,1.39242E-60,2.57848E-56,0
AT5G14640,0.37,4.52799E-66,8.38494E-62,0
AT1G70000,0.37,2.0763E-51,3.84489E-47,0
AT4G33300,0.37,1.01077E-68,1.87175E-64,0
AT3G13200,0.37,1.22367E-68,2.266E-64,0
AT1G21080,0.37,1.05342E-78,1.95073E-74,0
AT2G02930,0.37,8.38368E-18,1.55249E-13,0
AT5G37740,0.37,4.9692E-48,9.20197E-44,0
AT1G44180,0.37,5.06869E-46,9.38621E-42,0
AT4G01000,0.37,3.27789E-91,6.06999E-87,0
AT5G63190,0.37,1.15687E-87,2.1423E-83,0
AT1G79440,0.37,7.28472E-68,1.34898E-63,0
AT5G45750,0.37,2.56572E-85,4.75119E-81,0
AT1G10590,0.37,1.0333E-65,1.91347E-61,0
AT5G59070,0.37,1.20549E-60,2.23232E-56,0
AT1G22440,0.37,4.578E-72,8.47754E-68,0
AT5G16050,0.37,4.18387E-82,7.74769E-78,0
AT4G13010,0.37,1.94414E-77,3.60016E-73,0
AT3G25910,0.37,1.65533E-70,3.06534E-66,0
AT2G18690,0.37,8.22418E-25,1.52295E-20,0
AT1G11890,0.37,1.48532E-98,2.75051E-94,0
AT5G60360,0.36,2.52662E-52,4.6788E-48,0
AT5G54510,0.36,1.75769E-32,3.25488E-28,0
AT3G10940,0.36,9.33982E-74,1.72955E-69,0
AT5G19860,0.36,1.24671E-59,2.30866E-55,0
AT4G12840,0.36,7.71743E-64,1.42911E-59,0
AT3G62290,0.36,3.65302E-70,6.76466E-66,0
AT3G01540,0.36,1.1163E-61,2.06717E-57,0
AT4G38060,0.36,3.44403E-48,6.37765E-44,0
AT4G29810,0.36,1.11032E-78,2.05609E-74,0
AT5G54670,0.36,2.15422E-58,3.98918E-54,0
AT2G18630,0.36,1.72168E-87,3.18821E-83,0
AT4G21980,0.36,4.41016E-59,8.16674E-55,0
AT2G32030,0.36,7.73221E-55,1.43185E-50,0
AT4G38950,0.36,8.94205E-51,1.65589E-46,0
AT1G16180,0.35,4.85026E-52,8.9817E-48,0
AT3G23490,0.35,4.41679E-80,8.179E-76,0
AT5G14550,0.35,6.42998E-64,1.1907E-59,0
AT3G07270,0.35,1.52725E-95,2.82817E-91,0
AT2G39570,0.35,4.47699E-51,8.2905E-47,0
AT4G16210,0.35,1.50709E-79,2.79083E-75,0
AT4G00895,0.35,3.91828E-46,7.25587E-42,0
AT4G37590,0.35,2.42835E-63,4.49682E-59,0
AT1G07630,0.35,7.41902E-66,1.37385E-61,0
AT1G80440,0.35,1.05236E-21,1.94876E-17,0
AT5G48160,0.35,3.15362E-74,5.83988E-70,0
AT3G60410,0.35,8.4337E-79,1.56175E-74,0
AT1G68140,0.35,5.58827E-53,1.03484E-48,0
AT1G18480,0.35,1.44179E-86,2.6699E-82,0
AT1G10480,0.35,6.05265E-38,1.12083E-33,0
AT1G30440,0.35,5.643E-73,1.04497E-68,0
AT4G39050,0.35,1.06248E-76,1.9675E-72,0
AT1G13640,0.35,7.62792E-92,1.41254E-87,0
AT5G43830,0.35,3.12452E-50,5.78598E-46,0
AT3G28940,0.35,2.13796E-54,3.95908E-50,0
AT3G57020,0.35,1.32068E-51,2.44563E-47,0
AT1G67340,0.35,5.12128E-35,9.48359E-31,0
AT4G39820,0.35,2.64384E-96,4.89586E-92,0
AT5G12480,0.35,4.69299E-71,8.69048E-67,0
AT5G63650,0.34,4.2331E-73,7.83885E-69,0
AT2G44970,0.34,2.96051E-75,5.48227E-71,0
AT3G02470,0.34,2.76265E-39,5.11588E-35,0
AT2G38120,0.34,2.40553E-52,4.45455E-48,0
AT1G15340,0.34,7.46914E-63,1.38313E-58,0
AT1G16240,0.34,1.02342E-53,1.89516E-49,0
AT5G17380,0.34,1.04732E-50,1.93944E-46,0
AT5G17840,0.34,4.27188E-87,7.91067E-83,0
AT5G62200,0.34,3.11152E-69,5.76191E-65,0
AT1G07530,0.34,5.36216E-78,9.92965E-74,0
AT5G16510,0.34,1.9236E-59,3.56213E-55,0
AT1G32460,0.34,9.74412E-55,1.80442E-50,0
AT3G28200,0.34,5.39877E-50,9.99745E-46,0
AT5G57655,0.34,1.91872E-79,3.55309E-75,0
AT3G27210,0.34,5.32938E-48,9.86894E-44,0
AT4G34881,0.34,2.14439E-66,3.97099E-62,0
AT3G52880,0.34,3.5793E-62,6.62814E-58,0
AT4G00730,0.34,1.91859E-60,3.55285E-56,0
AT2G44870,0.34,6.91132E-76,1.27984E-71,0
AT3G21610,0.34,7.4032E-90,1.37092E-85,0
AT1G65590,0.34,3.76659E-82,6.97498E-78,0
AT3G44110,0.34,1.75019E-41,3.241E-37,0
AT2G35910,0.34,6.11187E-50,1.1318E-45,0
AT3G48170,0.33,4.74333E-81,8.78369E-77,0
AT5G10140,0.33,4.96091E-39,9.18662E-35,0
AT2G43090,0.33,3.16604E-56,5.86286E-52,0
AT5G16880,0.33,1.90145E-58,3.52111E-54,0
AT3G22850,0.33,1.50372E-44,2.78459E-40,0
AT5G45360,0.33,3.38677E-80,6.27161E-76,0
AT2G20940,0.33,4.48448E-72,8.30435E-68,0
AT3G55620,0.33,1.23202E-52,2.28145E-48,0
AT5G65020,0.33,3.8069E-70,7.04962E-66,0
AT4G37520,0.33,1.01186E-24,1.87377E-20,0
AT5G25440,0.33,1.10135E-41,2.03948E-37,0
AT4G23850,0.33,1.09882E-74,2.0348E-70,0
AT1G17210,0.33,3.2313E-102,5.98364E-98,0
AT2G47420,0.33,3.57422E-54,6.61874E-50,0
AT4G25130,0.33,8.09939E-69,1.49985E-64,0
AT3G09570,0.33,3.53887E-84,6.55327E-80,0
AT5G48240,0.33,4.28455E-61,7.93412E-57,0
AT1G67030,0.33,1.68224E-47,3.11518E-43,0
AT3G27190,0.33,6.00051E-86,1.11117E-81,0
AT1G60420,0.33,6.79502E-74,1.2583E-69,0
AT2G24940,0.33,5.05922E-48,9.36866E-44,0
AT5G13870,0.33,1.24267E-23,2.30118E-19,0
AT1G20696,0.33,4.48897E-51,8.31267E-47,0
AT1G59900,0.33,5.23366E-82,9.69169E-78,0
AT1G14670,0.33,2.40411E-40,4.45194E-36,0
AT4G36600,0.33,6.29131E-22,1.16502E-17,0
AT3G01120,0.33,9.15364E-54,1.69507E-49,0
AT1G78600,0.33,1.25951E-54,2.33236E-50,0
AT2G45510,0.33,4.46843E-85,8.27463E-81,0
AT4G37530,0.33,1.13645E-22,2.10448E-18,0
AT2G39805,0.33,1.28601E-79,2.38144E-75,0
AT5G04850,0.32,6.14452E-71,1.13784E-66,0
AT4G33910,0.32,2.49651E-77,4.62303E-73,0
AT1G09560,0.32,4.19307E-71,7.76473E-67,0
AT5G49910,0.32,1.10689E-65,2.04973E-61,0
AT4G30550,0.32,3.52894E-54,6.53489E-50,0
AT4G02570,0.32,1.11774E-75,2.06983E-71,0
AT4G28290,0.32,1.01142E-42,1.87294E-38,0
AT5G60540,0.32,2.81782E-63,5.21805E-59,0
AT5G46780,0.32,4.68157E-46,8.66933E-42,0
AT1G77840,0.32,5.49136E-94,1.01689E-89,0
AT3G26470,0.32,2.53641E-36,4.69692E-32,0
AT4G23270,0.32,4.35948E-63,8.07288E-59,0
AT1G59960,0.32,4.30928E-90,7.97993E-86,0
AT2G40830,0.32,3.65477E-80,6.7679E-76,0
AT3G27390,0.32,1.06808E-51,1.97787E-47,0
AT5G25170,0.32,1.02475E-65,1.89763E-61,0
AT1G06210,0.32,3.90163E-77,7.22503E-73,0
AT2G14910,0.32,1.88671E-78,3.49381E-74,0
AT1G06290,0.32,1.02945E-70,1.90634E-66,0
AT1G23780,0.32,3.21268E-69,5.94923E-65,0
AT3G55020,0.32,2.06758E-93,3.82875E-89,0
AT5G24650,0.32,1.8377E-80,3.40305E-76,0
AT3G22930,0.32,9.36126E-39,1.73352E-34,0
AT1G75270,0.32,1.59647E-51,2.95634E-47,0
AT5G18860,0.32,3.18694E-56,5.90157E-52,0
AT3G17410,0.32,3.71835E-50,6.88564E-46,0
AT5G65720,0.32,5.54902E-85,1.02757E-80,0
AT3G19420,0.32,3.23422E-80,5.98913E-76,0
AT4G00820,0.32,2.84205E-74,5.2629E-70,0
AT1G11670,0.31,8.11853E-34,1.50339E-29,0
AT3G27355,0.31,2.96208E-40,5.48517E-36,0
AT2G04100,0.31,2.62791E-64,4.86636E-60,0
AT4G11820,0.31,2.61804E-47,4.84808E-43,0
AT1G52200,0.31,1.35488E-14,2.50896E-10,0
AT4G19210,0.31,1.03714E-71,1.92057E-67,0
AT3G58680,0.31,5.51018E-51,1.02037E-46,0
AT1G72680,0.31,1.09691E-48,2.03126E-44,0
AT3G12740,0.31,7.3801E-55,1.36665E-50,0
AT4G36640,0.31,7.23596E-37,1.33996E-32,0
AT1G61900,0.31,2.77443E-62,5.13769E-58,0
AT2G32520,0.31,7.97355E-57,1.47654E-52,0
AT3G06860,0.31,3.25213E-86,6.02229E-82,0
AT1G77370,0.31,3.01119E-62,5.57613E-58,0
AT5G11520,0.31,8.68118E-50,1.60758E-45,0
AT3G04710,0.31,1.40796E-76,2.60725E-72,0
AT4G35090,0.31,5.20727E-46,9.64282E-42,0
AT3G19930,0.31,1.62783E-61,3.01441E-57,0
AT1G74910,0.31,1.48988E-65,2.75897E-61,0
AT3G63260,0.31,7.55635E-65,1.39928E-60,0
AT1G06200,0.31,4.46719E-84,8.27235E-80,0
AT4G17800,0.31,6.49394E-53,1.20255E-48,0
AT5G07460,0.31,1.80555E-40,3.34352E-36,0
AT3G14510,0.31,2.03168E-44,3.76226E-40,0
AT1G01630,0.31,3.80088E-54,7.03847E-50,0
AT1G48440,0.31,2.73637E-46,5.06721E-42,0
AT1G28580,0.31,3.04741E-59,5.6432E-55,0
AT1G31130,0.31,6.81559E-68,1.26211E-63,0
AT2G22300,0.31,9.10136E-59,1.68539E-54,0
AT3G12320,0.31,2.44333E-49,4.52457E-45,0
AT5G35680,0.31,1.10376E-53,2.04393E-49,0
AT5G01340,0.31,9.41667E-58,1.74378E-53,0
AT2G26300,0.31,3.18257E-68,5.89348E-64,0
AT5G47710,0.31,4.01736E-34,7.43935E-30,0
AT3G51000,0.31,3.01067E-76,5.57515E-72,0
AT3G12570,0.31,3.23827E-74,5.99663E-70,0
AT3G04880,0.31,3.85822E-70,7.14466E-66,0
AT1G48030,0.31,3.77389E-91,6.98849E-87,0
AT1G33540,0.31,6.23769E-66,1.1551E-61,0
AT2G05940,0.31,4.79501E-40,8.87941E-36,0
AT2G37410,0.31,5.76704E-29,1.06794E-24,0
AT5G10860,0.30,9.93648E-47,1.84004E-42,0
AT1G02920,0.30,1.35768E-13,2.51416E-09,0
AT5G57900,0.30,7.04113E-62,1.30388E-57,0
AT5G65050,0.30,5.40111E-96,1.00018E-91,0
