Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G09645,0.84,2.058E-161,3.811E-157,1
AT3G48140,0.84,1.6124E-244,2.9859E-240,1
AT1G51200,0.84,5.7285E-204,1.0608E-199,1
AT4G17170,0.84,1.5001E-113,2.778E-109,1
AT5G06370,0.83,1.3632E-127,2.5243E-123,1
AT5G14640,0.83,2.3489E-146,4.3497E-142,1
AT4G14630,0.83,5.93642E-23,1.09931E-18,1
AT4G25900,0.82,5.143E-111,9.5237E-107,1
AT1G52200,0.82,2.09238E-43,3.87466E-39,1
AT3G48690,0.82,4.01546E-98,7.43583E-94,1
AT3G03150,0.82,8.3348E-151,1.5434E-146,1
AT3G12740,0.82,2.6092E-175,4.8316E-171,1
AT3G61260,0.82,1.9333E-119,3.58E-115,1
AT5G64400,0.82,8.1885E-271,1.5163E-266,1
AT1G70690,0.82,7.61486E-74,1.41012E-69,1
AT5G42980,0.81,2.7463E-230,5.0856E-226,1
AT1G30820,0.81,5.881E-138,1.089E-133,1
AT2G22880,0.81,5.05864E-66,9.36759E-62,1
AT3G09270,0.81,8.49543E-71,1.57318E-66,1
AT1G10500,0.81,2.165E-214,4.0092E-210,1
AT4G25690,0.81,3.622E-188,6.7073E-184,1
AT2G38120,0.81,1.7309E-104,3.2053E-100,1
AT5G65660,0.80,1.60675E-77,2.97538E-73,1
AT4G19640,0.80,3.2019E-210,5.9293E-206,1
AT1G01490,0.79,2.0379E-179,3.7738E-175,1
AT1G29970,0.79,6.9544E-169,1.2878E-164,1
AT3G12630,0.79,7.6319E-151,1.4133E-146,1
AT1G02305,0.79,7.0154E-137,1.2991E-132,1
AT1G09250,0.79,2.1099E-144,3.9072E-140,1
AT5G61210,0.79,4.2534E-132,7.8765E-128,1
AT5G57860,0.79,8.8416E-202,1.6373E-197,1
AT5G46180,0.78,2.0995E-149,3.8878E-145,1
AT1G16240,0.78,7.4101E-191,1.3722E-186,1
AT4G05390,0.77,5.9715E-240,1.1058E-235,1
AT3G04570,0.77,4.1593E-157,7.7021E-153,1
AT3G24503,0.77,6.5104E-125,1.2056E-120,1
AT4G19110,0.77,1.8877E-165,3.4957E-161,1
AT4G38540,0.77,1.8456E-125,3.4178E-121,1
AT1G47970,0.76,3.4636E-168,6.4139E-164,1
AT5G59910,0.76,9.00552E-94,1.66764E-89,1
AT2G28740,0.76,4.30248E-59,7.96733E-55,1
AT5G20700,0.76,4.2091E-111,7.7944E-107,1
AT5G04830,0.76,2.7306E-153,5.0565E-149,1
AT1G28330,0.76,9.77271E-71,1.80971E-66,1
AT5G54110,0.75,1.6446E-154,3.0456E-150,1
AT4G14940,0.75,4.91058E-62,9.09342E-58,1
AT1G72680,0.75,7.9649E-180,1.4749E-175,1
AT4G29160,0.75,1.4279E-154,2.6441E-150,1
AT2G31200,0.75,1.86316E-93,3.4502E-89,1
AT1G09560,0.75,2.84631E-85,5.2708E-81,1
AT5G25440,0.75,2.8331E-102,5.24642E-98,1
AT5G43260,0.75,9.836E-110,1.8214E-105,1
AT1G56280,0.75,1.3458E-111,2.4922E-107,1
AT5G12140,0.74,5.4452E-110,1.0083E-105,1
AT5G04170,0.74,8.1522E-163,1.5096E-158,1
AT1G80040,0.74,2.9492E-194,5.4614E-190,1
AT4G22240,0.74,3.0322E-154,5.6151E-150,1
AT2G20920,0.74,1.342E-118,2.485E-114,1
AT5G45130,0.74,4.2807E-161,7.9271E-157,1
AT5G48657,0.74,8.38839E-80,1.55336E-75,1
AT5G57910,0.74,5.2183E-129,9.6633E-125,1
AT3G13040,0.74,4.6711E-129,8.65E-125,1
AT4G21580,0.73,5.3577E-162,9.9213E-158,1
AT3G17410,0.73,2.2393E-129,4.1467E-125,1
AT3G29250,0.73,6.71945E-37,1.24431E-32,1
AT3G57090,0.73,2.5051E-205,4.6389E-201,1
AT4G23430,0.73,6.6722E-121,1.2356E-116,1
AT3G51920,0.73,1.4394E-72,2.66548E-68,1
AT1G77370,0.73,5.787E-192,1.0716E-187,1
AT5G58290,0.73,1.3256E-173,2.4547E-169,1
AT1G44770,0.73,1.4956E-147,2.7696E-143,1
AT5G44790,0.72,3.3594E-122,6.2209E-118,1
AT3G06850,0.72,1.959E-152,3.6277E-148,1
AT5G02420,0.72,4.46094E-95,8.26078E-91,1
AT4G22530,0.72,7.4351E-130,1.3768E-125,1
AT3G27355,0.72,5.02875E-77,9.31224E-73,1
AT1G64720,0.72,4.98435E-92,9.23002E-88,1
AT1G16210,0.71,1.9038E-201,3.5255E-197,1
AT5G56760,0.71,2.4061E-120,4.4555E-116,1
AT5G03080,0.71,4.2308E-147,7.8346E-143,1
AT1G19110,0.71,3.963E-120,7.3386E-116,1
AT5G57090,0.71,4.21183E-98,7.79947E-94,1
AT5G53330,0.71,9.3367E-173,1.729E-168,1
AT5G05100,0.71,5.6666E-184,1.0493E-179,1
AT1G12810,0.70,7.6955E-161,1.425E-156,1
AT4G37250,0.70,3.6278E-88,6.71796E-84,1
AT2G18280,0.70,1.5248E-103,2.8237E-99,1
AT4G14430,0.70,1.1241E-149,2.0816E-145,1
AT3G02470,0.70,1.37291E-88,2.54235E-84,1
AT3G27360,0.70,1.5549E-42,2.87936E-38,1
AT2G35680,0.70,8.3884E-143,1.5534E-138,1
AT3G52880,0.70,4.4014E-145,8.1504E-141,1
AT2G47710,0.70,1.0078E-118,1.8662E-114,1
AT1G74590,0.70,1.7805E-61,3.29712E-57,1
AT2G19970,0.70,1.8446E-39,3.41582E-35,1
AT3G46000,0.69,1.6113E-156,2.9838E-152,1
AT5G61010,0.69,2.18665E-95,4.04923E-91,1
AT5G59970,0.69,8.28089E-59,1.53346E-54,1
AT3G14560,0.69,1.20628E-53,2.23379E-49,1
AT3G53120,0.69,1.3803E-135,2.556E-131,1
AT3G17000,0.69,6.5363E-167,1.2104E-162,1
AT4G34120,0.69,7.94214E-94,1.47072E-89,1
AT3G28940,0.69,2.07649E-83,3.84525E-79,1
AT3G07560,0.69,1.0864E-175,2.0117E-171,1
AT4G36920,0.69,4.0542E-140,7.5077E-136,1
AT4G00895,0.69,1.1487E-100,2.12708E-96,1
AT5G60540,0.68,8.4067E-162,1.5568E-157,1
AT2G30950,0.68,1.4775E-143,2.736E-139,1
AT1G53580,0.68,4.0823E-98,7.5596E-94,1
AT1G53400,0.68,5.8494E-122,1.0832E-117,1
AT4G28940,0.68,4.21668E-50,7.80845E-46,1
AT3G13200,0.68,1.0483E-186,1.9412E-182,1
AT2G39050,0.68,2.67274E-91,4.94938E-87,1
AT2G43570,0.68,3.06985E-47,5.68474E-43,1
AT3G45300,0.68,1.3383E-161,2.4783E-157,1
AT1G07310,0.67,8.3148E-143,1.5397E-138,1
AT2G30620,0.67,3.41725E-91,6.32806E-87,1
AT1G12110,0.67,2.04246E-53,3.78223E-49,1
AT1G15340,0.67,1.132E-128,2.0962E-124,1
AT5G22920,0.67,1.21048E-93,2.24157E-89,1
AT5G13370,0.67,3.13185E-81,5.79955E-77,1
AT5G11680,0.67,6.5885E-131,1.2201E-126,1
AT3G57870,0.67,8.9201E-100,1.65182E-95,1
AT1G03850,0.67,3.20883E-29,5.94211E-25,1
AT2G38400,0.67,2.30031E-46,4.25971E-42,1
AT1G27000,0.67,9.4471E-162,1.7494E-157,1
AT3G55620,0.67,5.8693E-140,1.0869E-135,1
AT5G40850,0.66,1.2448E-138,2.3052E-134,1
AT4G23450,0.66,7.3391E-69,1.35905E-64,1
AT1G21780,0.66,7.5075E-114,1.3902E-109,1
AT1G09920,0.66,4.886E-160,9.0479E-156,1
AT5G05110,0.66,4.51535E-76,8.36152E-72,1
AT1G17745,0.66,1.91461E-66,3.54547E-62,1
AT4G01610,0.66,1.32549E-88,2.45455E-84,1
AT4G03420,0.66,6.18762E-86,1.14582E-81,1
AT2G24180,0.66,1.38514E-78,2.565E-74,1
AT1G30720,0.65,1.85782E-54,3.44031E-50,1
AT3G44320,0.65,9.18133E-72,1.7002E-67,1
AT4G32940,0.65,1.0013E-99,1.8542E-95,1
AT5G57060,0.65,2.4248E-177,4.4903E-173,1
AT2G39518,0.65,2.44094E-50,4.52012E-46,1
AT2G15570,0.65,1.0388E-145,1.9236E-141,1
AT5G19860,0.65,1.9198E-125,3.5551E-121,1
AT1G67230,0.65,1.1525E-102,2.13424E-98,1
AT4G26060,0.65,1.9822E-129,3.6706E-125,1
AT1G01800,0.65,7.459E-133,1.3813E-128,1
AT5G59420,0.65,8.9472E-132,1.6568E-127,1
AT3G04670,0.65,4.6E-134,8.5183E-130,1
AT1G09140,0.65,9.2271E-134,1.7087E-129,1
AT3G11730,0.65,8.1395E-129,1.5073E-124,1
AT5G53110,0.64,8.8201E-61,1.63331E-56,1
AT5G65360,0.64,4.09285E-33,7.57913E-29,1
AT4G33150,0.64,6.5082E-75,1.20519E-70,1
AT1G20696,0.64,1.8369E-113,3.4016E-109,1
AT2G44730,0.64,1.7889E-109,3.3127E-105,1
AT5G03630,0.64,3.2905E-116,6.0934E-112,1
AT2G42790,0.64,1.4624E-125,2.708E-121,1
AT4G36640,0.64,1.06E-99,1.96299E-95,1
AT5G07470,0.64,1.2936E-138,2.3954E-134,1
AT5G12390,0.63,1.2444E-139,2.3043E-135,1
AT5G63530,0.63,1.88255E-79,3.48611E-75,1
AT1G67980,0.63,5.94383E-41,1.10068E-36,1
AT5G01340,0.63,5.5382E-113,1.0256E-108,1
AT3G11340,0.63,8.06066E-63,1.49267E-58,1
AT5G46250,0.63,6.7612E-145,1.252E-140,1
AT1G03610,0.63,1.8797E-100,3.48074E-96,1
AT2G46080,0.63,6.8181E-103,1.26257E-98,1
AT5G57900,0.63,7.5142E-126,1.3915E-121,1
AT3G50530,0.63,9.5323E-118,1.7652E-113,1
AT3G10490,0.63,5.5432E-115,1.0265E-110,1
AT1G68140,0.62,2.5992E-128,4.8132E-124,1
AT3G58680,0.62,2.6742E-154,4.9521E-150,1
AT2G46330,0.62,8.31342E-67,1.53948E-62,1
AT3G55380,0.62,2.6426E-181,4.8937E-177,1
AT3G52710,0.62,4.91394E-66,9.09964E-62,1
AT3G54880,0.62,1.4936E-146,2.7659E-142,1
AT5G20900,0.62,1.6586E-109,3.0713E-105,1
AT5G12480,0.62,2.2767E-140,4.216E-136,1
AT1G54410,0.62,9.39148E-53,1.73911E-48,1
AT3G06380,0.62,3.91179E-90,7.24385E-86,1
AT1G21450,0.62,9.15629E-96,1.69556E-91,1
AT5G07100,0.61,1.03428E-70,1.91528E-66,1
AT1G69850,0.61,7.09201E-67,1.3133E-62,1
AT3G27570,0.61,1.5481E-195,2.8668E-191,1
AT3G05840,0.61,9.0221E-120,1.6707E-115,1
AT2G38310,0.61,7.81448E-80,1.44709E-75,1
AT2G44010,0.61,4.21805E-65,7.81099E-61,1
AT5G22880,0.61,1.56882E-29,2.90514E-25,1
AT2G45980,0.61,9.9515E-125,1.8428E-120,1
AT5G13110,0.61,1.5778E-156,2.9218E-152,1
AT3G09770,0.61,2.58219E-83,4.7817E-79,1
AT5G24290,0.61,7.70357E-93,1.42655E-88,1
AT3G54680,0.60,8.7636E-143,1.6228E-138,1
AT1G06570,0.60,9.2389E-68,1.71086E-63,1
AT3G16857,0.60,1.7106E-133,3.1677E-129,1
AT4G02370,0.60,5.8014E-116,1.0743E-111,1
AT1G17280,0.60,5.446E-165,1.0085E-160,1
AT5G58060,0.60,3.2351E-129,5.9907E-125,1
AT4G09460,0.59,3.34128E-91,6.18738E-87,1
AT4G11820,0.59,3.5425E-101,6.55998E-97,1
AT2G34690,0.59,8.6283E-127,1.5978E-122,1
AT1G21080,0.59,1.5664E-124,2.9007E-120,1
AT5G16780,0.59,1.2205E-127,2.2602E-123,1
AT5G54540,0.58,1.053E-109,1.95E-105,1
AT1G50570,0.58,1.4738E-128,2.7292E-124,1
AT4G30850,0.58,2.33658E-82,4.32688E-78,1
AT5G61500,0.58,2.5353E-125,4.6948E-121,1
AT5G16110,0.58,1.2461E-112,2.3074E-108,1
AT1G53750,0.58,5.4615E-155,1.0114E-150,1
AT5G48930,0.58,9.68576E-54,1.79361E-49,1
AT5G27280,0.58,1.2728E-116,2.357E-112,1
AT3G25840,0.58,4.4435E-117,8.2285E-113,1
AT5G17000,0.57,7.43314E-48,1.37647E-43,1
AT5G59870,0.57,1.80395E-13,3.34056E-09,1
AT3G01540,0.57,1.258E-125,2.3295E-121,1
AT1G76560,0.57,2.9089E-99,5.38661E-95,1
AT1G75810,0.57,1.9195E-78,3.55454E-74,1
AT1G07610,0.57,3.99889E-09,7.40515E-05,1
AT1G35580,0.57,9.1151E-130,1.6879E-125,1
AT5G15220,0.57,5.8021E-196,1.0744E-191,1
AT3G23280,0.57,4.0074E-101,7.42091E-97,1
AT1G53210,0.57,1.99503E-78,3.69439E-74,1
AT2G39040,0.57,1.80127E-34,3.33559E-30,1
AT2G04900,0.57,8.4488E-103,1.56454E-98,1
AT1G10410,0.57,5.2844E-109,9.7856E-105,1
AT2G30440,0.56,1.40659E-80,2.60473E-76,1
AT2G47440,0.56,1.42846E-86,2.64522E-82,1
AT3G19960,0.56,8.91873E-91,1.65157E-86,1
AT1G16180,0.56,1.04623E-85,1.93741E-81,1
AT3G56680,0.56,3.4507E-154,6.39E-150,1
AT4G31510,0.56,3.14946E-66,5.83218E-62,1
AT1G53633,0.56,3.68467E-39,6.82327E-35,1
AT5G17280,0.56,8.9655E-111,1.6602E-106,1
AT4G00360,0.56,2.25522E-36,4.17622E-32,1
AT4G04745,0.56,1.24616E-51,2.30765E-47,1
AT3G45930,0.56,5.28132E-32,9.77995E-28,1
AT1G10470,0.56,1.44214E-90,2.67055E-86,1
AT1G79590,0.56,3.2044E-109,5.9339E-105,1
AT5G60360,0.56,2.02772E-68,3.75492E-64,1
AT1G47128,0.56,2.59068E-47,4.79741E-43,1
AT1G17130,0.56,2.0178E-152,3.7366E-148,1
AT3G02780,0.56,1.15968E-85,2.1475E-81,1
AT3G09980,0.56,8.21755E-94,1.52173E-89,1
AT5G03520,0.56,4.57572E-79,8.47333E-75,1
AT1G22180,0.56,2.20065E-66,4.07517E-62,1
AT5G09620,0.56,8.1673E-124,1.5124E-119,1
AT4G23100,0.55,1.50802E-67,2.79255E-63,1
AT5G53310,0.55,9.0634E-128,1.6784E-123,1
AT5G40670,0.55,1.9328E-107,3.5791E-103,1
AT4G19670,0.55,8.905E-101,1.64903E-96,1
AT2G01600,0.55,2.2263E-113,4.1227E-109,1
AT3G49800,0.55,2.9078E-124,5.3847E-120,1
AT3G22200,0.55,2.8598E-102,5.29572E-98,1
AT5G66170,0.55,2.78818E-60,5.16315E-56,1
AT4G05590,0.55,1.0288E-75,1.90514E-71,1
AT4G27585,0.55,1.3604E-162,2.5191E-158,1
AT5G03660,0.55,1.6359E-125,3.0294E-121,1
AT5G45510,0.55,5.20289E-72,9.63472E-68,1
AT1G75400,0.55,9.9256E-117,1.838E-112,1
AT4G16210,0.55,5.1667E-134,9.5678E-130,1
AT5G51400,0.55,6.2096E-137,1.1499E-132,1
AT5G54760,0.55,7.7554E-128,1.4361E-123,1
AT3G24730,0.55,4.5109E-134,8.3534E-130,1
AT1G25280,0.55,1.8221E-154,3.3742E-150,1
AT1G54030,0.55,1.0287E-64,1.90495E-60,1
AT2G28910,0.55,7.6469E-120,1.4161E-115,1
AT4G30960,0.54,6.15661E-68,1.14008E-63,1
AT4G28290,0.54,1.47001E-46,2.72216E-42,1
AT5G12120,0.54,5.4348E-149,1.0064E-144,1
AT5G02560,0.54,3.82664E-81,7.08617E-77,1
AT2G19180,0.54,3.6163E-119,6.6967E-115,1
AT5G26280,0.54,1.72492E-45,3.19421E-41,1
AT1G15860,0.54,1.1691E-145,2.1649E-141,1
AT5G04740,0.54,2.937E-119,5.4388E-115,1
AT3G02720,0.54,3.3502E-111,6.204E-107,1
AT2G37940,0.54,1.4684E-123,2.7192E-119,1
AT2G28720,0.54,3.36899E-39,6.23869E-35,1
AT5G18110,0.54,3.2633E-153,6.043E-149,1
AT5G63680,0.54,1.6712E-136,3.0947E-132,1
AT5G49710,0.53,6.1871E-119,1.1457E-114,1
AT1G02170,0.53,6.1241E-141,1.1341E-136,1
AT2G44970,0.53,5.4695E-108,1.0128E-103,1
AT4G14710,0.53,8.5108E-155,1.576E-150,1
AT5G48230,0.53,1.9006E-105,3.5196E-101,1
AT5G45360,0.53,6.9189E-123,1.2812E-118,1
AT2G47130,0.53,6.05555E-58,1.12137E-53,1
AT5G61530,0.53,2.3589E-107,4.3682E-103,1
AT5G13240,0.53,5.7026E-110,1.056E-105,1
AT2G33120,0.53,1.8285E-107,3.386E-103,1
AT5G44250,0.53,3.8224E-113,7.0784E-109,1
AT5G52980,0.53,6.0161E-142,1.1141E-137,1
AT4G25680,0.53,4.828E-127,8.9404E-123,1
AT5G04750,0.53,5.3827E-102,9.96764E-98,1
AT5G27840,0.53,7.4251E-109,1.375E-104,1
AT5G22360,0.53,1.7928E-111,3.3199E-107,1
AT5G02580,0.53,1.043E-62,1.93142E-58,1
AT1G07660,0.52,4.7426E-117,8.7823E-113,1
AT1G01820,0.52,2.5359E-135,4.6961E-131,1
AT5G48000,0.52,9.50973E-24,1.76101E-19,1
AT1G70770,0.52,1.24161E-82,2.29921E-78,1
AT1G18720,0.52,1.019E-119,1.887E-115,1
AT4G19210,0.52,4.8974E-144,9.069E-140,1
AT3G10740,0.52,1.68771E-41,3.1253E-37,1
AT5G64130,0.52,3.8512E-99,7.13159E-95,1
AT5G47200,0.52,8.64508E-79,1.6009E-74,1
AT3G48570,0.52,2.82209E-86,5.22596E-82,1
AT2G32560,0.52,1.79454E-54,3.32313E-50,1
AT2G14750,0.52,2.7831E-106,5.1538E-102,1
AT2G17350,0.52,8.6508E-117,1.602E-112,1
AT4G17530,0.52,4.27901E-84,7.92387E-80,1
AT1G65660,0.52,2.314E-139,4.2852E-135,1
AT3G30390,0.52,3.4047E-77,6.30483E-73,1
AT2G01850,0.52,5.8318E-34,1.07993E-29,1
AT1G21400,0.52,1.78986E-57,3.31446E-53,1
AT5G53300,0.52,2.7586E-117,5.1083E-113,1
AT1G04960,0.52,2.3E-123,4.2592E-119,1
AT1G75800,0.52,8.62627E-67,1.59741E-62,1
AT5G39730,0.52,1.9211E-77,3.55749E-73,1
AT1G54830,0.52,1.073E-115,1.9871E-111,1
AT1G22640,0.52,1.59928E-52,2.96155E-48,1
AT1G58180,0.52,1.64891E-93,3.05346E-89,1
AT5G61230,0.52,1.9089E-138,3.5349E-134,1
AT3G12130,0.52,1.0788E-141,1.9977E-137,1
AT3G16220,0.52,2.5254E-78,4.67653E-74,1
AT1G43890,0.52,1.071E-112,1.9834E-108,1
AT3G22530,0.51,1.92937E-73,3.57281E-69,1
AT1G13360,0.51,4.12004E-55,7.62949E-51,1
AT5G54680,0.51,1.202E-152,2.2259E-148,1
AT2G45140,0.51,2.3837E-125,4.4142E-121,1
AT3G47810,0.51,1.95077E-88,3.61244E-84,1
AT5G19855,0.51,1.66786E-77,3.08854E-73,1
AT2G03690,0.51,9.8866E-130,1.8308E-125,1
AT4G36930,0.51,5.97549E-74,1.10654E-69,1
AT1G20110,0.51,1.2492E-107,2.3132E-103,1
AT5G39950,0.51,4.36008E-96,8.07399E-92,1
AT2G24940,0.51,1.26614E-72,2.34464E-68,1
AT5G41700,0.51,3.18882E-72,5.90505E-68,1
AT5G51040,0.51,1.68814E-93,3.12609E-89,1
AT3G22950,0.51,6.5916E-135,1.2206E-130,1
AT1G60960,0.51,9.20921E-74,1.70536E-69,1
AT2G18170,0.51,3.52909E-90,6.53516E-86,1
AT1G56550,0.51,8.04228E-65,1.48927E-60,1
AT4G28260,0.51,1.0032E-100,1.85778E-96,1
AT5G62200,0.50,1.59049E-91,2.94528E-87,1
AT5G03905,0.50,1.6862E-130,3.1225E-126,1
AT3G55880,0.50,2.21676E-56,4.10499E-52,1
AT3G21070,0.50,1.21792E-51,2.25535E-47,1
AT5G54080,0.50,8.97787E-77,1.66252E-72,1
AT5G46410,0.50,2.26007E-79,4.1852E-75,1
AT3G05545,0.50,1.3157E-120,2.4364E-116,1
AT3G14680,0.50,7.1173E-42,1.31798E-37,1
AT3G14830,0.50,5.1199E-99,9.48111E-95,1
AT3G51880,0.50,1.2231E-117,2.265E-113,1
