Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT3G13432,0.93,5.82082E-25,1.0779E-20,14
AT2G24550,0.93,4.49019E-28,8.31494E-24,14
AT2G41905,0.92,8.76991E-30,1.62401E-25,14
AT1G25550,0.92,1.10219E-30,2.04104E-26,14
AT2G25297,0.92,3.06989E-27,5.68482E-23,14
AT5G43520,0.92,1.0377E-13,1.92162E-09,14
AT3G09270,0.92,2.28435E-13,4.23017E-09,14
AT1G29340,0.91,7.55914E-32,1.3998E-27,14
AT4G14365,0.91,3.61175E-29,6.68823E-25,14
AT1G28130,0.91,3.30765E-23,6.1251E-19,14
AT1G63720,0.91,1.12922E-29,2.09109E-25,14
AT1G65690,0.90,4.20678E-11,7.79011E-07,14
AT5G51190,0.90,3.3577E-17,6.21779E-13,14
AT2G30440,0.90,3.86351E-35,7.15445E-31,14
AT4G08950,0.90,3.23808E-15,5.99627E-11,14
AT1G67856,0.90,1.92882E-34,3.57179E-30,14
AT3G10640,0.90,2.19384E-43,4.06255E-39,14
AT5G17000,0.89,1.38209E-17,2.55935E-13,14
AT2G25980,0.89,3.5218E-26,6.52167E-22,14
AT2G39050,0.89,2.18826E-24,4.05222E-20,14
AT2G40470,0.89,2.32823E-19,4.31141E-15,14
AT5G08240,0.89,4.17567E-19,7.73251E-15,14
AT1G80180,0.89,9.86806E-20,1.82737E-15,14
AT5G24530,0.89,2.47358E-19,4.58057E-15,14
AT2G46620,0.88,5.66431E-28,1.04892E-23,14
AT4G15390,0.88,1.19011E-18,2.20385E-14,14
AT1G36060,0.87,9.89732E-12,1.83279E-07,14
AT4G11330,0.87,1.01453E-32,1.8787E-28,14
AT5G22520,0.87,1.25287E-24,2.32007E-20,14
AT3G56400,0.86,5.93605E-21,1.09924E-16,14
AT1G65510,0.86,7.34438E-26,1.36003E-21,14
AT2G39700,0.86,1.41793E-13,2.62572E-09,14
AT4G23170,0.85,1.28647E-36,2.38229E-32,14
AT2G35770,0.85,5.76416E-19,1.06741E-14,14
AT1G01550,0.85,1.82195E-25,3.37389E-21,14
AT1G66090,0.85,4.9598E-28,9.18457E-24,14
AT1G72950,0.85,1.31018E-42,2.4262E-38,14
AT4G07820,0.85,8.34601E-13,1.54551E-08,14
AT1G32690,0.85,8.98886E-34,1.66456E-29,14
AT5G11090,0.84,1.27422E-22,2.3596E-18,14
AT2G39380,0.84,2.31246E-28,4.28222E-24,14
AT3G12910,0.83,5.82484E-17,1.07864E-12,14
AT2G28570,0.82,5.71535E-13,1.05837E-08,14
AT1G36622,0.82,5.90718E-21,1.09389E-16,14
AT5G42000,0.82,1.28754E-39,2.38427E-35,14
AT2G44010,0.82,6.69169E-18,1.23917E-13,14
AT3G19553,0.82,9.73606E-34,1.80292E-29,14
AT4G00360,0.81,4.23475E-15,7.84191E-11,14
AT3G54420,0.81,8.52526E-11,1.57871E-06,14
AT5G15190,0.81,2.86059E-25,5.29724E-21,14
AT1G11310,0.81,3.13207E-29,5.79997E-25,14
AT5G02090,0.81,6.86772E-20,1.27176E-15,14
AT2G35980,0.80,1.86246E-13,3.44891E-09,14
AT4G17460,0.80,2.22601E-18,4.12213E-14,14
AT5G43700,0.80,2.2496E-15,4.16582E-11,14
AT1G49000,0.80,6.1714E-32,1.14282E-27,14
AT2G23810,0.80,2.09572E-13,3.88086E-09,14
AT1G18390,0.80,9.02256E-20,1.6708E-15,14
AT1G66700,0.79,3.15953E-10,5.85082E-06,14
AT5G59070,0.79,6.99314E-27,1.29499E-22,14
AT2G28760,0.79,1.99358E-21,3.69171E-17,14
AT5G42590,0.78,5.68345E-18,1.05246E-13,14
AT3G57540,0.78,3.88491E-26,7.19408E-22,14
AT5G59450,0.78,1.31998E-23,2.44434E-19,14
AT4G39640,0.78,7.91623E-19,1.46593E-14,14
AT4G34460,0.77,3.51384E-33,6.50692E-29,14
AT1G24140,0.77,3.01619E-43,5.58538E-39,14
AT4G29930,0.77,7.33493E-13,1.35828E-08,14
AT2G39210,0.77,2.68312E-19,4.9686E-15,14
AT3G52710,0.76,4.39524E-16,8.13911E-12,14
AT1G56280,0.76,9.66028E-20,1.78889E-15,14
AT5G25170,0.76,1.85609E-29,3.43711E-25,14
AT1G30110,0.76,9.349E-19,1.73125E-14,14
AT5G26920,0.76,2.0788E-25,3.84953E-21,14
AT5G66170,0.76,2.7208E-20,5.03837E-16,14
AT3G24520,0.75,7.95828E-14,1.47371E-09,14
AT4G28085,0.75,1.37206E-15,2.54078E-11,14
AT3G21305,0.75,1.10005E-37,2.03708E-33,14
AT3G56800,0.75,1.29632E-24,2.40053E-20,14
AT2G42060,0.75,3.85589E-22,7.14034E-18,14
AT2G40740,0.75,1.25029E-17,2.31529E-13,14
AT5G47950,0.74,8.4386E-15,1.56266E-10,14
AT3G19030,0.74,4.23157E-11,7.83602E-07,14
AT3G53120,0.74,1.59701E-20,2.95735E-16,14
AT2G19810,0.74,2.00196E-17,3.70723E-13,14
AT5G62180,0.74,1.72905E-14,3.20186E-10,14
AT2G43535,0.74,1.00978E-12,1.86992E-08,14
AT3G01470,0.73,1.1537E-11,2.13642E-07,14
AT1G74440,0.73,9.57268E-24,1.77267E-19,14
AT4G20860,0.73,3.29199E-11,6.09611E-07,14
AT5G15950,0.73,3.86553E-10,7.15819E-06,14
AT1G28290,0.73,1.55044E-18,2.87111E-14,14
AT3G16430,0.72,6.53403E-10,1.20997E-05,14
AT4G37790,0.72,5.85612E-14,1.08444E-09,14
AT5G25440,0.72,5.94043E-19,1.10005E-14,14
AT2G15490,0.72,5.52014E-20,1.02222E-15,14
AT1G62422,0.72,3.2025E-16,5.9304E-12,14
AT3G46600,0.72,9.87519E-20,1.82869E-15,14
AT2G35910,0.72,4.59655E-17,8.51189E-13,14
AT1G28280,0.72,1.88509E-25,3.49081E-21,14
AT1G06130,0.71,6.72046E-23,1.2445E-18,14
AT3G49810,0.71,1.85444E-30,3.43405E-26,14
AT1G74590,0.71,3.63203E-12,6.7258E-08,14
AT1G18835,0.71,3.9865E-18,7.3822E-14,14
AT3G10500,0.71,1.29491E-18,2.39792E-14,14
AT5G57630,0.71,1.05908E-23,1.96121E-19,14
AT1G21326,0.71,3.8857E-37,7.19554E-33,14
AT5G01550,0.71,7.64638E-34,1.41596E-29,14
AT1G78860,0.70,1.05641E-12,1.95627E-08,14
AT4G03460,0.70,6.79779E-29,1.25881E-24,14
AT5G62480,0.70,6.75385E-17,1.25068E-12,14
AT1G04250,0.70,1.33167E-07,0.002465989,14
AT1G77530,0.70,2.46593E-21,4.5664E-17,14
AT3G46690,0.69,3.17181E-20,5.87356E-16,14
AT2G24195,0.69,1.03049E-18,1.90827E-14,14
AT1G14080,0.68,5.05641E-16,9.36346E-12,14
AT5G06570,0.68,8.08506E-11,1.49719E-06,14
AT3G19930,0.68,9.70716E-16,1.79757E-11,14
AT5G46780,0.68,4.31631E-14,7.99295E-10,14
AT2G44970,0.68,2.96146E-23,5.48404E-19,14
AT1G58225,0.68,1.76112E-18,3.26125E-14,14
AT5G64260,0.68,6.61086E-12,1.2242E-07,14
AT4G32870,0.67,4.43113E-14,8.20556E-10,14
AT5G44290,0.67,6.28953E-22,1.16469E-17,14
AT5G66200,0.67,1.11662E-24,2.06776E-20,14
AT3G55880,0.67,2.81557E-10,5.21388E-06,14
AT5G44460,0.67,7.2892E-20,1.34981E-15,14
AT1G67060,0.67,8.23962E-35,1.52581E-30,14
AT5G23510,0.67,3.04215E-18,5.63345E-14,14
AT2G45450,0.67,1.74864E-15,3.23814E-11,14
AT3G08760,0.66,1.52684E-16,2.8274E-12,14
AT1G19300,0.66,1.72186E-18,3.18855E-14,14
AT3G20510,0.66,1.52837E-17,2.83023E-13,14
AT1G07520,0.66,2.47319E-29,4.57986E-25,14
AT5G44582,0.66,6.07107E-14,1.12424E-09,14
AT3G19380,0.66,9.07265E-15,1.68007E-10,14
AT2G18630,0.66,1.41594E-20,2.62204E-16,14
AT1G16110,0.66,5.53875E-42,1.02567E-37,14
AT3G26980,0.66,4.78183E-20,8.855E-16,14
AT3G02880,0.66,8.88161E-18,1.6447E-13,14
AT2G22770,0.66,8.61435E-13,1.59521E-08,14
AT1G33750,0.66,1.2846E-15,2.37882E-11,14
AT3G23630,0.65,4.1369E-28,7.66072E-24,14
AT4G24275,0.65,4.76681E-11,8.82718E-07,14
AT5G07100,0.65,4.52476E-10,8.37894E-06,14
AT3G63260,0.65,4.71669E-20,8.73436E-16,14
AT1G24095,0.65,1.60676E-19,2.9754E-15,14
AT3G18560,0.65,9.87296E-11,1.82828E-06,14
AT1G13530,0.65,7.01648E-22,1.29931E-17,14
AT1G18980,0.65,5.97436E-16,1.10633E-11,14
AT2G40475,0.64,2.02109E-14,3.74266E-10,14
AT1G07170,0.64,2.31523E-26,4.28733E-22,14
AT1G64280,0.64,6.76771E-19,1.25324E-14,14
AT5G53110,0.64,2.98092E-11,5.52007E-07,14
AT5G44910,0.64,2.89591E-19,5.36265E-15,14
AT3G12490,0.64,1.2963E-19,2.40049E-15,14
AT5G63650,0.64,3.62198E-20,6.70719E-16,14
AT5G21090,0.64,7.56452E-18,1.4008E-13,14
AT4G35600,0.64,5.58957E-21,1.03508E-16,14
AT5G15970,0.63,4.04996E-14,7.49971E-10,14
AT5G26290,0.63,4.8814E-17,9.03938E-13,14
AT1G24170,0.63,3.08996E-13,5.72199E-09,14
AT3G14990,0.63,2.90644E-12,5.38214E-08,14
AT5G10830,0.63,3.07778E-11,5.69943E-07,14
AT1G55460,0.63,7.35513E-29,1.36202E-24,14
AT3G09260,0.63,3.20039E-18,5.92648E-14,14
AT2G46500,0.63,1.02584E-18,1.89965E-14,14
AT4G11300,0.63,5.14591E-22,9.52919E-18,14
AT1G26690,0.63,2.53629E-20,4.69669E-16,14
AT2G39040,0.62,3.87422E-11,7.17428E-07,14
AT4G11655,0.62,1.04232E-16,1.93016E-12,14
AT2G39518,0.62,2.12068E-09,3.92708E-05,14
AT3G44320,0.62,4.78038E-13,8.85231E-09,14
AT1G07630,0.62,4.44282E-16,8.22722E-12,14
AT3G12570,0.62,4.03066E-26,7.46398E-22,14
AT3G10985,0.62,1.25438E-11,2.32286E-07,14
AT1G76340,0.62,1.78658E-24,3.30838E-20,14
AT5G59520,0.62,4.61666E-15,8.54914E-11,14
AT5G56320,0.61,2.13367E-07,0.00395113,14
AT1G01630,0.61,5.57828E-19,1.03299E-14,14
AT3G28850,0.61,7.83055E-24,1.45006E-19,14
AT1G34750,0.61,2.13167E-16,3.94743E-12,14
AT1G12110,0.61,1.64853E-08,0.000305276,14
AT1G07310,0.61,4.41301E-16,8.17201E-12,14
AT5G55120,0.61,7.4518E-20,1.37992E-15,14
AT2G39530,0.60,3.06936E-09,5.68384E-05,14
AT3G06890,0.60,5.95793E-24,1.10329E-19,14
AT4G39795,0.60,2.30925E-09,4.27627E-05,14
AT3G48260,0.60,4.32764E-15,8.01392E-11,14
AT4G01710,0.60,9.67825E-24,1.79222E-19,14
AT4G28290,0.60,1.91333E-08,0.000354311,14
AT4G37410,0.59,5.10445E-11,9.45242E-07,14
AT4G16490,0.59,3.51068E-11,6.50108E-07,14
AT3G52480,0.59,1.22438E-16,2.26731E-12,14
AT2G47490,0.59,6.91444E-22,1.28042E-17,14
AT5G04870,0.59,3.58281E-25,6.63465E-21,14
AT5G04330,0.59,2.74727E-13,5.08739E-09,14
AT1G74360,0.59,7.60705E-26,1.40867E-21,14
AT2G21120,0.59,5.89221E-21,1.09112E-16,14
AT5G26030,0.59,1.56833E-20,2.90423E-16,14
AT2G45790,0.58,9.31169E-13,1.72434E-08,14
AT1G28330,0.58,1.65771E-09,3.06974E-05,14
AT5G06750,0.58,2.17618E-17,4.02985E-13,14
AT4G38950,0.58,6.93437E-12,1.28411E-07,14
AT3G44326,0.58,1.14921E-09,2.1281E-05,14
AT1G67880,0.58,3.54299E-25,6.5609E-21,14
AT4G15417,0.58,1.07754E-19,1.9954E-15,14
AT1G79380,0.58,9.7449E-20,1.80456E-15,14
AT5G45430,0.57,4.10138E-18,7.59494E-14,14
AT5G07040,0.57,3.38682E-10,6.27172E-06,14
AT5G16190,0.57,8.70545E-34,1.61208E-29,14
AT2G46600,0.57,1.10599E-09,2.04807E-05,14
AT5G03370,0.57,3.16708E-24,5.8648E-20,14
AT1G54030,0.57,4.1216E-14,7.63238E-10,14
AT3G62270,0.57,1.19248E-11,2.20823E-07,14
AT2G28350,0.57,1.62502E-14,3.00921E-10,14
AT5G09876,0.57,1.04825E-28,1.94115E-24,14
AT1G32700,0.56,4.25418E-09,7.87788E-05,14
AT3G50740,0.56,1.20002E-09,2.2222E-05,14
AT4G35750,0.56,7.79587E-11,1.44364E-06,14
AT2G38400,0.56,1.84822E-07,0.003422526,14
AT5G10750,0.56,5.41564E-19,1.00287E-14,14
AT1G29970,0.56,6.62634E-13,1.22707E-08,14
AT1G66800,0.56,4.54039E-07,0.008407899,14
AT3G49940,0.56,3.10741E-11,5.7543E-07,14
AT1G14740,0.56,7.53456E-17,1.39525E-12,14
AT1G05800,0.55,7.94585E-17,1.47141E-12,14
AT5G51160,0.55,6.93252E-18,1.28376E-13,14
AT1G70690,0.55,2.3967E-09,4.43821E-05,14
AT3G53150,0.55,3.01257E-08,0.000557868,14
AT2G46430,0.55,2.32035E-22,4.29682E-18,14
AT4G12840,0.55,6.18491E-14,1.14532E-09,14
AT4G31875,0.55,1.10432E-08,0.000204499,14
AT3G08590,0.55,1.50065E-11,2.77891E-07,14
AT3G12740,0.55,7.91185E-14,1.46512E-09,14
AT5G20400,0.55,3.04481E-14,5.63839E-10,14
AT4G13510,0.55,1.23212E-08,0.000228164,14
AT5G66080,0.55,2.85876E-20,5.29385E-16,14
AT1G13000,0.54,7.30445E-19,1.35264E-14,14
AT3G26470,0.54,7.60791E-11,1.40883E-06,14
AT4G28170,0.54,1.08633E-15,2.01167E-11,14
AT1G01225,0.54,2.75931E-27,5.1097E-23,14
AT1G19000,0.54,8.92054E-12,1.65191E-07,14
AT1G49840,0.54,7.28178E-18,1.34844E-13,14
AT2G25490,0.54,3.63009E-13,6.72219E-09,14
AT3G24770,0.54,3.12966E-14,5.79551E-10,14
AT1G78410,0.54,4.63317E-18,8.5797E-14,14
AT1G11200,0.54,2.58509E-36,4.78707E-32,14
AT3G16460,0.53,1.27659E-21,2.36399E-17,14
AT1G49050,0.53,2.23689E-14,4.14227E-10,14
AT3G24503,0.53,3.66081E-10,6.77909E-06,14
AT5G59790,0.53,2.2113E-10,4.09489E-06,14
AT1G72060,0.53,1.39429E-23,2.58195E-19,14
AT5G66580,0.53,3.79992E-07,0.0070367,14
AT1G44180,0.53,5.28749E-13,9.79138E-09,14
AT1G03610,0.53,6.81467E-12,1.26194E-07,14
AT2G33120,0.53,2.78481E-14,5.15691E-10,14
AT3G27416,0.53,1.59967E-14,2.96227E-10,14
AT1G30757,0.53,2.00611E-18,3.71492E-14,14
AT5G02380,0.52,2.85304E-08,0.000528326,14
AT3G14510,0.52,3.72709E-15,6.90182E-11,14
AT4G35490,0.52,3.05818E-13,5.66314E-09,14
AT5G12480,0.52,1.70619E-16,3.15953E-12,14
AT1G80610,0.52,5.15942E-19,9.55422E-15,14
AT1G75440,0.51,3.53425E-13,6.54473E-09,14
AT1G61667,0.51,9.10274E-11,1.68565E-06,14
AT1G66260,0.51,5.44501E-16,1.00831E-11,14
AT5G61510,0.51,9.10686E-23,1.68641E-18,14
AT3G59440,0.51,3.13899E-08,0.000581278,14
AT1G76810,0.51,6.50446E-15,1.2045E-10,14
AT5G04720,0.50,6.47254E-15,1.19859E-10,14
AT4G24740,0.50,1.56856E-16,2.90466E-12,14
AT1G31130,0.50,8.93024E-14,1.6537E-09,14
AT2G18680,0.50,2.13811E-15,3.95935E-11,14
AT1G67510,0.50,1.26254E-16,2.33797E-12,14
AT3G47000,0.50,3.8703E-17,7.16702E-13,14
AT5G04980,0.50,3.01804E-10,5.5888E-06,14
AT2G46270,0.50,9.24341E-15,1.7117E-10,14
AT4G02075,0.50,6.74583E-11,1.24919E-06,14
AT3G48000,0.50,1.05631E-10,1.95608E-06,14
AT1G73740,0.50,1.04268E-12,1.93084E-08,14
AT2G43570,0.50,2.52607E-07,0.004677772,14
AT3G23400,0.50,2.25496E-13,4.17573E-09,14
AT5G07460,0.50,2.01497E-10,3.73131E-06,14
AT1G12360,0.50,7.66279E-18,1.419E-13,14
AT4G26270,0.50,1.98805E-17,3.68146E-13,14
AT2G14910,0.49,4.13124E-16,7.65022E-12,14
AT1G24160,0.49,8.06929E-17,1.49427E-12,14
AT1G73655,0.49,3.33792E-10,6.18116E-06,14
AT3G27560,0.49,1.4687E-16,2.71974E-12,14
AT2G27660,0.49,3.46825E-13,6.4225E-09,14
AT3G21650,0.49,4.70822E-19,8.71867E-15,14
AT1G59580,0.49,4.45495E-15,8.24968E-11,14
AT4G18030,0.49,3.0016E-13,5.55836E-09,14
AT5G53570,0.49,5.2315E-15,9.68769E-11,14
AT2G28940,0.49,5.2273E-24,9.67991E-20,14
AT5G64850,0.49,3.25449E-09,6.02667E-05,14
AT3G46720,0.49,2.71303E-16,5.02399E-12,14
AT2G44500,0.49,1.20469E-10,2.23085E-06,14
AT3G02910,0.48,6.77375E-10,1.25436E-05,14
AT4G02340,0.48,3.36115E-11,6.22418E-07,14
AT5G19450,0.48,9.26188E-16,1.71512E-11,14
AT5G65920,0.48,2.56623E-13,4.75214E-09,14
AT4G30080,0.48,5.50399E-12,1.01923E-07,14
AT5G03240,0.48,4.50938E-16,8.35048E-12,14
AT3G46440,0.48,1.1585E-09,2.14531E-05,14
AT3G57730,0.48,4.75496E-30,8.80523E-26,14
AT4G14550,0.48,1.72834E-10,3.20054E-06,14
AT5G51465,0.47,3.56613E-13,6.60377E-09,14
AT1G70000,0.47,1.44671E-10,2.67902E-06,14
AT1G07870,0.47,3.21938E-10,5.96164E-06,14
AT3G09020,0.47,1.36753E-15,2.53239E-11,14
AT3G62630,0.47,2.89572E-11,5.3623E-07,14
AT5G64410,0.47,3.21046E-08,0.000594513,14
AT5G08590,0.47,5.45368E-12,1.00991E-07,14
AT3G07580,0.47,3.53343E-18,6.5432E-14,14
AT3G48090,0.46,7.59968E-19,1.40731E-14,14
AT1G21550,0.46,8.96668E-10,1.66045E-05,14
AT4G19990,0.46,8.91855E-21,1.65154E-16,14
AT2G44130,0.46,3.90728E-07,0.007235505,14
AT4G39900,0.46,1.41866E-22,2.62708E-18,14
AT5G64000,0.46,4.37584E-20,8.10318E-16,14
AT3G11730,0.46,1.25951E-13,2.33236E-09,14
AT3G03870,0.46,9.62274E-09,0.000178194,14
AT5G49100,0.46,9.261E-16,1.71495E-11,14
AT5G53300,0.46,1.64394E-17,3.04425E-13,14
AT1G02430,0.46,3.79582E-16,7.0291E-12,14
AT3G61150,0.45,3.70512E-20,6.86115E-16,14
AT4G21910,0.45,5.83889E-11,1.08124E-06,14
AT2G40750,0.45,6.59039E-13,1.22041E-08,14
AT4G32650,0.45,1.4207E-09,2.63086E-05,14
AT3G14090,0.45,6.88734E-12,1.2754E-07,14
AT4G29810,0.45,3.48517E-13,6.45383E-09,14
AT3G26510,0.45,5.30897E-13,9.83115E-09,14
AT1G63830,0.45,9.33765E-11,1.72915E-06,14
AT3G51730,0.45,5.04479E-07,0.009341948,14
AT1G53620,0.45,1.12852E-08,0.000208979,14
AT4G33565,0.45,2.15199E-08,0.000398506,14
AT2G31990,0.45,7.33272E-11,1.35787E-06,14
AT3G55560,0.45,4.63761E-12,8.58793E-08,14
AT5G61010,0.45,2.72677E-08,0.000504944,14
AT1G17890,0.45,4.90644E-11,9.08575E-07,14
AT3G14530,0.45,3.54783E-07,0.006569871,14
AT1G80820,0.45,6.50885E-08,0.001205309,14
AT1G07530,0.45,1.7998E-11,3.33287E-07,14
AT3G62650,0.45,7.86902E-11,1.45719E-06,14
AT4G10170,0.44,2.52672E-18,4.67899E-14,14
AT1G09560,0.44,4.35417E-13,8.06305E-09,14
AT3G10940,0.44,3.44795E-13,6.38491E-09,14
AT3G16420,0.44,8.22453E-21,1.52302E-16,14
AT1G59640,0.44,3.51035E-16,6.50048E-12,14
AT3G19960,0.44,2.31257E-08,0.000428242,14
AT5G14550,0.44,7.5185E-12,1.39228E-07,14
AT5G52830,0.44,2.67942E-14,4.96176E-10,14
AT1G66270,0.44,1.21486E-23,2.24968E-19,14
AT2G33630,0.44,6.1328E-16,1.13567E-11,14
AT4G35730,0.43,2.31707E-09,4.29075E-05,14
AT1G12440,0.43,1.08992E-07,0.002018305,14
AT5G52530,0.43,8.79592E-15,1.62883E-10,14
AT4G31920,0.43,2.79904E-10,5.18326E-06,14
AT1G07660,0.43,1.44481E-10,2.6755E-06,14
AT5G42810,0.43,1.04464E-17,1.93446E-13,14
AT1G70090,0.43,9.55009E-10,1.76849E-05,14
AT1G10220,0.43,4.08442E-15,7.56354E-11,14
AT4G31600,0.43,2.76164E-18,5.11401E-14,14
AT5G64120,0.43,6.06655E-08,0.001123404,14
AT2G44180,0.43,3.41399E-19,6.32203E-15,14
AT5G41700,0.43,1.42988E-11,2.64785E-07,14
AT1G25390,0.43,5.29677E-12,9.80856E-08,14
AT3G28690,0.43,3.46819E-16,6.4224E-12,14
AT3G22930,0.43,1.77499E-08,0.000328693,14
AT5G10960,0.43,2.99288E-08,0.000554221,14
AT5G62390,0.43,1.62941E-10,3.01734E-06,14
