Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G69080,1.33,8.1173E-100,1.50317E-95,12
AT4G18780,1.32,1.09736E-43,2.03209E-39,12
AT5G23860,1.31,1.2115E-110,2.2434E-106,12
AT2G28760,1.31,1.60365E-79,2.96965E-75,12
AT1G23460,1.31,1.25585E-72,2.32559E-68,12
AT4G32880,1.30,6.8303E-116,1.2648E-111,12
AT1G33800,1.29,1.31351E-47,2.43235E-43,12
AT5G64030,1.29,1.2902E-124,2.3892E-120,12
AT1G72430,1.29,2.42103E-59,4.48326E-55,12
AT3G06035,1.27,7.7636E-104,1.4377E-99,12
AT4G14940,1.27,6.65746E-55,1.23283E-50,12
AT2G37090,1.27,5.55186E-38,1.02809E-33,12
AT3G05910,1.26,3.8921E-128,7.2073E-124,12
AT1G27380,1.25,1.13134E-91,2.09501E-87,12
AT4G18640,1.25,1.33404E-91,2.47038E-87,12
AT5G53250,1.24,1.07582E-50,1.9922E-46,12
AT3G21270,1.24,3.01647E-54,5.58589E-50,12
AT3G11490,1.23,3.7172E-133,6.8834E-129,12
AT2G17710,1.22,2.08151E-39,3.85454E-35,12
AT5G18130,1.21,5.1445E-29,9.52659E-25,12
AT3G59690,1.20,9.483E-115,1.7561E-110,12
AT3G56480,1.19,1.89434E-93,3.50793E-89,12
AT4G36160,1.19,1.6161E-135,2.9927E-131,12
AT3G16570,1.18,2.06884E-80,3.83107E-76,12
AT1G33470,1.18,1.8137E-107,3.3586E-103,12
AT2G16720,1.17,2.8705E-21,5.31559E-17,12
AT5G45970,1.16,9.68597E-60,1.79365E-55,12
AT1G19300,1.16,9.33921E-60,1.72943E-55,12
AT2G47500,1.15,5.7381E-100,1.06258E-95,12
AT1G13670,1.15,2.33821E-76,4.32989E-72,12
AT5G01360,1.14,4.69684E-92,8.69761E-88,12
AT1G75840,1.14,4.367E-111,8.0868E-107,12
AT3G05900,1.14,2.91169E-77,5.39187E-73,12
AT3G59680,1.13,2.677E-111,4.9572E-107,12
AT5G05690,1.13,7.68175E-68,1.42251E-63,12
AT3G15250,1.12,1.59032E-50,2.94496E-46,12
AT1G71880,1.12,2.0875E-105,3.8656E-101,12
AT3G17390,1.11,4.73148E-59,8.76175E-55,12
AT1G12780,1.11,3.39023E-47,6.27802E-43,12
AT2G34790,1.11,1.6644E-24,3.08214E-20,12
AT2G34070,1.11,1.91881E-57,3.55324E-53,12
AT3G55420,1.11,6.8914E-99,1.27616E-94,12
AT1G15950,1.10,3.52628E-78,6.52997E-74,12
AT1G09210,1.09,3.12488E-71,5.78664E-67,12
AT3G18780,1.09,2.72563E-53,5.04732E-49,12
AT5G15630,1.09,5.11355E-39,9.46927E-35,12
AT1G12420,1.09,7.25759E-75,1.34396E-70,12
AT3G52920,1.08,3.22902E-54,5.9795E-50,12
AT1G27440,1.08,6.09259E-78,1.12823E-73,12
AT5G35670,1.08,2.01861E-87,3.73806E-83,12
AT5G10430,1.07,6.70226E-47,1.24112E-42,12
AT2G03090,1.07,1.39667E-44,2.58636E-40,12
AT1G01780,1.07,3.61455E-81,6.69342E-77,12
AT1G70500,1.07,1.67203E-29,3.09627E-25,12
AT3G53350,1.06,1.58245E-80,2.93038E-76,12
AT5G49460,1.06,2.37406E-54,4.39629E-50,12
AT5G66920,1.06,2.98258E-90,5.52313E-86,12
AT1G60810,1.05,4.81081E-55,8.90866E-51,12
AT3G49330,1.04,6.63681E-48,1.229E-43,12
AT5G03960,1.04,6.81723E-76,1.26242E-71,12
AT1G67510,1.04,1.5371E-112,2.8463E-108,12
AT1G53163,1.04,2.46841E-34,4.571E-30,12
AT5G67230,1.04,5.3765E-44,9.9562E-40,12
AT1G62990,1.03,7.07514E-17,1.31017E-12,12
AT1G66180,1.02,5.1397E-31,9.51769E-27,12
AT3G44220,1.02,4.90517E-48,9.08339E-44,12
AT3G23805,1.01,3.8545E-120,7.1377E-116,12
AT5G12250,1.00,4.23293E-72,7.83854E-68,12
AT3G14170,1.00,9.10524E-68,1.68611E-63,12
AT1G22530,1.00,1.67661E-58,3.10474E-54,12
AT2G33990,1.00,4.02718E-88,7.45753E-84,12
AT2G19760,1.00,2.1171E-56,3.92044E-52,12
AT2G31110,0.99,6.55395E-56,1.21366E-51,12
AT5G59880,0.99,3.01295E-82,5.57937E-78,12
AT1G10200,0.99,1.53162E-61,2.83626E-57,12
AT2G21300,0.99,2.1706E-100,4.01952E-96,12
AT1G52150,0.98,1.8537E-112,3.4327E-108,12
AT2G02540,0.98,9.45445E-35,1.75077E-30,12
AT2G45470,0.98,4.00165E-54,7.41025E-50,12
AT1G63430,0.98,2.16615E-93,4.01128E-89,12
AT2G40890,0.97,1.03883E-33,1.92371E-29,12
AT5G57770,0.97,1.92084E-91,3.55701E-87,12
AT5G54690,0.97,2.6103E-46,4.83375E-42,12
AT5G17600,0.96,3.40079E-67,6.29758E-63,12
AT2G44690,0.96,1.1818E-99,2.18846E-95,12
AT3G49750,0.96,2.76475E-82,5.11977E-78,12
AT3G54040,0.96,1.0311E-11,1.9094E-07,12
AT1G71930,0.95,3.51473E-87,6.50858E-83,12
AT5G49720,0.95,1.41687E-55,2.62376E-51,12
AT1G24600,0.95,1.23997E-26,2.29618E-22,12
AT2G46760,0.94,2.27802E-94,4.21844E-90,12
AT4G18425,0.94,1.69353E-24,3.13608E-20,12
AT1G77020,0.94,1.22592E-87,2.27016E-83,12
AT1G63520,0.94,2.0453E-123,3.7876E-119,12
AT2G24940,0.94,3.1305E-56,5.79706E-52,12
AT5G04470,0.94,2.74099E-55,5.07577E-51,12
AT5G42710,0.94,5.83004E-62,1.07961E-57,12
AT1G75500,0.93,6.22606E-64,1.15294E-59,12
AT5G02010,0.93,5.40034E-76,1.00003E-71,12
AT2G44770,0.93,1.48973E-77,2.75868E-73,12
AT2G34060,0.92,1.04238E-97,1.93027E-93,12
AT5G26667,0.92,1.71439E-65,3.1747E-61,12
AT1G01900,0.91,5.20307E-61,9.63505E-57,12
AT3G22070,0.91,1.10379E-65,2.044E-61,12
AT1G75090,0.91,1.45456E-35,2.69355E-31,12
AT3G53420,0.91,4.27348E-53,7.91362E-49,12
AT5G01890,0.91,3.95716E-77,7.32786E-73,12
AT3G54810,0.91,2.00732E-46,3.71715E-42,12
AT2G01950,0.91,8.0788E-108,1.496E-103,12
AT4G34050,0.90,1.35709E-41,2.51306E-37,12
AT1G12260,0.90,6.7886E-115,1.2571E-110,12
AT1G70550,0.90,2.4418E-49,4.52173E-45,12
AT5G51780,0.90,1.52783E-44,2.82923E-40,12
AT1G78020,0.90,6.76665E-71,1.25305E-66,12
AT4G35100,0.89,1.44913E-36,2.6835E-32,12
AT5G07080,0.89,5.38371E-35,9.96955E-31,12
AT5G23400,0.89,2.62255E-64,4.85643E-60,12
AT5G21105,0.89,1.38723E-65,2.56887E-61,12
AT1G79760,0.89,2.30727E-78,4.27261E-74,12
AT5G48500,0.88,5.36634E-47,9.9374E-43,12
AT5G15350,0.88,1.80441E-44,3.3414E-40,12
AT5G60720,0.88,3.72603E-40,6.89987E-36,12
AT1G29950,0.87,6.77977E-78,1.25548E-73,12
AT5G16590,0.87,3.48497E-57,6.45347E-53,12
AT5G06670,0.87,3.5239E-82,6.52555E-78,12
AT5G62770,0.86,5.86341E-27,1.08579E-22,12
AT2G28200,0.86,4.60708E-29,8.53139E-25,12
AT3G10740,0.86,3.46964E-23,6.42507E-19,12
AT5G09810,0.85,1.22596E-62,2.27024E-58,12
AT1G58007,0.85,2.43916E-32,4.51684E-28,12
AT3G19260,0.85,7.18195E-61,1.32995E-56,12
AT3G17609,0.85,3.99698E-42,7.4016E-38,12
AT1G23800,0.84,3.84364E-38,7.11765E-34,12
AT3G19380,0.84,2.43119E-48,4.50208E-44,12
AT3G16240,0.84,1.24876E-35,2.31246E-31,12
AT2G40060,0.84,1.32583E-65,2.45516E-61,12
AT4G00220,0.84,3.29585E-25,6.10325E-21,12
AT2G35120,0.84,1.19272E-66,2.20868E-62,12
AT3G08490,0.83,1.32917E-65,2.46136E-61,12
AT2G36880,0.83,9.38263E-45,1.73747E-40,12
AT5G59890,0.83,4.23569E-70,7.84365E-66,12
AT5G47370,0.83,1.55345E-30,2.87668E-26,12
AT2G22122,0.83,4.59646E-52,8.51173E-48,12
AT1G30280,0.83,4.05131E-81,7.50221E-77,12
AT4G34230,0.83,5.24391E-80,9.71068E-76,12
AT5G15230,0.83,3.33826E-18,6.1818E-14,12
AT1G78120,0.82,4.2358E-31,7.84385E-27,12
AT4G34490,0.82,1.63826E-70,3.03373E-66,12
AT1G23190,0.82,2.33407E-49,4.32224E-45,12
AT4G17870,0.82,1.45779E-61,2.69954E-57,12
AT1G29200,0.81,2.52212E-38,4.67046E-34,12
AT5G53730,0.81,4.0506E-116,7.5009E-112,12
AT3G62160,0.81,1.13675E-42,2.10504E-38,12
AT2G20750,0.81,4.23306E-38,7.83877E-34,12
AT1G76250,0.81,3.8062E-108,7.0483E-104,12
AT4G00440,0.81,2.26063E-79,4.18623E-75,12
AT3G25710,0.80,3.89501E-50,7.21278E-46,12
AT2G29050,0.80,5.32859E-64,9.86749E-60,12
AT1G66690,0.80,1.23108E-33,2.27971E-29,12
AT1G26850,0.80,2.68815E-56,4.97791E-52,12
AT4G19120,0.79,3.47692E-42,6.43856E-38,12
AT5G12140,0.79,1.32843E-23,2.45998E-19,12
AT5G07030,0.79,3.40151E-19,6.29892E-15,12
AT1G28110,0.78,1.66293E-67,3.07942E-63,12
AT3G22415,0.78,3.33217E-23,6.17051E-19,12
AT2G30060,0.78,1.64717E-68,3.05022E-64,12
AT1G56720,0.78,8.66083E-75,1.60381E-70,12
AT3G23000,0.78,4.15364E-31,7.69172E-27,12
AT5G62900,0.77,2.65742E-43,4.92102E-39,12
AT1G50010,0.77,1.51417E-51,2.80394E-47,12
AT1G45130,0.77,7.8055E-37,1.44542E-32,12
AT5G37540,0.77,5.83277E-09,0.000108011,12
AT5G56320,0.77,7.44229E-26,1.37816E-21,12
AT5G02750,0.77,1.82893E-61,3.38682E-57,12
AT3G16490,0.76,7.32478E-76,1.3564E-71,12
AT2G34410,0.76,1.08447E-64,2.00821E-60,12
AT1G56330,0.76,1.21943E-51,2.25814E-47,12
AT4G14960,0.76,7.13187E-61,1.32068E-56,12
AT4G12980,0.76,9.21343E-62,1.70614E-57,12
AT1G70490,0.75,1.83086E-54,3.39039E-50,12
AT3G27960,0.75,2.96751E-30,5.49524E-26,12
AT5G02270,0.75,2.33615E-28,4.32608E-24,12
AT5G37310,0.75,2.27087E-84,4.2052E-80,12
AT3G27350,0.75,4.9657E-43,9.19547E-39,12
AT1G09440,0.75,1.70816E-26,3.16316E-22,12
AT2G39900,0.75,5.57089E-42,1.03162E-37,12
AT4G33330,0.75,1.90152E-31,3.52123E-27,12
AT3G06590,0.75,9.31706E-40,1.72533E-35,12
AT3G48185,0.74,3.3729E-102,6.24592E-98,12
AT1G12310,0.74,2.76099E-57,5.1128E-53,12
AT1G04680,0.74,9.32164E-41,1.72618E-36,12
AT1G78110,0.74,7.24119E-73,1.34092E-68,12
AT3G27355,0.74,1.40132E-15,2.59497E-11,12
AT1G04550,0.74,5.14197E-67,9.52189E-63,12
AT5G64340,0.74,4.23968E-39,7.85104E-35,12
AT2G47670,0.74,4.94603E-87,9.15906E-83,12
AT5G67360,0.74,1.01581E-49,1.88107E-45,12
AT5G20885,0.73,2.70845E-29,5.0155E-25,12
AT3G03250,0.73,2.31012E-45,4.27789E-41,12
AT1G21050,0.73,1.00683E-39,1.86445E-35,12
AT2G35470,0.73,6.22286E-47,1.15235E-42,12
AT5G18460,0.72,2.23583E-53,4.14031E-49,12
AT5G05270,0.72,8.79908E-19,1.62941E-14,12
AT2G40070,0.72,6.51403E-55,1.20627E-50,12
AT4G37080,0.72,3.06856E-58,5.68236E-54,12
AT5G35960,0.72,7.50136E-56,1.3891E-51,12
AT4G20260,0.72,1.07718E-30,1.99473E-26,12
AT4G03415,0.72,3.46025E-66,6.40769E-62,12
AT5G65670,0.72,9.33124E-56,1.72796E-51,12
AT1G58370,0.72,1.44011E-26,2.6668E-22,12
AT3G08500,0.72,1.25131E-64,2.31717E-60,12
AT5G06370,0.72,4.71129E-20,8.72436E-16,12
AT1G04820,0.71,9.22759E-52,1.70876E-47,12
AT5G61790,0.71,8.87389E-34,1.64327E-29,12
AT3G17600,0.71,3.32996E-90,6.16642E-86,12
AT1G28400,0.71,2.80149E-50,5.1878E-46,12
AT4G14900,0.71,5.26843E-47,9.75608E-43,12
AT2G47470,0.71,5.37363E-48,9.95088E-44,12
AT4G09990,0.71,6.97085E-08,0.001290863,12
AT3G53750,0.70,3.08828E-43,5.71887E-39,12
AT2G44680,0.70,1.23089E-56,2.27936E-52,12
AT3G61750,0.69,6.55164E-80,1.21323E-75,12
AT3G61380,0.69,1.5993E-77,2.96159E-73,12
AT2G40640,0.69,6.33578E-68,1.17326E-63,12
AT4G19110,0.69,8.40637E-28,1.55669E-23,12
AT1G32930,0.69,1.8428E-70,3.41249E-66,12
AT4G07950,0.69,5.42788E-61,1.00514E-56,12
AT5G22850,0.69,2.54072E-43,4.7049E-39,12
AT1G03820,0.69,2.45462E-27,4.54547E-23,12
AT3G63120,0.68,2.51567E-48,4.65852E-44,12
AT3G20830,0.68,1.8178E-58,3.3662E-54,12
AT5G19770,0.68,3.17182E-43,5.87358E-39,12
AT1G01620,0.68,3.63005E-33,6.72213E-29,12
AT4G24060,0.68,1.15759E-52,2.14363E-48,12
AT3G27630,0.68,1.15323E-37,2.13555E-33,12
AT5G09460,0.68,6.81503E-79,1.26201E-74,12
AT2G22670,0.68,1.00236E-36,1.85616E-32,12
AT3G49720,0.68,5.59636E-36,1.03633E-31,12
AT2G19810,0.67,3.20245E-15,5.93029E-11,12
AT4G23680,0.67,3.72651E-33,6.90076E-29,12
AT1G27920,0.67,6.04824E-28,1.12001E-23,12
AT1G49890,0.67,1.07662E-57,1.99368E-53,12
AT1G67360,0.67,2.34471E-31,4.34194E-27,12
AT2G41740,0.67,4.36293E-45,8.07927E-41,12
AT4G11211,0.67,1.2229E-45,2.26457E-41,12
AT1G80690,0.67,2.24297E-44,4.15353E-40,12
AT2G46620,0.67,1.55261E-24,2.87513E-20,12
AT2G27030,0.66,2.48366E-38,4.59924E-34,12
AT4G35390,0.66,5.59875E-38,1.03678E-33,12
AT2G37380,0.66,6.33887E-51,1.17383E-46,12
AT1G64660,0.66,8.49117E-47,1.5724E-42,12
AT3G50620,0.66,4.4021E-45,8.1518E-41,12
AT1G08340,0.66,3.23595E-08,0.000599233,12
AT2G46710,0.66,2.80284E-35,5.1903E-31,12
AT4G13930,0.66,1.9032E-38,3.52434E-34,12
AT1G23340,0.66,2.66641E-56,4.93766E-52,12
AT1G04240,0.65,3.8119E-42,7.05888E-38,12
AT5G57685,0.65,5.06388E-38,9.37729E-34,12
AT3G20860,0.65,2.21435E-62,4.10054E-58,12
AT1G71695,0.65,1.40433E-50,2.60054E-46,12
AT5G25890,0.65,4.24198E-20,7.8553E-16,12
AT1G54200,0.65,6.60079E-74,1.22233E-69,12
AT1G22230,0.65,4.61169E-42,8.53992E-38,12
AT1G69580,0.64,5.59912E-55,1.03684E-50,12
AT1G11740,0.64,5.63931E-46,1.04429E-41,12
AT1G05850,0.64,2.38762E-29,4.42139E-25,12
AT2G29660,0.64,4.81447E-51,8.91543E-47,12
AT1G73780,0.64,3.68553E-42,6.82487E-38,12
AT2G29550,0.64,7.18822E-41,1.33111E-36,12
AT2G30150,0.64,5.213E-66,9.65343E-62,12
AT2G19780,0.64,2.6175E-103,4.847E-99,12
AT5G17920,0.64,1.1225E-28,2.07864E-24,12
AT4G36890,0.64,4.15668E-39,7.69735E-35,12
AT1G66810,0.63,1.64271E-58,3.04197E-54,12
AT1G13930,0.63,4.68225E-16,8.67059E-12,12
AT5G19530,0.63,1.71943E-44,3.18404E-40,12
AT5G47820,0.63,4.77073E-48,8.83444E-44,12
AT3G43810,0.63,2.99864E-35,5.55288E-31,12
AT2G24230,0.63,1.62093E-77,3.00163E-73,12
AT1G27330,0.62,7.82307E-28,1.44868E-23,12
AT4G22920,0.62,5.79055E-21,1.07229E-16,12
AT1G07380,0.62,1.12622E-68,2.08554E-64,12
AT1G71860,0.62,1.31436E-37,2.43394E-33,12
AT5G66300,0.62,8.0422E-102,1.48926E-97,12
AT5G49800,0.62,1.0563E-50,1.95606E-46,12
AT1G25230,0.62,2.88137E-45,5.33572E-41,12
AT4G12730,0.62,3.84546E-28,7.12102E-24,12
AT2G47320,0.61,1.28179E-31,2.37362E-27,12
AT3G09980,0.61,1.03478E-25,1.91621E-21,12
AT3G29770,0.61,3.44171E-48,6.37337E-44,12
AT3G54120,0.61,4.92752E-61,9.12478E-57,12
AT4G00330,0.61,1.05268E-28,1.94935E-24,12
AT4G26580,0.61,1.32572E-27,2.45497E-23,12
AT3G11800,0.60,1.05549E-35,1.95456E-31,12
AT5G50010,0.60,9.96047E-57,1.84448E-52,12
AT5G67440,0.60,1.24055E-26,2.29726E-22,12
AT5G34850,0.60,5.86975E-33,1.08696E-28,12
AT2G38120,0.60,2.06033E-15,3.81532E-11,12
AT2G29960,0.60,3.17784E-34,5.88472E-30,12
AT1G48300,0.60,1.40034E-31,2.59315E-27,12
AT2G40530,0.60,3.46902E-80,6.42394E-76,12
AT5G54500,0.60,1.95544E-24,3.62109E-20,12
AT1G24764,0.60,4.17876E-33,7.73822E-29,12
AT1G78150,0.60,9.24872E-38,1.71268E-33,12
AT3G42950,0.60,1.59157E-46,2.94727E-42,12
AT4G18760,0.59,3.57885E-41,6.62732E-37,12
AT1G55760,0.59,1.00497E-56,1.861E-52,12
AT1G64640,0.59,5.14598E-20,9.52933E-16,12
AT4G17460,0.59,5.59948E-19,1.03691E-14,12
AT4G34950,0.59,1.20736E-53,2.23578E-49,12
AT5G60860,0.59,7.80474E-39,1.44528E-34,12
AT2G34710,0.59,6.31005E-61,1.16849E-56,12
AT4G37300,0.59,3.85144E-36,7.1321E-32,12
AT1G17090,0.59,1.84813E-18,3.42236E-14,12
AT5G57070,0.59,1.16816E-38,2.1632E-34,12
AT2G31900,0.59,4.80773E-69,8.90296E-65,12
AT4G13620,0.59,2.04524E-27,3.78737E-23,12
AT5G03610,0.59,2.93295E-42,5.43124E-38,12
AT5G46340,0.59,1.10494E-49,2.04612E-45,12
AT3G03780,0.58,1.06692E-10,1.97573E-06,12
AT3G56800,0.58,9.81652E-39,1.81782E-34,12
AT1G10670,0.58,2.06794E-26,3.82941E-22,12
AT3G56360,0.58,9.05499E-25,1.6768E-20,12
AT2G35760,0.58,2.92419E-69,5.41501E-65,12
AT2G32720,0.58,7.98069E-30,1.47786E-25,12
AT4G12420,0.58,1.39597E-26,2.58506E-22,12
AT1G16860,0.58,3.31623E-33,6.141E-29,12
AT3G53520,0.58,3.6408E-42,6.74203E-38,12
AT1G06550,0.58,2.64701E-19,4.90174E-15,12
AT5G07220,0.58,5.94731E-17,1.10132E-12,12
AT3G53950,0.57,1.27842E-43,2.36738E-39,12
AT5G07110,0.57,2.12095E-20,3.92758E-16,12
AT1G05870,0.57,3.49735E-38,6.4764E-34,12
AT1G52830,0.57,1.71545E-51,3.17667E-47,12
AT1G80940,0.57,3.10298E-25,5.74609E-21,12
AT1G62700,0.57,1.04753E-82,1.93982E-78,12
AT5G22740,0.57,3.7025E-34,6.85629E-30,12
AT1G25320,0.57,6.21949E-53,1.15172E-48,12
AT2G45820,0.57,1.15956E-31,2.14728E-27,12
AT2G45420,0.57,6.88666E-28,1.27527E-23,12
AT3G16500,0.57,9.93104E-51,1.83903E-46,12
AT3G07880,0.57,1.45599E-37,2.69621E-33,12
AT2G31090,0.57,4.17068E-23,7.72327E-19,12
AT1G78260,0.57,6.40563E-25,1.18619E-20,12
AT3G57870,0.57,1.42102E-20,2.63144E-16,12
AT5G16720,0.56,6.94855E-57,1.28673E-52,12
AT3G17580,0.56,2.28835E-33,4.23757E-29,12
AT1G51170,0.56,1.16816E-47,2.1632E-43,12
AT1G53500,0.56,5.99252E-35,1.10969E-30,12
AT2G38820,0.56,3.23431E-24,5.9893E-20,12
AT1G03010,0.56,1.51566E-95,2.8067E-91,12
AT2G33310,0.56,9.99221E-73,1.85036E-68,12
AT4G24590,0.56,8.27291E-30,1.53198E-25,12
AT2G36410,0.56,3.38931E-35,6.27632E-31,12
AT1G14190,0.56,2.44586E-95,4.52925E-91,12
AT5G37260,0.56,3.95212E-16,7.31853E-12,12
AT1G10120,0.56,3.02012E-33,5.59267E-29,12
AT1G19920,0.56,2.91133E-39,5.3912E-35,12
AT2G46225,0.56,6.23472E-32,1.15455E-27,12
AT1G51950,0.56,1.58018E-44,2.92618E-40,12
AT5G25100,0.55,3.01163E-32,5.57694E-28,12
AT5G50460,0.55,3.00746E-25,5.56921E-21,12
AT1G10800,0.55,1.94353E-42,3.59903E-38,12
AT3G16180,0.55,7.73393E-25,1.43217E-20,12
AT4G27430,0.55,7.59802E-26,1.407E-21,12
AT3G50660,0.55,1.52152E-40,2.81755E-36,12
AT2G43910,0.55,5.71787E-28,1.05884E-23,12
AT1G64440,0.55,4.18696E-20,7.75342E-16,12
AT1G70940,0.55,3.20701E-41,5.93875E-37,12
AT3G51380,0.55,7.94717E-38,1.47166E-33,12
AT4G24805,0.55,1.00575E-28,1.86246E-24,12
AT1G12370,0.55,3.72715E-47,6.90194E-43,12
AT1G25500,0.55,2.20644E-39,4.08589E-35,12
AT1G24130,0.55,1.9382E-12,3.58915E-08,12
AT5G51790,0.54,1.54414E-42,2.85944E-38,12
AT1G78570,0.54,4.49195E-15,8.31819E-11,12
AT5G45940,0.54,6.16343E-36,1.14134E-31,12
AT4G27960,0.54,3.23197E-30,5.98496E-26,12
AT2G38480,0.54,8.44122E-43,1.56314E-38,12
AT4G08520,0.54,5.34026E-31,9.88909E-27,12
AT1G52280,0.54,3.24462E-25,6.00839E-21,12
AT5G07800,0.54,5.34599E-48,9.8997E-44,12
AT1G27690,0.54,4.59963E-66,8.51759E-62,12
AT3G05180,0.54,1.46376E-92,2.7106E-88,12
AT2G28660,0.54,4.62824E-65,8.57058E-61,12
AT2G24762,0.54,1.81324E-18,3.35776E-14,12
AT3G26935,0.53,9.88173E-38,1.8299E-33,12
AT1G69690,0.53,5.69137E-67,1.05393E-62,12
AT4G10390,0.53,6.22101E-26,1.15201E-21,12
AT3G51325,0.53,5.98664E-19,1.10861E-14,12
AT3G02180,0.53,2.74012E-31,5.07416E-27,12
AT1G54790,0.53,4.20643E-30,7.78946E-26,12
AT5G11540,0.53,5.89846E-21,1.09228E-16,12
AT2G40480,0.53,1.50407E-45,2.78523E-41,12
AT5G41060,0.53,2.87536E-32,5.3246E-28,12
AT2G05790,0.53,8.13513E-25,1.50646E-20,12
AT4G30020,0.53,1.12478E-29,2.08287E-25,12
AT2G25070,0.52,1.27363E-28,2.35851E-24,12
AT2G45890,0.52,2.7296E-16,5.05468E-12,12
AT4G36380,0.52,2.7791E-28,5.14633E-24,12
AT4G28640,0.52,3.00402E-14,5.56285E-10,12
AT2G44130,0.52,8.87366E-08,0.001643225,12
AT5G27000,0.52,1.50664E-53,2.79E-49,12
AT2G46570,0.52,6.47042E-81,1.19819E-76,12
