Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT5G43700,0.94,2.43693E-39,4.51271E-35,11
AT5G02490,0.94,9.91994E-41,1.83697E-36,11
AT1G72180,0.93,2.33032E-93,4.31529E-89,11
AT4G02290,0.93,6.21219E-40,1.15037E-35,11
AT5G56530,0.93,1.3147E-88,2.43457E-84,11
AT1G47670,0.92,4.43586E-96,8.21432E-92,11
AT1G47270,0.92,2.4869E-72,4.60524E-68,11
AT3G01690,0.92,7.72095E-76,1.42977E-71,11
AT3G22840,0.92,4.24314E-14,7.85745E-10,11
AT5G58580,0.91,3.50383E-67,6.4884E-63,11
AT2G36460,0.90,5.81216E-39,1.0763E-34,11
AT1G32900,0.90,3.8934E-105,7.2098E-101,11
AT2G28870,0.90,1.04251E-47,1.93052E-43,11
AT5G64080,0.89,1.33924E-70,2.48E-66,11
AT1G69526,0.89,5.54462E-69,1.02675E-64,11
AT1G74100,0.88,3.89092E-56,7.2052E-52,11
AT1G53708,0.88,2.69848E-14,4.99704E-10,11
AT1G74500,0.87,4.96163E-48,9.18794E-44,11
AT2G29980,0.87,3.42483E-63,6.34211E-59,11
AT3G30350,0.86,2.94238E-67,5.4487E-63,11
AT5G48480,0.85,2.14789E-43,3.97746E-39,11
AT3G01860,0.85,3.57817E-58,6.62606E-54,11
AT4G33800,0.84,5.40978E-66,1.00178E-61,11
AT2G38810,0.84,1.22378E-59,2.2662E-55,11
AT5G65700,0.84,1.01128E-74,1.87269E-70,11
AT1G49475,0.83,5.52905E-89,1.02387E-84,11
AT1G26870,0.83,4.5068E-55,8.3457E-51,11
AT5G47060,0.81,4.36374E-44,8.08078E-40,11
AT1G15500,0.80,5.25138E-59,9.72451E-55,11
AT1G11670,0.80,2.09753E-38,3.88421E-34,11
AT5G08050,0.80,3.1088E-76,5.75688E-72,11
AT3G14990,0.80,5.19585E-25,9.62168E-21,11
AT3G57670,0.80,2.77178E-87,5.13278E-83,11
AT3G50070,0.79,3.12207E-62,5.78144E-58,11
AT3G07760,0.79,6.75004E-68,1.24997E-63,11
AT5G19520,0.79,1.28531E-49,2.38014E-45,11
AT5G14690,0.78,5.12721E-58,9.49456E-54,11
AT1G51190,0.77,4.55402E-63,8.43314E-59,11
AT4G15910,0.77,8.65319E-43,1.6024E-38,11
AT5G17630,0.77,5.54522E-66,1.02686E-61,11
AT3G21270,0.76,7.64446E-22,1.4156E-17,11
AT1G53070,0.76,4.14421E-71,7.67424E-67,11
AT4G16140,0.75,7.38732E-45,1.36798E-40,11
AT2G22330,0.75,2.20989E-28,4.09227E-24,11
AT1G32190,0.75,1.81397E-63,3.3591E-59,11
AT5G07910,0.74,2.92935E-53,5.42458E-49,11
AT3G48670,0.74,3.44122E-70,6.37246E-66,11
AT5G51670,0.74,8.1414E-46,1.50762E-41,11
AT3G55760,0.74,6.95822E-56,1.28852E-51,11
AT4G16141,0.74,5.7732E-26,1.06908E-21,11
AT4G04620,0.73,9.47328E-65,1.75426E-60,11
AT1G74560,0.73,5.21887E-46,9.66431E-42,11
AT4G37410,0.73,1.58184E-29,2.92924E-25,11
AT5G25900,0.73,5.39869E-46,9.9973E-42,11
AT3G62530,0.73,1.8158E-39,3.36249E-35,11
AT3G17840,0.72,1.20442E-74,2.23034E-70,11
AT1G75580,0.72,5.68424E-48,1.05261E-43,11
AT1G04250,0.72,6.89311E-21,1.27647E-16,11
AT3G44735,0.72,3.16475E-48,5.86048E-44,11
AT4G39800,0.71,8.60727E-40,1.59389E-35,11
AT1G70940,0.71,1.74233E-24,3.22645E-20,11
AT4G22250,0.71,2.54347E-55,4.70999E-51,11
AT5G17520,0.71,8.52885E-39,1.57937E-34,11
AT5G14000,0.71,1.20963E-37,2.24E-33,11
AT3G18230,0.70,4.62666E-36,8.56766E-32,11
AT5G26670,0.70,1.47854E-50,2.73796E-46,11
AT5G52470,0.70,4.81107E-38,8.90914E-34,11
AT1G56280,0.70,8.13591E-32,1.50661E-27,11
AT3G18490,0.70,1.29117E-30,2.39099E-26,11
AT3G20880,0.70,9.06792E-58,1.6792E-53,11
AT2G02760,0.69,2.45273E-50,4.54197E-46,11
AT3G12320,0.69,1.22847E-34,2.27489E-30,11
AT1G13280,0.69,2.15269E-50,3.98634E-46,11
AT3G14230,0.69,1.15239E-43,2.13399E-39,11
AT3G07410,0.69,3.92132E-45,7.2615E-41,11
AT2G21060,0.68,1.86087E-40,3.44595E-36,11
AT1G56220,0.68,1.00866E-24,1.86783E-20,11
AT3G44220,0.68,8.37543E-32,1.55096E-27,11
AT3G23280,0.68,3.56531E-34,6.60224E-30,11
AT2G38860,0.68,1.77213E-27,3.28163E-23,11
AT1G57820,0.68,1.26448E-47,2.34156E-43,11
AT3G10940,0.68,4.64599E-43,8.60344E-39,11
AT3G17160,0.68,1.00848E-34,1.86751E-30,11
AT4G29690,0.68,1.77384E-26,3.28479E-22,11
AT5G60850,0.67,3.44958E-30,6.38793E-26,11
AT4G34138,0.67,2.45578E-26,4.54761E-22,11
AT1G11580,0.67,1.91542E-12,3.54697E-08,11
AT5G48130,0.66,1.27188E-52,2.35527E-48,11
AT1G75170,0.66,1.69993E-42,3.14794E-38,11
AT1G73590,0.66,6.86284E-41,1.27086E-36,11
AT4G08950,0.66,5.88257E-27,1.08933E-22,11
AT1G29980,0.66,4.13969E-49,7.66587E-45,11
AT2G46830,0.65,1.0479E-36,1.94051E-32,11
AT5G56790,0.65,3.33043E-55,6.1673E-51,11
AT1G21090,0.65,5.66233E-51,1.04855E-46,11
AT5G03230,0.65,2.94432E-26,5.45229E-22,11
AT3G19380,0.64,1.48329E-40,2.74675E-36,11
AT2G46420,0.64,1.8142E-48,3.35953E-44,11
AT5G22650,0.64,3.70455E-41,6.86009E-37,11
AT4G36930,0.63,1.11165E-51,2.05856E-47,11
AT1G70480,0.63,1.76767E-55,3.27337E-51,11
AT5G09300,0.63,2.21006E-55,4.09259E-51,11
AT2G20610,0.63,1.09808E-44,2.03342E-40,11
AT2G33510,0.63,4.53228E-45,8.39288E-41,11
AT4G38210,0.62,1.42355E-53,2.63614E-49,11
AT5G07550,0.62,8.41011E-44,1.55738E-39,11
AT5G02750,0.62,9.97803E-26,1.84773E-21,11
AT4G02230,0.62,4.07944E-40,7.55432E-36,11
AT3G60640,0.62,1.08556E-42,2.01024E-38,11
AT1G01300,0.62,2.44325E-36,4.5244E-32,11
AT3G09035,0.62,5.98139E-54,1.10763E-49,11
AT3G52870,0.61,6.99271E-30,1.29491E-25,11
AT2G12646,0.61,1.17442E-25,2.1748E-21,11
AT5G54470,0.61,5.48804E-24,1.01628E-19,11
AT1G19120,0.61,2.71646E-61,5.03035E-57,11
AT4G24275,0.60,1.78773E-17,3.31053E-13,11
AT3G13510,0.60,3.76304E-55,6.9684E-51,11
AT4G38660,0.60,2.03242E-37,3.76364E-33,11
AT3G03450,0.60,8.21416E-49,1.5211E-44,11
AT1G68560,0.60,6.71996E-30,1.2444E-25,11
AT5G63530,0.60,1.3195E-31,2.44346E-27,11
AT1G55360,0.60,6.29734E-29,1.16614E-24,11
AT5G42100,0.60,2.08259E-35,3.85653E-31,11
AT2G37600,0.60,2.17439E-30,4.02653E-26,11
AT5G21020,0.59,3.39077E-27,6.27903E-23,11
AT1G49390,0.59,1.92461E-57,3.564E-53,11
AT5G22630,0.59,3.55228E-13,6.57811E-09,11
AT4G26840,0.59,2.53986E-34,4.70331E-30,11
AT2G41650,0.59,3.15793E-27,5.84785E-23,11
AT1G14720,0.59,3.25123E-47,6.02062E-43,11
AT5G48360,0.59,8.84014E-50,1.63702E-45,11
AT1G64720,0.58,8.14355E-26,1.50802E-21,11
AT3G02210,0.58,1.38487E-74,2.5645E-70,11
AT1G17370,0.58,2.66221E-38,4.92988E-34,11
AT5G41600,0.58,2.19382E-37,4.06251E-33,11
AT1G23080,0.58,1.34547E-26,2.49154E-22,11
AT3G57150,0.58,1.80029E-36,3.33377E-32,11
AT3G55550,0.57,2.42875E-75,4.49755E-71,11
AT5G55160,0.57,7.26046E-37,1.34449E-32,11
AT1G10760,0.57,1.71915E-43,3.18351E-39,11
AT5G58590,0.57,2.79325E-34,5.17253E-30,11
AT4G25630,0.57,2.07626E-35,3.84482E-31,11
AT2G21970,0.57,9.20396E-36,1.70439E-31,11
AT3G15000,0.57,2.44837E-32,4.53389E-28,11
AT2G05790,0.56,5.66763E-29,1.04953E-24,11
AT4G10640,0.56,1.91104E-33,3.53886E-29,11
AT1G22030,0.56,1.18798E-24,2.1999E-20,11
AT5G60340,0.56,4.33176E-33,8.02155E-29,11
AT3G52440,0.56,1.42616E-28,2.64096E-24,11
AT4G25740,0.56,1.68291E-34,3.11642E-30,11
AT5G44720,0.56,2.07602E-47,3.84438E-43,11
AT2G46650,0.56,2.12917E-23,3.94279E-19,11
AT1G70000,0.56,4.63946E-23,8.59136E-19,11
AT2G37410,0.56,5.15202E-29,9.54051E-25,11
AT1G67030,0.55,6.47902E-24,1.19978E-19,11
AT3G48100,0.55,7.09934E-19,1.31466E-14,11
AT1G10960,0.55,4.49292E-22,8.31999E-18,11
AT5G08180,0.55,4.28589E-21,7.9366E-17,11
AT5G47210,0.55,6.71363E-38,1.24323E-33,11
AT4G12300,0.55,2.19318E-43,4.06134E-39,11
AT1G25260,0.54,2.33271E-28,4.3197E-24,11
AT3G23830,0.54,3.19979E-26,5.92537E-22,11
AT5G01090,0.54,3.09098E-44,5.72388E-40,11
AT2G22420,0.54,1.45035E-23,2.68576E-19,11
AT5G19160,0.54,1.42127E-28,2.6319E-24,11
AT2G24190,0.54,1.52957E-69,2.83247E-65,11
AT1G74440,0.54,6.35864E-29,1.17749E-24,11
AT2G25130,0.54,4.89349E-51,9.06176E-47,11
AT2G45340,0.54,4.91656E-57,9.10448E-53,11
AT2G45740,0.54,6.8311E-45,1.26498E-40,11
AT3G44750,0.53,4.38367E-19,8.11768E-15,11
AT2G34020,0.53,2.28078E-29,4.22354E-25,11
AT2G37220,0.53,7.71052E-33,1.42783E-28,11
AT5G61020,0.53,1.57222E-26,2.91143E-22,11
AT1G78510,0.53,1.71453E-36,3.17497E-32,11
AT5G48110,0.53,1.5136E-25,2.80289E-21,11
AT2G44860,0.53,1.531E-25,2.8351E-21,11
AT1G69700,0.53,5.428E-26,1.00516E-21,11
AT5G50740,0.53,2.86199E-35,5.29983E-31,11
AT4G24710,0.53,6.88139E-53,1.2743E-48,11
AT2G15910,0.52,9.97148E-25,1.84652E-20,11
AT3G24660,0.52,9.7704E-51,1.80928E-46,11
AT5G03455,0.52,1.97719E-33,3.66135E-29,11
AT5G61130,0.52,6.5813E-23,1.21872E-18,11
AT1G51200,0.52,1.69266E-24,3.13447E-20,11
AT5G48650,0.52,5.26829E-43,9.75583E-39,11
AT2G22670,0.52,1.46779E-27,2.71805E-23,11
AT2G20490,0.52,3.72758E-24,6.90273E-20,11
AT4G09320,0.51,6.63746E-33,1.22912E-28,11
AT1G33790,0.51,9.03442E-41,1.67299E-36,11
AT4G00238,0.51,3.45294E-41,6.39416E-37,11
AT4G26760,0.51,2.89736E-30,5.36533E-26,11
AT4G28170,0.51,6.17616E-41,1.1437E-36,11
AT3G63450,0.51,6.4722E-55,1.19852E-50,11
AT2G25490,0.51,1.83558E-22,3.39913E-18,11
AT1G16020,0.50,4.82832E-40,8.94109E-36,11
AT1G35230,0.50,1.34996E-53,2.49986E-49,11
AT3G62840,0.50,1.41867E-27,2.62709E-23,11
AT5G09590,0.50,2.96816E-18,5.49644E-14,11
AT1G13380,0.50,1.88314E-27,3.48719E-23,11
AT4G14270,0.50,2.80615E-18,5.19643E-14,11
AT1G11475,0.50,1.3825E-31,2.56012E-27,11
AT3G05060,0.50,7.30807E-27,1.35331E-22,11
AT2G01430,0.50,2.49195E-16,4.61459E-12,11
AT1G79110,0.50,2.79021E-40,5.16691E-36,11
AT5G60890,0.49,6.031E-19,1.11682E-14,11
AT3G13580,0.49,5.93168E-21,1.09843E-16,11
AT5G13370,0.49,1.80675E-27,3.34574E-23,11
AT4G36970,0.49,1.05079E-48,1.94585E-44,11
AT5G17430,0.49,4.18324E-42,7.74652E-38,11
AT4G34620,0.49,1.06579E-26,1.97363E-22,11
AT2G11910,0.49,1.09033E-17,2.01908E-13,11
AT2G45830,0.49,2.60292E-41,4.82009E-37,11
AT5G39850,0.49,1.75389E-19,3.24786E-15,11
AT5G01075,0.49,3.99615E-56,7.40007E-52,11
AT1G71870,0.49,1.69076E-48,3.13095E-44,11
AT1G48920,0.48,1.63231E-34,3.02271E-30,11
AT4G17150,0.48,4.17582E-32,7.73278E-28,11
AT5G53990,0.48,7.90043E-42,1.463E-37,11
AT4G32890,0.48,1.59554E-16,2.95461E-12,11
AT3G03920,0.48,8.22589E-26,1.52327E-21,11
AT1G01060,0.48,5.35379E-29,9.91415E-25,11
AT4G09800,0.48,2.16231E-30,4.00417E-26,11
AT4G15930,0.48,7.66902E-30,1.42015E-25,11
AT5G48150,0.48,7.43E-27,1.37589E-22,11
AT1G59740,0.48,7.01166E-30,1.29842E-25,11
AT3G14690,0.48,5.37549E-28,9.95433E-24,11
AT4G26850,0.48,5.95355E-25,1.10248E-20,11
AT1G66350,0.48,1.25035E-39,2.31539E-35,11
AT5G20720,0.48,9.89158E-24,1.83172E-19,11
AT1G08350,0.48,2.08864E-45,3.86775E-41,11
AT1G18650,0.48,3.80348E-46,7.04328E-42,11
AT4G31870,0.47,1.83087E-25,3.39041E-21,11
AT5G06360,0.47,2.45151E-19,4.5397E-15,11
AT1G26800,0.47,8.15139E-12,1.50947E-07,11
AT5G55950,0.47,7.30998E-31,1.35366E-26,11
AT1G70710,0.47,1.02557E-20,1.89916E-16,11
AT2G39020,0.46,6.40363E-25,1.18582E-20,11
AT3G48690,0.46,2.48365E-18,4.59923E-14,11
AT1G72040,0.46,4.8168E-26,8.91975E-22,11
AT5G26910,0.46,1.6717E-49,3.09565E-45,11
AT5G58960,0.46,3.65056E-26,6.76011E-22,11
AT3G09900,0.46,2.45233E-26,4.54122E-22,11
AT1G32640,0.46,6.47876E-23,1.19974E-18,11
AT2G22240,0.46,7.05819E-33,1.30703E-28,11
AT3G56370,0.46,1.55644E-24,2.88221E-20,11
AT2G35950,0.46,3.77223E-34,6.98541E-30,11
AT1G15250,0.46,7.38488E-18,1.36753E-13,11
AT2G16700,0.46,6.59833E-26,1.22188E-21,11
AT5G55120,0.45,2.07432E-21,3.84123E-17,11
AT5G04510,0.45,7.95643E-38,1.47337E-33,11
AT4G18335,0.45,2.38984E-26,4.42551E-22,11
AT5G04600,0.45,2.19534E-20,4.06534E-16,11
AT3G27850,0.45,1.62113E-37,3.00201E-33,11
AT5G60670,0.45,2.69516E-27,4.9909E-23,11
AT4G09940,0.45,4.64291E-70,8.59775E-66,11
AT3G50530,0.45,3.58944E-14,6.64692E-10,11
AT4G08310,0.45,5.37816E-29,9.95927E-25,11
AT3G50620,0.45,1.72616E-21,3.1965E-17,11
AT4G15560,0.45,3.13607E-26,5.80737E-22,11
AT5G05640,0.45,1.56463E-26,2.89739E-22,11
AT2G18876,0.45,8.00174E-23,1.48176E-18,11
AT1G01570,0.45,2.47531E-32,4.58378E-28,11
AT5G14520,0.45,9.80712E-19,1.81608E-14,11
AT2G28350,0.45,7.81472E-18,1.44713E-13,11
AT2G14750,0.44,4.01408E-18,7.43328E-14,11
AT1G13430,0.44,1.24454E-25,2.30464E-21,11
AT5G22550,0.44,8.15168E-28,1.50953E-23,11
AT3G17590,0.44,2.15989E-24,3.99968E-20,11
AT4G10450,0.44,1.31459E-17,2.43436E-13,11
AT1G63420,0.44,2.68194E-24,4.96641E-20,11
AT2G28000,0.44,5.58231E-15,1.03373E-10,11
AT1G52930,0.44,2.28419E-18,4.22986E-14,11
AT3G08590,0.44,2.49165E-12,4.61403E-08,11
AT3G61460,0.44,3.57284E-22,6.61619E-18,11
AT2G19540,0.44,7.59804E-28,1.40701E-23,11
AT1G73490,0.44,2.39105E-23,4.42775E-19,11
AT1G44810,0.44,3.52068E-26,6.51959E-22,11
AT3G23580,0.44,2.51988E-25,4.66631E-21,11
AT1G56200,0.44,8.49004E-20,1.57219E-15,11
AT3G46040,0.43,9.55363E-16,1.76914E-11,11
AT3G24080,0.43,1.1881E-20,2.20012E-16,11
AT2G32430,0.43,1.01653E-23,1.8824E-19,11
AT1G49560,0.43,7.93508E-31,1.46942E-26,11
AT5G20160,0.43,1.42597E-21,2.64061E-17,11
AT3G14240,0.43,1.54017E-31,2.85208E-27,11
AT1G49840,0.43,2.55741E-24,4.73581E-20,11
AT4G36830,0.43,5.20968E-41,9.64728E-37,11
AT5G51940,0.43,1.1563E-23,2.14124E-19,11
AT1G49110,0.43,4.65211E-41,8.61477E-37,11
AT5G62140,0.43,1.48559E-29,2.75101E-25,11
AT4G20360,0.43,1.11484E-27,2.06446E-23,11
AT5G46430,0.43,4.27072E-29,7.90853E-25,11
AT2G44770,0.43,2.00532E-16,3.71345E-12,11
AT1G24510,0.43,2.48085E-18,4.59404E-14,11
AT3G58460,0.43,5.88783E-23,1.09031E-18,11
AT4G40030,0.43,1.50128E-17,2.78007E-13,11
AT5G03740,0.43,5.29868E-21,9.81209E-17,11
AT1G80530,0.43,2.35376E-27,4.35869E-23,11
AT1G15910,0.43,2.77019E-25,5.12984E-21,11
AT1G64230,0.42,5.00154E-21,9.26184E-17,11
AT5G56050,0.42,1.77573E-20,3.28829E-16,11
AT1G43170,0.42,3.81387E-27,7.06253E-23,11
AT5G08420,0.42,3.7172E-21,6.88351E-17,11
AT4G33250,0.42,1.89621E-22,3.5114E-18,11
AT1G56110,0.42,2.50999E-21,4.64799E-17,11
AT3G57930,0.42,1.59799E-19,2.95916E-15,11
AT2G36080,0.42,1.76599E-16,3.27027E-12,11
AT3G46590,0.42,1.40273E-23,2.59758E-19,11
AT4G26870,0.42,5.03087E-23,9.31616E-19,11
AT5G67420,0.42,5.04235E-15,9.33743E-11,11
AT5G09920,0.42,6.65369E-23,1.23213E-18,11
AT1G66180,0.42,1.42508E-18,2.63897E-14,11
AT1G28130,0.42,1.53785E-18,2.84778E-14,11
AT1G24880,0.42,1.53348E-15,2.83969E-11,11
AT2G04030,0.41,3.11526E-16,5.76884E-12,11
AT4G10480,0.41,2.00503E-25,3.71291E-21,11
AT3G09500,0.41,1.84319E-27,3.41321E-23,11
AT1G52980,0.41,5.18802E-17,9.60717E-13,11
AT3G22970,0.41,2.34403E-16,4.34068E-12,11
AT4G17610,0.41,1.01307E-28,1.876E-24,11
AT5G58750,0.41,5.81637E-13,1.07708E-08,11
AT3G22320,0.41,3.73026E-20,6.9077E-16,11
AT2G45520,0.41,2.871E-23,5.31652E-19,11
AT3G23990,0.41,7.64768E-23,1.4162E-18,11
AT4G13010,0.41,1.1807E-16,2.18642E-12,11
AT5G65220,0.41,1.54685E-24,2.86447E-20,11
AT1G21880,0.40,2.11012E-21,3.90751E-17,11
AT3G26744,0.40,3.79819E-24,7.03348E-20,11
AT4G14340,0.40,2.61512E-22,4.84268E-18,11
AT2G43710,0.40,5.31616E-20,9.84446E-16,11
AT2G37080,0.40,1.49873E-21,2.77534E-17,11
AT2G36930,0.40,3.73694E-15,6.92007E-11,11
AT5G23740,0.40,5.91148E-32,1.09469E-27,11
AT4G24780,0.40,1.36297E-09,2.52395E-05,11
AT2G41070,0.40,3.26409E-20,6.04444E-16,11
AT3G57650,0.40,5.33818E-23,9.88523E-19,11
AT1G72050,0.40,1.89071E-18,3.50122E-14,11
AT5G06750,0.40,7.39304E-15,1.36904E-10,11
AT4G24760,0.40,3.99754E-18,7.40265E-14,11
AT5G59440,0.40,2.43742E-17,4.51362E-13,11
AT4G23750,0.40,2.02618E-11,3.75208E-07,11
AT5G62440,0.40,5.30336E-19,9.82077E-15,11
AT5G05860,0.40,1.1886E-40,2.20105E-36,11
AT3G48410,0.40,4.61091E-22,8.53848E-18,11
AT5G58090,0.40,1.01583E-18,1.88111E-14,11
AT3G55560,0.40,1.30331E-20,2.41347E-16,11
AT3G07230,0.40,1.37049E-17,2.53788E-13,11
AT1G22270,0.40,1.30767E-18,2.42155E-14,11
AT3G60210,0.40,1.18084E-19,2.18668E-15,11
AT3G49010,0.40,2.2E-34,4.07396E-30,11
AT1G14690,0.40,2.52171E-25,4.66971E-21,11
AT5G48760,0.40,2.1541E-14,3.98896E-10,11
AT4G15780,0.40,8.22195E-21,1.52254E-16,11
AT5G42190,0.40,1.27293E-21,2.35722E-17,11
AT3G09600,0.40,3.7834E-26,7.0061E-22,11
AT1G54385,0.40,3.45563E-36,6.39914E-32,11
AT3G53750,0.40,2.73983E-20,5.07362E-16,11
AT1G17880,0.39,5.5453E-23,1.02688E-18,11
AT5G57630,0.39,5.69852E-15,1.05525E-10,11
AT1G32580,0.39,2.90304E-21,5.37585E-17,11
AT3G11940,0.39,1.53162E-32,2.83625E-28,11
AT3G19500,0.39,3.21228E-45,5.94851E-41,11
AT2G38370,0.39,3.49081E-34,6.46429E-30,11
AT1G48830,0.39,3.48536E-19,6.4542E-15,11
AT3G14530,0.39,1.62161E-19,3.0029E-15,11
AT4G26310,0.39,1.1394E-23,2.10995E-19,11
AT4G32720,0.39,5.85752E-15,1.0847E-10,11
AT3G51800,0.39,1.84768E-18,3.42153E-14,11
AT1G68640,0.39,5.60983E-42,1.03883E-37,11
AT1G23330,0.39,4.72128E-28,8.74286E-24,11
AT3G55170,0.39,1.30307E-15,2.41302E-11,11
AT3G05130,0.39,5.08889E-26,9.4236E-22,11
AT1G50920,0.39,1.32586E-15,2.45523E-11,11
AT4G34980,0.39,1.63606E-30,3.02965E-26,11
AT5G22300,0.39,3.34842E-19,6.2006E-15,11
AT4G30220,0.39,3.13689E-20,5.80889E-16,11
AT1G63980,0.39,7.74277E-19,1.43381E-14,11
AT3G51880,0.39,8.71589E-19,1.61401E-14,11
AT5G51820,0.39,9.21489E-33,1.70641E-28,11
AT5G01650,0.39,6.27143E-22,1.16134E-17,11
AT1G08360,0.39,1.27137E-27,2.35432E-23,11
AT5G58930,0.39,8.45989E-27,1.5666E-22,11
AT5G67200,0.39,3.98738E-52,7.38384E-48,11
AT1G27400,0.39,3.14377E-37,5.82164E-33,11
AT3G55880,0.39,6.67965E-08,0.001236937,11
AT3G22760,0.39,2.63163E-33,4.87325E-29,11
AT4G37590,0.39,1.56067E-14,2.89006E-10,11
AT4G26110,0.39,4.76485E-23,8.82354E-19,11
AT1G72310,0.39,1.69182E-31,3.13292E-27,11
AT2G05920,0.39,5.28763E-13,9.79163E-09,11
AT2G41410,0.38,8.4014E-19,1.55577E-14,11
AT1G75540,0.38,1.15199E-12,2.13326E-08,11
AT4G37540,0.38,1.1928E-14,2.20883E-10,11
AT1G50660,0.38,9.43393E-20,1.74698E-15,11
AT3G50700,0.38,4.7218E-36,8.74384E-32,11
AT1G74060,0.38,2.71589E-13,5.02929E-09,11
AT1G18450,0.38,2.69251E-21,4.98599E-17,11
AT5G22880,0.38,3.68142E-07,0.006817248,11
AT5G45775,0.38,7.21937E-22,1.33688E-17,11
AT1G67590,0.38,1.84036E-18,3.40798E-14,11
AT1G23860,0.38,5.27794E-17,9.7737E-13,11
AT1G56045,0.38,4.2661E-27,7.89996E-23,11
AT1G30230,0.38,2.07575E-41,3.84388E-37,11
AT5G27990,0.38,3.87496E-21,7.17565E-17,11
AT4G29360,0.38,1.36569E-29,2.52899E-25,11
AT1G50640,0.38,4.83861E-12,8.96014E-08,11
AT3G22660,0.38,3.05558E-14,5.65832E-10,11
AT1G02840,0.38,7.30369E-17,1.3525E-12,11
AT1G64970,0.38,1.70112E-27,3.15014E-23,11
AT1G78120,0.38,2.51519E-09,4.65764E-05,11
AT3G25890,0.38,2.58344E-29,4.78402E-25,11
AT1G31970,0.38,5.44866E-12,1.00898E-07,11
AT1G14410,0.38,9.01256E-33,1.66895E-28,11
AT5G35530,0.38,4.1658E-25,7.71423E-21,11
AT1G75730,0.37,6.26065E-25,1.15935E-20,11
AT3G04400,0.37,9.1189E-38,1.68864E-33,11
AT4G32290,0.37,1.28307E-21,2.37599E-17,11
AT4G20020,0.37,1.94347E-21,3.59892E-17,11
AT5G15190,0.37,5.1379E-09,9.51436E-05,11
AT3G14600,0.37,6.5791E-25,1.21832E-20,11
AT4G38130,0.37,2.3441E-16,4.3408E-12,11
AT4G00110,0.37,3.30429E-23,6.11888E-19,11
AT1G68550,0.37,1.61568E-20,2.99191E-16,11
AT5G58420,0.37,1.20657E-24,2.23432E-20,11
AT2G03505,0.37,4.75718E-21,8.80934E-17,11
AT5G05610,0.37,4.53662E-20,8.40091E-16,11
AT5G58230,0.37,1.01493E-19,1.87946E-15,11
AT2G47590,0.37,2.57386E-29,4.76627E-25,11
AT2G14880,0.37,2.50817E-21,4.64463E-17,11
AT1G76860,0.37,1.04088E-18,1.9275E-14,11
AT5G57120,0.37,1.50846E-15,2.79337E-11,11
