Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT4G35720,0.94,1.44089E-12,1.9037E-08,2
AT1G11670,0.94,2.81832E-19,3.72356E-15,2
AT5G58000,0.94,7.44812E-19,9.84045E-15,2
AT5G39730,0.93,4.82772E-19,6.37839E-15,2
AT2G15910,0.93,1.22625E-20,1.62012E-16,2
AT2G24940,0.93,5.93302E-16,7.83871E-12,2
AT1G56680,0.93,1.44699E-07,0.001911768,2
AT1G32900,0.93,4.08512E-12,5.39726E-08,2
AT5G17520,0.91,4.81612E-15,6.36306E-11,2
AT1G08350,0.91,7.75979E-15,1.02522E-10,2
AT1G56220,0.91,6.42075E-12,8.4831E-08,2
AT5G19860,0.90,2.15644E-19,2.84909E-15,2
AT1G78120,0.90,2.52847E-12,3.34061E-08,2
AT4G30960,0.89,2.04601E-15,2.70319E-11,2
AT5G42090,0.89,3.84315E-18,5.07757E-14,2
AT4G31870,0.89,7.67229E-12,1.01366E-07,2
AT2G33470,0.88,1.84168E-17,2.43323E-13,2
AT3G04070,0.88,3.18215E-08,0.000420426,2
AT3G10985,0.88,6.70905E-10,8.86399E-06,2
AT4G29160,0.87,9.70403E-18,1.2821E-13,2
AT5G55950,0.87,1.95914E-15,2.58842E-11,2
AT3G01690,0.87,2.46595E-15,3.25801E-11,2
AT5G59150,0.86,2.86796E-16,3.78915E-12,2
AT5G43330,0.86,1.34363E-16,1.77521E-12,2
AT4G32890,0.86,7.765E-13,1.02591E-08,2
AT1G13430,0.86,9.73681E-12,1.28643E-07,2
AT1G59940,0.85,2.56031E-14,3.38268E-10,2
AT2G23090,0.85,1.64898E-18,2.17863E-14,2
AT2G33510,0.85,1.90849E-13,2.52149E-09,2
AT1G65820,0.85,4.53211E-15,5.98783E-11,2
AT2G38310,0.84,1.57035E-12,2.07474E-08,2
AT3G52740,0.84,1.61736E-12,2.13686E-08,2
AT5G06750,0.84,7.46886E-14,9.86786E-10,2
AT1G06980,0.83,6.02575E-09,7.96122E-05,2
AT3G18490,0.83,4.30312E-12,5.68529E-08,2
AT5G02380,0.83,3.93021E-15,5.1926E-11,2
AT5G43700,0.83,8.22519E-08,0.001086711,2
AT2G35950,0.83,2.25772E-14,2.98291E-10,2
AT1G43130,0.83,3.17411E-18,4.19363E-14,2
AT3G15730,0.82,5.56077E-19,7.34689E-15,2
AT3G14595,0.82,1.88033E-12,2.4843E-08,2
AT2G45820,0.82,5.04196E-10,6.66144E-06,2
AT5G51670,0.82,3.65516E-11,4.8292E-07,2
AT5G47060,0.81,1.53345E-12,2.02599E-08,2
AT1G67340,0.81,3.74564E-12,4.94874E-08,2
AT5G44110,0.81,1.10683E-10,1.46234E-06,2
AT4G32150,0.81,9.81351E-16,1.29656E-11,2
AT2G01420,0.80,6.26762E-14,8.28079E-10,2
AT2G23810,0.79,6.50087E-08,0.000858894,2
AT2G44060,0.79,2.60449E-15,3.44105E-11,2
AT3G56800,0.78,1.38757E-16,1.83325E-12,2
AT4G14340,0.78,5.87321E-15,7.75969E-11,2
AT3G58460,0.78,2.10974E-15,2.78739E-11,2
AT1G74440,0.78,4.21716E-14,5.57171E-10,2
AT4G17610,0.78,2.41185E-14,3.18653E-10,2
AT1G08340,0.77,4.87991E-14,6.44734E-10,2
AT5G04510,0.77,5.8655E-11,7.7495E-07,2
AT5G54500,0.77,8.78579E-10,1.16078E-05,2
AT1G19120,0.77,2.01293E-12,2.65949E-08,2
AT4G21790,0.77,7.44806E-15,9.84038E-11,2
AT5G65670,0.76,2.89308E-16,3.82233E-12,2
AT3G27210,0.76,1.41487E-11,1.86933E-07,2
AT4G15248,0.76,3.97081E-10,5.24623E-06,2
AT5G06370,0.76,2.87321E-10,3.79609E-06,2
AT1G26870,0.75,3.83602E-09,5.06815E-05,2
AT1G50640,0.75,1.88283E-14,2.4876E-10,2
AT3G19960,0.75,5.07221E-13,6.70141E-09,2
AT1G18720,0.75,4.28848E-16,5.66594E-12,2
AT1G49475,0.75,4.36024E-14,5.76074E-10,2
AT5G56050,0.75,1.70507E-07,0.002252742,2
AT1G68490,0.75,5.81235E-10,7.67928E-06,2
AT3G48690,0.75,1.81944E-10,2.40384E-06,2
AT3G10940,0.74,3.58996E-16,4.74305E-12,2
AT2G31200,0.74,8.50852E-09,0.000112415,2
AT2G28350,0.74,6.21689E-12,8.21376E-08,2
AT5G03080,0.74,4.82866E-14,6.37963E-10,2
AT1G70480,0.74,1.26652E-10,1.67332E-06,2
AT5G37540,0.74,6.72613E-10,8.88656E-06,2
AT5G65480,0.73,3.63909E-09,4.80796E-05,2
AT1G01570,0.73,1.51102E-15,1.99636E-11,2
AT5G63530,0.73,8.92727E-14,1.17947E-09,2
AT5G19120,0.73,1.69766E-07,0.002242946,2
AT4G24275,0.73,4.05751E-07,0.005360779,2
AT3G07410,0.73,4.36634E-14,5.76881E-10,2
AT4G18335,0.73,3.83763E-11,5.07027E-07,2
AT5G57630,0.73,2.57622E-12,3.4037E-08,2
AT5G24120,0.72,3.30447E-11,4.36587E-07,2
AT3G02470,0.72,5.10021E-12,6.7384E-08,2
AT4G15470,0.72,3.13169E-16,4.13759E-12,2
AT3G44320,0.72,6.18264E-09,8.1685E-05,2
AT4G32880,0.71,1.25242E-13,1.6547E-09,2
AT1G04240,0.71,7.44297E-11,9.83365E-07,2
AT5G51040,0.71,9.85654E-16,1.30225E-11,2
AT1G75440,0.71,4.40029E-12,5.81367E-08,2
AT3G12630,0.71,1.4122E-13,1.8658E-09,2
AT1G51200,0.70,2.7688E-14,3.65813E-10,2
AT2G02760,0.70,1.79145E-14,2.36687E-10,2
AT1G16180,0.70,2.97664E-13,3.93273E-09,2
AT1G13280,0.70,1.16133E-12,1.53434E-08,2
AT5G58750,0.70,6.27653E-09,8.29255E-05,2
AT5G59160,0.70,7.34329E-12,9.70196E-08,2
AT3G24520,0.70,3.90833E-07,0.005163682,2
AT2G32430,0.70,4.14938E-12,5.48216E-08,2
AT3G12320,0.70,5.28867E-11,6.98738E-07,2
AT3G60260,0.69,1.23767E-12,1.6352E-08,2
AT1G71870,0.69,2.36818E-10,3.12883E-06,2
AT3G61590,0.69,1.69502E-12,2.23946E-08,2
AT1G31750,0.69,2.29067E-11,3.02644E-07,2
AT5G17190,0.69,1.81663E-11,2.40013E-07,2
AT5G62140,0.69,7.52017E-10,9.93565E-06,2
AT4G02280,0.69,9.63977E-10,1.27361E-05,2
AT4G36210,0.68,2.15147E-10,2.84252E-06,2
AT5G41700,0.68,5.2837E-15,6.98083E-11,2
AT3G25140,0.68,9.5181E-12,1.25753E-07,2
AT5G18900,0.68,3.54217E-11,4.67991E-07,2
AT1G12420,0.68,4.6214E-12,6.10579E-08,2
AT2G29980,0.68,7.47539E-15,9.87648E-11,2
AT5G38480,0.68,4.90417E-17,6.47938E-13,2
AT3G07760,0.67,1.03744E-10,1.37067E-06,2
AT1G11890,0.67,2.84889E-12,3.76396E-08,2
AT1G05850,0.67,2.23476E-10,2.95256E-06,2
AT5G65210,0.67,8.5302E-09,0.000112701,2
AT5G10960,0.67,1.89556E-12,2.50442E-08,2
AT3G62290,0.67,2.30761E-23,3.04881E-19,2
AT3G52400,0.67,2.55884E-09,3.38074E-05,2
AT5G48300,0.67,6.37617E-13,8.42419E-09,2
AT3G01390,0.67,2.88487E-17,3.8115E-13,2
AT3G57670,0.67,1.22497E-10,1.61844E-06,2
AT5G03610,0.66,4.99947E-07,0.006605304,2
AT3G29180,0.66,4.42944E-10,5.85218E-06,2
AT1G77610,0.66,4.33184E-13,5.72322E-09,2
AT1G32640,0.66,5.57926E-08,0.000737132,2
AT2G37940,0.66,5.21663E-10,6.89221E-06,2
AT5G59420,0.66,6.16398E-11,8.14385E-07,2
AT1G69510,0.65,2.17627E-13,2.87529E-09,2
AT4G27500,0.65,1.8895E-13,2.4964E-09,2
AT1G75540,0.65,1.33218E-10,1.76008E-06,2
AT5G61500,0.65,1.53815E-15,2.03221E-11,2
AT5G19160,0.65,5.20971E-08,0.000688307,2
AT4G29350,0.65,9.81455E-16,1.2967E-11,2
AT1G79270,0.65,8.24588E-13,1.08945E-08,2
AT2G46420,0.65,2.75894E-07,0.003645115,2
AT3G03550,0.65,4.14454E-11,5.47576E-07,2
AT5G14550,0.65,2.47879E-13,3.27498E-09,2
AT1G59970,0.65,1.79297E-10,2.36888E-06,2
AT3G24100,0.64,4.02536E-12,5.3183E-08,2
AT1G67030,0.64,8.6242E-09,0.000113943,2
AT5G47780,0.64,1.86929E-11,2.4697E-07,2
AT3G60490,0.64,7.67229E-12,1.01366E-07,2
AT1G78510,0.64,2.24549E-08,0.000296674,2
AT3G03620,0.64,1.54727E-10,2.04426E-06,2
AT4G14710,0.64,2.47316E-10,3.26754E-06,2
AT2G45740,0.63,2.56283E-09,3.38601E-05,2
AT1G10760,0.63,1.67409E-09,2.21181E-05,2
AT4G13010,0.63,4.71304E-12,6.22686E-08,2
AT4G35750,0.63,7.802E-08,0.001030801,2
AT3G51160,0.63,1.32811E-08,0.00017547,2
AT1G01580,0.63,1.16765E-10,1.5427E-06,2
AT5G45130,0.63,1.31867E-11,1.74223E-07,2
AT5G16510,0.63,2.21991E-10,2.93295E-06,2
AT3G61460,0.63,5.0624E-10,6.68845E-06,2
AT5G16370,0.62,8.72494E-09,0.000115274,2
AT4G24710,0.62,1.37231E-09,1.8131E-05,2
AT5G54310,0.62,2.17171E-11,2.86927E-07,2
AT1G03900,0.62,8.31198E-13,1.09818E-08,2
AT5G17920,0.62,6.61712E-12,8.74253E-08,2
AT3G14660,0.62,3.02524E-07,0.003996943,2
AT1G28580,0.62,1.37825E-09,1.82094E-05,2
AT3G27350,0.62,2.37195E-11,3.13382E-07,2
AT2G25490,0.62,8.10599E-11,1.07096E-06,2
AT5G59890,0.62,2.67353E-11,3.53227E-07,2
AT4G21450,0.62,6.15395E-11,8.1306E-07,2
AT1G01630,0.61,1.29378E-10,1.70934E-06,2
AT2G30440,0.61,2.8474E-08,0.000376199,2
AT2G44310,0.61,2.32698E-09,3.07441E-05,2
AT2G43970,0.60,8.6473E-13,1.14248E-08,2
AT1G77710,0.60,3.60623E-14,4.76455E-10,2
AT4G13830,0.60,8.96728E-10,1.18476E-05,2
AT4G17150,0.60,4.70348E-09,6.21424E-05,2
AT2G35680,0.60,1.49852E-09,1.97985E-05,2
AT2G18230,0.60,6.55387E-09,8.65898E-05,2
AT1G70490,0.60,2.02246E-09,2.67208E-05,2
AT1G70770,0.60,4.231E-09,5.59E-05,2
AT2G32560,0.60,1.80933E-07,0.002390488,2
AT5G66460,0.60,5.72386E-07,0.007562364,2
AT3G19100,0.59,2.13376E-08,0.000281912,2
AT4G24990,0.59,7.45396E-09,9.84817E-05,2
AT1G13640,0.59,5.88458E-08,0.000777471,2
AT3G14230,0.59,1.39452E-08,0.000184243,2
AT5G20280,0.58,1.01622E-08,0.000134263,2
AT1G75170,0.58,3.72188E-08,0.000491735,2
AT2G28890,0.58,5.65867E-10,7.47624E-06,2
AT3G60080,0.58,1.32412E-09,1.74943E-05,2
AT1G13530,0.58,1.5495E-07,0.0020472,2
AT1G30130,0.58,3.7965E-11,5.01594E-07,2
AT5G39510,0.58,1.9687E-09,2.60104E-05,2
AT1G49005,0.58,6.34106E-11,8.3778E-07,2
AT4G26690,0.58,9.66988E-09,0.000127759,2
AT2G22670,0.58,4.13829E-12,5.46751E-08,2
AT2G26650,0.58,4.8333E-13,6.38576E-09,2
AT5G43830,0.58,1.62528E-08,0.000214732,2
AT4G20300,0.58,5.69156E-10,7.51969E-06,2
AT5G07470,0.57,8.60909E-10,1.13743E-05,2
AT2G03810,0.57,1.54687E-07,0.002043721,2
AT5G03455,0.57,2.18802E-10,2.89082E-06,2
AT1G69850,0.57,2.15602E-09,2.84853E-05,2
AT4G11150,0.57,9.45882E-10,1.2497E-05,2
AT3G22200,0.57,9.81418E-08,0.00129665,2
AT3G55550,0.57,4.99458E-08,0.000659884,2
AT1G01300,0.57,7.40019E-08,0.000977713,2
AT5G53310,0.56,2.45059E-08,0.000323772,2
AT4G31480,0.56,8.57576E-10,1.13303E-05,2
AT3G29360,0.56,3.21431E-07,0.004246742,2
AT2G33120,0.56,2.05801E-08,0.000271904,2
AT2G46830,0.56,3.84774E-07,0.00508363,2
AT1G13080,0.56,9.34298E-11,1.23439E-06,2
AT2G39210,0.56,8.98357E-10,1.18691E-05,2
AT1G48440,0.56,1.38185E-09,1.8257E-05,2
AT1G19110,0.56,9.41544E-08,0.001243968,2
AT1G72310,0.56,2.27074E-08,0.00030001,2
AT3G51370,0.56,1.46926E-09,1.94118E-05,2
AT3G18820,0.55,2.61745E-09,3.45817E-05,2
AT1G47270,0.55,3.94693E-07,0.005214677,2
AT5G57330,0.55,4.38655E-09,5.79552E-05,2
AT2G03680,0.55,7.67765E-11,1.01437E-06,2
AT5G04750,0.55,1.41473E-09,1.86914E-05,2
AT2G39630,0.55,1.28578E-08,0.000169878,2
AT5G03460,0.55,3.42374E-09,4.52344E-05,2
AT2G34300,0.55,2.95369E-07,0.003902417,2
AT5G62180,0.55,7.03803E-08,0.000929865,2
AT5G26667,0.55,5.31314E-07,0.007019723,2
AT5G63030,0.55,4.39395E-07,0.005805288,2
AT1G34000,0.55,9.79313E-08,0.001293868,2
AT1G26670,0.55,2.25569E-09,2.98022E-05,2
AT5G25170,0.55,2.17306E-08,0.000287104,2
AT1G01550,0.55,9.15288E-08,0.001209279,2
AT2G45050,0.55,2.2608E-07,0.002986975,2
AT5G55850,0.55,7.02592E-09,9.28264E-05,2
AT5G54760,0.54,6.00846E-10,7.93838E-06,2
AT1G74910,0.54,3.79932E-07,0.005019662,2
AT1G23490,0.54,2.71057E-08,0.00035812,2
AT1G54410,0.54,4.94263E-08,0.00065302,2
AT5G62480,0.53,1.07489E-08,0.000142015,2
AT5G55290,0.53,5.07439E-10,6.70429E-06,2
AT2G04350,0.53,2.81985E-09,3.72559E-05,2
AT4G14960,0.53,4.51624E-09,5.96685E-05,2
AT5G09890,0.53,1.10723E-08,0.000146287,2
AT1G04820,0.53,4.27489E-08,0.000564799,2
AT1G64230,0.53,3.39171E-09,4.48113E-05,2
AT1G09330,0.53,1.71752E-07,0.00226919,2
AT2G35810,0.53,5.76982E-10,7.62308E-06,2
AT2G31390,0.52,5.84625E-08,0.000772406,2
AT3G55760,0.52,1.46551E-08,0.000193623,2
AT3G61200,0.52,5.1887E-08,0.000685531,2
AT2G24330,0.52,3.66696E-09,4.84479E-05,2
AT3G30390,0.52,5.4034E-08,0.000713897,2
AT3G13720,0.52,2.05678E-08,0.000271741,2
AT5G01800,0.52,3.67839E-09,4.85988E-05,2
AT4G37250,0.52,3.33196E-08,0.000440219,2
AT1G43890,0.52,9.08808E-09,0.000120072,2
AT1G27350,0.52,3.33554E-09,4.40691E-05,2
AT5G58740,0.51,7.963E-08,0.001052071,2
AT4G11010,0.51,2.89966E-08,0.000383103,2
AT4G02340,0.51,6.12146E-07,0.008087677,2
AT1G22300,0.51,4.44501E-10,5.87275E-06,2
AT5G48810,0.51,2.29319E-07,0.003029764,2
AT1G71020,0.51,3.96022E-07,0.005232244,2
AT1G12140,0.51,5.72564E-10,7.56472E-06,2
AT3G27090,0.51,3.25098E-09,4.2952E-05,2
AT4G32470,0.51,6.18915E-09,8.17711E-05,2
AT4G24920,0.51,9.09035E-08,0.001201017,2
AT3G13870,0.51,1.18999E-09,1.57221E-05,2
AT3G27380,0.51,7.44812E-10,9.84046E-06,2
AT5G04850,0.51,2.19162E-07,0.002895573,2
AT2G27130,0.50,6.91648E-07,0.009138049,2
AT5G16880,0.50,9.27389E-08,0.001225266,2
AT5G65750,0.50,1.68166E-08,0.00022218,2
AT2G25070,0.50,2.27824E-07,0.003010016,2
AT2G38465,0.50,9.52323E-09,0.000125821,2
AT3G01750,0.50,8.27248E-10,1.09296E-05,2
AT1G14670,0.50,2.41711E-09,3.19349E-05,2
AT3G50360,0.50,8.66817E-13,1.14524E-08,2
AT1G04100,0.50,2.51241E-14,3.31939E-10,2
AT5G54800,0.50,1.35639E-08,0.000179207,2
AT3G21070,0.50,1.51091E-07,0.001996214,2
AT1G49560,0.49,1.66627E-07,0.002201478,2
AT5G15910,0.49,3.68917E-07,0.004874137,2
AT4G04340,0.49,3.29521E-07,0.004353628,2
AT5G04980,0.49,3.95155E-08,0.000522079,2
AT2G34170,0.49,7.25558E-07,0.009586075,2
AT5G64130,0.49,1.22091E-09,1.61307E-05,2
AT5G62610,0.49,6.86555E-07,0.00907077,2
AT2G24190,0.49,6.8519E-07,0.009052735,2
AT1G24095,0.49,6.21342E-07,0.008209169,2
AT2G30060,0.49,3.82693E-07,0.005056141,2
AT2G27860,0.48,5.2721E-07,0.006965503,2
AT3G46510,0.48,3.11535E-07,0.004115994,2
AT1G49890,0.48,8.4248E-08,0.001113084,2
AT1G78870,0.48,8.19047E-08,0.001082125,2
AT4G26850,0.48,2.98554E-07,0.003944493,2
AT1G24150,0.48,8.03465E-09,0.000106154,2
AT1G04410,0.47,1.53319E-10,2.02566E-06,2
AT5G41750,0.47,6.63507E-08,0.000876625,2
AT5G58430,0.47,1.27003E-07,0.001677959,2
AT2G25080,0.47,3.85372E-09,5.09153E-05,2
AT3G55180,0.47,5.55538E-10,7.33977E-06,2
AT5G47960,0.47,4.4345E-08,0.000585886,2
AT5G18650,0.47,4.12284E-08,0.000544709,2
AT3G09820,0.46,2.82305E-08,0.000372981,2
AT5G04440,0.46,1.70868E-07,0.002257514,2
AT3G17000,0.46,1.45436E-07,0.001921498,2
AT3G22845,0.46,1.84815E-07,0.002441771,2
AT5G57480,0.46,1.70205E-08,0.000224874,2
AT1G14450,0.46,1.20314E-07,0.001589588,2
AT5G06440,0.46,9.78668E-11,1.29302E-06,2
AT3G60300,0.46,6.50214E-07,0.008590628,2
AT4G14455,0.46,2.9162E-08,0.000385288,2
AT3G44110,0.45,3.70169E-11,4.89067E-07,2
AT3G55830,0.45,3.02242E-07,0.003993218,2
AT1G10865,0.45,8.51475E-08,0.001124969,2
AT5G25830,0.45,1.76917E-07,0.002337425,2
AT5G53300,0.45,3.03131E-13,4.00497E-09,2
AT1G75950,0.45,2.27377E-09,3.0041E-05,2
AT2G37550,0.45,4.235E-07,0.005595283,2
AT2G32030,0.45,3.44463E-07,0.004551043,2
AT5G60460,0.45,3.53256E-07,0.004667222,2
AT2G23360,0.44,3.0491E-08,0.000402847,2
AT5G60860,0.44,2.07775E-07,0.002745117,2
AT5G53890,0.44,6.65184E-07,0.008788411,2
AT5G37660,0.44,1.18105E-08,0.000156041,2
AT5G52882,0.44,2.26198E-11,2.98853E-07,2
AT2G01470,0.44,7.1722E-08,0.000947591,2
AT1G63000,0.44,4.09391E-07,0.005408879,2
AT1G17280,0.44,3.05251E-07,0.00403298,2
AT5G45880,0.44,3.18215E-08,0.000420426,2
AT5G16220,0.44,2.25037E-07,0.002973189,2
AT5G43400,0.43,2.53566E-07,0.00335011,2
AT1G19130,0.42,1.49975E-08,0.000198148,2
AT1G27530,0.42,4.03466E-07,0.005330589,2
AT3G63030,0.41,6.85903E-07,0.009062144,2
AT4G10610,0.41,4.65592E-07,0.0061514,2
AT4G37890,0.41,1.04286E-08,0.000137782,2
AT2G04410,0.40,1.99938E-07,0.00264158,2
AT4G17530,0.40,2.98908E-07,0.003949172,2
AT3G01060,0.39,8.75678E-09,0.000115695,2
AT4G13710,0.39,3.95516E-07,0.005225552,2
AT5G11000,0.38,2.17116E-07,0.002868537,2
AT2G46710,0.38,8.13999E-09,0.000107546,2
AT5G59070,0.37,1.79894E-08,0.000237676,2
AT1G07890,0.37,5.82973E-08,0.000770223,2
AT5G56150,0.37,3.50929E-07,0.004636472,2
AT3G03470,0.37,2.3392E-08,0.000309055,2
AT1G19835,0.36,1.87308E-07,0.002474717,2
AT5G22740,0.36,7.23896E-09,9.56411E-05,2
AT5G61010,0.36,4.38212E-07,0.00578966,2
AT5G05110,0.35,3.37281E-07,0.004456156,2
AT5G67160,0.33,1.18105E-08,0.000156041,2
AT3G16640,0.33,1.37754E-10,1.82001E-06,2
AT3G09070,0.31,1.34549E-07,0.001777663,2
