Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT3G16080,0.53,1.45503E-23,2.11387E-19,2
AT1G15420,0.53,1.59707E-18,2.32022E-14,2
AT2G43650,0.53,4.50574E-21,6.54594E-17,2
AT4G36130,0.53,7.02982E-22,1.02129E-17,2
AT2G28000,0.53,2.02321E-14,2.93932E-10,2
AT2G15000,0.53,4.04149E-18,5.87148E-14,2
AT1G08580,0.53,5.89921E-18,8.57038E-14,2
AT1G73230,0.53,1.19286E-30,1.73299E-26,2
AT5G15750,0.53,4.17745E-20,6.069E-16,2
AT1G11580,0.52,1.35347E-17,1.96632E-13,2
AT2G40510,0.52,1.82566E-15,2.65231E-11,2
AT1G50920,0.52,6.91089E-16,1.00401E-11,2
AT5G09770,0.52,5.30718E-18,7.71027E-14,2
AT4G20020,0.51,9.35252E-24,1.35873E-19,2
AT4G17520,0.51,2.59782E-20,3.77411E-16,2
AT1G30880,0.51,1.78671E-19,2.59574E-15,2
AT5G23740,0.51,1.22699E-30,1.78257E-26,2
AT1G69526,0.51,1.07424E-14,1.56065E-10,2
AT4G26840,0.51,7.97475E-22,1.15857E-17,2
AT4G38100,0.51,3.27951E-18,4.76447E-14,2
AT5G45775,0.51,5.07135E-19,7.36765E-15,2
AT3G07050,0.50,6.86583E-17,9.97468E-13,2
AT1G77940,0.50,2.80689E-20,4.07785E-16,2
AT5G06210,0.50,2.834E-20,4.11724E-16,2
AT1G64220,0.50,1.13525E-22,1.64929E-18,2
AT3G04770,0.50,1.21702E-18,1.76809E-14,2
AT3G23990,0.50,2.42016E-13,3.51602E-09,2
AT3G02080,0.50,5.90153E-24,8.57374E-20,2
AT3G45030,0.50,1.97108E-23,2.86359E-19,2
AT5G15520,0.50,6.31342E-18,9.17213E-14,2
AT5G39850,0.50,4.79581E-12,6.96736E-08,2
AT3G59670,0.49,3.3893E-19,4.92398E-15,2
AT2G39390,0.49,9.31228E-23,1.35289E-18,2
AT2G23930,0.49,6.38335E-18,9.27373E-14,2
AT1G04870,0.49,2.58898E-16,3.76127E-12,2
AT2G37190,0.49,4.83207E-30,7.02003E-26,2
AT2G12646,0.49,2.25749E-16,3.27968E-12,2
AT1G71260,0.49,5.26055E-21,7.64252E-17,2
AT3G51800,0.49,1.96808E-20,2.85923E-16,2
AT4G09320,0.49,1.80678E-13,2.6249E-09,2
AT3G30350,0.49,4.55091E-26,6.61156E-22,2
AT1G69620,0.49,3.89089E-23,5.65269E-19,2
AT3G55170,0.49,7.98244E-17,1.15969E-12,2
AT3G09200,0.48,1.0307E-18,1.4974E-14,2
AT2G37410,0.48,2.0896E-18,3.03577E-14,2
AT5G15200,0.48,9.43144E-32,1.3702E-27,2
AT3G61110,0.48,1.22043E-22,1.77305E-18,2
AT3G58610,0.48,2.51103E-13,3.64803E-09,2
AT5G27770,0.48,2.09878E-19,3.04911E-15,2
AT2G35240,0.48,7.9551E-17,1.15572E-12,2
AT1G23100,0.47,7.32123E-18,1.06363E-13,2
AT1G65030,0.47,1.55607E-18,2.26067E-14,2
AT2G20450,0.47,1.47152E-18,2.13782E-14,2
AT1G72040,0.47,5.26443E-27,7.64816E-23,2
AT3G46040,0.47,3.30468E-19,4.80104E-15,2
AT2G23050,0.47,2.77604E-21,4.03303E-17,2
AT4G24770,0.47,1.83407E-17,2.66453E-13,2
AT2G19740,0.47,3.6848E-18,5.35328E-14,2
AT5G15550,0.47,1.94282E-17,2.82253E-13,2
AT1G08360,0.47,7.55675E-23,1.09784E-18,2
AT1G07070,0.47,2.13207E-14,3.09747E-10,2
AT3G06680,0.47,3.26591E-14,4.74471E-10,2
AT1G18800,0.47,3.36847E-17,4.89371E-13,2
AT3G43980,0.47,2.5992E-15,3.77612E-11,2
AT5G02610,0.47,3.17288E-19,4.60956E-15,2
AT2G25210,0.47,1.59558E-15,2.31806E-11,2
AT1G57860,0.47,6.19998E-19,9.00733E-15,2
AT1G17880,0.46,1.79773E-23,2.61174E-19,2
AT3G52580,0.46,6.78882E-19,9.8628E-15,2
AT5G47700,0.46,1.49634E-17,2.17389E-13,2
AT5G27850,0.46,2.98045E-23,4.33E-19,2
AT4G10480,0.46,1.05106E-16,1.52698E-12,2
AT4G22380,0.46,2.71564E-13,3.94528E-09,2
AT3G62870,0.46,1.65356E-30,2.40228E-26,2
AT3G53740,0.46,2.34491E-25,3.40669E-21,2
AT3G07770,0.46,1.8018E-14,2.61765E-10,2
AT1G28395,0.46,5.60955E-17,8.14956E-13,2
AT2G44120,0.46,7.5599E-20,1.0983E-15,2
AT3G05560,0.46,2.00217E-20,2.90875E-16,2
AT5G64080,0.46,1.9067E-25,2.77006E-21,2
AT4G39300,0.45,2.45752E-14,3.57028E-10,2
AT4G25890,0.45,2.40839E-15,3.49891E-11,2
AT3G20000,0.45,1.55956E-17,2.26572E-13,2
AT1G43170,0.45,4.35185E-18,6.32237E-14,2
AT1G70310,0.45,2.21834E-15,3.22281E-11,2
AT3G09500,0.45,5.95373E-28,8.64958E-24,2
AT1G23820,0.45,2.75038E-17,3.99576E-13,2
AT3G23390,0.45,7.45263E-16,1.08272E-11,2
AT3G24080,0.45,3.54199E-12,5.14581E-08,2
AT2G36930,0.45,2.56212E-12,3.72225E-08,2
AT3G07110,0.45,2.42867E-18,3.52838E-14,2
AT5G16130,0.45,3.27287E-25,4.75483E-21,2
AT3G53460,0.45,1.29986E-16,1.88844E-12,2
AT4G16141,0.45,6.46754E-12,9.39605E-08,2
AT4G26230,0.45,2.08757E-21,3.03283E-17,2
AT4G25740,0.45,4.76143E-21,6.9174E-17,2
AT1G23290,0.44,4.74992E-16,6.90068E-12,2
AT3G24830,0.44,6.2856E-25,9.13172E-21,2
AT5G08620,0.44,4.68698E-17,6.80925E-13,2
AT5G23900,0.44,3.66405E-15,5.32313E-11,2
AT5G46430,0.44,9.8094E-30,1.42511E-25,2
AT3G57000,0.44,3.04241E-18,4.42001E-14,2
AT2G19730,0.44,1.64769E-19,2.39377E-15,2
AT4G17390,0.44,3.31241E-18,4.81228E-14,2
AT1G13380,0.44,4.81135E-17,6.98993E-13,2
AT2G37270,0.44,4.40118E-22,6.39404E-18,2
AT3G18740,0.44,3.80775E-23,5.5319E-19,2
AT4G02230,0.44,1.1286E-19,1.63963E-15,2
AT3G52590,0.43,5.58672E-21,8.11638E-17,2
AT2G36160,0.43,2.33906E-23,3.39819E-19,2
AT3G49010,0.43,6.05806E-33,8.80115E-29,2
AT3G01790,0.43,4.89219E-14,7.10738E-10,2
AT5G18380,0.43,1.43747E-25,2.08836E-21,2
AT2G31410,0.43,7.08356E-14,1.0291E-09,2
AT5G67510,0.43,7.50093E-18,1.08973E-13,2
AT4G09800,0.43,1.1411E-16,1.6578E-12,2
AT1G09690,0.43,3.6017E-24,5.23254E-20,2
AT2G43780,0.43,3.46149E-11,5.02885E-07,2
AT5G58590,0.43,3.0961E-15,4.49802E-11,2
AT1G60640,0.43,5.94638E-17,8.6389E-13,2
AT1G31970,0.43,1.87228E-13,2.72005E-09,2
AT4G37090,0.42,5.08816E-13,7.39208E-09,2
AT2G18020,0.42,8.68194E-24,1.26131E-19,2
AT5G07090,0.42,6.29156E-25,9.14037E-21,2
AT5G64680,0.42,2.18068E-14,3.1681E-10,2
AT2G41650,0.42,5.15557E-17,7.49001E-13,2
AT5G39740,0.42,8.60642E-21,1.25034E-16,2
AT2G29540,0.42,6.52967E-15,9.48631E-11,2
AT3G12860,0.42,1.83969E-16,2.6727E-12,2
AT1G57660,0.41,2.59802E-22,3.77441E-18,2
AT1G26740,0.41,5.69878E-15,8.27919E-11,2
AT5G27330,0.41,7.36084E-14,1.06938E-09,2
AT1G76300,0.41,5.0616E-15,7.3535E-11,2
AT3G46210,0.41,5.79203E-18,8.41466E-14,2
AT2G27775,0.41,7.00915E-14,1.01829E-09,2
AT3G23940,0.41,4.53485E-13,6.58823E-09,2
AT1G14810,0.41,7.62715E-11,1.10807E-06,2
AT4G16630,0.41,6.80565E-17,9.88725E-13,2
AT5G20290,0.41,7.28207E-32,1.05794E-27,2
AT5G12410,0.41,1.55161E-14,2.25418E-10,2
AT5G09510,0.41,4.40119E-19,6.39405E-15,2
AT2G45860,0.41,7.56246E-15,1.09867E-10,2
AT1G15930,0.41,1.60173E-23,2.327E-19,2
AT2G47110,0.41,1.01532E-21,1.47506E-17,2
AT3G49910,0.41,2.27374E-27,3.30329E-23,2
AT1G48630,0.41,8.55066E-14,1.24224E-09,2
AT4G18730,0.40,1.8939E-14,2.75146E-10,2
AT1G15500,0.40,2.60648E-10,3.7867E-06,2
AT4G33865,0.40,1.89127E-14,2.74764E-10,2
AT2G32060,0.40,1.66159E-16,2.41395E-12,2
AT2G28600,0.40,5.69435E-17,8.27276E-13,2
AT3G56020,0.40,1.20302E-11,1.74775E-07,2
AT5G27700,0.40,3.93914E-18,5.72278E-14,2
AT1G63780,0.40,2.2711E-13,3.29945E-09,2
AT5G22440,0.40,9.50029E-16,1.3802E-11,2
AT4G16720,0.40,1.34495E-27,1.95395E-23,2
AT4G34555,0.40,3.18704E-12,4.63014E-08,2
AT2G01250,0.40,6.84819E-27,9.94905E-23,2
AT2G19540,0.40,2.82602E-14,4.10564E-10,2
AT5G06110,0.40,2.17208E-12,3.1556E-08,2
AT1G14060,0.40,1.36683E-11,1.98573E-07,2
AT1G16350,0.40,8.7951E-15,1.27775E-10,2
AT2G34480,0.40,1.72181E-28,2.50145E-24,2
AT1G63980,0.40,5.34213E-13,7.76105E-09,2
AT5G52820,0.40,9.96922E-14,1.44833E-09,2
AT5G05210,0.40,2.62141E-12,3.80839E-08,2
AT3G05590,0.40,1.3999E-20,2.03377E-16,2
AT3G56340,0.39,4.66987E-23,6.78439E-19,2
AT3G07750,0.39,1.15977E-18,1.68492E-14,2
AT5G03740,0.39,7.03219E-13,1.02164E-08,2
AT4G00620,0.39,1.22681E-16,1.78231E-12,2
AT5G59850,0.39,1.25341E-18,1.82095E-14,2
AT2G03830,0.39,3.94091E-13,5.72536E-09,2
AT2G21580,0.39,2.12931E-16,3.09346E-12,2
AT5G04800,0.39,7.82038E-17,1.13614E-12,2
AT3G60245,0.39,1.22078E-13,1.77355E-09,2
AT4G14320,0.39,3.58121E-21,5.20278E-17,2
AT2G37220,0.39,4.00681E-11,5.82109E-07,2
AT5G25900,0.39,7.63242E-13,1.10884E-08,2
AT3G62250,0.39,5.92533E-22,8.60831E-18,2
AT1G63660,0.39,3.1749E-09,4.61249E-05,2
AT5G14000,0.39,4.60625E-08,0.000669196,2
AT4G29510,0.39,4.82886E-15,7.01537E-11,2
AT1G52300,0.39,8.31474E-21,1.20797E-16,2
AT1G74270,0.39,4.80553E-14,6.98147E-10,2
AT3G04920,0.39,1.45869E-16,2.11918E-12,2
AT4G27380,0.39,1.69495E-14,2.46242E-10,2
AT1G18540,0.39,5.52005E-21,8.01953E-17,2
AT2G43110,0.39,1.07091E-10,1.55582E-06,2
AT3G11120,0.39,1.11318E-10,1.61722E-06,2
AT5G01650,0.38,5.30718E-11,7.71027E-07,2
AT3G07910,0.38,5.55608E-12,8.07187E-08,2
AT3G59540,0.38,5.46646E-15,7.94167E-11,2
AT5G58420,0.38,5.09564E-21,7.40295E-17,2
AT1G26880,0.38,7.0506E-12,1.02431E-07,2
AT3G55620,0.38,1.92219E-12,2.79256E-08,2
AT3G22310,0.38,1.1249E-11,1.63426E-07,2
AT3G12340,0.38,2.47001E-16,3.58844E-12,2
AT5G03850,0.38,3.73683E-14,5.42887E-10,2
AT1G56045,0.38,6.37291E-12,9.25856E-08,2
AT4G38660,0.38,4.33595E-17,6.29927E-13,2
AT4G27090,0.38,7.48338E-28,1.08718E-23,2
AT5G18790,0.38,3.88396E-11,5.64262E-07,2
AT3G18760,0.38,2.5935E-12,3.76784E-08,2
AT1G26470,0.38,1.36014E-10,1.97601E-06,2
AT2G40590,0.38,1.02091E-10,1.48318E-06,2
AT5G61880,0.38,3.52505E-12,5.12119E-08,2
AT1G71430,0.38,1.69761E-10,2.46629E-06,2
AT4G11240,0.38,2.87076E-11,4.17064E-07,2
AT2G33370,0.37,1.66814E-14,2.42347E-10,2
AT5G55160,0.37,1.21236E-10,1.76132E-06,2
AT5G51940,0.37,2.20561E-11,3.2043E-07,2
AT3G16780,0.37,2.05186E-11,2.98095E-07,2
AT1G22780,0.37,1.94446E-15,2.82491E-11,2
AT3G09700,0.37,1.42213E-13,2.06607E-09,2
AT5G41520,0.37,2.59199E-21,3.76565E-17,2
AT5G02960,0.37,6.74861E-17,9.80437E-13,2
AT3G17465,0.37,1.66075E-10,2.41274E-06,2
AT5G54580,0.37,1.64356E-11,2.38777E-07,2
AT5G10360,0.37,1.75771E-22,2.5536E-18,2
AT5G60030,0.37,1.76139E-09,2.55894E-05,2
AT3G14390,0.37,3.25737E-14,4.73231E-10,2
AT4G00100,0.37,1.69424E-13,2.4614E-09,2
AT2G27710,0.37,1.1259E-20,1.63571E-16,2
AT1G49760,0.37,6.44383E-09,9.3616E-05,2
AT1G03360,0.37,3.92075E-12,5.69607E-08,2
AT3G58660,0.37,7.16313E-12,1.04066E-07,2
AT5G62300,0.37,2.84552E-22,4.13397E-18,2
AT1G72370,0.36,4.20151E-14,6.10396E-10,2
AT3G55280,0.36,1.76239E-15,2.5604E-11,2
AT4G30930,0.36,2.30203E-11,3.34438E-07,2
AT3G02190,0.36,3.14689E-09,4.57181E-05,2
AT5G40770,0.36,2.67542E-15,3.88686E-11,2
AT4G31985,0.36,5.74293E-13,8.34332E-09,2
AT3G25940,0.36,2.54745E-15,3.70094E-11,2
AT1G29070,0.36,1.33247E-14,1.93581E-10,2
AT1G14320,0.36,3.42557E-25,4.97667E-21,2
AT2G27720,0.36,6.72062E-19,9.76372E-15,2
AT4G34670,0.36,3.49504E-16,5.07759E-12,2
AT3G11940,0.36,1.63223E-28,2.37131E-24,2
AT1G73940,0.36,5.06916E-14,7.36447E-10,2
AT2G39700,0.36,2.4353E-11,3.538E-07,2
AT5G28060,0.36,1.06392E-19,1.54567E-15,2
AT3G13230,0.36,4.74064E-10,6.8872E-06,2
AT4G28450,0.36,3.3404E-15,4.85293E-11,2
AT1G69700,0.36,1.42147E-07,0.002065114,2
AT2G37990,0.36,1.07135E-12,1.55646E-08,2
AT3G08520,0.36,8.64388E-10,1.25578E-05,2
AT3G60360,0.36,6.62082E-10,9.61872E-06,2
AT5G56710,0.36,1.683E-15,2.44506E-11,2
AT3G07590,0.36,8.0134E-14,1.16419E-09,2
AT1G80270,0.35,1.00918E-11,1.46613E-07,2
AT5G56670,0.35,7.39848E-18,1.07485E-13,2
AT1G09590,0.35,9.21607E-20,1.33891E-15,2
AT3G27280,0.35,7.38624E-11,1.07307E-06,2
AT1G04480,0.35,5.07443E-16,7.37213E-12,2
AT3G04840,0.35,9.8774E-15,1.43499E-10,2
AT2G20060,0.35,4.27885E-11,6.21631E-07,2
AT3G25520,0.35,9.31402E-13,1.35314E-08,2
AT2G19670,0.35,2.26496E-15,3.29053E-11,2
AT3G09630,0.35,1.76794E-10,2.56847E-06,2
AT2G37340,0.35,2.47118E-10,3.59014E-06,2
AT2G27530,0.35,3.58166E-19,5.20343E-15,2
AT4G23750,0.35,6.22623E-08,0.000904546,2
AT2G17360,0.35,5.32831E-16,7.74097E-12,2
AT1G56680,0.35,5.47961E-14,7.96078E-10,2
AT3G13882,0.35,1.81888E-13,2.64247E-09,2
AT1G14980,0.35,6.56261E-12,9.53416E-08,2
AT2G46230,0.35,1.69361E-10,2.46047E-06,2
AT2G34260,0.35,2.04535E-14,2.97149E-10,2
AT3G53020,0.35,1.90028E-18,2.76073E-14,2
AT2G19480,0.35,2.15699E-10,3.13368E-06,2
AT1G58380,0.35,2.88888E-10,4.19697E-06,2
AT5G62290,0.34,1.92149E-11,2.79154E-07,2
AT1G75670,0.34,6.56327E-15,9.53512E-11,2
AT4G02450,0.34,1.18063E-11,1.71522E-07,2
AT3G02220,0.34,3.15535E-09,4.58409E-05,2
AT1G41880,0.34,3.59995E-12,5.23001E-08,2
AT5G46840,0.34,3.58968E-09,5.21509E-05,2
AT2G40205,0.34,6.85966E-11,9.96572E-07,2
AT4G31120,0.34,1.59893E-14,2.32292E-10,2
AT2G43460,0.34,1.05917E-11,1.53876E-07,2
AT3G13580,0.34,4.98984E-14,7.24924E-10,2
AT4G39200,0.34,8.1665E-16,1.18643E-11,2
AT3G57290,0.34,1.73083E-09,2.51456E-05,2
AT1G03530,0.34,3.98135E-17,5.7841E-13,2
AT2G04030,0.34,1.24057E-09,1.8023E-05,2
AT3G28900,0.34,1.61011E-19,2.33916E-15,2
AT2G39460,0.34,4.47843E-23,6.50626E-19,2
AT3G14600,0.34,8.57634E-14,1.24597E-09,2
AT3G60770,0.34,2.42973E-19,3.52991E-15,2
AT4G01560,0.34,1.71899E-10,2.49736E-06,2
AT2G38810,0.34,1.06903E-08,0.000155309,2
AT2G45520,0.33,2.5922E-10,3.76595E-06,2
AT1G34030,0.33,1.47191E-12,2.13839E-08,2
AT2G36620,0.33,5.1694E-14,7.5101E-10,2
AT5G47930,0.33,6.49166E-15,9.43109E-11,2
AT3G04230,0.33,1.63324E-07,0.002372764,2
AT5G02870,0.33,6.20942E-10,9.02105E-06,2
AT3G27740,0.33,2.73874E-12,3.97884E-08,2
AT1G50110,0.33,5.51472E-16,8.01179E-12,2
AT1G52980,0.33,4.59826E-09,6.68036E-05,2
AT4G18100,0.33,1.62475E-16,2.36044E-12,2
AT3G52040,0.33,3.61382E-10,5.25016E-06,2
AT4G26190,0.33,1.00338E-08,0.000145771,2
AT3G56910,0.33,1.43073E-11,2.07856E-07,2
AT5G64140,0.33,8.30085E-12,1.20595E-07,2
AT5G66860,0.33,1.84801E-11,2.68478E-07,2
AT4G13720,0.33,3.28427E-10,4.77139E-06,2
AT4G24830,0.33,2.10183E-07,0.00305354,2
AT3G53190,0.33,1.11646E-20,1.62199E-16,2
AT1G04270,0.33,5.59975E-26,8.13532E-22,2
AT4G28820,0.33,8.37259E-12,1.21637E-07,2
AT3G53630,0.33,1.89448E-12,2.75231E-08,2
AT4G32605,0.33,9.77749E-12,1.42047E-07,2
AT2G39795,0.33,2.23049E-11,3.24046E-07,2
AT5G42100,0.32,3.55668E-13,5.16715E-09,2
AT1G56200,0.32,9.34899E-09,0.000135822,2
AT2G46280,0.32,4.78281E-09,6.94846E-05,2
AT5G52650,0.32,1.21621E-14,1.76691E-10,2
AT3G04400,0.32,4.86917E-27,7.07393E-23,2
AT5G27990,0.32,9.81491E-10,1.42591E-05,2
AT3G06700,0.32,1.4291E-09,2.07619E-05,2
AT4G33145,0.32,4.31925E-13,6.275E-09,2
AT5G20600,0.32,1.07174E-10,1.55702E-06,2
AT5G47630,0.32,1.39858E-11,2.03185E-07,2
AT4G21110,0.32,1.95266E-09,2.83683E-05,2
AT3G06320,0.32,7.62756E-09,0.000110813,2
AT1G78190,0.32,5.73338E-19,8.32946E-15,2
AT2G29530,0.32,4.6016E-08,0.00066852,2
AT1G74060,0.32,4.83565E-22,7.02523E-18,2
AT4G28510,0.32,9.80473E-10,1.42443E-05,2
AT5G55920,0.32,1.17373E-16,1.7052E-12,2
AT5G66540,0.32,7.64709E-10,1.11097E-05,2
AT2G37860,0.32,3.42233E-08,0.000497197,2
AT3G49470,0.32,5.6046E-10,8.14236E-06,2
AT5G46160,0.32,1.127E-08,0.000163731,2
AT1G76010,0.32,2.31983E-09,3.37025E-05,2
AT3G11250,0.32,1.90688E-08,0.000277032,2
AT2G32220,0.32,3.16639E-07,0.00460013,2
AT5G60340,0.32,1.58945E-07,0.002309157,2
AT1G15390,0.31,8.31486E-11,1.20798E-06,2
AT2G40010,0.31,2.03595E-10,2.95782E-06,2
AT4G27490,0.31,1.46691E-12,2.13113E-08,2
AT1G11240,0.31,3.39785E-08,0.00049364,2
AT4G15000,0.31,9.95719E-22,1.44658E-17,2
AT5G04590,0.31,4.98467E-08,0.000724172,2
AT3G06790,0.31,1.08839E-09,1.58121E-05,2
AT4G34620,0.31,5.59007E-09,8.12125E-05,2
AT1G01210,0.31,2.56939E-11,3.7328E-07,2
AT1G70350,0.31,6.67453E-09,9.69676E-05,2
AT2G47610,0.31,9.29487E-23,1.35036E-18,2
AT3G11710,0.31,1.66589E-07,0.002420201,2
AT2G45640,0.31,5.06393E-12,7.35688E-08,2
AT5G52380,0.31,1.64879E-13,2.39536E-09,2
AT1G17530,0.31,3.10029E-07,0.004504106,2
AT1G55205,0.31,2.53946E-09,3.68933E-05,2
AT1G29320,0.31,1.64838E-13,2.39476E-09,2
AT1G18850,0.31,3.25051E-11,4.72234E-07,2
AT2G41840,0.31,4.3615E-14,6.33639E-10,2
AT3G02560,0.31,2.90896E-12,4.22613E-08,2
AT5G66090,0.31,4.90515E-09,7.1262E-05,2
AT3G13940,0.31,4.29248E-13,6.23611E-09,2
AT5G65220,0.31,3.20712E-09,4.65931E-05,2
AT5G38720,0.31,8.14246E-11,1.18294E-06,2
AT3G56490,0.30,7.18527E-09,0.000104388,2
AT5G08420,0.30,9.14483E-09,0.000132856,2
AT3G59650,0.30,6.51847E-08,0.000947004,2
AT1G31760,0.30,2.34435E-14,3.40587E-10,2
AT2G03820,0.30,1.64277E-07,0.002386609,2
AT5G55190,0.30,1.77913E-09,2.58472E-05,2
AT1G17370,0.30,5.45701E-07,0.00792794,2
AT1G20580,0.30,2.34606E-10,3.40835E-06,2
AT1G56170,0.30,2.47759E-07,0.003599444,2
AT1G01100,0.30,4.21047E-22,6.11697E-18,2
AT2G14880,0.30,3.41631E-19,4.96321E-15,2
AT1G31660,0.30,3.82783E-10,5.56107E-06,2
AT2G36170,0.30,3.93661E-12,5.71911E-08,2
AT2G37020,0.30,4.06686E-13,5.90833E-09,2
AT4G11060,0.30,1.5146E-12,2.20041E-08,2
AT5G47455,0.30,6.45036E-09,9.37109E-05,2
AT3G10110,0.30,3.1699E-11,4.60524E-07,2
AT3G06040,0.30,1.15969E-08,0.000168479,2
AT3G13570,0.30,1.68581E-07,0.00244915,2
AT4G29390,0.30,6.53972E-14,9.50091E-10,2
AT1G70600,0.30,3.82686E-22,5.55966E-18,2
AT3G61100,0.30,2.87384E-09,4.17512E-05,2
AT3G53870,0.30,8.58037E-14,1.24656E-09,2
AT5G05990,0.30,2.35589E-11,3.42264E-07,2
AT1G23860,0.29,4.8845E-09,7.09621E-05,2
AT5G14050,0.29,6.00787E-09,8.72823E-05,2
AT1G02780,0.29,1.08504E-08,0.000157634,2
AT3G46560,0.29,1.40899E-09,2.04697E-05,2
AT2G18220,0.29,2.17802E-12,3.16423E-08,2
AT4G30330,0.29,6.43175E-08,0.000934405,2
AT3G55750,0.29,5.299E-11,7.69839E-07,2
AT3G53430,0.29,3.36771E-09,4.8926E-05,2
AT3G13860,0.29,2.48719E-09,3.61339E-05,2
AT3G60900,0.29,6.85784E-12,9.96307E-08,2
AT5G35530,0.29,2.19254E-13,3.18532E-09,2
AT5G38890,0.29,7.20144E-09,0.000104623,2
AT5G48360,0.29,1.25006E-11,1.81609E-07,2
AT5G13780,0.28,9.78126E-10,1.42102E-05,2
AT5G17710,0.28,1.3583E-07,0.001973334,2
AT3G44010,0.28,1.28443E-09,1.86602E-05,2
AT1G21190,0.28,4.30454E-07,0.006253636,2
AT1G47500,0.28,9.58918E-08,0.001393117,2
AT4G01150,0.28,4.41153E-13,6.40907E-09,2
AT1G09760,0.28,4.44631E-07,0.006459597,2
AT3G05810,0.28,6.69059E-07,0.009720095,2
AT5G22100,0.28,2.12935E-09,3.09352E-05,2
AT5G09650,0.28,1.23974E-07,0.001801093,2
AT1G64970,0.28,3.9354E-16,5.71734E-12,2
AT2G14460,0.28,3.52908E-10,5.12705E-06,2
AT3G22320,0.28,8.59734E-08,0.001249022,2
AT4G00810,0.28,2.30132E-11,3.34336E-07,2
AT1G67430,0.28,3.78664E-17,5.50124E-13,2
AT3G55010,0.28,2.65033E-11,3.85041E-07,2
AT5G23535,0.28,1.94838E-07,0.002830607,2
AT2G22400,0.28,2.77161E-08,0.000402659,2
AT3G48930,0.28,2.75129E-21,3.99708E-17,2
AT4G31360,0.27,4.93514E-10,7.16977E-06,2
AT2G04390,0.27,2.68509E-08,0.000390091,2
AT4G34290,0.27,1.92962E-14,2.80335E-10,2
AT3G12760,0.27,2.30846E-07,0.003353724,2
AT5G02450,0.27,8.52588E-14,1.23864E-09,2
AT5G49645,0.27,5.11411E-12,7.42978E-08,2
AT2G34750,0.27,4.4774E-07,0.006504767,2
AT5G53045,0.27,2.2819E-08,0.000331515,2
AT1G74050,0.27,1.61659E-09,2.34859E-05,2
AT5G56500,0.27,1.54645E-07,0.002246679,2
AT2G20585,0.27,2.37215E-07,0.003446262,2
AT1G79850,0.27,1.41054E-07,0.002049233,2
AT5G42060,0.27,4.54672E-07,0.006605476,2
AT2G17240,0.27,4.35969E-08,0.000633375,2
AT1G60850,0.27,3.59478E-08,0.00052225,2
AT3G12670,0.27,2.34158E-08,0.000340185,2
AT1G14300,0.27,8.64408E-09,0.000125581,2
AT5G61170,0.27,5.64926E-07,0.008207242,2
AT4G33250,0.27,1.34147E-07,0.001948894,2
AT2G19520,0.27,1.14765E-08,0.000166731,2
AT3G01770,0.27,2.81309E-08,0.000408685,2
AT1G04590,0.26,3.58572E-07,0.005209328,2
AT2G03090,0.26,8.8814E-08,0.00129029,2
AT3G11510,0.26,1.27694E-16,1.85514E-12,2
AT1G09660,0.26,1.92995E-07,0.002803837,2
AT1G48350,0.26,5.36092E-09,7.78835E-05,2
AT2G05220,0.26,3.75038E-12,5.44855E-08,2
AT4G26870,0.26,5.65273E-07,0.008212283,2
AT2G21660,0.26,1.2198E-07,0.001772122,2
AT4G18590,0.26,2.79789E-07,0.004064772,2
AT5G60990,0.26,1.99356E-09,2.89625E-05,2
AT2G31610,0.26,1.78185E-07,0.002588678,2
AT5G63670,0.26,2.0722E-07,0.003010498,2
AT5G57280,0.26,1.7042E-10,2.47587E-06,2
ATCG00170,0.26,2.40099E-09,3.48816E-05,2
AT5G16750,0.26,6.03195E-08,0.000876321,2
AT5G11240,0.26,2.07859E-13,3.01977E-09,2
AT4G35490,0.26,2.09111E-09,3.03796E-05,2
AT5G10920,0.26,1.77458E-07,0.002578116,2
AT1G06190,0.26,1.54795E-10,2.24886E-06,2
AT1G33120,0.26,2.06248E-12,2.99638E-08,2
AT4G28200,0.26,4.94677E-09,7.18667E-05,2
AT2G37400,0.26,4.42864E-11,6.43393E-07,2
AT3G47370,0.26,5.49241E-08,0.000797937,2
AT5G61310,0.26,6.28418E-07,0.009129653,2
AT4G04620,0.26,8.23167E-11,1.1959E-06,2
AT3G61620,0.25,6.26196E-08,0.000909738,2
AT3G49990,0.25,8.80726E-08,0.001279519,2
AT2G47790,0.25,2.04355E-09,2.96887E-05,2
AT3G15590,0.25,2.14205E-10,3.11197E-06,2
AT4G21140,0.25,2.60095E-07,0.003778664,2
AT3G56990,0.25,1.64729E-08,0.000239318,2
AT1G77030,0.25,2.27608E-10,3.30669E-06,2
AT4G01310,0.25,1.45882E-07,0.002119379,2
AT3G59840,0.25,7.81799E-08,0.001135798,2
AT4G26780,0.25,1.26387E-07,0.001836157,2
AT4G39520,0.25,5.39867E-07,0.007843191,2
AT1G58270,0.85,1.24819E-21,1.81337E-17,3
AT5G42020,0.74,1.44166E-15,2.09444E-11,3
AT1G12090,0.73,2.01392E-07,0.002925822,3
AT1G27140,0.69,1.11618E-15,1.62159E-11,3
AT3G54960,0.64,1.84629E-15,2.68229E-11,3
AT1G21750,0.62,1.03196E-19,1.49922E-15,3
AT5G04470,0.62,1.79894E-17,2.6135E-13,3
AT1G21310,0.61,3.34845E-11,4.86463E-07,3
AT1G16000,0.59,2.27461E-23,3.30455E-19,3
