Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT2G13820,1.03,6.35778E-36,9.75601E-32,3
AT1G75500,1.01,7.66291E-39,1.17587E-34,3
AT5G59870,1.00,9.93977E-19,1.52526E-14,3
AT1G09200,0.96,3.04123E-19,4.66677E-15,3
AT5G65360,0.89,1.18569E-17,1.81944E-13,3
AT5G10400,0.87,2.63274E-16,4.03994E-12,3
AT5G59690,0.87,9.67531E-16,1.48468E-11,3
AT1G07820,0.86,1.06303E-19,1.63121E-15,3
AT3G27360,0.86,1.14373E-18,1.75506E-14,3
AT5G60200,0.83,2.01809E-38,3.09676E-34,3
AT4G12390,0.83,7.83074E-45,1.20163E-40,3
AT4G24780,0.80,3.79523E-33,5.82379E-29,3
AT3G46030,0.77,1.54327E-21,2.36814E-17,3
AT1G07790,0.77,1.8601E-25,2.85433E-21,3
AT5G19530,0.77,6.22157E-28,9.547E-24,3
AT1G51060,0.75,2.05801E-16,3.15802E-12,3
AT3G45930,0.74,2.83294E-16,4.34715E-12,3
AT4G27230,0.73,2.34319E-16,3.59562E-12,3
AT5G05690,0.72,1.18285E-30,1.81509E-26,3
AT5G10390,0.71,3.6041E-15,5.53049E-11,3
AT3G51670,0.71,3.23106E-32,4.95805E-28,3
AT5G63660,0.70,2.5881E-14,3.97144E-10,3
AT3G53190,0.70,3.22544E-37,4.94944E-33,3
AT5G59970,0.69,7.20741E-14,1.10598E-09,3
AT3G42800,0.68,2.08485E-28,3.1992E-24,3
AT1G73590,0.66,7.13478E-28,1.09483E-23,3
AT3G46320,0.66,3.87627E-15,5.94813E-11,3
AT4G37650,0.66,2.24851E-39,3.45033E-35,3
AT3G54560,0.65,2.4085E-17,3.69585E-13,3
AT2G37470,0.64,3.40042E-11,5.21794E-07,3
AT3G45980,0.62,2.71176E-12,4.16119E-08,3
AT2G33510,0.62,7.37377E-35,1.13151E-30,3
AT2G28790,0.61,8.01468E-23,1.22985E-18,3
AT3G51030,0.61,8.89136E-31,1.36438E-26,3
AT3G27060,0.61,8.36338E-12,1.28336E-07,3
AT4G23690,0.60,8.50313E-15,1.3048E-10,3
AT4G38660,0.60,3.24939E-27,4.9862E-23,3
AT5G59910,0.59,1.2403E-18,1.90325E-14,3
AT3G53730,0.58,2.59302E-11,3.97899E-07,3
AT1G75580,0.57,8.5274E-34,1.30853E-29,3
AT1G08880,0.56,8.48403E-12,1.30187E-07,3
AT5G27670,0.55,3.11301E-14,4.77692E-10,3
AT2G01913,0.52,3.32209E-27,5.09775E-23,3
AT4G38680,0.51,1.35252E-31,2.07544E-27,3
AT3G25710,0.51,6.15841E-32,9.45008E-28,3
AT1G28400,0.51,2.44706E-35,3.75501E-31,3
AT1G06760,0.51,1.10514E-07,0.001695833,3
AT5G02440,0.50,4.43188E-26,6.80072E-22,3
AT3G48185,0.50,7.73081E-29,1.18629E-24,3
AT3G54080,0.50,9.03256E-24,1.38605E-19,3
AT5G50090,0.50,7.66479E-35,1.17616E-30,3
AT2G28740,0.50,4.46176E-11,6.84657E-07,3
AT5G01890,0.50,4.87087E-22,7.47435E-18,3
AT1G55210,0.50,7.14565E-13,1.0965E-08,3
AT5G43810,0.49,1.22642E-29,1.88193E-25,3
AT1G29950,0.49,7.29457E-23,1.11935E-18,3
AT1G07370,0.49,2.76799E-13,4.24749E-09,3
AT5G67390,0.48,1.0332E-16,1.58544E-12,3
AT5G24580,0.48,2.02994E-18,3.11495E-14,3
AT2G38810,0.48,1.70959E-14,2.62337E-10,3
AT1G09460,0.47,2.18432E-23,3.35184E-19,3
AT2G18380,0.47,2.5026E-26,3.84025E-22,3
AT5G23420,0.47,7.40696E-11,1.1366E-06,3
AT3G54260,0.46,3.60214E-15,5.52749E-11,3
AT3G02245,0.45,8.39331E-12,1.28795E-07,3
AT4G28310,0.45,1.06778E-10,1.6385E-06,3
AT1G54690,0.45,4.73447E-10,7.26504E-06,3
AT1G14900,0.44,2.66751E-15,4.09329E-11,3
AT1G68430,0.43,2.64066E-31,4.0521E-27,3
AT2G37210,0.43,1.58202E-27,2.42761E-23,3
AT2G21060,0.43,5.75496E-16,8.83099E-12,3
AT4G35390,0.43,6.9557E-24,1.06735E-19,3
AT4G00430,0.43,4.69424E-10,7.20332E-06,3
AT1G21090,0.42,1.15618E-08,0.000177416,3
AT3G17160,0.42,9.08666E-14,1.39435E-09,3
AT2G30620,0.42,1.1488E-09,1.76283E-05,3
AT5G02640,0.41,1.55139E-20,2.38061E-16,3
AT5G50150,0.41,8.86044E-18,1.35964E-13,3
AT2G32280,0.41,2.0255E-19,3.10813E-15,3
AT3G48970,0.41,1.8796E-29,2.88425E-25,3
AT1G15760,0.40,1.78722E-23,2.74249E-19,3
AT4G24060,0.39,1.16862E-23,1.79324E-19,3
AT5G25490,0.39,2.0274E-24,3.11104E-20,3
AT1G28110,0.39,9.23478E-14,1.41708E-09,3
AT1G33470,0.38,7.77717E-18,1.19341E-13,3
AT5G08260,0.38,1.44574E-15,2.21848E-11,3
AT4G32460,0.38,1.74617E-10,2.67949E-06,3
AT4G02290,0.37,5.3995E-08,0.000828554,3
AT1G18250,0.37,6.79421E-14,1.04257E-09,3
AT2G22670,0.37,3.07505E-09,4.71866E-05,3
AT3G53750,0.36,3.0634E-17,4.70078E-13,3
AT5G02380,0.36,2.04303E-10,3.13503E-06,3
AT1G64660,0.36,2.05205E-18,3.14887E-14,3
AT5G11160,0.36,8.85046E-22,1.3581E-17,3
AT1G04550,0.35,3.92828E-19,6.02794E-15,3
AT3G56370,0.35,3.0083E-10,4.61624E-06,3
AT4G31360,0.35,2.62317E-12,4.02525E-08,3
AT1G78150,0.34,6.18666E-10,9.49343E-06,3
AT2G29570,0.34,4.9006E-09,7.51997E-05,3
AT2G26730,0.34,3.90841E-14,5.99745E-10,3
AT1G68130,0.34,1.47237E-24,2.25936E-20,3
AT2G46990,0.34,1.03781E-12,1.59252E-08,3
AT4G14900,0.34,1.30293E-13,1.99935E-09,3
AT2G26700,0.33,1.47276E-25,2.25995E-21,3
AT5G02460,0.33,1.98146E-12,3.04055E-08,3
AT2G41130,0.33,9.39391E-27,1.4415E-22,3
AT3G22440,0.33,2.51237E-09,3.85523E-05,3
AT2G28510,0.33,2.50023E-19,3.8366E-15,3
AT1G22030,0.33,1.50049E-21,2.3025E-17,3
AT2G37380,0.32,4.90083E-16,7.52032E-12,3
AT3G52490,0.32,5.89281E-23,9.04251E-19,3
AT2G14880,0.32,1.4168E-09,2.17409E-05,3
AT3G02000,0.32,3.21422E-13,4.93223E-09,3
AT3G55370,0.31,8.49824E-19,1.30406E-14,3
AT4G40040,0.31,5.65087E-14,8.67126E-10,3
AT2G36410,0.31,8.69732E-12,1.3346E-07,3
AT5G63550,0.31,8.7288E-10,1.33943E-05,3
AT1G28070,0.30,1.15408E-18,1.77094E-14,3
AT5G67260,0.30,5.04114E-08,0.000773563,3
AT1G23340,0.30,2.30027E-12,3.52976E-08,3
AT5G08391,0.30,1.1673E-07,0.001791224,3
AT3G07880,0.30,2.23698E-08,0.000343265,3
AT1G47670,0.30,1.21029E-07,0.001857194,3
AT4G30220,0.30,4.03567E-11,6.19273E-07,3
AT3G21420,0.30,2.8652E-20,4.39665E-16,3
AT3G26760,0.30,4.54781E-08,0.000697861,3
AT3G62840,0.30,2.0021E-13,3.07223E-09,3
AT5G16000,0.30,2.26189E-19,3.47087E-15,3
AT2G22420,0.30,4.56376E-12,7.00309E-08,3
AT1G72040,0.29,3.5249E-07,0.005408963,3
AT3G28455,0.29,5.00873E-20,7.6859E-16,3
AT5G39240,0.29,5.53748E-14,8.49726E-10,3
AT2G07690,0.29,5.73E-10,8.79269E-06,3
AT2G41070,0.29,1.57144E-10,2.41137E-06,3
AT3G56480,0.29,2.04052E-11,3.13118E-07,3
AT1G33040,0.29,3.27301E-09,5.02244E-05,3
AT3G60390,0.28,3.28838E-20,5.04602E-16,3
AT4G20440,0.28,2.35142E-08,0.000360825,3
AT1G47970,0.28,2.27609E-07,0.003492664,3
AT4G03210,0.28,2.31065E-12,3.54569E-08,3
AT1G70710,0.27,1.73584E-07,0.002663642,3
AT5G25475,0.27,1.10792E-10,1.70011E-06,3
AT1G31760,0.27,1.43503E-11,2.20205E-07,3
AT5G43460,0.27,1.53168E-10,2.35036E-06,3
AT2G43910,0.27,7.27572E-12,1.11646E-07,3
AT4G12580,0.27,2.4677E-08,0.000378669,3
AT1G26680,0.27,4.65343E-12,7.14068E-08,3
AT5G56530,0.27,1.29911E-07,0.001993478,3
AT2G18740,0.27,7.31093E-10,1.12186E-05,3
AT2G34710,0.27,7.14305E-15,1.0961E-10,3
AT4G26840,0.27,2.74736E-10,4.21582E-06,3
AT2G34325,0.27,2.41653E-09,3.70816E-05,3
AT3G02210,0.27,3.42071E-13,5.24908E-09,3
AT2G24260,0.27,5.23362E-07,0.008030995,3
AT1G20900,0.27,1.04257E-08,0.000159982,3
AT5G47500,0.27,2.09336E-13,3.21226E-09,3
AT1G47410,0.26,9.48803E-16,1.45594E-11,3
AT5G09500,0.26,2.71968E-20,4.17335E-16,3
AT4G34555,0.26,7.33722E-10,1.1259E-05,3
AT1G56210,0.26,1.43442E-11,2.20111E-07,3
AT2G26180,0.26,1.30338E-08,0.000200004,3
AT5G48385,0.26,7.33364E-08,0.001125348,3
AT5G28640,0.26,2.36116E-08,0.00036232,3
AT1G65700,0.26,2.36415E-08,0.000362779,3
AT5G14920,0.25,3.11565E-15,4.78097E-11,3
AT5G61000,0.25,3.51651E-08,0.000539608,3
AT4G34490,0.25,2.60616E-07,0.003999159,3
AT1G21050,0.25,3.69035E-09,5.66285E-05,3
AT3G62530,0.25,1.60517E-08,0.000246313,3
AT1G80100,0.25,2.16549E-17,3.32295E-13,3
AT1G62480,2.46,5.16492E-59,7.92556E-55,4
AT1G12090,2.38,1.04906E-59,1.60978E-55,4
AT5G13930,2.38,7.18486E-46,1.10252E-41,4
AT5G05270,2.00,6.72581E-59,1.03208E-54,4
AT3G51240,1.97,7.63207E-66,1.17114E-61,4
AT1G05260,1.89,1.50693E-35,2.31238E-31,4
AT5G65390,1.86,1.03304E-62,1.58519E-58,4
AT5G08640,1.77,2.86259E-45,4.39264E-41,4
AT2G45180,1.76,4.51288E-45,6.92502E-41,4
AT4G34050,1.73,8.25733E-62,1.26709E-57,4
AT5G02270,1.65,7.37403E-75,1.13154E-70,4
AT1G03870,1.61,1.14339E-68,1.75454E-64,4
AT2G36830,1.55,1.52623E-35,2.342E-31,4
AT1G12080,1.53,3.22084E-15,4.94237E-11,4
AT2G44790,1.52,3.96788E-48,6.08871E-44,4
AT1G21310,1.51,4.24331E-28,6.51135E-24,4
AT5G15230,1.48,1.77795E-26,2.72826E-22,4
AT1G55330,1.48,1.39042E-35,2.1336E-31,4
AT5G25460,1.40,3.10186E-54,4.75981E-50,4
AT4G30170,1.39,1.93643E-43,2.97145E-39,4
AT1G78570,1.30,1.00778E-50,1.54643E-46,4
AT3G16240,1.30,2.52573E-38,3.87574E-34,4
AT3G23730,1.28,8.9202E-38,1.3688E-33,4
AT1G76090,1.28,2.1296E-49,3.26787E-45,4
AT5G10430,1.27,8.19674E-30,1.25779E-25,4
AT2G36880,1.24,3.13433E-58,4.80962E-54,4
AT2G47930,1.21,9.56374E-48,1.46756E-43,4
AT1G75780,1.21,3.3409E-52,5.12661E-48,4
AT3G54400,1.20,4.85455E-39,7.4493E-35,4
AT1G62660,1.20,3.45382E-41,5.29989E-37,4
AT3G54770,1.18,1.40202E-43,2.1514E-39,4
AT1G06000,1.18,1.16182E-50,1.78281E-46,4
AT1G20010,1.15,1.00783E-41,1.54652E-37,4
AT2G30490,1.15,1.13469E-46,1.74118E-42,4
AT5G44110,1.14,1.32644E-37,2.03542E-33,4
AT3G50640,1.13,3.59621E-33,5.51839E-29,4
AT4G13930,1.12,6.45077E-51,9.89871E-47,4
AT3G19450,1.11,7.35544E-46,1.12869E-41,4
AT3G60530,1.11,2.40685E-35,3.69331E-31,4
AT3G10525,1.06,2.49169E-47,3.8235E-43,4
AT5G39320,1.05,4.78161E-36,7.33737E-32,4
AT1G64640,1.04,4.46086E-40,6.84518E-36,4
AT5G53250,1.03,9.96591E-33,1.52927E-28,4
AT1G54410,1.03,2.21789E-31,3.40334E-27,4
AT1G21750,1.01,8.53511E-41,1.30971E-36,4
AT1G63220,0.99,1.81934E-35,2.79178E-31,4
AT5G17050,0.99,2.33406E-39,3.58161E-35,4
AT2G14900,0.98,9.08297E-15,1.39378E-10,4
AT4G12730,0.98,8.57187E-32,1.31535E-27,4
AT5G12250,0.98,5.42638E-48,8.32678E-44,4
AT1G11545,0.97,5.4934E-45,8.42962E-41,4
AT5G17920,0.97,7.78431E-42,1.1945E-37,4
AT1G12240,0.97,5.74629E-45,8.81769E-41,4
AT2G37170,0.96,6.22888E-19,9.55821E-15,4
AT4G11290,0.96,7.40933E-26,1.13696E-21,4
AT2G25160,0.95,8.851E-40,1.35819E-35,4
AT1G07750,0.95,5.2532E-31,8.06103E-27,4
AT3G17390,0.95,1.04432E-32,1.60252E-28,4
AT2G45960,0.94,5.65911E-29,8.68391E-25,4
AT2G15970,0.94,4.12238E-27,6.32579E-23,4
AT2G31360,0.94,7.23697E-24,1.11051E-19,4
AT4G04830,0.93,7.64884E-23,1.17371E-18,4
AT1G09560,0.93,1.76623E-22,2.71028E-18,4
AT5G07110,0.93,8.62883E-28,1.32409E-23,4
AT2G22170,0.92,7.58411E-31,1.16378E-26,4
AT5G42020,0.91,8.02574E-25,1.23155E-20,4
AT3G05020,0.91,1.65528E-35,2.54002E-31,4
AT4G23710,0.91,1.34444E-33,2.06304E-29,4
AT1G10960,0.90,1.68588E-28,2.58698E-24,4
AT3G03780,0.89,2.12127E-32,3.2551E-28,4
AT3G02230,0.89,2.26253E-34,3.47185E-30,4
AT1G52760,0.89,1.04716E-36,1.60686E-32,4
AT4G20260,0.88,6.82369E-25,1.04709E-20,4
AT2G14890,0.88,1.34819E-38,2.0688E-34,4
AT3G04120,0.88,2.00178E-35,3.07174E-31,4
AT3G06650,0.87,6.80319E-39,1.04395E-34,4
AT1G49240,0.87,1.93887E-26,2.97519E-22,4
AT3G18780,0.86,9.42319E-27,1.44599E-22,4
AT5G35740,0.85,4.65128E-22,7.13739E-18,4
AT2G04780,0.85,2.7528E-32,4.22418E-28,4
AT4G14690,0.85,2.38365E-18,3.65772E-14,4
AT1G27330,0.85,7.43071E-35,1.14024E-30,4
AT1G31812,0.84,4.57792E-27,7.02482E-23,4
AT5G13710,0.83,9.40611E-29,1.44337E-24,4
AT3G53420,0.83,1.22837E-15,1.88494E-11,4
AT1G19910,0.82,4.00538E-35,6.14625E-31,4
AT2G48020,0.82,2.87678E-29,4.41441E-25,4
AT5G60460,0.82,4.88137E-29,7.49047E-25,4
AT4G34720,0.81,2.99214E-30,4.59145E-26,4
AT3G01220,0.81,4.03808E-30,6.19643E-26,4
AT2G29960,0.81,6.02775E-33,9.24958E-29,4
AT5G23860,0.81,2.04596E-20,3.13953E-16,4
AT2G03680,0.81,1.44447E-34,2.21654E-30,4
AT2G35120,0.80,1.50843E-33,2.31469E-29,4
AT4G38920,0.80,3.81151E-33,5.84876E-29,4
AT4G33640,0.79,1.10175E-36,1.69064E-32,4
AT1G56330,0.79,2.21562E-30,3.39986E-26,4
AT1G09210,0.79,8.03122E-24,1.23239E-19,4
AT1G54580,0.79,2.45259E-35,3.7635E-31,4
AT2G30520,0.78,1.7554E-19,2.69365E-15,4
AT1G63000,0.78,6.1701E-27,9.46802E-23,4
AT5G60400,0.78,3.23153E-36,4.95878E-32,4
AT5G15350,0.78,4.66242E-25,7.15449E-21,4
AT5G15530,0.77,1.44287E-32,2.21408E-28,4
AT2G45070,0.77,4.01236E-31,6.15697E-27,4
AT5G61790,0.77,3.2011E-23,4.91209E-19,4
AT2G46330,0.77,1.91298E-23,2.93547E-19,4
AT5G14030,0.76,1.83445E-33,2.81496E-29,4
AT3G23470,0.76,6.32551E-20,9.7065E-16,4
AT1G01620,0.76,8.76693E-13,1.34529E-08,4
AT5G20650,0.75,1.79315E-26,2.75159E-22,4
AT2G28740,0.75,6.50372E-10,9.97995E-06,4
AT3G17210,0.75,3.01665E-29,4.62905E-25,4
AT5G48810,0.75,2.72032E-30,4.17433E-26,4
AT1G27350,0.75,1.09259E-25,1.67658E-21,4
AT2G17720,0.75,2.80934E-34,4.31093E-30,4
AT3G59970,0.75,9.01443E-35,1.38326E-30,4
AT4G31340,0.74,7.11725E-25,1.09214E-20,4
AT5G16450,0.74,1.60807E-26,2.46758E-22,4
AT1G02500,0.73,4.03914E-32,6.19806E-28,4
AT3G43810,0.73,6.20285E-26,9.51827E-22,4
AT2G22425,0.73,3.90141E-29,5.98671E-25,4
AT4G24920,0.73,4.50693E-23,6.91588E-19,4
AT1G08200,0.73,6.39827E-22,9.81814E-18,4
AT2G44060,0.73,7.04731E-21,1.08141E-16,4
AT4G11010,0.72,1.8514E-31,2.84097E-27,4
AT5G66590,0.72,2.33194E-26,3.57836E-22,4
AT5G28050,0.72,3.04312E-22,4.66966E-18,4
AT5G25890,0.72,1.18949E-21,1.82527E-17,4
AT5G03300,0.72,2.83671E-31,4.35293E-27,4
AT3G23810,0.71,5.80139E-22,8.90223E-18,4
AT5G19250,0.71,4.40946E-21,6.76631E-17,4
AT1G65930,0.71,6.90477E-36,1.05954E-31,4
AT3G25220,0.71,3.50931E-31,5.38504E-27,4
AT3G52930,0.71,1.2831E-33,1.96891E-29,4
AT3G55440,0.71,4.39319E-28,6.74135E-24,4
AT3G02470,0.70,7.1551E-22,1.09795E-17,4
AT1G20840,0.70,6.02099E-34,9.2392E-30,4
AT3G19820,0.70,2.05592E-21,3.15482E-17,4
AT3G55120,0.70,3.1654E-22,4.8573E-18,4
AT3G18000,0.70,2.36466E-18,3.62857E-14,4
AT5G23830,0.70,2.23371E-18,3.42762E-14,4
AT5G37780,0.70,6.86978E-27,1.05417E-22,4
AT3G11340,0.69,2.96659E-23,4.55223E-19,4
AT1G78300,0.69,1.71251E-24,2.62785E-20,4
AT5G54160,0.69,8.65998E-21,1.32887E-16,4
AT3G04090,0.69,2.46609E-29,3.78421E-25,4
AT5G17770,0.69,1.29842E-28,1.99242E-24,4
AT5G47200,0.69,1.53693E-22,2.35843E-18,4
AT5G50460,0.69,3.66228E-23,5.61977E-19,4
AT1G70490,0.69,1.31209E-22,2.0134E-18,4
AT1G08830,0.68,1.9275E-22,2.95775E-18,4
AT3G53730,0.68,3.87929E-07,0.005952766,4
AT1G20190,0.68,1.20831E-21,1.85415E-17,4
AT1G23490,0.68,1.748E-19,2.68231E-15,4
AT5G52240,0.67,1.6725E-25,2.56645E-21,4
AT5G47770,0.67,7.98242E-28,1.2249E-23,4
AT4G18930,0.67,5.65878E-28,8.68339E-24,4
AT3G51160,0.67,8.10723E-21,1.24405E-16,4
AT5G04470,0.67,1.16339E-24,1.78522E-20,4
AT5G48580,0.67,1.09777E-25,1.68453E-21,4
AT2G31390,0.67,2.05369E-22,3.15138E-18,4
AT5G20500,0.67,3.22424E-27,4.94759E-23,4
AT2G47320,0.67,2.25581E-25,3.46154E-21,4
AT1G76490,0.66,1.1174E-18,1.71465E-14,4
AT1G19450,0.66,8.62806E-23,1.32398E-18,4
AT2G27030,0.66,1.4862E-25,2.28057E-21,4
AT5G19760,0.66,8.94432E-27,1.37251E-22,4
AT5G53560,0.66,2.70474E-27,4.15042E-23,4
AT2G38310,0.66,7.9285E-22,1.21663E-17,4
AT1G17285,0.66,1.18205E-15,1.81385E-11,4
AT2G20760,0.66,1.79827E-22,2.75945E-18,4
AT3G17780,0.65,7.29575E-23,1.11953E-18,4
AT1G54000,0.65,2.60322E-14,3.99464E-10,4
AT4G11150,0.65,2.1777E-26,3.34168E-22,4
AT3G44320,0.65,9.91035E-16,1.52074E-11,4
AT3G02360,0.65,2.35381E-23,3.61192E-19,4
AT2G29980,0.65,1.35919E-16,2.08567E-12,4
AT5G47870,0.65,4.58726E-26,7.03916E-22,4
AT3G53260,0.65,4.11919E-26,6.3209E-22,4
AT3G24100,0.65,3.08343E-25,4.73152E-21,4
AT3G02780,0.65,4.61902E-21,7.08788E-17,4
AT3G09820,0.65,7.19198E-29,1.10361E-24,4
AT3G16570,0.64,7.65898E-29,1.17527E-24,4
AT2G47170,0.64,8.342E-23,1.28008E-18,4
AT1G76240,0.64,1.16662E-10,1.79018E-06,4
AT3G18820,0.64,1.25391E-21,1.92412E-17,4
AT1G05620,0.64,1.40348E-24,2.15363E-20,4
AT2G34560,0.64,2.0438E-22,3.13622E-18,4
AT5G15490,0.64,8.55154E-15,1.31223E-10,4
AT3G02180,0.64,1.48409E-21,2.27733E-17,4
AT3G49720,0.63,1.26864E-20,1.94673E-16,4
AT5G39570,0.63,4.2256E-19,6.48418E-15,4
AT4G09030,0.63,9.83217E-10,1.50875E-05,4
AT4G22240,0.63,4.84128E-18,7.42895E-14,4
AT5G28540,0.63,7.13307E-14,1.09457E-09,4
AT5G07960,0.63,5.61328E-28,8.61358E-24,4
AT5G55290,0.63,2.91862E-23,4.47862E-19,4
AT1G07890,0.63,6.60313E-25,1.01325E-20,4
AT2G16510,0.62,8.99774E-23,1.3807E-18,4
AT5G11280,0.62,1.72435E-22,2.64601E-18,4
AT3G18410,0.62,1.55626E-21,2.38808E-17,4
AT1G10630,0.62,9.56326E-21,1.46748E-16,4
AT3G17940,0.62,3.25797E-23,4.99935E-19,4
AT1G78040,0.62,9.35568E-20,1.43563E-15,4
AT2G34585,0.62,2.1446E-23,3.2909E-19,4
AT1G30630,0.62,1.71836E-19,2.63682E-15,4
AT2G27860,0.62,6.04065E-18,9.26938E-14,4
AT3G45980,0.62,1.36388E-07,0.002092873,4
AT1G17300,0.62,2.0093E-18,3.08328E-14,4
AT5G17190,0.62,1.31586E-18,2.01919E-14,4
AT1G04410,0.61,6.45529E-21,9.90564E-17,4
AT2G46490,0.61,4.79663E-16,7.36043E-12,4
AT4G29350,0.61,8.87092E-26,1.36124E-21,4
AT3G47520,0.61,1.54325E-25,2.36812E-21,4
AT5G10990,0.61,1.14518E-20,1.75728E-16,4
AT5G64130,0.61,3.94566E-19,6.05462E-15,4
AT1G22640,0.61,1.08538E-15,1.66551E-11,4
AT3G29360,0.61,1.54013E-18,2.36332E-14,4
AT5G59613,0.61,5.90055E-27,9.05439E-23,4
AT5G19770,0.60,3.68513E-22,5.65483E-18,4
AT1G62790,0.60,1.28902E-19,1.978E-15,4
AT5G10160,0.60,3.03149E-25,4.65182E-21,4
AT2G36530,0.60,1.05804E-27,1.62356E-23,4
AT2G32720,0.60,1.75675E-24,2.69574E-20,4
AT3G02770,0.60,1.13056E-22,1.73484E-18,4
AT3G44300,0.59,4.32023E-13,6.62939E-09,4
AT1G13280,0.59,1.54027E-20,2.36354E-16,4
AT5G43760,0.59,2.35301E-26,3.61069E-22,4
AT1G01090,0.59,6.71453E-21,1.03034E-16,4
AT1G69510,0.59,2.98046E-24,4.57351E-20,4
AT3G54810,0.59,1.56404E-14,2.40003E-10,4
AT1G10670,0.59,2.11112E-17,3.23951E-13,4
AT5G02550,0.58,5.15548E-14,7.91109E-10,4
AT3G57010,0.58,1.11861E-09,1.7165E-05,4
AT3G46030,0.58,5.60523E-07,0.008601231,4
AT3G44720,0.58,5.72319E-12,8.78223E-08,4
AT2G47470,0.58,1.65288E-19,2.53635E-15,4
AT2G04800,0.58,1.49172E-21,2.28905E-17,4
AT5G60920,0.57,1.60893E-19,2.4689E-15,4
AT5G05170,0.57,1.01138E-16,1.55197E-12,4
AT4G32460,0.57,4.61074E-13,7.07517E-09,4
AT4G32530,0.57,3.84701E-18,5.90323E-14,4
AT4G02620,0.57,2.89125E-20,4.43663E-16,4
AT3G03250,0.57,5.94185E-16,9.11778E-12,4
AT3G47833,0.57,7.66735E-22,1.17656E-17,4
AT2G47650,0.56,1.17323E-17,1.80032E-13,4
AT2G46390,0.56,4.24624E-19,6.51585E-15,4
AT5G45550,0.56,4.50059E-18,6.90615E-14,4
AT4G22010,0.56,8.74957E-13,1.34262E-08,4
AT1G26850,0.56,1.07806E-19,1.65428E-15,4
AT5G24400,0.56,8.96847E-25,1.37621E-20,4
AT5G22020,0.56,4.07377E-21,6.25121E-17,4
AT5G41790,0.55,7.87527E-20,1.20846E-15,4
AT1G78900,0.55,5.7104E-16,8.7626E-12,4
AT1G75630,0.55,1.09237E-16,1.67624E-12,4
AT2G18160,0.55,6.9108E-15,1.06046E-10,4
AT5G19340,0.55,6.99575E-12,1.0735E-07,4
AT2G21160,0.55,5.5385E-23,8.49883E-19,4
AT1G04430,0.55,4.22066E-13,6.4766E-09,4
AT1G12000,0.55,1.24802E-14,1.91509E-10,4
AT4G24220,0.55,2.61425E-14,4.01157E-10,4
AT3G22845,0.55,4.84114E-18,7.42873E-14,4
AT3G17020,0.55,1.29139E-09,1.98164E-05,4
AT1G22410,0.54,3.38395E-21,5.19268E-17,4
AT1G49500,0.54,8.13901E-18,1.24893E-13,4
AT4G11820,0.54,3.19879E-19,4.90854E-15,4
AT2G45050,0.54,1.24336E-13,1.90793E-09,4
AT2G43760,0.54,8.76451E-25,1.34491E-20,4
AT4G17170,0.54,3.89727E-11,5.98036E-07,4
AT3G01390,0.54,1.88012E-16,2.88504E-12,4
AT5G02580,0.54,1.61465E-19,2.47769E-15,4
AT5G58710,0.54,2.20458E-16,3.38293E-12,4
AT1G29470,0.54,1.03198E-12,1.58358E-08,4
AT5G28020,0.54,2.74738E-12,4.21585E-08,4
AT5G19190,0.54,9.68095E-25,1.48554E-20,4
AT2G02130,0.54,1.3358E-10,2.04979E-06,4
AT1G74380,0.54,4.31962E-17,6.62845E-13,4
AT1G56340,0.53,4.09178E-14,6.27884E-10,4
AT2G26080,0.53,6.655E-17,1.02121E-12,4
AT2G44160,0.53,3.06617E-19,4.70504E-15,4
AT2G23310,0.53,6.43746E-20,9.87828E-16,4
AT1G64650,0.53,1.32208E-19,2.02873E-15,4
AT2G37120,0.53,3.96345E-19,6.08191E-15,4
AT5G07990,0.53,6.42999E-16,9.86681E-12,4
AT5G18520,0.53,5.68108E-20,8.71762E-16,4
AT2G41475,0.53,4.63779E-15,7.11668E-11,4
AT1G42960,0.53,1.30698E-17,2.00555E-13,4
AT1G09780,0.53,3.44393E-18,5.28471E-14,4
AT1G45130,0.53,4.34502E-15,6.66744E-11,4
AT4G35100,0.53,1.81562E-12,2.78606E-08,4
AT4G15470,0.52,3.34629E-15,5.13488E-11,4
AT4G35080,0.52,1.16104E-17,1.78161E-13,4
AT1G32210,0.52,2.56189E-18,3.93122E-14,4
AT1G03900,0.52,9.84652E-18,1.51095E-13,4
AT4G17530,0.52,7.34011E-14,1.12634E-09,4
AT1G13440,0.52,1.17708E-20,1.80623E-16,4
AT1G66240,0.52,4.27622E-18,6.56186E-14,4
AT5G56040,0.52,7.81724E-21,1.19956E-16,4
AT5G48880,0.52,2.89613E-18,4.44411E-14,4
AT2G21970,0.52,9.44409E-17,1.4492E-12,4
AT5G59880,0.52,2.87291E-19,4.40848E-15,4
AT1G66410,0.52,1.67857E-15,2.57576E-11,4
AT4G16450,0.52,7.98868E-17,1.22586E-12,4
AT1G12230,0.52,1.27451E-16,1.95573E-12,4
AT4G24190,0.51,2.86591E-11,4.39774E-07,4
AT2G32380,0.51,4.91685E-16,7.5449E-12,4
AT1G62820,0.51,3.837E-17,5.88787E-13,4
AT2G02050,0.51,1.7441E-17,2.67632E-13,4
AT3G54960,0.51,3.25013E-15,4.98732E-11,4
AT2G19760,0.51,1.14055E-13,1.75017E-09,4
AT2G01140,0.51,1.12018E-18,1.71892E-14,4
AT4G29520,0.51,3.10888E-15,4.77057E-11,4
