Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT2G42110,0.37,2.10186E-08,0.00032253,1
AT3G22230,0.37,1.2984E-37,1.9924E-33,1
AT1G49410,0.36,1.48801E-16,2.28335E-12,1
AT1G14980,0.36,2.94086E-14,4.51275E-10,1
AT3G16080,0.36,7.99512E-37,1.22685E-32,1
AT2G18020,0.36,1.46376E-46,2.24614E-42,1
AT2G39390,0.36,3.35857E-20,5.15373E-16,1
AT1G33750,0.36,1.24948E-25,1.91733E-21,1
AT3G18130,0.36,2.94727E-12,4.52259E-08,1
AT1G72370,0.35,1.07279E-35,1.64619E-31,1
AT4G38740,0.35,3.62795E-21,5.56709E-17,1
AT3G05060,0.35,8.69999E-11,1.33501E-06,1
AT4G30800,0.34,2.50192E-12,3.8392E-08,1
AT3G11120,0.34,3.43575E-20,5.27216E-16,1
AT1G23100,0.34,6.17946E-13,9.48239E-09,1
AT5G22650,0.34,5.64573E-18,8.66337E-14,1
AT5G02610,0.34,1.42923E-24,2.19315E-20,1
AT5G27850,0.34,6.5902E-49,1.01127E-44,1
AT3G52110,0.34,1.61239E-07,0.002474213,1
AT1G77940,0.34,7.28219E-36,1.11745E-31,1
AT2G19740,0.34,2.01803E-21,3.09667E-17,1
AT3G61110,0.33,2.35163E-28,3.60857E-24,1
AT1G70895,0.33,5.38225E-27,8.25906E-23,1
AT3G51720,0.33,7.76338E-09,0.000119129,1
AT2G35605,0.33,1.17617E-14,1.80484E-10,1
AT1G02870,0.33,1.21994E-12,1.872E-08,1
AT5G22440,0.33,1.77208E-33,2.71926E-29,1
AT2G01250,0.33,1.45778E-38,2.23696E-34,1
AT1G09590,0.33,5.18412E-22,7.95503E-18,1
AT3G15000,0.33,3.7991E-12,5.82972E-08,1
AT2G25210,0.33,3.34477E-24,5.13255E-20,1
AT5G61170,0.33,1.22722E-35,1.88317E-31,1
AT3G60245,0.33,1.04648E-31,1.60582E-27,1
AT4G17390,0.32,7.94869E-45,1.21973E-40,1
AT1G15930,0.32,5.53937E-40,8.50016E-36,1
AT3G51280,0.32,5.41236E-14,8.30527E-10,1
AT2G17360,0.32,3.90046E-29,5.98526E-25,1
AT3G62870,0.32,2.49662E-44,3.83107E-40,1
AT3G12860,0.32,7.84554E-14,1.2039E-09,1
AT2G44120,0.32,9.96168E-32,1.52862E-27,1
AT1G14060,0.32,9.26037E-13,1.421E-08,1
AT2G37600,0.32,5.82243E-15,8.93451E-11,1
AT1G48630,0.32,3.90921E-17,5.99869E-13,1
AT3G52580,0.32,2.4077E-20,3.69461E-16,1
AT3G05560,0.32,7.09415E-35,1.0886E-30,1
AT5G62440,0.32,2.52614E-12,3.87636E-08,1
AT5G67510,0.32,2.78701E-24,4.27667E-20,1
AT3G55280,0.32,2.85929E-17,4.38758E-13,1
AT4G30930,0.32,2.38108E-12,3.65377E-08,1
AT4G26230,0.32,2.54759E-25,3.90928E-21,1
AT4G02800,0.31,8.12731E-13,1.24714E-08,1
AT3G02640,0.31,3.6652E-08,0.000562426,1
AT2G40590,0.31,3.57488E-14,5.48565E-10,1
AT3G09630,0.31,5.45141E-14,8.36519E-10,1
AT1G41880,0.31,1.05513E-18,1.61909E-14,1
AT4G16720,0.31,1.06504E-41,1.6343E-37,1
AT3G06680,0.31,1.81499E-16,2.78511E-12,1
AT5G45920,0.30,2.11921E-12,3.25193E-08,1
AT4G15770,0.30,2.38944E-12,3.66659E-08,1
AT2G34190,0.30,1.78698E-07,0.002742126,1
AT4G11080,0.30,9.79398E-10,1.50289E-05,1
AT5G04800,0.30,2.91318E-16,4.47027E-12,1
AT2G29530,0.30,4.87692E-11,7.48363E-07,1
AT5G58420,0.30,1.59875E-32,2.45328E-28,1
AT3G53740,0.30,5.09249E-33,7.81443E-29,1
AT4G34670,0.30,1.07093E-33,1.64334E-29,1
AT2G34480,0.30,7.00752E-31,1.0753E-26,1
AT1G74560,0.30,2.37524E-09,3.64481E-05,1
AT4G25730,0.30,4.38946E-08,0.000673563,1
AT1G74270,0.30,3.35311E-18,5.14534E-14,1
AT2G09990,0.30,3.18134E-23,4.88176E-19,1
AT1G61450,0.30,2.93413E-09,4.50243E-05,1
AT5G40770,0.30,1.5299E-13,2.34763E-09,1
AT5G47700,0.30,4.03255E-31,6.18794E-27,1
AT4G10450,0.29,7.00572E-16,1.07503E-11,1
AT3G56100,0.29,6.71022E-09,0.000102968,1
AT4G34555,0.29,2.01188E-10,3.08723E-06,1
AT2G19730,0.29,1.00236E-31,1.53812E-27,1
AT5G03850,0.29,7.05569E-28,1.0827E-23,1
AT3G55750,0.29,6.08163E-17,9.33226E-13,1
AT5G64140,0.29,1.96803E-16,3.01995E-12,1
AT1G27400,0.29,8.72621E-30,1.33904E-25,1
AT3G07110,0.29,1.25676E-31,1.9285E-27,1
AT4G10480,0.29,5.60686E-12,8.60373E-08,1
AT2G39460,0.29,1.57602E-22,2.4184E-18,1
AT1G18540,0.29,3.17846E-25,4.87734E-21,1
AT1G69620,0.29,1.30891E-30,2.00853E-26,1
AT5G08180,0.29,4.11176E-17,6.3095E-13,1
AT2G36620,0.29,6.01679E-23,9.23277E-19,1
AT3G06700,0.29,5.27917E-20,8.10089E-16,1
AT1G29250,0.29,4.47302E-15,6.86385E-11,1
AT5G20160,0.29,2.00991E-13,3.08421E-09,1
AT5G56710,0.29,1.2279E-29,1.88421E-25,1
AT4G00730,0.29,7.48774E-23,1.14899E-18,1
AT3G53430,0.29,1.62047E-22,2.48662E-18,1
AT3G45030,0.29,1.87651E-31,2.8795E-27,1
AT5G59850,0.29,1.26036E-17,1.93403E-13,1
AT2G16230,0.29,2.33967E-13,3.59023E-09,1
AT3G44010,0.29,7.70251E-21,1.18195E-16,1
AT5G16130,0.28,1.12505E-24,1.7264E-20,1
AT2G28000,0.28,9.22733E-09,0.000141593,1
AT5G01910,0.28,5.01763E-09,7.69955E-05,1
AT3G23390,0.28,8.59677E-18,1.31917E-13,1
AT3G10090,0.28,2.04313E-09,3.13519E-05,1
AT5G56670,0.28,2.36525E-21,3.62947E-17,1
AT3G22310,0.28,2.91718E-08,0.000447642,1
AT1G14810,0.28,5.11282E-10,7.84562E-06,1
AT3G56020,0.28,7.31329E-15,1.12222E-10,1
AT5G57120,0.28,3.90536E-09,5.99278E-05,1
AT2G27840,0.28,2.85972E-10,4.38824E-06,1
AT4G25890,0.28,1.94224E-13,2.98036E-09,1
AT3G62250,0.28,1.83838E-22,2.821E-18,1
AT3G18600,0.28,1.65508E-09,2.53972E-05,1
AT4G00810,0.28,3.33726E-14,5.12103E-10,1
AT3G27330,0.28,8.51194E-15,1.30616E-10,1
AT1G20220,0.28,8.88648E-12,1.36363E-07,1
AT1G61570,0.27,2.37694E-09,3.64742E-05,1
AT2G44860,0.27,6.39639E-10,9.81526E-06,1
AT3G01790,0.27,4.49228E-12,6.8934E-08,1
AT4G33865,0.27,2.43375E-15,3.73458E-11,1
AT1G26880,0.27,1.53011E-19,2.34796E-15,1
AT4G29410,0.27,2.4501E-27,3.75968E-23,1
AT5G39740,0.27,1.40902E-28,2.16214E-24,1
AT5G15520,0.27,2.40562E-11,3.69143E-07,1
AT5G27330,0.27,4.81793E-09,7.39311E-05,1
AT5G50810,0.27,3.46564E-15,5.31802E-11,1
AT1G56045,0.27,1.75621E-12,2.6949E-08,1
AT2G31610,0.27,2.44848E-20,3.75719E-16,1
AT5G60670,0.27,6.21863E-19,9.54248E-15,1
AT5G23740,0.26,9.5883E-33,1.47132E-28,1
AT5G09510,0.26,9.92547E-15,1.52306E-10,1
AT4G02230,0.26,8.54414E-20,1.3111E-15,1
AT2G40360,0.26,6.02821E-08,0.000925029,1
AT2G43460,0.26,1.60941E-20,2.46964E-16,1
AT1G08360,0.26,4.44135E-29,6.81526E-25,1
AT1G56680,0.26,1.38897E-12,2.13137E-08,1
AT1G79150,0.26,4.35948E-08,0.000668962,1
AT1G08580,0.26,2.24761E-09,3.44895E-05,1
AT4G36130,0.26,6.02006E-17,9.23779E-13,1
AT3G07770,0.26,1.88216E-08,0.000288817,1
AT4G16630,0.26,8.34882E-08,0.001281126,1
AT2G19750,0.26,1.51961E-16,2.33184E-12,1
AT2G37190,0.26,4.70343E-45,7.21741E-41,1
AT1G76540,0.26,9.13472E-10,1.40172E-05,1
AT1G23410,0.26,5.26524E-08,0.000807952,1
AT2G01505,0.26,3.5641E-18,5.46911E-14,1
AT3G07050,0.26,6.66332E-09,0.000102249,1
AT5G45775,0.26,1.41639E-24,2.17345E-20,1
AT5G02960,0.26,2.74718E-17,4.21555E-13,1
AT5G41520,0.26,5.4328E-41,8.33663E-37,1
AT4G26110,0.26,3.84152E-13,5.89481E-09,1
AT4G37910,0.25,3.25575E-07,0.004995956,1
AT5G47210,0.25,6.89816E-17,1.05852E-12,1
AT2G47610,0.25,1.10642E-30,1.6978E-26,1
AT5G52650,0.25,5.85116E-21,8.9786E-17,1
AT2G21580,0.25,1.74362E-26,2.67558E-22,1
AT1G09690,0.25,1.77383E-29,2.72194E-25,1
AT5G66860,0.25,1.22188E-09,1.87498E-05,1
AT5G27700,0.25,1.73415E-23,2.66106E-19,1
AT1G20610,0.25,1.80099E-11,2.76362E-07,1
AT1G32580,0.25,3.1763E-07,0.004874038,1
AT2G31410,0.25,2.31291E-10,3.54916E-06,1
AT3G46560,0.25,2.28586E-07,0.003507659,1
AT5G57980,0.25,5.11976E-16,7.85627E-12,1
AT2G32060,0.25,3.45652E-18,5.30403E-14,1
AT3G10610,0.25,4.42954E-10,6.79713E-06,1
AT2G30860,1.15,2.04927E-10,3.14461E-06,2
AT1G11580,1.08,8.38728E-38,1.28703E-33,2
AT4G28410,1.06,2.71947E-43,4.17302E-39,2
AT5G02380,0.96,7.59463E-10,1.1654E-05,2
AT1G20620,0.93,3.98719E-30,6.11834E-26,2
AT1G28330,0.87,7.33641E-20,1.12577E-15,2
AT3G44300,0.87,1.58336E-21,2.42966E-17,2
AT1G33110,0.85,2.81084E-50,4.31323E-46,2
AT4G39950,0.85,4.21257E-11,6.46419E-07,2
AT5G21020,0.84,1.61142E-36,2.47273E-32,2
AT1G02850,0.81,2.15965E-33,3.31398E-29,2
AT1G62500,0.81,3.66309E-27,5.62102E-23,2
AT1G64720,0.79,2.45867E-37,3.77284E-33,2
AT5G03240,0.77,1.47226E-12,2.25919E-08,2
AT3G19030,0.76,3.17701E-27,4.87512E-23,2
AT3G44310,0.76,7.13822E-30,1.09536E-25,2
AT1G73620,0.75,5.25141E-19,8.05829E-15,2
AT4G31500,0.72,2.23253E-16,3.42582E-12,2
AT2G33830,0.72,2.76863E-18,4.24847E-14,2
AT3G12120,0.71,2.14085E-34,3.28514E-30,2
AT2G29330,0.70,8.45809E-28,1.29789E-23,2
AT1G70710,0.70,3.57497E-23,5.4858E-19,2
AT5G61600,0.70,1.50032E-19,2.30225E-15,2
AT5G28640,0.68,1.13574E-20,1.74279E-16,2
AT3G15450,0.66,1.73443E-11,2.66149E-07,2
AT2G12646,0.63,3.42979E-29,5.26301E-25,2
AT2G28790,0.62,6.63402E-15,1.01799E-10,2
AT3G14990,0.62,3.16967E-11,4.86386E-07,2
AT5G65380,0.60,2.00315E-28,3.07384E-24,2
AT4G34881,0.60,9.51145E-25,1.45953E-20,2
AT4G28240,0.60,2.83302E-12,4.34727E-08,2
AT1G67810,0.60,6.04163E-19,9.27089E-15,2
AT4G30270,0.60,3.5713E-08,0.000548016,2
AT4G05070,0.60,5.06484E-12,7.772E-08,2
AT3G48690,0.59,1.37119E-24,2.10409E-20,2
AT1G07590,0.58,3.28043E-07,0.005033815,2
AT3G56220,0.58,6.27296E-21,9.62585E-17,2
AT5G22300,0.57,1.72564E-24,2.648E-20,2
AT5G03230,0.57,4.33511E-24,6.65223E-20,2
AT3G30350,0.56,4.36304E-22,6.69508E-18,2
AT4G36620,0.56,2.66328E-14,4.0868E-10,2
AT5G41700,0.56,2.91953E-16,4.48002E-12,2
AT3G15240,0.56,9.09094E-24,1.395E-19,2
AT4G15910,0.56,6.57995E-27,1.00969E-22,2
AT3G17020,0.56,2.22417E-15,3.41299E-11,2
AT2G13360,0.55,1.07924E-18,1.6561E-14,2
AT1G46264,0.54,1.05593E-24,1.62032E-20,2
AT4G04620,0.54,1.20572E-26,1.85017E-22,2
AT5G03860,0.53,2.30388E-21,3.5353E-17,2
AT3G22120,0.53,1.40431E-14,2.15491E-10,2
AT4G23100,0.52,1.56024E-16,2.3942E-12,2
AT1G64970,0.52,5.36224E-30,8.22836E-26,2
AT5G15950,0.51,4.31667E-12,6.62394E-08,2
AT1G35516,0.51,8.31835E-20,1.27645E-15,2
AT4G09830,0.51,3.90071E-20,5.98564E-16,2
AT5G39850,0.50,6.67895E-17,1.02488E-12,2
AT4G28100,0.50,2.76456E-19,4.24222E-15,2
AT5G10860,0.50,6.06983E-20,9.31415E-16,2
AT2G37410,0.49,4.33056E-19,6.64524E-15,2
AT1G64230,0.49,7.37078E-17,1.13105E-12,2
AT2G30520,0.49,3.00931E-12,4.61779E-08,2
AT1G26800,0.49,3.12565E-13,4.79631E-09,2
AT2G01420,0.49,2.41608E-08,0.000370748,2
AT2G46650,0.49,5.1774E-11,7.94472E-07,2
AT5G19120,0.48,4.93017E-09,7.56535E-05,2
AT5G66052,0.47,4.69966E-22,7.21162E-18,2
AT2G23810,0.47,1.8347E-08,0.000281535,2
AT2G29980,0.47,3.35675E-15,5.15094E-11,2
AT5G04590,0.47,4.04313E-23,6.20418E-19,2
AT1G32640,0.47,1.83494E-09,2.81571E-05,2
AT4G34620,0.47,1.32835E-24,2.03835E-20,2
AT4G10640,0.47,2.79588E-11,4.29028E-07,2
AT4G08770,0.46,2.73506E-13,4.19695E-09,2
AT1G47128,0.46,2.284E-10,3.50479E-06,2
AT5G62900,0.46,3.40711E-14,5.22821E-10,2
AT2G22330,0.45,1.38194E-07,0.002120588,2
AT1G55360,0.45,7.88592E-18,1.21009E-13,2
AT2G38400,0.45,3.13729E-12,4.81417E-08,2
AT1G74100,0.45,3.79946E-10,5.83027E-06,2
AT4G20070,0.45,8.60252E-18,1.32006E-13,2
AT4G25050,0.45,1.36592E-31,2.096E-27,2
AT3G48000,0.44,1.69657E-11,2.60339E-07,2
AT4G02290,0.44,3.08983E-07,0.00474134,2
AT3G24520,0.44,5.50995E-13,8.45501E-09,2
AT1G60950,0.44,9.28469E-14,1.42474E-09,2
AT5G16110,0.44,4.14195E-11,6.35582E-07,2
AT5G65660,0.44,2.32626E-08,0.000356964,2
AT5G19520,0.43,2.25694E-17,3.46327E-13,2
AT1G70310,0.43,4.41135E-17,6.76921E-13,2
AT5G46780,0.43,2.56361E-20,3.93387E-16,2
AT1G23820,0.43,6.64982E-21,1.02042E-16,2
AT3G44720,0.43,7.99371E-13,1.22663E-08,2
AT1G03840,0.43,7.83851E-19,1.20282E-14,2
AT1G56200,0.43,2.15848E-15,3.31218E-11,2
AT2G36930,0.43,4.01545E-15,6.16171E-11,2
AT3G02470,0.42,2.23732E-17,3.43317E-13,2
AT2G24280,0.42,1.50101E-20,2.30329E-16,2
AT4G34138,0.41,6.47286E-17,9.9326E-13,2
AT4G39800,0.41,1.7068E-12,2.61908E-08,2
AT3G57010,0.41,6.75503E-10,1.03656E-05,2
AT5G03150,0.41,3.87274E-19,5.94273E-15,2
AT3G54920,0.41,2.64717E-13,4.06208E-09,2
AT1G69526,0.41,2.46763E-14,3.78658E-10,2
AT3G10985,0.41,2.20496E-08,0.000338352,2
AT2G37970,0.41,2.1769E-15,3.34045E-11,2
AT5G28020,0.41,5.89499E-18,9.04586E-14,2
AT5G13370,0.41,1.40865E-23,2.16157E-19,2
AT4G35090,0.40,5.3917E-12,8.27356E-08,2
AT3G04520,0.40,1.75928E-13,2.69962E-09,2
AT1G11670,0.40,8.66863E-11,1.3302E-06,2
AT2G38860,0.40,1.82889E-11,2.80643E-07,2
AT1G56280,0.40,1.15607E-10,1.77399E-06,2
AT3G20390,0.40,3.25612E-19,4.99651E-15,2
AT3G51840,0.40,2.34838E-12,3.60359E-08,2
AT2G01490,0.40,2.79636E-14,4.29101E-10,2
AT5G55120,0.39,7.7443E-17,1.18836E-12,2
AT4G14030,0.39,3.30078E-13,5.06505E-09,2
AT1G69700,0.39,1.10143E-14,1.69015E-10,2
AT3G62760,0.39,5.40123E-07,0.008288187,2
AT3G62980,0.39,6.88963E-16,1.05721E-11,2
AT1G29980,0.39,8.93631E-13,1.37128E-08,2
AT2G23070,0.38,2.1311E-18,3.27017E-14,2
AT3G46600,0.38,3.13844E-09,4.81593E-05,2
AT1G25260,0.38,3.91209E-14,6.0031E-10,2
AT1G73260,0.38,1.65966E-10,2.54675E-06,2
AT4G38210,0.38,1.13513E-19,1.74186E-15,2
AT1G15910,0.38,1.60545E-14,2.46356E-10,2
AT1G17530,0.38,6.47031E-12,9.92869E-08,2
AT3G13580,0.38,7.5534E-17,1.15907E-12,2
AT4G08950,0.37,2.71537E-08,0.000416673,2
AT2G06925,0.37,1.25946E-18,1.93263E-14,2
AT2G28840,0.36,1.70224E-11,2.61209E-07,2
AT5G06360,0.36,1.08172E-12,1.65989E-08,2
AT1G47530,0.36,8.07999E-12,1.23987E-07,2
AT3G23490,0.36,3.26967E-13,5.01731E-09,2
AT3G16640,0.36,2.7282E-19,4.18642E-15,2
AT1G15500,0.36,2.46022E-13,3.77521E-09,2
AT3G60140,0.36,2.05449E-09,3.15261E-05,2
AT4G16830,0.36,1.48365E-13,2.27665E-09,2
AT5G17000,0.35,1.10662E-18,1.6981E-14,2
AT1G09970,0.35,6.09646E-13,9.35501E-09,2
AT5G05640,0.35,5.12596E-11,7.86578E-07,2
AT2G03830,0.35,1.31956E-07,0.002024863,2
AT4G27450,0.35,5.93247E-15,9.10338E-11,2
AT3G61820,0.35,3.20725E-21,4.92152E-17,2
AT3G48560,0.34,2.63304E-11,4.04041E-07,2
AT1G31040,0.34,1.76217E-20,2.70405E-16,2
AT5G13710,0.34,5.76028E-15,8.83915E-11,2
AT3G47470,0.34,1.44892E-17,2.22336E-13,2
AT4G27000,0.34,1.10726E-13,1.69909E-09,2
AT2G31750,0.34,3.82219E-12,5.86514E-08,2
AT2G22660,0.34,1.85073E-13,2.83994E-09,2
AT1G12410,0.34,1.34969E-13,2.0711E-09,2
AT5G48160,0.34,1.46547E-11,2.24876E-07,2
AT5G36160,0.34,2.92448E-12,4.48761E-08,2
AT5G12410,0.34,1.21965E-12,1.87155E-08,2
AT5G53420,0.34,2.61693E-20,4.01568E-16,2
AT3G55770,0.34,1.05955E-07,0.001625884,2
AT1G52740,0.34,3.88371E-12,5.95955E-08,2
AT2G31360,0.33,1.11859E-18,1.71648E-14,2
AT3G50870,0.33,3.49932E-10,5.36971E-06,2
AT2G23050,0.33,1.41054E-08,0.000216447,2
AT2G34690,0.33,8.99037E-13,1.37957E-08,2
AT3G17609,0.33,4.45723E-10,6.83962E-06,2
AT3G26770,0.33,1.20632E-18,1.8511E-14,2
AT4G17730,0.33,7.2244E-11,1.10858E-06,2
AT4G18360,0.33,4.13148E-15,6.33975E-11,2
AT5G14000,0.33,1.51022E-07,0.002317426,2
AT1G17285,0.33,1.46021E-07,0.002240695,2
AT3G14310,0.33,1.7018E-09,2.61141E-05,2
AT5G52920,0.33,1.77925E-10,2.73025E-06,2
AT2G37340,0.33,6.0581E-09,9.29615E-05,2
AT2G45960,0.33,5.35497E-08,0.00082172,2
AT1G58360,0.32,3.57767E-16,5.48993E-12,2
AT3G57050,0.32,2.25726E-13,3.46376E-09,2
AT2G34750,0.32,1.47568E-11,2.26443E-07,2
AT4G24220,0.32,3.06365E-07,0.004701169,2
AT3G52870,0.32,3.15881E-15,4.8472E-11,2
AT5G60890,0.32,1.54683E-10,2.37361E-06,2
AT1G06040,0.32,9.14932E-08,0.001403963,2
AT5G46250,0.32,1.70543E-12,2.61698E-08,2
AT5G66720,0.32,1.35326E-13,2.07657E-09,2
AT1G67030,0.32,2.68084E-11,4.11375E-07,2
AT3G13175,0.31,2.67066E-07,0.004098122,2
AT1G16350,0.31,1.03123E-11,1.58242E-07,2
AT4G38060,0.31,9.39406E-08,0.001441519,2
AT4G39900,0.31,1.03972E-09,1.59545E-05,2
AT5G58090,0.31,2.78528E-14,4.27401E-10,2
AT5G67360,0.31,1.34729E-08,0.000206742,2
AT2G36900,0.31,2.47283E-10,3.79456E-06,2
AT2G37760,0.31,1.42669E-14,2.18925E-10,2
AT4G33250,0.31,6.95381E-18,1.06706E-13,2
AT5G59440,0.31,5.59227E-09,8.58133E-05,2
AT3G19820,0.31,4.02987E-11,6.18383E-07,2
AT3G23570,0.31,3.97688E-12,6.10253E-08,2
AT5G13740,0.31,1.06779E-12,1.63853E-08,2
AT4G09320,0.31,4.18425E-08,0.000642073,2
AT1G50420,0.31,1.46682E-12,2.25084E-08,2
AT4G01150,0.31,5.4748E-11,8.40108E-07,2
AT3G51880,0.30,7.94267E-10,1.2188E-05,2
AT5G40850,0.30,5.06539E-09,7.77285E-05,2
AT4G34350,0.30,5.54565E-09,8.50981E-05,2
AT1G26665,0.30,3.35046E-11,5.14128E-07,2
AT5G62890,0.30,7.4271E-10,1.13969E-05,2
AT3G48700,0.30,3.78844E-12,5.81336E-08,2
AT3G11450,0.30,3.16567E-10,4.85772E-06,2
AT3G18830,0.29,1.07693E-08,0.000165255,2
AT4G26110,0.29,2.59582E-08,0.000398329,2
AT1G06570,0.29,1.01977E-11,1.56484E-07,2
AT1G52760,0.29,1.08808E-16,1.66966E-12,2
AT3G48530,0.29,3.17832E-09,4.87713E-05,2
AT3G27770,0.29,1.7444E-08,0.000267678,2
AT3G60300,0.29,4.17188E-08,0.000640176,2
AT5G20920,0.29,5.40048E-10,8.28704E-06,2
AT2G01100,0.28,5.44294E-08,0.000835219,2
AT2G36080,0.28,7.85993E-09,0.000120611,2
AT5G01020,0.28,7.61405E-09,0.000116838,2
AT2G05790,0.28,5.23016E-07,0.008025677,2
AT5G65220,0.28,9.75194E-09,0.000149644,2
AT1G63980,0.28,1.01767E-08,0.000156161,2
AT4G15780,0.28,2.258E-08,0.00034649,2
AT4G32910,0.28,4.81716E-10,7.39194E-06,2
AT4G13430,0.28,8.34101E-09,0.000127993,2
AT5G09770,0.28,7.69871E-08,0.001181367,2
AT3G10190,0.28,9.78639E-11,1.50172E-06,2
AT1G13380,0.28,7.71646E-09,0.000118409,2
AT2G47710,0.28,4.34987E-08,0.000667487,2
AT5G51970,0.28,1.53169E-09,2.35038E-05,2
AT4G34860,0.27,3.3091E-09,5.07782E-05,2
AT2G34070,0.27,4.32486E-09,6.63649E-05,2
AT4G11240,0.27,4.05996E-08,0.000623001,2
AT5G08570,0.27,3.8097E-09,5.84598E-05,2
AT1G70370,0.27,5.52996E-07,0.008485719,2
AT3G61440,0.27,2.75227E-07,0.004223363,2
AT5G60340,0.27,1.18565E-07,0.001819377,2
AT5G14430,0.27,4.72946E-08,0.000725736,2
AT1G44170,0.27,8.28308E-13,1.27104E-08,2
AT4G29840,0.27,7.03688E-08,0.001079809,2
AT2G37180,0.26,2.89199E-07,0.00443776,2
AT2G46830,0.26,6.09481E-11,9.35249E-07,2
AT3G57290,0.26,1.19166E-08,0.00018286,2
AT3G14415,0.26,9.6836E-13,1.48595E-08,2
AT1G19600,0.26,1.17875E-09,1.80879E-05,2
AT1G26470,0.26,1.77388E-07,0.002722022,2
AT5G18130,0.26,3.47245E-13,5.32847E-09,2
AT5G49300,0.26,9.56282E-11,1.46742E-06,2
AT3G46500,0.26,1.36934E-11,2.10125E-07,2
AT3G05290,0.26,1.93198E-11,2.96463E-07,2
AT5G25280,0.26,2.05274E-07,0.003149928,2
AT5G65260,0.26,5.92388E-09,9.0902E-05,2
AT4G15248,0.26,2.10626E-07,0.003232061,2
AT5G60540,0.26,2.65592E-08,0.000407551,2
AT2G46280,0.26,9.07125E-11,1.39198E-06,2
AT5G19740,0.26,1.99081E-14,3.0549E-10,2
AT1G76010,0.26,1.88505E-08,0.000289261,2
AT3G26980,0.26,5.21548E-10,8.00315E-06,2
AT2G43710,0.26,7.42274E-08,0.001139019,2
AT1G30230,0.26,1.74731E-13,2.68125E-09,2
AT5G20520,0.26,3.33072E-07,0.005110987,2
AT5G25770,0.25,8.24539E-10,1.26526E-05,2
AT1G01060,0.25,5.53602E-09,8.49502E-05,2
AT1G61740,0.25,2.42622E-09,3.72304E-05,2
AT1G02840,0.25,1.34162E-07,0.00205871,2
AT2G47450,0.25,5.68555E-14,8.72448E-10,2
AT4G39955,0.25,3.14747E-07,0.004829799,2
AT5G42990,0.25,5.35866E-07,0.008222863,2
AT5G39670,0.25,1.97301E-10,3.02758E-06,2
AT2G29400,0.25,3.67158E-08,0.000563405,2
AT3G14240,0.25,9.51857E-09,0.000146062,2
AT2G03090,1.39,3.69071E-58,5.66339E-54,3
AT5G48480,1.25,8.42887E-53,1.29341E-48,3
AT3G15680,1.18,1.58902E-26,2.43835E-22,3
AT2G16850,1.11,1.82295E-44,2.79732E-40,3
AT2G21050,1.06,8.59662E-40,1.31915E-35,3
AT5G22880,1.05,4.01585E-19,6.16232E-15,3
