Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G09590,0.69,5.98044E-78,1.10746E-73,8
AT1G72370,0.69,2.38799E-86,4.42208E-82,8
AT5G60670,0.69,1.79402E-61,3.32216E-57,8
AT1G27400,0.69,3.8578E-78,7.14388E-74,8
AT4G17390,0.69,4.12354E-84,7.63596E-80,8
AT3G55750,0.69,6.92156E-98,1.28174E-93,8
AT5G27850,0.69,1.64396E-89,3.04429E-85,8
AT3G49010,0.68,2.14223E-93,3.96699E-89,8
AT3G09200,0.68,1.50465E-74,2.78631E-70,8
AT3G53430,0.68,4.82742E-81,8.93941E-77,8
AT3G06700,0.68,1.09358E-87,2.0251E-83,8
AT2G36620,0.68,3.77284E-82,6.98654E-78,8
AT3G53740,0.68,8.55882E-87,1.58492E-82,8
AT4G00100,0.68,8.9852E-99,1.66389E-94,8
AT5G63550,0.68,2.6648E-117,4.9347E-113,8
AT2G18020,0.68,8.13224E-92,1.50593E-87,8
AT4G16720,0.67,8.07256E-81,1.49488E-76,8
AT2G21580,0.67,3.89005E-77,7.2036E-73,8
AT3G23390,0.67,7.7965E-78,1.44376E-73,8
AT5G47700,0.67,3.7407E-79,6.92703E-75,8
AT2G29570,0.66,1.03476E-86,1.91618E-82,8
AT5G22440,0.66,1.09485E-74,2.02744E-70,8
AT2G19730,0.66,2.75103E-88,5.09436E-84,8
AT1G48630,0.66,7.73148E-69,1.43172E-64,8
AT5G02960,0.66,2.0914E-99,3.87294E-95,8
AT5G56710,0.66,4.13012E-91,7.64815E-87,8
AT2G38810,0.66,2.5293E-84,4.68376E-80,8
AT3G28900,0.66,1.33599E-71,2.47399E-67,8
AT4G18100,0.65,1.13117E-90,2.0947E-86,8
AT3G58700,0.65,1.9139E-57,3.54416E-53,8
AT1G41880,0.65,3.76492E-74,6.97187E-70,8
AT4G36130,0.65,1.18352E-68,2.19165E-64,8
AT3G62870,0.65,5.85562E-81,1.08434E-76,8
AT2G39460,0.65,9.52837E-77,1.76446E-72,8
AT4G34670,0.65,1.15674E-84,2.14205E-80,8
AT3G62250,0.65,1.6976E-103,3.1436E-99,8
AT2G44120,0.65,9.54816E-65,1.76813E-60,8
AT2G37190,0.64,4.39967E-72,8.14732E-68,8
AT1G15930,0.64,8.83518E-86,1.6361E-81,8
AT5G02610,0.64,1.2573E-65,2.32827E-61,8
AT4G14320,0.64,5.02856E-67,9.31189E-63,8
AT5G59850,0.64,3.41556E-68,6.32494E-64,8
AT3G45030,0.64,1.45302E-74,2.69069E-70,8
AT2G20450,0.64,7.1337E-58,1.32102E-53,8
AT5G56670,0.64,3.48692E-80,6.45708E-76,8
AT2G34480,0.64,4.71169E-93,8.72511E-89,8
AT1G09690,0.64,3.55783E-89,6.58838E-85,8
AT1G67430,0.64,1.2896E-116,2.388E-112,8
AT4G12600,0.63,2.94758E-43,5.45832E-39,8
AT4G29390,0.63,7.01388E-81,1.29883E-76,8
AT2G25210,0.63,1.66863E-73,3.08998E-69,8
AT1G52300,0.63,2.44436E-96,4.52647E-92,8
AT5G04800,0.63,5.14264E-79,9.52315E-75,8
AT2G47110,0.63,9.8337E-84,1.82101E-79,8
AT4G15000,0.63,7.6072E-104,1.4087E-99,8
AT4G39200,0.63,2.0364E-109,3.771E-105,8
AT4G18730,0.63,1.38194E-67,2.55908E-63,8
AT3G11510,0.63,2.16776E-93,4.01425E-89,8
AT3G61110,0.63,1.15302E-63,2.13516E-59,8
AT3G04840,0.63,2.52089E-82,4.66818E-78,8
AT3G17160,0.63,5.94984E-67,1.10179E-62,8
AT1G18540,0.63,4.44199E-68,8.22567E-64,8
AT3G05560,0.62,2.2875E-71,4.23599E-67,8
AT5G47930,0.62,6.7119E-87,1.24291E-82,8
AT5G58420,0.62,3.1701E-77,5.8704E-73,8
AT1G70600,0.62,3.19106E-91,5.9092E-87,8
AT5G23740,0.62,2.97407E-77,5.50739E-73,8
AT3G59540,0.62,6.22941E-79,1.15356E-74,8
AT5G61000,0.62,2.8861E-101,5.34441E-97,8
AT3G56340,0.62,3.85293E-94,7.13485E-90,8
AT5G09510,0.61,2.5024E-74,4.63394E-70,8
AT3G06680,0.61,1.51631E-53,2.80789E-49,8
AT5G45775,0.61,8.28207E-65,1.53367E-60,8
AT2G01250,0.61,1.05563E-91,1.95481E-87,8
AT2G19750,0.61,8.00025E-56,1.48149E-51,8
AT1G26880,0.61,2.55985E-63,4.74032E-59,8
AT5G18380,0.61,8.8936E-109,1.6469E-104,8
AT2G37270,0.61,3.41122E-69,6.31689E-65,8
AT4G00810,0.61,2.22472E-85,4.11973E-81,8
AT1G08360,0.61,9.67862E-83,1.79229E-78,8
AT1G56045,0.61,3.10948E-71,5.75813E-67,8
AT5G27700,0.61,4.58887E-79,8.49767E-75,8
AT5G57290,0.61,2.21006E-94,4.09259E-90,8
AT1G57660,0.61,3.33645E-77,6.17843E-73,8
AT2G27720,0.60,6.70591E-95,1.2418E-90,8
AT5G02450,0.60,3.8936E-108,7.2101E-104,8
AT5G20290,0.60,3.8777E-115,7.1807E-111,8
AT1G57820,0.60,3.54883E-92,6.57172E-88,8
AT2G40590,0.60,2.92317E-61,5.41312E-57,8
AT3G23830,0.60,9.62664E-35,1.78266E-30,8
AT5G39740,0.60,6.93082E-76,1.28345E-71,8
AT3G47370,0.60,2.39355E-64,4.43237E-60,8
AT2G33370,0.60,4.79694E-72,8.88297E-68,8
AT5G07090,0.60,1.87913E-76,3.47978E-72,8
AT2G47610,0.59,1.17713E-80,2.17982E-76,8
AT4G27090,0.59,5.7821E-102,1.07072E-97,8
AT3G05590,0.59,1.0047E-77,1.8605E-73,8
AT4G29410,0.59,5.90959E-52,1.09434E-47,8
AT3G02080,0.59,2.47736E-79,4.58757E-75,8
AT2G43460,0.59,5.65635E-80,1.04744E-75,8
AT5G41520,0.59,5.23032E-88,9.6855E-84,8
AT5G03850,0.59,3.47402E-71,6.43319E-67,8
AT4G33865,0.59,7.62788E-68,1.41253E-63,8
AT4G31985,0.59,2.29673E-72,4.25309E-68,8
AT3G60770,0.59,1.21857E-86,2.25655E-82,8
AT1G74270,0.58,8.05451E-68,1.49153E-63,8
AT3G49910,0.58,7.7439E-99,1.43402E-94,8
AT3G48930,0.58,1.07743E-93,1.99519E-89,8
AT2G36160,0.58,1.88333E-77,3.48756E-73,8
AT1G22780,0.58,5.17844E-76,9.58944E-72,8
AT4G22230,0.58,5.28837E-37,9.793E-33,8
AT3G53020,0.58,3.52621E-91,6.52983E-87,8
AT1G18080,0.58,5.16804E-58,9.57018E-54,8
AT5G67510,0.58,1.46462E-56,2.71218E-52,8
AT4G25890,0.58,1.50813E-52,2.79275E-48,8
AT1G69620,0.58,6.72909E-85,1.24609E-80,8
AT2G09990,0.58,2.33159E-59,4.31765E-55,8
AT3G25520,0.58,8.86507E-85,1.64163E-80,8
AT2G16600,0.58,1.5617E-86,2.89196E-82,8
AT3G44010,0.57,2.10331E-74,3.8949E-70,8
AT2G39390,0.57,2.4041E-49,4.45191E-45,8
AT1G33120,0.57,2.28174E-75,4.22532E-71,8
AT5G27770,0.57,3.42456E-67,6.3416E-63,8
AT5G52650,0.57,6.60363E-75,1.22286E-70,8
AT5G15200,0.57,3.58576E-90,6.64011E-86,8
AT2G28720,0.57,1.01646E-63,1.88228E-59,8
AT1G29250,0.57,3.77006E-44,6.9814E-40,8
AT1G04020,0.57,4.79735E-84,8.88373E-80,8
AT3G52580,0.56,1.08182E-63,2.00331E-59,8
AT1G14980,0.56,9.50759E-49,1.76062E-44,8
AT1G49410,0.56,5.84032E-54,1.08151E-49,8
AT1G33140,0.56,8.20259E-89,1.51895E-84,8
AT3G12390,0.56,2.25851E-63,4.18231E-59,8
AT1G02780,0.56,1.7394E-103,3.221E-99,8
AT4G10450,0.56,1.25141E-46,2.31735E-42,8
AT3G09630,0.56,1.61084E-64,2.98296E-60,8
AT1G57860,0.56,4.7962E-57,8.8816E-53,8
AT1G14320,0.55,6.02546E-90,1.11579E-85,8
AT4G25630,0.55,4.65868E-29,8.62694E-25,8
AT3G18740,0.55,6.62372E-64,1.22658E-59,8
AT3G60530,0.55,7.0139E-48,1.29883E-43,8
AT1G20696,0.55,6.46818E-46,1.19778E-41,8
AT3G52590,0.55,5.05384E-80,9.3587E-76,8
AT3G09500,0.55,3.84916E-87,7.12787E-83,8
AT2G27530,0.55,6.35942E-75,1.17764E-70,8
AT5G08180,0.55,1.00506E-39,1.86116E-35,8
AT3G02560,0.55,2.98971E-78,5.53634E-74,8
AT4G26230,0.55,1.93154E-54,3.57682E-50,8
AT1G73230,0.55,2.11204E-58,3.91107E-54,8
AT2G17360,0.54,8.44618E-78,1.56406E-73,8
AT3G46560,0.54,1.50992E-59,2.79608E-55,8
AT1G34030,0.54,2.00252E-65,3.70827E-61,8
AT2G05220,0.54,7.30123E-92,1.35204E-87,8
AT4G16141,0.54,9.67661E-41,1.79191E-36,8
AT3G04920,0.54,6.24527E-79,1.1565E-74,8
AT1G74500,0.54,1.5459E-59,2.86269E-55,8
AT3G44590,0.54,1.70943E-48,3.16552E-44,8
AT2G19740,0.54,3.94364E-50,7.30284E-46,8
AT3G10610,0.54,9.68158E-58,1.79283E-53,8
AT3G53870,0.54,1.2941E-65,2.39642E-61,8
AT2G40510,0.54,2.28585E-46,4.23294E-42,8
AT3G14600,0.54,4.54092E-77,8.40888E-73,8
AT5G28060,0.53,1.04974E-82,1.9439E-78,8
AT4G10480,0.53,4.25518E-50,7.87974E-46,8
AT2G29530,0.53,8.18496E-55,1.51569E-50,8
AT3G24830,0.53,2.39947E-80,4.44334E-76,8
AT2G31610,0.53,4.77691E-68,8.84589E-64,8
AT1G23290,0.53,9.34738E-57,1.73095E-52,8
AT3G52630,0.53,7.02292E-83,1.30051E-78,8
AT3G16780,0.53,3.70291E-49,6.85705E-45,8
AT4G22235,0.53,3.94885E-50,7.31248E-46,8
AT3G18130,0.52,1.8871E-49,3.49454E-45,8
AT2G04390,0.52,3.9193E-58,7.25776E-54,8
AT1G04270,0.52,2.1597E-89,3.99934E-85,8
AT4G34555,0.52,4.90849E-56,9.08955E-52,8
AT3G04400,0.52,1.3197E-103,2.4439E-99,8
AT3G53890,0.52,2.6449E-71,4.89782E-67,8
AT2G41840,0.52,4.9334E-99,9.13569E-95,8
AT4G31700,0.52,9.99714E-75,1.85127E-70,8
AT5G62340,0.52,9.91581E-60,1.83621E-55,8
AT5G62300,0.51,9.71773E-79,1.79953E-74,8
AT5G19510,0.51,5.63562E-87,1.0436E-82,8
AT2G37600,0.51,1.37263E-41,2.54184E-37,8
AT5G47210,0.51,2.8496E-47,5.27688E-43,8
AT4G34870,0.50,1.20703E-77,2.23519E-73,8
AT5G22650,0.50,5.98612E-35,1.10851E-30,8
AT4G25740,0.50,5.4625E-59,1.01155E-54,8
AT4G13170,0.50,1.64023E-49,3.03738E-45,8
AT2G36170,0.49,9.99427E-55,1.85074E-50,8
AT2G21660,0.49,6.13006E-69,1.13517E-64,8
AT1G73940,0.49,6.44994E-58,1.1944E-53,8
AT2G20490,0.49,4.13013E-34,7.64818E-30,8
AT1G09210,0.49,1.25056E-35,2.31579E-31,8
AT4G17520,0.49,2.01123E-48,3.72439E-44,8
AT5G50810,0.49,1.97482E-47,3.65697E-43,8
AT3G52960,0.49,3.71491E-58,6.87926E-54,8
AT3G11940,0.49,2.5628E-101,4.74571E-97,8
AT1G17880,0.48,2.03211E-65,3.76307E-61,8
AT1G23410,0.48,2.22039E-43,4.11172E-39,8
AT1G74060,0.48,6.42908E-64,1.19054E-59,8
AT3G43980,0.48,1.76994E-44,3.27757E-40,8
AT3G44750,0.48,2.79903E-36,5.18325E-32,8
AT1G01100,0.47,1.36315E-86,2.52429E-82,8
AT5G60390,0.47,8.46901E-85,1.56829E-80,8
AT3G10090,0.47,1.49867E-46,2.77524E-42,8
AT5G10360,0.47,1.18198E-82,2.18879E-78,8
AT1G56110,0.47,9.33675E-43,1.72898E-38,8
AT3G03920,0.46,7.42263E-29,1.37452E-24,8
AT5G35530,0.46,1.95277E-65,3.61614E-61,8
AT1G01370,0.46,1.44498E-91,2.67581E-87,8
AT3G56070,0.46,1.2635E-30,2.33975E-26,8
AT1G43170,0.46,2.95067E-67,5.46405E-63,8
AT5G46430,0.46,8.2647E-60,1.53046E-55,8
AT3G20000,0.45,6.16892E-48,1.14236E-43,8
AT3G07800,0.45,3.00188E-42,5.55889E-38,8
AT1G16000,0.45,4.36751E-45,8.08775E-41,8
AT1G74050,0.45,3.86768E-59,7.16217E-55,8
AT4G38740,0.45,3.67374E-21,6.80304E-17,8
AT1G54890,0.45,1.07437E-22,1.98952E-18,8
AT3G58610,0.45,1.59224E-40,2.9485E-36,8
AT5G18790,0.44,2.55918E-46,4.73908E-42,8
AT5G27120,0.44,2.40817E-36,4.45945E-32,8
AT3G57150,0.44,4.9814E-40,9.22456E-36,8
AT3G23990,0.44,1.71885E-35,3.18297E-31,8
AT4G26960,0.44,6.54904E-74,1.21275E-69,8
AT1G04480,0.44,8.09568E-49,1.49916E-44,8
AT5G23900,0.44,8.32018E-50,1.54073E-45,8
AT2G17560,0.44,2.87025E-42,5.31512E-38,8
AT1G27435,0.44,1.42397E-46,2.63691E-42,8
AT2G15000,0.43,8.89486E-44,1.64715E-39,8
AT5G02870,0.43,3.21354E-52,5.95084E-48,8
AT2G11910,0.43,1.31145E-37,2.42853E-33,8
AT5G48760,0.43,1.25758E-41,2.32879E-37,8
AT1G07930,0.43,1.85252E-45,3.4305E-41,8
AT4G26110,0.42,2.01304E-34,3.72775E-30,8
AT1G27950,0.42,5.35742E-31,9.92087E-27,8
AT4G09800,0.42,4.8994E-47,9.0727E-43,8
AT5G13870,0.42,6.76013E-32,1.25184E-27,8
AT3G13882,0.42,8.30501E-56,1.53792E-51,8
AT1G80190,0.42,5.2164E-104,9.6597E-100,8
AT5G15950,0.41,1.11419E-41,2.06327E-37,8
AT3G54650,0.41,1.60198E-40,2.96655E-36,8
AT4G36420,0.41,5.53579E-44,1.02512E-39,8
AT3G15000,0.41,4.21545E-33,7.80617E-29,8
AT1G07770,0.41,5.86913E-92,1.08685E-87,8
AT4G02930,0.41,9.47011E-40,1.75368E-35,8
AT3G06740,0.41,1.58506E-41,2.93522E-37,8
AT1G48920,0.41,2.1868E-19,4.04952E-15,8
AT3G02820,0.41,2.03817E-79,3.77428E-75,8
AT5G42020,0.41,3.26177E-23,6.04014E-19,8
AT3G55170,0.41,7.17978E-39,1.32955E-34,8
AT5G15520,0.40,1.63234E-48,3.02277E-44,8
AT4G25340,0.40,8.07223E-34,1.49482E-29,8
AT2G44860,0.40,1.97996E-29,3.66649E-25,8
AT1G20220,0.40,2.79513E-36,5.17602E-32,8
AT5G56320,0.40,1.22665E-29,2.27151E-25,8
AT3G05060,0.40,8.80132E-31,1.62983E-26,8
AT4G30220,0.40,8.6193E-35,1.59612E-30,8
AT1G65290,0.40,2.11071E-48,3.90861E-44,8
AT2G23930,0.40,1.04351E-36,1.93237E-32,8
AT4G09320,0.40,7.68616E-32,1.42332E-27,8
AT1G20430,0.40,5.16962E-41,9.57309E-37,8
AT4G21960,0.40,7.93177E-44,1.46881E-39,8
AT3G17300,0.40,2.29602E-43,4.25178E-39,8
AT5G49160,0.40,7.07719E-93,1.31055E-88,8
AT1G61570,0.40,5.13906E-33,9.51651E-29,8
AT1G30230,0.40,1.28039E-87,2.37102E-83,8
AT2G21790,0.39,2.1451E-56,3.97229E-52,8
AT3G46040,0.39,8.78948E-39,1.62764E-34,8
AT2G23350,0.39,4.54749E-33,8.42105E-29,8
AT3G57490,0.39,5.2586E-42,9.73787E-38,8
AT3G08520,0.39,1.55692E-39,2.88311E-35,8
AT1G21750,0.38,7.46395E-18,1.38217E-13,8
AT4G15910,0.38,1.73468E-31,3.21228E-27,8
AT1G52930,0.38,8.98783E-31,1.66437E-26,8
AT4G02230,0.38,4.43513E-41,8.21297E-37,8
AT1G54580,0.38,1.67632E-63,3.10422E-59,8
AT2G27840,0.38,2.17861E-33,4.03435E-29,8
AT1G07070,0.38,1.80587E-38,3.34412E-34,8
AT3G06040,0.38,1.94455E-40,3.60092E-36,8
AT1G77750,0.38,1.14315E-44,2.11688E-40,8
AT3G54750,0.38,1.84352E-81,3.41384E-77,8
AT1G58380,0.38,3.65876E-41,6.77528E-37,8
AT2G18400,0.38,2.44256E-46,4.52314E-42,8
AT5G52470,0.37,3.67371E-27,6.80297E-23,8
AT5G40770,0.37,3.02342E-29,5.59877E-25,8
AT1G74560,0.37,2.38843E-30,4.42289E-26,8
AT2G41650,0.37,3.38652E-36,6.27117E-32,8
AT3G62530,0.37,6.20228E-34,1.14854E-29,8
AT3G51800,0.37,1.23504E-36,2.28705E-32,8
AT5G38110,0.37,3.86214E-57,7.15192E-53,8
AT5G62330,0.37,1.09123E-31,2.02074E-27,8
AT3G01130,0.37,2.26082E-36,4.18658E-32,8
AT3G15357,0.37,9.72204E-42,1.80033E-37,8
AT1G49600,0.36,3.0599E-43,5.66633E-39,8
AT1G80750,0.36,2.56818E-27,4.75576E-23,8
AT5G23535,0.36,2.53368E-38,4.69186E-34,8
AT1G08580,0.36,2.16765E-33,4.01405E-29,8
AT4G02450,0.36,7.76206E-38,1.43738E-33,8
AT1G69770,0.36,2.87061E-89,5.3158E-85,8
AT3G01280,0.36,1.05233E-48,1.94871E-44,8
AT1G20580,0.36,5.77784E-43,1.06994E-38,8
AT2G42740,0.36,1.36644E-40,2.53038E-36,8
AT2G45050,0.36,2.2741E-39,4.21117E-35,8
AT2G47640,0.36,2.36153E-41,4.37309E-37,8
AT3G05020,0.36,5.27122E-30,9.76124E-26,8
AT5G13060,0.36,5.28922E-90,9.79458E-86,8
AT2G16780,0.35,2.29081E-43,4.24212E-39,8
AT1G76010,0.35,4.04266E-32,7.48619E-28,8
AT2G46280,0.35,1.56593E-33,2.8998E-29,8
AT4G30860,0.35,7.65905E-63,1.4183E-58,8
AT3G11250,0.35,7.76678E-39,1.43825E-34,8
AT4G34200,0.35,5.82269E-37,1.07825E-32,8
AT5G55125,0.35,1.12438E-36,2.08212E-32,8
AT1G52670,0.35,1.38272E-42,2.56053E-38,8
AT5G09770,0.35,3.07201E-31,5.68875E-27,8
AT4G40042,0.35,2.45083E-32,4.53844E-28,8
AT4G22000,0.35,1.95005E-38,3.6111E-34,8
AT2G31410,0.34,3.03966E-34,5.62884E-30,8
AT1G15250,0.34,7.96181E-39,1.47437E-34,8
AT4G30930,0.34,6.08835E-46,1.12744E-41,8
AT3G25100,0.34,7.6891E-108,1.4239E-103,8
AT3G07230,0.34,8.95443E-29,1.65818E-24,8
AT5G38690,0.34,2.37462E-44,4.39733E-40,8
AT1G76500,0.34,8.03605E-47,1.48812E-42,8
AT5G15530,0.34,1.01125E-36,1.87263E-32,8
AT4G02060,0.34,2.00663E-55,3.71588E-51,8
AT3G56490,0.34,8.84336E-33,1.63761E-28,8
AT1G13730,0.34,2.33534E-46,4.32459E-42,8
AT1G26840,0.34,5.89933E-70,1.09244E-65,8
AT5G44710,0.33,4.98746E-35,9.23578E-31,8
AT1G20693,0.33,9.30331E-21,1.72279E-16,8
AT5G62190,0.33,1.60202E-25,2.96662E-21,8
AT5G08020,0.33,3.92091E-65,7.26073E-61,8
AT2G20585,0.33,1.33212E-36,2.46682E-32,8
AT2G35605,0.33,4.77613E-30,8.84444E-26,8
AT1G35320,0.33,3.76372E-43,6.96965E-39,8
AT3G01790,0.33,7.76393E-37,1.43773E-32,8
AT2G05990,0.33,1.37378E-34,2.54396E-30,8
AT1G07920,0.33,5.12201E-37,9.48493E-33,8
AT5G58110,0.33,1.74435E-42,3.23019E-38,8
AT2G22230,0.32,1.15873E-35,2.14574E-31,8
AT5G50460,0.32,2.9374E-19,5.43947E-15,8
AT4G39300,0.32,6.19118E-35,1.14648E-30,8
AT5G56940,0.32,1.6028E-32,2.96807E-28,8
AT3G18760,0.32,4.0981E-34,7.58886E-30,8
AT1G63660,0.32,6.42161E-35,1.18915E-30,8
AT3G18190,0.32,3.24987E-37,6.01812E-33,8
AT1G47970,0.32,1.90567E-24,3.52892E-20,8
AT2G43780,0.32,6.24711E-30,1.15684E-25,8
AT3G47836,0.32,8.58157E-28,1.58914E-23,8
AT3G18035,0.32,8.16392E-31,1.51179E-26,8
AT1G25260,0.32,2.48621E-28,4.60397E-24,8
AT5G43080,0.32,5.66595E-71,1.04922E-66,8
AT1G28395,0.32,8.2624E-35,1.53003E-30,8
AT1G22270,0.32,4.45349E-26,8.24698E-22,8
AT5G14800,0.31,3.22596E-34,5.97382E-30,8
AT1G68560,0.31,1.91053E-48,3.53792E-44,8
AT1G70310,0.31,7.59336E-32,1.40614E-27,8
AT1G06930,0.31,7.586E-30,1.40478E-25,8
AT1G07940,0.31,1.3989E-26,2.59048E-22,8
AT5G61130,0.31,2.58986E-36,4.7959E-32,8
AT1G56070,0.31,5.76315E-31,1.06722E-26,8
AT3G59650,0.31,2.42046E-41,4.48221E-37,8
AT3G27740,0.31,5.19634E-44,9.62258E-40,8
AT1G42960,0.31,5.80415E-33,1.07481E-28,8
AT5G20720,0.31,7.81354E-22,1.44691E-17,8
AT3G03960,0.31,4.69236E-37,8.68932E-33,8
AT1G14810,0.31,1.82456E-29,3.37871E-25,8
AT5G58710,0.31,9.22584E-20,1.70844E-15,8
AT1G30880,0.31,2.57279E-26,4.76429E-22,8
AT5G39600,0.30,2.71358E-36,5.025E-32,8
AT5G46160,0.30,6.47483E-38,1.19901E-33,8
AT1G23100,0.30,2.35502E-41,4.36103E-37,8
AT3G16870,0.30,3.16245E-32,5.85623E-28,8
AT1G48830,0.30,1.64508E-24,3.04635E-20,8
AT3G20050,0.30,4.50505E-28,8.34246E-24,8
AT3G15820,0.30,2.55042E-35,4.72287E-31,8
AT5G66860,0.30,7.76484E-38,1.43789E-33,8
AT2G21290,0.30,6.19594E-33,1.14736E-28,8
AT2G35240,0.30,1.49736E-29,2.77281E-25,8
AT3G22660,0.30,5.19588E-30,9.62172E-26,8
AT5G04600,0.30,3.18623E-20,5.90027E-16,8
AT1G30580,0.30,1.04051E-33,1.92681E-29,8
AT2G44065,0.30,9.17854E-31,1.69968E-26,8
AT1G04870,0.30,9.3238E-32,1.72658E-27,8
AT5G19750,0.30,2.5446E-40,4.71209E-36,8
AT4G39880,0.30,3.99964E-34,7.40653E-30,8
AT5G26360,0.30,4.76261E-30,8.81939E-26,8
AT1G07830,0.30,3.96516E-32,7.34268E-28,8
AT2G07340,0.30,1.45531E-31,2.69493E-27,8
AT4G22810,0.30,1.59751E-34,2.95827E-30,8
AT5G02050,0.30,3.90197E-28,7.22566E-24,8
AT2G30200,0.30,1.41233E-35,2.61536E-31,8
AT1G57720,0.29,3.09131E-51,5.72448E-47,8
AT4G37910,0.29,5.34218E-22,9.89264E-18,8
AT3G06320,0.29,9.59432E-35,1.77668E-30,8
AT4G24190,0.29,3.23391E-18,5.98856E-14,8
AT3G22300,0.29,8.24718E-35,1.52721E-30,8
AT5G62440,0.29,2.00528E-21,3.71338E-17,8
AT2G40360,0.29,5.94748E-28,1.10135E-23,8
AT3G02190,0.29,1.12527E-24,2.08377E-20,8
AT5G66580,0.29,1.00955E-35,1.86949E-31,8
AT1G49760,0.29,6.52941E-32,1.20912E-27,8
AT3G54470,0.29,6.41629E-32,1.18817E-27,8
AT5G48580,0.29,8.77887E-23,1.62567E-18,8
AT1G32580,0.29,3.01345E-27,5.5803E-23,8
AT2G35790,0.29,5.9513E-36,1.10206E-31,8
AT5G44585,0.29,1.66271E-24,3.07901E-20,8
AT5G28540,0.29,4.40382E-17,8.155E-13,8
AT1G14620,0.29,4.45652E-29,8.25259E-25,8
AT4G35850,0.29,1.53115E-32,2.83538E-28,8
AT1G16740,0.28,2.56062E-27,4.74176E-23,8
AT4G32720,0.28,9.6583E-24,1.78852E-19,8
AT5G15090,0.28,9.19516E-27,1.70276E-22,8
AT1G56340,0.28,3.79761E-14,7.03242E-10,8
AT5G23395,0.28,1.16537E-29,2.15803E-25,8
AT5G20890,0.28,2.95108E-25,5.46481E-21,8
AT4G26840,0.28,1.92968E-29,3.57339E-25,8
AT3G48160,0.28,7.68342E-64,1.42281E-59,8
AT4G29430,0.28,1.57243E-31,2.91183E-27,8
AT4G13720,0.28,2.74463E-29,5.0825E-25,8
AT1G54000,0.28,5.06912E-22,9.38699E-18,8
AT4G37660,0.28,5.7642E-36,1.06741E-31,8
AT3G23940,0.28,1.13927E-32,2.1097E-28,8
AT1G26630,0.28,1.78335E-69,3.3024E-65,8
AT4G24830,0.28,3.37346E-28,6.24696E-24,8
AT5G61020,0.28,2.10097E-35,3.89057E-31,8
AT5G11630,0.28,9.93126E-39,1.83907E-34,8
