Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT3G05910,0.73,4.31222E-44,7.98537E-40,13
AT3G04520,0.73,1.62307E-90,3.00561E-86,13
AT5G41790,0.73,6.18773E-70,1.14584E-65,13
AT5G05270,0.72,4.68103E-20,8.66833E-16,13
AT2G30740,0.72,1.25628E-53,2.32637E-49,13
AT3G16570,0.71,2.10303E-51,3.89438E-47,13
AT3G23800,0.71,9.24925E-46,1.71278E-41,13
AT1G07420,0.71,9.007E-58,1.66792E-53,13
AT1G13440,0.71,3.68028E-54,6.81515E-50,13
AT1G24130,0.71,6.3252E-75,1.1713E-70,13
AT5G47370,0.70,6.64591E-33,1.23069E-28,13
AT4G35060,0.70,1.36788E-57,2.53305E-53,13
AT4G03610,0.70,2.2881E-98,4.2371E-94,13
AT5G04470,0.70,7.46769E-36,1.38287E-31,13
AT5G58375,0.70,4.82636E-40,8.93746E-36,13
AT2G22930,0.70,4.23415E-64,7.84081E-60,13
AT5G60400,0.70,1.01123E-44,1.8726E-40,13
AT1G64440,0.70,1.48829E-41,2.75601E-37,13
AT4G17170,0.70,4.40618E-50,8.15937E-46,13
AT1G35260,0.69,2.76678E-78,5.12353E-74,13
AT4G25030,0.69,1.1965E-36,2.21568E-32,13
AT3G23090,0.69,4.16681E-19,7.71609E-15,13
AT1G15380,0.69,1.78345E-22,3.30259E-18,13
AT5G60460,0.69,1.57323E-43,2.91331E-39,13
AT4G24060,0.69,1.64001E-82,3.03697E-78,13
AT5G66600,0.68,1.31373E-75,2.43276E-71,13
AT1G29050,0.68,1.38102E-64,2.55737E-60,13
AT1G32170,0.68,1.35821E-32,2.51512E-28,13
AT1G60950,0.68,1.26225E-42,2.33744E-38,13
AT5G12900,0.68,1.672E-99,3.09619E-95,13
AT5G09810,0.68,1.42868E-46,2.64562E-42,13
AT1G06700,0.68,2.19142E-45,4.05806E-41,13
AT1G01120,0.68,1.46153E-21,2.70646E-17,13
AT5G47770,0.68,1.70782E-51,3.16255E-47,13
AT4G35310,0.68,2.64311E-49,4.89451E-45,13
AT1G74100,0.68,5.84601E-33,1.08256E-28,13
AT2G19880,0.67,2.14331E-49,3.96899E-45,13
AT1G62790,0.67,5.24259E-42,9.70823E-38,13
AT1G04820,0.67,2.67742E-38,4.95804E-34,13
AT3G14990,0.67,9.95017E-36,1.84257E-31,13
AT5G01810,0.67,5.14532E-39,9.5281E-35,13
AT3G21560,0.67,6.95853E-33,1.28858E-28,13
AT4G14960,0.67,6.7336E-40,1.24693E-35,13
AT1G26960,0.67,2.81502E-41,5.21285E-37,13
AT1G16170,0.66,8.28335E-42,1.53391E-37,13
AT4G30350,0.66,3.56695E-57,6.60527E-53,13
AT1G53560,0.66,7.46796E-40,1.38292E-35,13
AT1G74660,0.66,1.72901E-43,3.20179E-39,13
AT2G18730,0.65,8.95706E-41,1.65867E-36,13
AT3G12610,0.65,5.79252E-31,1.07266E-26,13
AT2G26730,0.65,4.09878E-61,7.59011E-57,13
AT5G54380,0.65,1.1364E-43,2.10439E-39,13
AT3G26520,0.65,6.18327E-23,1.14502E-18,13
AT1G13300,0.65,1.58731E-44,2.93938E-40,13
AT5G51040,0.65,3.90904E-38,7.23877E-34,13
AT3G58120,0.65,5.15185E-30,9.5402E-26,13
AT5G20885,0.65,3.41867E-29,6.3307E-25,13
AT5G16450,0.64,4.60714E-36,8.5315E-32,13
AT1G15210,0.64,1.36121E-36,2.5207E-32,13
AT1G20010,0.64,2.01979E-27,3.74024E-23,13
AT4G08930,0.64,1.83665E-55,3.40111E-51,13
AT1G23030,0.64,2.95559E-50,5.47316E-46,13
AT5G52882,0.64,3.39731E-52,6.29115E-48,13
AT3G09300,0.64,6.61036E-36,1.22411E-31,13
AT5G20650,0.64,5.69001E-46,1.05368E-41,13
AT3G47220,0.63,8.02803E-94,1.48663E-89,13
AT3G45240,0.63,2.81801E-55,5.2184E-51,13
AT1G65930,0.63,2.48303E-48,4.59808E-44,13
AT3G61260,0.63,7.52453E-28,1.39339E-23,13
AT1G22330,0.63,5.16047E-48,9.55617E-44,13
AT5G55730,0.63,3.05522E-33,5.65765E-29,13
AT4G24760,0.63,1.05478E-40,1.95324E-36,13
AT1G22230,0.63,7.29857E-57,1.35155E-52,13
AT4G17215,0.62,8.04139E-11,1.48911E-06,13
AT1G76490,0.62,2.16187E-42,4.00335E-38,13
AT1G65960,0.62,2.17735E-35,4.03202E-31,13
AT2G22170,0.62,1.09137E-35,2.02101E-31,13
AT3G05490,0.62,7.95932E-39,1.47391E-34,13
AT3G29360,0.62,7.69698E-34,1.42533E-29,13
AT3G17609,0.62,1.356E-27,2.51103E-23,13
AT4G34590,0.61,1.80159E-50,3.33618E-46,13
AT5G36160,0.61,5.26352E-58,9.74698E-54,13
AT2G23560,0.61,6.97143E-64,1.29097E-59,13
AT5G16730,0.61,5.49146E-35,1.01691E-30,13
AT1G49500,0.61,6.46757E-28,1.19766E-23,13
AT3G03550,0.61,4.48717E-40,8.30935E-36,13
AT3G63120,0.61,6.12349E-37,1.13395E-32,13
AT3G29180,0.60,4.77993E-35,8.85147E-31,13
AT4G20140,0.60,2.3833E-115,4.4134E-111,13
AT3G04940,0.60,1.02471E-44,1.89756E-40,13
AT4G24805,0.60,3.11733E-35,5.77267E-31,13
AT3G18780,0.60,9.75922E-43,1.80721E-38,13
AT3G47210,0.59,3.66936E-68,6.79492E-64,13
AT5G10990,0.59,5.27266E-33,9.7639E-29,13
AT4G14040,0.59,3.22773E-80,5.97711E-76,13
AT5G43880,0.59,2.35321E-28,4.35767E-24,13
AT5G38010,0.59,4.68685E-64,8.67912E-60,13
AT3G26760,0.58,2.1997E-45,4.07341E-41,13
AT5G03150,0.58,1.99383E-72,3.69217E-68,13
AT5G07830,0.58,6.50676E-89,1.20492E-84,13
AT3G12110,0.58,1.95864E-42,3.62701E-38,13
AT3G52740,0.58,9.22134E-16,1.70761E-11,13
AT5G55850,0.58,1.55979E-25,2.88843E-21,13
AT2G38310,0.58,2.13002E-31,3.94438E-27,13
AT5G51790,0.58,6.93541E-60,1.2843E-55,13
AT5G51585,0.58,3.59806E-66,6.66289E-62,13
AT3G56480,0.58,1.50134E-66,2.78018E-62,13
AT1G20090,0.58,3.71609E-34,6.88145E-30,13
AT3G23750,0.58,1.87286E-32,3.46816E-28,13
AT2G29700,0.58,1.89616E-36,3.51132E-32,13
AT1G08200,0.57,1.68072E-36,3.11235E-32,13
AT1G45688,0.57,8.55101E-37,1.58348E-32,13
AT3G11340,0.57,5.46672E-13,1.01233E-08,13
AT5G19390,0.57,1.36538E-47,2.52841E-43,13
AT5G28010,0.57,5.9452E-109,1.1009E-104,13
AT2G45720,0.57,2.99054E-58,5.53789E-54,13
AT5G61600,0.57,1.18824E-13,2.20038E-09,13
AT4G18760,0.57,2.74572E-47,5.08452E-43,13
AT4G28890,0.56,1.0298E-64,1.90698E-60,13
AT4G30420,0.56,1.65953E-61,3.07312E-57,13
AT1G26690,0.56,6.68882E-33,1.23864E-28,13
AT2G29980,0.56,5.9991E-28,1.11091E-23,13
AT2G40160,0.56,1.54541E-95,2.8618E-91,13
AT1G52280,0.56,8.64012E-28,1.59998E-23,13
AT2G42490,0.56,6.44389E-30,1.19328E-25,13
AT5G10100,0.56,7.82442E-42,1.44893E-37,13
AT5G64330,0.55,6.60881E-49,1.22382E-44,13
AT1G44170,0.55,3.61382E-53,6.69207E-49,13
AT5G44670,0.55,7.54724E-56,1.3976E-51,13
AT1G50420,0.55,2.10794E-48,3.90348E-44,13
AT4G22130,0.55,1.88462E-31,3.48994E-27,13
AT5G50443,0.55,1.01598E-37,1.8814E-33,13
AT4G15080,0.55,1.12533E-39,2.08389E-35,13
AT4G20870,0.54,3.49161E-31,6.46576E-27,13
AT3G50630,0.54,1.5268E-47,2.82733E-43,13
AT2G47440,0.54,1.07558E-28,1.99177E-24,13
AT3G61440,0.54,4.19786E-27,7.7736E-23,13
AT4G17970,0.54,1.09226E-60,2.02264E-56,13
AT1G78300,0.54,7.50586E-31,1.38993E-26,13
AT5G11970,0.54,1.85964E-34,3.44367E-30,13
AT4G17530,0.54,4.04628E-43,7.4929E-39,13
AT4G34500,0.53,2.9465E-47,5.45632E-43,13
AT5G19780,0.53,6.47078E-35,1.19826E-30,13
AT4G33640,0.53,5.32864E-25,9.86758E-21,13
AT1G06000,0.53,7.98767E-19,1.47916E-14,13
AT2G02780,0.53,8.49213E-31,1.57257E-26,13
AT5G04330,0.53,9.40138E-42,1.74095E-37,13
AT3G28860,0.52,2.41799E-28,4.47763E-24,13
AT1G04430,0.52,6.68441E-20,1.23782E-15,13
AT5G47200,0.52,8.42295E-45,1.55976E-40,13
AT5G46600,0.52,2.1542E-106,3.9892E-102,13
AT1G10120,0.52,1.60419E-28,2.97064E-24,13
AT2G21970,0.52,1.58387E-28,2.933E-24,13
AT5G46790,0.52,1.09938E-36,2.03582E-32,13
AT4G25100,0.52,9.7704E-10,1.80928E-05,13
AT3G50300,0.52,1.385E-41,2.56475E-37,13
AT1G75760,0.52,2.6332E-38,4.87616E-34,13
AT5G43780,0.52,1.16196E-25,2.15171E-21,13
AT2G48130,0.52,3.02867E-47,5.60849E-43,13
AT3G11930,0.51,1.87325E-49,3.46888E-45,13
AT2G20670,0.51,4.26811E-15,7.90368E-11,13
AT2G47460,0.51,2.47626E-17,4.58554E-13,13
AT5G10750,0.51,4.11449E-41,7.61921E-37,13
AT3G29200,0.51,2.60177E-32,4.81796E-28,13
AT3G21690,0.51,7.37957E-28,1.36655E-23,13
AT1G09250,0.51,1.89138E-20,3.50246E-16,13
AT4G23490,0.51,3.62109E-50,6.70553E-46,13
AT1G69420,0.51,4.37978E-40,8.11048E-36,13
AT5G59150,0.51,5.27093E-30,9.7607E-26,13
AT5G10930,0.51,1.94343E-20,3.59884E-16,13
AT1G77330,0.50,4.23611E-34,7.84443E-30,13
AT1G80360,0.50,3.37512E-28,6.25004E-24,13
AT4G37520,0.50,7.66066E-32,1.4186E-27,13
AT2G06850,0.50,1.93015E-26,3.57425E-22,13
AT4G30960,0.50,7.31872E-13,1.35528E-08,13
AT2G35470,0.50,1.4565E-29,2.69715E-25,13
AT2G23290,0.50,4.41989E-29,8.18476E-25,13
AT2G48020,0.50,1.27167E-28,2.35488E-24,13
AT5G56170,0.50,3.43103E-32,6.35358E-28,13
AT1G08510,0.50,1.88059E-27,3.48248E-23,13
AT3G56220,0.50,2.48532E-26,4.60231E-22,13
AT3G21240,0.50,1.39863E-51,2.58997E-47,13
AT4G09460,0.50,5.76856E-34,1.06822E-29,13
AT4G34230,0.50,9.99609E-12,1.85108E-07,13
AT5G66560,0.50,1.61734E-43,2.99498E-39,13
AT3G46830,0.49,6.8941E-26,1.27665E-21,13
AT5G24760,0.49,6.41258E-55,1.18748E-50,13
AT4G23895,0.49,1.04566E-37,1.93635E-33,13
AT5G65220,0.49,1.26214E-25,2.33723E-21,13
AT1G79340,0.49,8.5759E-34,1.58809E-29,13
AT4G37250,0.49,3.36158E-40,6.22498E-36,13
AT3G17440,0.49,9.93389E-29,1.83956E-24,13
AT3G27090,0.49,4.58073E-30,8.48259E-26,13
AT4G17220,0.49,4.41221E-23,8.17052E-19,13
AT3G22400,0.49,2.61358E-57,4.83982E-53,13
AT5G44340,0.49,5.46432E-30,1.01188E-25,13
AT1G45130,0.49,5.07492E-34,9.39773E-30,13
AT5G45200,0.49,2.6007E-88,4.81598E-84,13
AT5G11020,0.49,3.92294E-64,7.2645E-60,13
AT2G35120,0.49,4.00232E-24,7.41149E-20,13
AT2G30490,0.48,2.9651E-23,5.49077E-19,13
AT1G69295,0.48,8.68851E-17,1.60894E-12,13
AT1G15950,0.48,9.81016E-39,1.81665E-34,13
AT4G22150,0.48,3.2578E-25,6.0328E-21,13
AT3G02180,0.48,7.07055E-20,1.30932E-15,13
AT5G60660,0.48,4.55722E-29,8.43906E-25,13
AT5G63660,0.48,5.23954E-30,9.70259E-26,13
AT3G24420,0.48,1.16826E-18,2.16338E-14,13
AT1G60800,0.48,1.30045E-50,2.40817E-46,13
AT5G22940,0.47,2.07102E-27,3.83512E-23,13
AT5G52240,0.47,3.92123E-26,7.26133E-22,13
AT4G36800,0.47,6.3483E-26,1.17558E-21,13
AT1G60710,0.47,7.14026E-20,1.32223E-15,13
AT2G27370,0.47,3.41776E-25,6.329E-21,13
AT2G15970,0.47,7.01417E-24,1.29888E-19,13
AT5G14920,0.47,4.21843E-29,7.81169E-25,13
AT2G37050,0.47,4.6641E-49,8.63698E-45,13
AT1G61250,0.47,3.68499E-24,6.82386E-20,13
AT5G03300,0.47,2.21881E-16,4.10879E-12,13
AT5G59450,0.47,4.87073E-17,9.01962E-13,13
AT1G64330,0.47,4.34748E-28,8.05066E-24,13
AT3G05020,0.47,1.11132E-13,2.05794E-09,13
AT3G02460,0.46,4.82403E-32,8.93314E-28,13
AT2G40890,0.46,3.7666E-23,6.97499E-19,13
AT3G27350,0.46,3.68123E-34,6.8169E-30,13
AT3G24100,0.46,3.52484E-19,6.52731E-15,13
AT5G05180,0.46,8.1615E-50,1.51135E-45,13
AT2G02950,0.46,1.80793E-44,3.34792E-40,13
AT5G11000,0.46,1.77017E-28,3.27799E-24,13
AT5G23280,0.46,5.71098E-34,1.05756E-29,13
AT5G40730,0.46,1.41797E-20,2.6258E-16,13
AT4G13930,0.46,2.81175E-29,5.2068E-25,13
AT5G65270,0.46,3.16856E-32,5.86754E-28,13
AT3G24530,0.46,1.90441E-24,3.52659E-20,13
AT5G44110,0.46,6.20047E-16,1.1482E-11,13
AT5G13740,0.45,2.37143E-49,4.39141E-45,13
AT4G01330,0.45,5.28145E-40,9.7802E-36,13
AT1G52540,0.45,2.86058E-29,5.29723E-25,13
AT1G19840,0.45,1.74153E-38,3.22497E-34,13
AT5G15580,0.45,4.02493E-19,7.45336E-15,13
AT1G54730,0.45,1.64278E-54,3.0421E-50,13
AT2G38610,0.45,2.99769E-26,5.55113E-22,13
AT1G19870,0.45,3.11499E-25,5.76834E-21,13
AT2G01850,0.45,1.68082E-27,3.11255E-23,13
AT1G01830,0.45,5.54956E-33,1.02767E-28,13
