Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT4G27090,0.92,3.9682E-291,7.3482E-287,7
AT1G52930,0.92,1.0771E-161,1.9945E-157,7
AT4G18100,0.92,6.6446E-212,1.2304E-207,7
AT1G57860,0.92,1.453E-191,2.6906E-187,7
AT5G56670,0.92,8.5525E-194,1.5838E-189,7
AT2G37600,0.92,4.0736E-160,7.5435E-156,7
AT5G61170,0.92,4.8998E-213,9.0734E-209,7
AT2G34480,0.92,1.3762E-261,2.5484E-257,7
AT4G25740,0.92,1.3085E-211,2.4231E-207,7
AT5G04800,0.92,2.2457E-199,4.1586E-195,7
AT3G52590,0.91,6.7331E-204,1.2468E-199,7
AT2G36620,0.91,7.62E-196,1.4111E-191,7
AT5G03850,0.91,1.7623E-201,3.2634E-197,7
AT2G39460,0.91,2.7548E-216,5.1014E-212,7
AT3G44590,0.91,4.0923E-163,7.5781E-159,7
AT1G23290,0.91,1.3434E-224,2.4877E-220,7
AT5G41520,0.91,2.9706E-270,5.5009E-266,7
AT4G13170,0.90,3.0551E-175,5.6574E-171,7
AT2G27530,0.90,1.4128E-238,2.6161E-234,7
AT2G43460,0.90,4.3417E-202,8.0399E-198,7
AT5G56710,0.90,2.665E-227,4.9351E-223,7
AT2G40510,0.90,3.8484E-156,7.1265E-152,7
AT1G23410,0.90,2.9795E-178,5.5174E-174,7
AT3G18740,0.90,1.4292E-213,2.6466E-209,7
AT1G56045,0.90,2.9414E-152,5.4469E-148,7
AT5G02450,0.89,1.499E-254,2.7759E-250,7
AT3G55750,0.89,3.2084E-184,5.9414E-180,7
AT3G10610,0.89,9.8943E-178,1.8322E-173,7
AT4G26230,0.89,5.0368E-205,9.3271E-201,7
AT2G41840,0.89,6.4366E-234,1.1919E-229,7
AT1G18540,0.89,4.5041E-205,8.3408E-201,7
AT2G36170,0.89,3.5692E-181,6.6094E-177,7
AT5G09510,0.89,8.864E-197,1.6414E-192,7
AT5G10360,0.89,2.3349E-218,4.3237E-214,7
AT5G04600,0.89,4.0104E-165,7.4265E-161,7
AT5G47210,0.89,9.5282E-163,1.7644E-158,7
AT1G41880,0.89,9.9523E-191,1.843E-186,7
AT5G59850,0.89,3.2135E-190,5.9508E-186,7
AT4G25890,0.88,4.7773E-171,8.8466E-167,7
AT1G09590,0.88,9.5154E-188,1.7621E-183,7
AT3G53020,0.88,6.0671E-241,1.1235E-236,7
AT4G39200,0.88,2.7315E-247,5.0582E-243,7
AT4G33865,0.88,6.796E-170,1.2585E-165,7
AT4G10480,0.88,2.975E-151,5.5091E-147,7
AT2G15000,0.88,1.9465E-175,3.6045E-171,7
AT3G52580,0.88,2.6465E-206,4.9007E-202,7
AT1G67430,0.87,1.8119E-256,3.3553E-252,7
AT5G50810,0.87,5.1382E-158,9.5149E-154,7
AT5G47930,0.87,1.366E-217,2.5296E-213,7
AT2G11910,0.87,5.7989E-158,1.0738E-153,7
AT5G67510,0.87,1.528E-168,2.8295E-164,7
AT2G47610,0.87,2.4418E-231,4.5218E-227,7
AT1G34030,0.87,7.608E-206,1.4089E-201,7
AT3G16780,0.87,2.2725E-171,4.2083E-167,7
AT1G74270,0.87,1.4757E-187,2.7327E-183,7
AT1G26880,0.87,1.7323E-173,3.2078E-169,7
AT4G31985,0.86,7.7796E-158,1.4406E-153,7
AT3G60770,0.86,8.099E-231,1.4998E-226,7
AT2G27840,0.86,1.3651E-142,2.5279E-138,7
AT1G33120,0.86,2.6252E-206,4.8613E-202,7
AT3G06680,0.86,5.5776E-143,1.0329E-138,7
AT2G27720,0.86,5.1725E-241,9.5784E-237,7
AT3G11510,0.86,3.7669E-219,6.9755E-215,7
AT2G21660,0.86,1.2644E-175,2.3415E-171,7
AT4G29390,0.85,9.3909E-177,1.739E-172,7
AT1G02780,0.85,1.267E-222,2.3462E-218,7
AT4G15000,0.85,1.1332E-234,2.0984E-230,7
AT3G23990,0.85,3.2841E-155,6.0816E-151,7
AT3G46040,0.85,1.3966E-190,2.5861E-186,7
AT3G53430,0.85,1.1355E-180,2.1027E-176,7
AT2G17360,0.84,1.7488E-225,3.2385E-221,7
AT2G40590,0.84,9.6556E-164,1.788E-159,7
AT1G02870,0.84,2.3739E-159,4.396E-155,7
AT5G48760,0.84,2.4529E-168,4.5423E-164,7
AT3G62250,0.84,1.8837E-235,3.4883E-231,7
AT1G70600,0.84,1.2498E-252,2.3143E-248,7
AT4G09800,0.84,1.6417E-163,3.0401E-159,7
AT5G52650,0.84,1.0845E-218,2.0082E-214,7
AT5G09770,0.84,1.3477E-162,2.4956E-158,7
AT3G44010,0.84,3.0421E-176,5.6333E-172,7
AT5G14520,0.84,1.6701E-154,3.0927E-150,7
AT3G09630,0.84,3.9543E-167,7.3225E-163,7
AT5G19510,0.83,1.9707E-211,3.6494E-207,7
AT5G46430,0.83,9.8516E-217,1.8243E-212,7
AT3G05590,0.82,2.9168E-214,5.4013E-210,7
AT3G06700,0.82,7.6672E-158,1.4198E-153,7
AT3G47370,0.82,1.6922E-165,3.1336E-161,7
AT3G20000,0.82,4.8195E-166,8.9247E-162,7
AT2G29530,0.82,3.26E-149,6.0368E-145,7
AT3G10090,0.82,4.7972E-141,8.8835E-137,7
AT1G17880,0.82,2.5306E-175,4.6861E-171,7
AT5G35530,0.81,1.8029E-202,3.3386E-198,7
AT3G11940,0.81,3.1894E-244,5.9062E-240,7
AT3G04840,0.81,5.9703E-192,1.1056E-187,7
AT1G14320,0.81,1.0578E-226,1.9589E-222,7
AT5G20160,0.81,2.4064E-114,4.4562E-110,7
AT1G20220,0.81,7.0931E-148,1.3135E-143,7
AT3G58610,0.81,1.125E-137,2.0834E-133,7
AT3G43980,0.81,2.548E-145,4.7184E-141,7
AT5G62300,0.81,1.8788E-202,3.4792E-198,7
AT3G15000,0.80,3.0606E-142,5.6675E-138,7
AT3G48930,0.80,1.0992E-216,2.0355E-212,7
AT5G57290,0.80,5.8024E-209,1.0745E-204,7
AT1G33140,0.79,3.5897E-216,6.6475E-212,7
AT2G36930,0.79,5.7478E-120,1.0644E-115,7
AT1G04270,0.79,1.614E-203,2.9888E-199,7
AT1G61570,0.79,4.6825E-136,8.6711E-132,7
AT1G14980,0.79,1.1132E-138,2.0615E-134,7
AT5G02050,0.78,2.9232E-158,5.4132E-154,7
AT5G62440,0.78,4.8557E-132,8.9919E-128,7
AT4G09320,0.78,4.3915E-110,8.1322E-106,7
AT3G08520,0.78,6.2112E-131,1.1502E-126,7
AT1G30880,0.78,3.6648E-142,6.7865E-138,7
AT5G06360,0.77,1.4361E-122,2.6594E-118,7
AT1G07830,0.77,1.3545E-148,2.5083E-144,7
AT3G04400,0.77,8.0708E-230,1.4946E-225,7
AT4G00810,0.77,2.712E-163,5.0221E-159,7
AT3G22660,0.77,2.0483E-148,3.7931E-144,7
AT3G01790,0.77,3.2143E-160,5.9523E-156,7
AT4G17520,0.76,6.9774E-122,1.2921E-117,7
AT3G46560,0.76,1.3112E-138,2.4281E-134,7
AT4G39300,0.76,8.1448E-155,1.5083E-150,7
AT1G49410,0.76,8.4185E-122,1.5589E-117,7
AT2G40360,0.76,7.7942E-144,1.4433E-139,7
AT1G73940,0.76,3.674E-148,6.8035E-144,7
AT4G02230,0.76,3.3225E-153,6.1526E-149,7
AT1G14810,0.75,6.309E-133,1.1683E-128,7
AT1G01100,0.75,1.3868E-227,2.5682E-223,7
AT1G70310,0.75,1.6581E-136,3.0704E-132,7
AT2G31610,0.75,1.8231E-165,3.3761E-161,7
AT1G74050,0.75,9.256E-171,1.714E-166,7
AT1G04480,0.74,1.4517E-151,2.6883E-147,7
AT1G74060,0.74,1.5153E-174,2.806E-170,7
AT1G30230,0.74,2.2731E-176,4.2093E-172,7
AT4G32720,0.74,5.4665E-127,1.0123E-122,7
AT4G25340,0.74,1.9163E-116,3.5487E-112,7
AT3G55170,0.74,1.7302E-125,3.2039E-121,7
AT3G62530,0.74,1.027E-129,1.9018E-125,7
AT1G49760,0.72,1.7639E-115,3.2663E-111,7
AT5G40770,0.72,1.8146E-144,3.3602E-140,7
AT1G15250,0.72,1.077E-143,1.9944E-139,7
AT3G53870,0.72,1.1796E-177,2.1844E-173,7
AT5G15520,0.72,4.0992E-136,7.5909E-132,7
AT4G15770,0.72,9.3736E-137,1.7358E-132,7
AT1G58380,0.71,3.788E-125,7.0146E-121,7
AT4G34555,0.71,2.8129E-126,5.2089E-122,7
AT1G18080,0.71,5.8736E-128,1.0877E-123,7
AT2G23930,0.70,4.6464E-120,8.6042E-116,7
AT3G12390,0.70,2.0184E-149,3.7376E-145,7
AT5G20720,0.70,3.4963E-122,6.4745E-118,7
AT2G05220,0.70,4.7375E-188,8.7729E-184,7
AT1G76010,0.69,8.911E-151,1.6501E-146,7
AT2G46280,0.69,5.7278E-139,1.0607E-134,7
AT2G23350,0.69,1.838E-115,3.4036E-111,7
AT2G20060,0.69,2.3322E-136,4.3187E-132,7
AT3G51800,0.69,6.5235E-113,1.208E-108,7
AT1G22270,0.69,1.5819E-122,2.9294E-118,7
AT1G04870,0.69,1.0811E-128,2.002E-124,7
AT5G60390,0.69,2.1339E-130,3.9515E-126,7
AT1G63660,0.69,5.6765E-131,1.0512E-126,7
AT1G80750,0.68,6.5081E-114,1.2052E-109,7
AT3G53890,0.68,8.279E-140,1.5331E-135,7
AT1G07070,0.68,9.2825E-129,1.7189E-124,7
AT5G18790,0.68,1.3554E-121,2.51E-117,7
AT4G25730,0.67,3.2407E-141,6.0011E-137,7
AT3G17465,0.67,4.6012E-134,8.5205E-130,7
AT4G30220,0.67,2.0359E-111,3.7702E-107,7
AT3G13580,0.67,1.9188E-120,3.5531E-116,7
AT2G43780,0.66,8.3564E-124,1.5474E-119,7
AT2G31410,0.66,1.3702E-117,2.5373E-113,7
AT5G57120,0.66,6.3823E-103,1.18188E-98,7
AT2G35605,0.66,1.3184E-115,2.4414E-111,7
AT5G14800,0.66,1.9568E-110,3.6237E-106,7
AT4G31700,0.66,2.4197E-144,4.4807E-140,7
AT5G61020,0.65,1.8491E-103,3.4243E-99,7
AT1G14620,0.65,7.8593E-131,1.4554E-126,7
AT1G08580,0.65,5.6262E-113,1.0419E-108,7
AT4G02930,0.65,1.7611E-99,3.26127E-95,7
AT1G64220,0.64,1.6932E-180,3.1355E-176,7
AT5G02870,0.64,3.982E-119,7.3738E-115,7
AT3G07050,0.64,2.1247E-122,3.9345E-118,7
AT3G15240,0.64,6.1555E-112,1.1399E-107,7
AT1G07930,0.64,1.75597E-94,3.25171E-90,7
AT1G14060,0.64,3.1996E-140,5.925E-136,7
AT1G50920,0.63,6.9923E-99,1.29484E-94,7
AT3G06040,0.63,1.0881E-118,2.0149E-114,7
AT4G30930,0.63,3.6185E-127,6.7007E-123,7
AT3G13882,0.63,8.6837E-118,1.608E-113,7
AT5G39850,0.63,1.29859E-95,2.40474E-91,7
AT2G28000,0.63,1.21189E-97,2.24417E-93,7
AT5G61130,0.62,2.6408E-117,4.8903E-113,7
AT4G37910,0.62,6.18607E-96,1.14554E-91,7
AT1G07770,0.62,7.2838E-173,1.3488E-168,7
AT5G06210,0.62,2.6223E-127,4.856E-123,7
AT1G31970,0.62,2.1682E-112,4.0151E-108,7
AT4G16141,0.61,5.1121E-108,9.4666E-104,7
AT3G18600,0.61,1.9016E-143,3.5214E-139,7
AT2G41650,0.60,1.8576E-103,3.44E-99,7
AT3G11830,0.60,2.65272E-91,4.91231E-87,7
AT1G52980,0.59,1.96955E-92,3.64721E-88,7
AT3G58660,0.59,2.3898E-118,4.4254E-114,7
AT1G32580,0.59,1.0253E-114,1.8986E-110,7
AT1G79150,0.59,3.0294E-121,5.6099E-117,7
AT5G23535,0.59,1.1778E-106,2.181E-102,7
AT1G23100,0.59,1.879E-134,3.4796E-130,7
AT3G13230,0.58,9.8749E-129,1.8286E-124,7
AT5G15750,0.58,2.0196E-123,3.7399E-119,7
AT4G02450,0.58,2.707E-99,5.01286E-95,7
AT3G23620,0.58,2.1419E-105,3.9664E-101,7
AT3G23940,0.58,3.0994E-108,5.7394E-104,7
AT2G04390,0.57,1.64054E-95,3.03795E-91,7
AT2G35240,0.57,4.4931E-107,8.3204E-103,7
AT5G61030,0.57,1.6029E-126,2.9683E-122,7
AT1G74500,0.57,6.94832E-78,1.28669E-73,7
AT4G30800,0.57,3.3858E-114,6.2699E-110,7
AT1G57720,0.56,1.1108E-111,2.0569E-107,7
AT3G27280,0.56,1.7878E-121,3.3106E-117,7
AT1G23280,0.56,1.6641E-123,3.0816E-119,7
AT3G02190,0.56,1.03651E-77,1.91941E-73,7
AT5G39600,0.56,1.2605E-103,2.3342E-99,7
AT5G15550,0.56,7.1618E-122,1.3262E-117,7
AT1G09640,0.56,7.44033E-89,1.3778E-84,7
AT3G57290,0.55,4.3501E-91,8.05551E-87,7
AT1G48830,0.55,9.67768E-87,1.79211E-82,7
AT2G37410,0.55,4.89074E-75,9.05667E-71,7
AT1G56070,0.55,4.63659E-68,8.58604E-64,7
AT1G27435,0.55,5.78462E-84,1.0712E-79,7
AT5G27330,0.55,6.8539E-135,1.2692E-130,7
AT3G06320,0.55,8.387E-105,1.5531E-100,7
AT3G57490,0.54,3.14102E-92,5.81654E-88,7
AT5G13780,0.54,2.706E-106,5.011E-102,7
AT1G11475,0.54,1.2325E-99,2.28234E-95,7
AT5G12410,0.54,7.17613E-98,1.32888E-93,7
AT1G07920,0.54,7.81308E-92,1.44683E-87,7
AT1G28395,0.54,1.7578E-122,3.2552E-118,7
AT3G04230,0.53,4.36988E-87,8.09215E-83,7
AT4G33250,0.53,7.18231E-97,1.33002E-92,7
AT5G27990,0.53,3.2021E-99,5.9297E-95,7
AT1G49600,0.53,1.19813E-72,2.21869E-68,7
AT1G63980,0.53,1.07361E-81,1.9881E-77,7
AT1G30580,0.52,2.94454E-87,5.45269E-83,7
AT4G38100,0.52,1.5588E-117,2.8866E-113,7
AT1G18800,0.52,7.9374E-102,1.46984E-97,7
AT1G24510,0.52,5.79901E-71,1.07386E-66,7
AT1G63780,0.52,2.2066E-110,4.0862E-106,7
AT5G56940,0.51,3.49065E-83,6.46398E-79,7
AT3G18190,0.51,1.46664E-74,2.71593E-70,7
AT4G36420,0.51,7.06036E-81,1.30744E-76,7
AT5G55160,0.51,3.31375E-67,6.1364E-63,7
AT1G26470,0.51,2.73071E-76,5.05674E-72,7
AT5G59440,0.51,1.44031E-78,2.66716E-74,7
AT3G53460,0.51,2.8397E-117,5.2586E-113,7
AT2G21290,0.51,4.54414E-82,8.41484E-78,7
AT5G46160,0.50,1.6073E-105,2.9764E-101,7
AT4G24830,0.50,2.47885E-87,4.59034E-83,7
AT3G56490,0.50,3.18248E-81,5.89332E-77,7
AT2G32220,0.50,4.209E-93,7.79423E-89,7
AT2G16600,0.50,1.1552E-103,2.1393E-99,7
AT1G13730,0.50,1.04129E-86,1.92825E-82,7
AT5G58110,0.50,2.7973E-100,5.18002E-96,7
AT2G20585,0.49,4.29034E-93,7.94486E-89,7
AT5G54580,0.49,1.4654E-105,2.7135E-101,7
AT5G08620,0.49,1.2456E-116,2.3067E-112,7
AT4G28510,0.49,1.9216E-105,3.5584E-101,7
AT1G20430,0.49,4.60087E-72,8.51989E-68,7
AT1G64880,0.49,3.81716E-96,7.06861E-92,7
AT3G07590,0.49,2.9505E-107,5.4637E-103,7
AT2G39990,0.49,1.43074E-74,2.64944E-70,7
AT4G22000,0.49,2.82359E-81,5.22872E-77,7
AT3G27740,0.49,2.45367E-90,4.54371E-86,7
AT1G71260,0.49,2.4931E-102,4.61673E-98,7
AT3G11400,0.49,8.36318E-84,1.54869E-79,7
AT1G26740,0.49,1.04954E-86,1.94354E-82,7
AT4G27380,0.48,2.53028E-94,4.68557E-90,7
AT3G01740,0.48,4.83272E-72,8.94923E-68,7
AT3G18760,0.48,1.8339E-87,3.39602E-83,7
AT4G31810,0.48,7.5018E-117,1.3892E-112,7
AT2G12646,0.48,1.3022E-104,2.4115E-100,7
AT4G24770,0.48,6.41203E-98,1.18738E-93,7
AT3G02220,0.48,2.09073E-79,3.8716E-75,7
AT5G66860,0.48,3.91486E-87,7.24955E-83,7
AT4G37660,0.48,3.56795E-94,6.60714E-90,7
AT2G37340,0.48,1.75301E-62,3.24622E-58,7
AT3G22310,0.47,2.6952E-120,4.9909E-116,7
AT5G19750,0.47,6.08524E-93,1.12687E-88,7
AT3G20050,0.47,8.24025E-68,1.52593E-63,7
AT2G43650,0.47,1.2015E-115,2.2249E-111,7
AT2G19540,0.47,9.9019E-99,1.83364E-94,7
AT5G52370,0.47,1.31518E-75,2.43546E-71,7
AT5G13850,0.47,1.35998E-92,2.5184E-88,7
AT5G43970,0.46,1.29661E-66,2.40107E-62,7
AT4G11240,0.46,4.6105E-79,8.53772E-75,7
AT2G04030,0.46,5.96348E-93,1.10432E-88,7
AT3G24080,0.46,1.94615E-74,3.60388E-70,7
AT3G07770,0.46,1.03787E-96,1.92194E-92,7
AT5G16070,0.46,1.51391E-64,2.80346E-60,7
AT4G26840,0.46,2.75869E-61,5.10854E-57,7
AT3G12860,0.46,9.6318E-122,1.7836E-117,7
AT2G20530,0.46,3.04946E-81,5.64698E-77,7
AT5G46020,0.46,3.22526E-89,5.97254E-85,7
AT4G34200,0.46,2.57387E-66,4.7663E-62,7
AT5G55920,0.46,5.99E-123,1.1092E-118,7
AT5G52820,0.46,4.5358E-88,8.39939E-84,7
AT4G20020,0.46,1.0423E-121,1.9301E-117,7
AT2G13360,0.46,5.3151E-90,9.84251E-86,7
AT1G11240,0.45,1.53878E-89,2.84952E-85,7
AT4G32520,0.45,5.0114E-118,9.28E-114,7
AT2G27775,0.45,8.8287E-109,1.6349E-104,7
AT5G55140,0.45,9.92526E-88,1.83796E-83,7
AT3G60210,0.45,5.10179E-76,9.44749E-72,7
AT5G55190,0.45,9.55132E-93,1.76871E-88,7
AT2G19480,0.45,1.05847E-65,1.96007E-61,7
AT1G20580,0.45,2.48235E-72,4.59681E-68,7
AT3G02200,0.45,1.49004E-67,2.75926E-63,7
AT5G23395,0.45,2.13899E-81,3.96097E-77,7
AT1G12920,0.45,1.93665E-58,3.58629E-54,7
AT5G44710,0.45,6.29876E-63,1.1664E-58,7
AT3G54470,0.44,2.39182E-72,4.42917E-68,7
AT5G26360,0.44,9.29269E-55,1.72082E-50,7
AT2G37860,0.44,1.07446E-79,1.98968E-75,7
AT5G46840,0.44,3.13314E-81,5.80195E-77,7
AT2G18400,0.44,8.74377E-65,1.61917E-60,7
AT3G53630,0.44,3.50552E-81,6.49153E-77,7
AT1G15390,0.44,9.4025E-103,1.74115E-98,7
AT3G59670,0.44,5.09335E-94,9.43187E-90,7
AT4G29840,0.44,8.52568E-62,1.57879E-57,7
AT3G03960,0.44,1.40143E-57,2.59517E-53,7
AT4G35490,0.44,6.57088E-78,1.2168E-73,7
AT4G31120,0.44,9.8056E-105,1.8158E-100,7
AT1G16000,0.43,2.6047E-59,4.82339E-55,7
AT5G15950,0.43,1.35778E-53,2.51433E-49,7
AT4G13720,0.43,2.27204E-65,4.20736E-61,7
AT5G20890,0.43,3.37189E-58,6.24407E-54,7
AT2G37990,0.43,7.5832E-100,1.40426E-95,7
AT1G35320,0.43,2.26157E-73,4.18797E-69,7
AT1G10840,0.43,2.19254E-64,4.06014E-60,7
AT3G05810,0.43,2.5693E-77,4.75784E-73,7
AT3G06610,0.43,2.71266E-74,5.02331E-70,7
AT3G11250,0.43,9.39511E-78,1.73979E-73,7
AT4G37090,0.43,2.18434E-78,4.04497E-74,7
AT1G70350,0.43,1.60086E-76,2.96447E-72,7
AT1G16350,0.43,7.2269E-99,1.33828E-94,7
AT3G52040,0.42,2.77663E-78,5.14176E-74,7
AT4G16630,0.42,2.4909E-105,4.6126E-101,7
AT3G01280,0.42,3.73584E-78,6.91803E-74,7
AT3G22300,0.42,8.43561E-73,1.56211E-68,7
AT3G13460,0.42,1.29961E-53,2.40661E-49,7
AT2G44065,0.42,9.82188E-70,1.81882E-65,7
AT1G60640,0.42,1.2054E-107,2.2321E-103,7
AT4G34265,0.42,1.80808E-61,3.34821E-57,7
AT4G01560,0.42,3.78627E-72,7.01141E-68,7
AT3G59650,0.42,2.064E-79,3.82211E-75,7
AT3G14390,0.42,1.3543E-96,2.50789E-92,7
AT3G46210,0.42,8.2384E-118,1.5256E-113,7
AT4G27490,0.41,1.9642E-102,3.63733E-98,7
AT1G76300,0.41,3.75963E-98,6.96208E-94,7
AT3G04770,0.41,1.0172E-99,1.88359E-95,7
AT3G13920,0.41,5.51918E-79,1.02204E-74,7
AT5G64680,0.41,8.46804E-98,1.56811E-93,7
AT1G26910,0.41,3.23988E-70,5.9996E-66,7
AT4G29430,0.41,2.50959E-69,4.64726E-65,7
AT5G23290,0.41,1.05018E-56,1.94472E-52,7
AT3G16870,0.41,6.34853E-71,1.17562E-66,7
AT1G09660,0.41,4.39261E-78,8.13423E-74,7
AT5G12470,0.41,1.43121E-56,2.65032E-52,7
AT1G75670,0.41,5.0736E-100,9.39536E-96,7
AT4G28360,0.41,5.13208E-69,9.50358E-65,7
AT2G35790,0.40,3.29461E-70,6.10096E-66,7
AT5G55125,0.40,8.6484E-57,1.60151E-52,7
