Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G11545,0.63,1.84451E-96,3.41566E-92,5
AT1G61790,0.63,2.4618E-138,4.5588E-134,5
AT4G25250,0.63,1.4538E-87,2.69216E-83,5
AT4G17100,0.63,6.2227E-111,1.1523E-106,5
AT1G29310,0.63,8.1426E-119,1.5078E-114,5
AT3G25220,0.63,6.9945E-127,1.2952E-122,5
AT4G29480,0.63,4.3272E-123,8.0131E-119,5
AT3G05920,0.62,4.5518E-150,8.4291E-146,5
AT4G24190,0.62,8.54195E-69,1.5818E-64,5
AT4G02500,0.62,5.2947E-115,9.8048E-111,5
AT4G12880,0.62,1.3562E-121,2.5115E-117,5
AT4G12520,0.61,4.15676E-83,7.69748E-79,5
AT1G76090,0.61,6.283E-109,1.1635E-104,5
AT5G19690,0.61,9.6189E-115,1.7812E-110,5
AT2G22970,0.60,8.1585E-101,1.51079E-96,5
AT1G52600,0.60,2.0568E-112,3.8087E-108,5
AT5G42860,0.59,5.6724E-108,1.0504E-103,5
AT4G23710,0.59,5.36773E-81,9.93996E-77,5
AT4G22930,0.59,2.7403E-103,5.0745E-99,5
AT3G01720,0.59,2.2971E-123,4.2538E-119,5
AT3G08580,0.58,1.7324E-127,3.2081E-123,5
AT4G30190,0.58,3.33317E-42,6.17237E-38,5
AT1G33800,0.58,1.2058E-99,2.23289E-95,5
AT2G27030,0.58,3.25767E-91,6.03255E-87,5
AT5G13500,0.58,1.2275E-100,2.27317E-96,5
AT2G46000,0.58,1.5248E-109,2.8236E-105,5
AT4G26970,0.58,8.36622E-87,1.54926E-82,5
AT4G31340,0.57,1.7331E-102,3.20938E-98,5
AT1G80230,0.57,4.32924E-96,8.01688E-92,5
AT5G56360,0.57,7.40045E-89,1.37042E-84,5
AT5G46230,0.57,3.1783E-106,5.8855E-102,5
AT1G04980,0.56,1.30511E-96,2.4168E-92,5
AT1G65290,0.56,1.61245E-93,2.98594E-89,5
AT2G01720,0.56,4.8293E-99,8.94293E-95,5
AT4G02620,0.56,4.11817E-73,7.62603E-69,5
AT2G34585,0.56,8.4171E-99,1.55868E-94,5
AT2G37130,0.56,1.479E-116,2.7389E-112,5
AT4G24920,0.55,7.95839E-93,1.47373E-88,5
AT5G03345,0.55,4.24457E-89,7.86009E-85,5
AT5G66680,0.55,7.06594E-88,1.30847E-83,5
AT1G10630,0.55,3.1296E-124,5.7955E-120,5
AT2G20760,0.54,1.473E-116,2.7277E-112,5
AT1G69510,0.54,6.5094E-107,1.2054E-102,5
AT1G61770,0.54,5.21365E-96,9.65463E-92,5
AT1G22450,0.54,3.10035E-92,5.74123E-88,5
AT2G41780,0.54,4.3517E-123,8.0585E-119,5
AT5G64740,0.54,2.57008E-59,4.75928E-55,5
AT4G28650,0.54,2.2724E-145,4.208E-141,5
AT2G23310,0.54,5.6354E-101,1.04357E-96,5
AT3G46430,0.53,4.42471E-86,8.19369E-82,5
AT2G17130,0.53,1.14058E-78,2.11212E-74,5
AT3G43810,0.53,6.2817E-88,1.16325E-83,5
AT2G47320,0.53,2.4633E-92,4.56153E-88,5
AT2G43350,0.53,9.3657E-108,1.7343E-103,5
AT4G24330,0.53,1.13564E-87,2.10297E-83,5
AT3G03160,0.53,1.1052E-110,2.0466E-106,5
AT5G10780,0.52,6.0832E-102,1.12649E-97,5
AT3G07880,0.52,1.97908E-85,3.66485E-81,5
AT3G61560,0.52,3.7445E-177,6.9342E-173,5
AT1G42480,0.52,2.98808E-81,5.53334E-77,5
AT5G14040,0.52,7.7089E-110,1.4275E-105,5
AT5G04470,0.52,5.42097E-93,1.00386E-88,5
AT2G22425,0.52,1.62451E-89,3.00826E-85,5
AT2G30050,0.52,2.446E-105,4.5295E-101,5
AT5G44820,0.52,3.3992E-209,6.2947E-205,5
AT5G60980,0.52,4.1143E-89,7.61887E-85,5
AT3G01130,0.52,3.6528E-100,6.76432E-96,5
AT5G60920,0.52,1.02597E-86,1.89989E-82,5
AT1G64650,0.52,5.71008E-92,1.05739E-87,5
AT4G27270,0.52,3.15908E-93,5.84998E-89,5
AT5G59613,0.52,2.75564E-78,5.10289E-74,5
AT5G14150,0.51,2.3399E-121,4.333E-117,5
AT2G37120,0.51,7.19907E-82,1.33312E-77,5
AT2G37250,0.51,2.55819E-96,4.73725E-92,5
AT1G14010,0.51,5.3774E-92,9.95787E-88,5
AT5G35630,0.51,1.11713E-85,2.06869E-81,5
AT4G38920,0.51,3.73131E-92,6.90963E-88,5
AT1G01050,0.51,6.10595E-89,1.1307E-84,5
AT1G04120,0.51,6.0745E-137,1.1249E-132,5
AT5G28050,0.51,2.56826E-53,4.7559E-49,5
AT1G75780,0.51,6.4039E-142,1.1859E-137,5
AT5G15320,0.51,1.04118E-73,1.92807E-69,5
AT5G19250,0.51,4.11382E-79,7.61798E-75,5
AT2G40765,0.51,1.0442E-93,1.93364E-89,5
AT5G07350,0.51,5.20101E-77,9.63124E-73,5
AT4G34800,0.51,8.45002E-87,1.56477E-82,5
AT3G10920,0.50,1.17393E-94,2.17389E-90,5
AT1G10030,0.50,1.23352E-85,2.28424E-81,5
AT4G16450,0.50,2.51939E-81,4.6654E-77,5
AT5G59410,0.50,1.8925E-111,3.5045E-107,5
AT1G49240,0.49,6.62877E-85,1.22752E-80,5
AT3G17210,0.49,2.67827E-79,4.95962E-75,5
AT3G44330,0.49,1.54549E-87,2.86195E-83,5
AT3G18410,0.49,2.47547E-80,4.58407E-76,5
AT3G05230,0.49,6.26485E-87,1.16013E-82,5
AT5G17820,0.49,3.89933E-35,7.22077E-31,5
AT1G21900,0.49,4.56299E-76,8.44975E-72,5
AT1G50430,0.49,1.71072E-80,3.16791E-76,5
AT5G03160,0.49,1.14784E-87,2.12557E-83,5
AT1G26850,0.49,1.21342E-81,2.24701E-77,5
AT5G60460,0.49,1.11968E-68,2.07343E-64,5
AT2G25110,0.49,2.37847E-91,4.40446E-87,5
AT1G27350,0.48,1.25203E-65,2.31852E-61,5
AT1G05205,0.48,7.4337E-85,1.37657E-80,5
AT5G13430,0.48,3.33308E-85,6.1722E-81,5
AT4G34810,0.48,9.67305E-82,1.79126E-77,5
AT5G19760,0.48,1.09274E-82,2.02354E-78,5
AT3G11130,0.48,6.40063E-86,1.18527E-81,5
AT1G74210,0.48,5.33473E-84,9.87885E-80,5
AT4G16660,0.48,2.47412E-89,4.58158E-85,5
AT5G10840,0.48,1.16541E-75,2.15811E-71,5
AT4G34720,0.48,7.82844E-88,1.44967E-83,5
AT1G66410,0.48,1.11801E-83,2.07033E-79,5
AT5G05370,0.48,1.39386E-59,2.58115E-55,5
AT5G63400,0.48,2.08193E-92,3.85532E-88,5
AT4G29735,0.48,8.17635E-71,1.5141E-66,5
AT3G51160,0.48,2.08656E-67,3.86389E-63,5
AT1G74380,0.48,4.6329E-68,8.5792E-64,5
AT4G21150,0.48,2.08439E-79,3.85988E-75,5
AT3G52730,0.47,3.30473E-75,6.1197E-71,5
AT2G25520,0.47,3.82995E-63,7.0923E-59,5
AT2G25260,0.47,1.8318E-140,3.392E-136,5
AT5G11280,0.47,2.36478E-89,4.3791E-85,5
AT5G55940,0.47,6.46893E-72,1.19792E-67,5
AT5G55960,0.47,3.0437E-111,5.6364E-107,5
AT2G45070,0.47,3.45275E-69,6.39381E-65,5
AT4G28060,0.47,1.84498E-67,3.41653E-63,5
AT4G03560,0.47,4.00144E-83,7.40986E-79,5
AT2G29960,0.47,2.2518E-62,4.16989E-58,5
AT3G01220,0.47,2.5337E-130,4.6919E-126,5
AT2G24765,0.47,1.77633E-81,3.2894E-77,5
AT1G23490,0.47,1.6921E-107,3.1335E-103,5
AT1G64090,0.46,5.50896E-77,1.02015E-72,5
AT5G62330,0.46,9.4021E-124,1.7411E-119,5
AT2G39900,0.46,7.03091E-74,1.30198E-69,5
AT1G67350,0.46,8.70845E-59,1.61263E-54,5
AT3G62830,0.46,6.29232E-77,1.16521E-72,5
AT2G47470,0.46,1.89259E-49,3.50471E-45,5
AT5G35740,0.46,1.3541E-114,2.5075E-110,5
AT2G43640,0.46,1.91482E-73,3.54585E-69,5
AT5G18520,0.46,3.97968E-63,7.36958E-59,5
AT3G07010,0.46,1.8874E-107,3.495E-103,5
AT3G11590,0.45,3.46069E-97,6.4085E-93,5
AT5G37780,0.45,1.28294E-88,2.37574E-84,5
AT5G08690,0.45,5.0691E-103,9.3869E-99,5
AT4G23470,0.45,8.08775E-77,1.49769E-72,5
AT4G32470,0.45,2.0727E-53,3.83823E-49,5
AT2G20820,0.45,6.29291E-73,1.16532E-68,5
AT1G05620,0.45,7.99064E-80,1.47971E-75,5
AT1G04410,0.45,2.40658E-86,4.45651E-82,5
AT3G60440,0.44,4.6905E-99,8.68595E-95,5
AT3G63470,0.44,2.3584E-137,4.3673E-133,5
AT4G32530,0.44,8.83961E-69,1.63692E-64,5
AT1G15120,0.44,4.33265E-69,8.02321E-65,5
AT1G63000,0.44,1.38652E-82,2.56756E-78,5
AT3G18060,0.44,6.97699E-79,1.292E-74,5
AT1G05210,0.44,2.33738E-92,4.32836E-88,5
AT5G03290,0.44,9.60644E-74,1.77892E-69,5
AT1G51650,0.44,5.35137E-67,9.90968E-63,5
AT1G70490,0.44,2.35183E-62,4.35512E-58,5
AT5G24980,0.44,3.0895E-96,5.72113E-92,5
AT1G09580,0.44,1.56202E-90,2.89254E-86,5
AT3G03520,0.43,1.3445E-93,2.48974E-89,5
AT3G07568,0.43,3.05195E-57,5.6516E-53,5
AT2G29020,0.43,5.25102E-68,9.72383E-64,5
AT3G19820,0.43,1.36912E-70,2.53534E-66,5
AT4G04745,0.43,7.22E-100,1.33699E-95,5
AT4G38510,0.43,4.17402E-55,7.72945E-51,5
AT1G57590,0.43,1.0839E-119,2.0072E-115,5
AT5G38630,0.43,5.71267E-75,1.05787E-70,5
AT2G44060,0.43,1.58277E-96,2.93098E-92,5
AT5G52840,0.43,1.06634E-75,1.97465E-71,5
AT4G13615,0.43,3.99654E-75,7.4008E-71,5
AT1G62810,0.43,7.4557E-103,1.38065E-98,5
AT3G25585,0.43,3.59456E-73,6.65641E-69,5
AT1G27310,0.43,1.55552E-77,2.88052E-73,5
AT3G46280,0.43,6.7363E-121,1.2474E-116,5
AT5G07960,0.43,6.55393E-65,1.21366E-60,5
AT5G11560,0.43,1.38844E-71,2.57112E-67,5
AT1G72020,0.42,1.52119E-55,2.81693E-51,5
AT5G47030,0.42,2.39429E-70,4.43376E-66,5
AT4G14420,0.42,1.15178E-69,2.13287E-65,5
AT3G58850,0.42,1.07193E-86,1.985E-82,5
AT1G69460,0.42,5.41522E-63,1.00279E-58,5
AT2G19760,0.42,4.53726E-51,8.40209E-47,5
AT3G04120,0.42,1.71156E-78,3.16946E-74,5
AT2G41110,0.42,1.14723E-59,2.12444E-55,5
AT1G18980,0.42,2.5242E-155,4.6743E-151,5
AT4G00585,0.42,1.48373E-55,2.74757E-51,5
AT4G01850,0.42,6.34038E-90,1.17411E-85,5
AT3G15640,0.42,1.10575E-55,2.04763E-51,5
AT3G20510,0.42,4.35929E-66,8.07252E-62,5
AT2G36580,0.42,9.98927E-68,1.84981E-63,5
AT3G09735,0.42,1.93394E-69,3.58128E-65,5
AT3G54770,0.41,1.29233E-84,2.39315E-80,5
AT5G40730,0.41,2.64807E-20,4.90369E-16,5
AT5G04430,0.41,2.67375E-69,4.95126E-65,5
AT3G07810,0.41,1.46907E-67,2.72043E-63,5
AT1G23480,0.41,4.5699E-127,8.4625E-123,5
AT1G28510,0.41,1.37974E-74,2.555E-70,5
AT3G07480,0.41,1.39899E-50,2.59065E-46,5
AT2G36530,0.41,5.8445E-112,1.0823E-107,5
AT2G43970,0.41,3.64889E-71,6.75701E-67,5
AT4G34490,0.41,2.1922E-65,4.05951E-61,5
AT2G17420,0.41,3.66863E-74,6.79357E-70,5
AT2G32920,0.41,1.29075E-60,2.39021E-56,5
AT5G20500,0.41,4.64464E-81,8.60095E-77,5
AT1G26960,0.41,3.62711E-97,6.71669E-93,5
AT2G47170,0.41,1.23705E-77,2.29077E-73,5
AT1G07960,0.41,2.47565E-66,4.5844E-62,5
AT2G47380,0.41,1.3015E-54,2.41011E-50,5
AT1G47260,0.41,2.86487E-77,5.30518E-73,5
AT1G77510,0.41,9.96762E-70,1.8458E-65,5
AT5G66280,0.40,4.5611E-102,8.44628E-98,5
AT5G15090,0.40,3.75531E-70,6.95408E-66,5
AT2G31490,0.40,5.72471E-63,1.0601E-58,5
AT4G37830,0.40,3.27379E-66,6.0624E-62,5
AT1G64640,0.40,1.65574E-67,3.0661E-63,5
AT2G33840,0.40,2.73024E-86,5.05586E-82,5
AT4G32130,0.40,1.01707E-65,1.88341E-61,5
AT2G30970,0.40,1.1219E-57,2.07754E-53,5
AT2G16510,0.40,2.64918E-73,4.90575E-69,5
AT5G08300,0.40,4.56895E-56,8.46078E-52,5
AT5G59520,0.40,4.7678E-124,8.8291E-120,5
AT1G14670,0.40,2.48738E-64,4.60613E-60,5
AT2G29730,0.40,5.4242E-111,1.0045E-106,5
AT1G75630,0.40,3.51356E-59,6.5064E-55,5
AT4G33360,0.40,1.49973E-51,2.7772E-47,5
AT2G02050,0.40,4.49423E-63,8.32241E-59,5
AT4G34700,0.40,2.95427E-46,5.47073E-42,5
AT2G31680,0.39,6.70115E-75,1.24092E-70,5
AT1G65930,0.39,8.1108E-117,1.502E-112,5
AT1G78900,0.39,7.17193E-57,1.3281E-52,5
AT3G15710,0.39,1.1182E-66,2.07069E-62,5
AT1G24180,0.39,1.42752E-56,2.64349E-52,5
AT3G52760,0.39,2.65128E-95,4.90964E-91,5
AT5G44110,0.39,9.38415E-65,1.73776E-60,5
AT2G44610,0.39,1.28173E-63,2.37351E-59,5
AT4G19410,0.39,8.72587E-69,1.61586E-64,5
AT1G09270,0.39,3.04195E-50,5.63309E-46,5
AT3G07570,0.39,3.17522E-76,5.87988E-72,5
AT4G14750,0.39,4.8116E-116,8.9101E-112,5
AT1G22520,0.39,2.64182E-51,4.89212E-47,5
AT4G02580,0.39,4.61051E-54,8.53774E-50,5
AT5G42790,0.39,2.61908E-66,4.85002E-62,5
AT1G76030,0.39,5.724E-58,1.05997E-53,5
AT5G66510,0.39,4.62836E-57,8.5708E-53,5
AT3G52930,0.39,6.65007E-87,1.23146E-82,5
AT5G37600,0.39,9.20565E-72,1.7047E-67,5
AT4G26710,0.39,2.00857E-54,3.71948E-50,5
AT1G09640,0.39,3.15176E-67,5.83643E-63,5
AT5G13450,0.39,5.46784E-59,1.01253E-54,5
AT5G06660,0.39,4.9851E-69,9.23141E-65,5
AT2G29750,0.38,8.8182E-133,1.633E-128,5
AT4G11010,0.38,6.29775E-65,1.16622E-60,5
AT5G23575,0.38,2.45385E-71,4.54404E-67,5
AT5G14240,0.38,3.63968E-49,6.73997E-45,5
AT1G19130,0.38,4.84791E-59,8.97736E-55,5
AT2G03510,0.38,9.84449E-85,1.823E-80,5
AT1G79340,0.38,7.36831E-70,1.36446E-65,5
AT4G00860,0.38,2.68075E-46,4.96422E-42,5
AT4G21105,0.38,8.8687E-51,1.64231E-46,5
AT3G25540,0.38,9.04659E-74,1.67525E-69,5
AT2G43150,0.38,2.48134E-70,4.59494E-66,5
AT1G29470,0.38,4.22938E-41,7.83197E-37,5
AT5G25460,0.38,1.6928E-104,3.1347E-100,5
AT3G23530,0.38,2.9577E-110,5.4771E-106,5
AT3G47833,0.38,1.31503E-47,2.43518E-43,5
AT2G44620,0.38,1.12975E-58,2.09207E-54,5
AT5G42420,0.37,1.2549E-73,2.32383E-69,5
AT1G71780,0.37,5.66376E-51,1.04881E-46,5
AT4G22300,0.37,1.07276E-69,1.98654E-65,5
AT2G15970,0.37,1.00936E-73,1.86914E-69,5
AT5G43400,0.37,2.37679E-92,4.40134E-88,5
AT1G20010,0.37,2.0262E-115,3.7521E-111,5
AT3G12030,0.37,4.47956E-61,8.29524E-57,5
AT4G35100,0.37,3.39957E-49,6.29533E-45,5
AT3G52300,0.37,5.69686E-54,1.05495E-49,5
AT1G79530,0.37,9.1105E-64,1.68708E-59,5
AT5G56950,0.37,2.65314E-64,4.91308E-60,5
AT3G14290,0.37,3.2825E-54,6.07854E-50,5
AT4G26910,0.37,5.65108E-55,1.04647E-50,5
AT3G25040,0.36,7.22264E-62,1.33749E-57,5
AT3G43960,0.36,2.9696E-116,5.4991E-112,5
AT4G27080,0.36,1.23715E-64,2.29095E-60,5
AT1G09330,0.36,1.94004E-52,3.59257E-48,5
AT4G29350,0.36,9.15777E-42,1.69584E-37,5
AT3G57785,0.36,8.58046E-63,1.58893E-58,5
AT5G63840,0.36,1.94585E-58,3.60332E-54,5
AT2G39960,0.36,1.00095E-63,1.85356E-59,5
AT2G42210,0.36,3.94488E-52,7.30513E-48,5
AT1G67785,0.36,3.01045E-59,5.57475E-55,5
AT2G18840,0.36,8.28928E-80,1.53501E-75,5
AT4G24520,0.36,1.08446E-54,2.00821E-50,5
AT2G32520,0.36,5.40652E-60,1.00118E-55,5
AT4G39390,0.36,1.76765E-75,3.27334E-71,5
AT3G07950,0.36,6.38314E-65,1.18203E-60,5
AT1G09780,0.36,7.88301E-65,1.45978E-60,5
AT3G59970,0.36,4.43131E-62,8.2059E-58,5
AT5G25100,0.36,3.69863E-51,6.84912E-47,5
AT4G28085,0.36,2.6318E-128,4.8736E-124,5
AT1G67750,0.36,1.5698E-150,2.907E-146,5
AT3G15020,0.35,1.75553E-64,3.25088E-60,5
AT2G42570,0.35,2.28863E-82,4.23808E-78,5
AT1G15210,0.35,7.65078E-51,1.41677E-46,5
AT5G63510,0.35,4.82834E-51,8.94113E-47,5
AT2G27730,0.35,3.95673E-47,7.32707E-43,5
AT4G12590,0.35,8.05691E-58,1.49198E-53,5
AT3G23180,0.35,2.25615E-72,4.17794E-68,5
AT1G49600,0.35,7.26924E-61,1.34612E-56,5
AT3G02580,0.35,1.79943E-54,3.33219E-50,5
AT1G72730,0.35,2.34413E-64,4.34085E-60,5
AT5G19980,0.35,1.40737E-88,2.60617E-84,5
AT3G48570,0.35,5.95947E-66,1.10358E-61,5
AT5G57290,0.35,2.11426E-60,3.91518E-56,5
AT1G71220,0.35,3.4638E-102,6.41421E-98,5
AT1G30900,0.35,4.5066E-140,8.3453E-136,5
AT2G21870,0.35,9.7845E-56,1.81189E-51,5
AT3G02420,0.35,1.38703E-55,2.56851E-51,5
AT2G05710,0.35,4.41069E-48,8.16771E-44,5
AT3G16460,0.35,9.17685E-90,1.69937E-85,5
AT3G01280,0.35,3.04088E-40,5.6311E-36,5
AT3G27240,0.35,3.29098E-41,6.09424E-37,5
AT1G78920,0.35,4.80416E-57,8.89635E-53,5
AT1G08480,0.35,4.04927E-50,7.49844E-46,5
AT5G48810,0.35,1.15835E-55,2.14504E-51,5
AT4G32390,0.35,2.11007E-57,3.90742E-53,5
AT3G59760,0.34,1.27735E-46,2.3654E-42,5
AT4G02080,0.34,1.21671E-61,2.2531E-57,5
AT1G22840,0.34,5.0814E-42,9.40974E-38,5
AT4G03190,0.34,1.04976E-50,1.94395E-46,5
AT2G17380,0.34,3.78329E-33,7.0059E-29,5
AT1G35620,0.34,4.61272E-71,8.54184E-67,5
AT5G43460,0.34,1.74868E-44,3.23821E-40,5
AT2G47510,0.34,2.01655E-46,3.73424E-42,5
AT3G62400,0.34,9.16782E-41,1.6977E-36,5
AT3G16690,0.34,3.2964E-105,6.1043E-101,5
AT4G26650,0.34,5.16818E-66,9.57044E-62,5
AT5G39240,0.34,1.5687E-113,2.905E-109,5
AT2G01140,0.34,1.43077E-75,2.6495E-71,5
AT1G56190,0.34,1.33677E-71,2.47543E-67,5
AT1G76240,0.34,1.0407E-82,1.92717E-78,5
AT2G23350,0.34,2.02277E-51,3.74576E-47,5
AT2G22125,0.34,1.01263E-83,1.87519E-79,5
AT1G77130,0.34,1.17715E-95,2.17986E-91,5
AT4G30010,0.34,2.3217E-37,4.29932E-33,5
AT2G46540,0.34,8.42113E-41,1.55943E-36,5
AT5G25830,0.34,2.5051E-104,4.6389E-100,5
AT2G04780,0.34,4.4381E-103,8.2185E-99,5
AT3G60540,0.34,4.1214E-129,7.632E-125,5
AT2G39780,0.34,5.77218E-50,1.06889E-45,5
AT1G27435,0.34,9.45076E-47,1.75009E-42,5
AT5G08680,0.34,6.14876E-47,1.13863E-42,5
AT1G41830,0.34,1.52148E-72,2.81748E-68,5
AT4G27500,0.34,5.19661E-66,9.62309E-62,5
AT2G33630,0.34,8.62225E-66,1.59667E-61,5
AT3G17940,0.34,1.89924E-65,3.51701E-61,5
AT5G08060,0.34,4.53488E-54,8.39769E-50,5
AT1G05320,0.34,5.6547E-202,1.0471E-197,5
AT5G40810,0.34,3.80715E-45,7.05009E-41,5
AT1G03550,0.34,1.35E-155,2.5E-151,5
AT5G19510,0.34,3.00295E-46,5.56086E-42,5
AT2G24170,0.33,2.45511E-95,4.54637E-91,5
AT1G79260,0.33,6.18953E-64,1.14618E-59,5
AT1G56550,0.33,3.3839E-162,6.2663E-158,5
AT1G57620,0.33,1.1351E-63,2.10198E-59,5
AT5G62930,0.33,6.22961E-35,1.1536E-30,5
AT4G14550,0.33,1.1137E-103,2.0623E-99,5
AT1G18150,0.33,4.10197E-88,7.59602E-84,5
AT2G26240,0.33,1.09949E-48,2.03603E-44,5
AT1G79990,0.33,4.78245E-61,8.85615E-57,5
AT2G03680,0.33,4.84919E-52,8.97972E-48,5
AT5G50850,0.33,8.78125E-41,1.62611E-36,5
AT3G15730,0.33,8.84267E-47,1.63749E-42,5
AT1G27740,0.33,1.9896E-159,3.6843E-155,5
AT4G30610,0.33,3.0446E-127,5.638E-123,5
AT4G16695,0.33,4.95291E-63,9.1718E-59,5
AT1G08200,0.33,1.29499E-54,2.39807E-50,5
AT3G49100,0.33,6.95328E-57,1.28761E-52,5
AT2G17630,0.33,3.56714E-62,6.60563E-58,5
AT1G08500,0.33,2.89959E-49,5.36947E-45,5
AT5G47570,0.33,3.82672E-39,7.08632E-35,5
AT1G07140,0.33,1.28726E-52,2.38375E-48,5
AT2G34560,0.33,1.74172E-74,3.22531E-70,5
AT3G08530,0.33,4.53645E-64,8.40061E-60,5
AT5G65810,0.33,3.64964E-56,6.75841E-52,5
AT5G08160,0.33,6.02981E-58,1.1166E-53,5
AT5G19930,0.32,2.56477E-65,4.74943E-61,5
AT2G35120,0.32,5.46354E-72,1.01174E-67,5
AT1G07890,0.32,6.16945E-70,1.14246E-65,5
AT4G13440,0.32,1.2089E-101,2.23856E-97,5
AT1G19910,0.32,1.92287E-76,3.56077E-72,5
AT5G20080,0.32,1.5362E-57,2.84474E-53,5
AT2G33470,0.32,5.48908E-33,1.01647E-28,5
AT5G24100,0.32,1.6902E-119,3.1299E-115,5
AT1G67250,0.32,9.14217E-43,1.69295E-38,5
AT2G41220,0.32,3.3493E-87,6.20224E-83,5
AT1G33140,0.32,3.11593E-51,5.77007E-47,5
AT2G38740,0.32,1.10282E-62,2.0422E-58,5
AT4G29130,0.32,1.92691E-54,3.56824E-50,5
AT2G35020,0.32,8.7132E-99,1.61352E-94,5
AT5G17920,0.32,1.15493E-53,2.13869E-49,5
AT1G30630,0.32,8.52447E-54,1.57856E-49,5
AT5G18800,0.32,2.61682E-39,4.84582E-35,5
AT5G49360,0.32,6.0193E-105,1.1147E-100,5
AT2G22170,0.32,5.16264E-59,9.56017E-55,5
AT3G50130,0.32,1.6534E-179,3.0617E-175,5
AT1G54000,0.32,2.02717E-49,3.75391E-45,5
AT1G12840,0.32,1.23571E-29,2.28829E-25,5
AT1G76200,0.32,6.55197E-53,1.21329E-48,5
