Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT4G11150,0.32,8.39524E-56,1.55463E-51,5
AT2G37440,0.32,3.218E-118,5.9592E-114,5
AT3G10850,0.32,6.18617E-44,1.14555E-39,5
AT1G12640,0.32,3.09499E-71,5.73131E-67,5
AT4G32410,0.32,6.91885E-40,1.28123E-35,5
AT2G45790,0.32,1.46683E-62,2.71628E-58,5
AT1G08590,0.32,8.5232E-103,1.57833E-98,5
AT4G14305,0.31,5.9972E-105,1.1106E-100,5
AT1G07770,0.31,6.15737E-63,1.14022E-58,5
AT5G37480,0.31,6.67302E-56,1.23571E-51,5
AT3G50640,0.31,1.66292E-66,3.07939E-62,5
AT3G62360,0.31,1.04458E-69,1.93436E-65,5
AT3G24750,0.31,2.8389E-126,5.2571E-122,5
AT5G60640,0.31,4.43092E-46,8.20517E-42,5
AT5G49540,0.31,3.02837E-55,5.60794E-51,5
AT3G25500,0.31,1.83948E-93,3.40634E-89,5
AT3G56950,0.31,1.7647E-69,3.26788E-65,5
AT1G77350,0.31,8.59616E-46,1.59184E-41,5
AT1G20840,0.31,4.44861E-92,8.23793E-88,5
AT4G22310,0.31,9.97222E-38,1.84666E-33,5
AT4G36440,0.31,7.44278E-60,1.37825E-55,5
AT2G29530,0.31,1.57469E-39,2.916E-35,5
AT5G08670,0.31,5.48044E-52,1.01487E-47,5
AT2G18030,0.31,3.44529E-75,6.37999E-71,5
AT4G00810,0.31,3.22236E-42,5.96716E-38,5
AT4G33640,0.31,1.7111E-44,3.16861E-40,5
AT3G20790,0.31,5.84442E-57,1.08227E-52,5
AT3G12260,0.31,2.57525E-32,4.76884E-28,5
AT1G24735,0.31,3.04434E-65,5.6375E-61,5
AT5G13710,0.31,1.24944E-73,2.31371E-69,5
AT5G05010,0.31,8.62321E-42,1.59685E-37,5
AT1G07670,0.31,2.7204E-46,5.03764E-42,5
AT1G16700,0.31,4.08245E-29,7.55988E-25,5
AT1G65010,0.30,7.77213E-75,1.43924E-70,5
AT3G09300,0.30,1.78968E-50,3.31413E-46,5
AT2G47000,0.30,1.40069E-60,2.59381E-56,5
AT3G05155,0.30,8.0582E-186,1.4922E-181,5
AT4G13940,0.30,3.63498E-91,6.73126E-87,5
AT4G14800,0.30,1.18115E-38,2.18726E-34,5
AT3G24160,0.30,1.14595E-45,2.12206E-41,5
AT4G31990,0.30,7.98994E-50,1.47958E-45,5
AT1G02500,0.30,1.15496E-93,2.13875E-89,5
AT5G54100,0.30,2.62441E-72,4.85989E-68,5
AT2G21390,0.30,6.00532E-41,1.11206E-36,5
AT4G12340,0.30,1.51387E-45,2.80338E-41,5
AT3G09455,0.30,2.60422E-52,4.82249E-48,5
AT5G16440,0.30,9.80165E-53,1.81507E-48,5
AT4G39080,0.30,6.20718E-47,1.14945E-42,5
AT5G05170,0.30,2.6048E-44,4.82357E-40,5
AT3G08030,0.30,1.4092E-78,2.60956E-74,5
AT4G23870,0.30,5.86294E-59,1.0857E-54,5
AT1G34030,0.30,3.95083E-32,7.31616E-28,5
AT5G02502,0.30,8.75265E-39,1.62082E-34,5
AT3G63460,0.30,1.99139E-65,3.68766E-61,5
AT1G11680,0.30,5.54417E-41,1.02667E-36,5
AT1G65270,0.29,2.8513E-49,5.28004E-45,5
AT1G57720,0.29,4.11833E-49,7.62632E-45,5
AT1G04850,0.29,2.06105E-40,3.81665E-36,5
AT2G15390,0.29,3.2538E-138,6.0254E-134,5
AT1G03870,0.29,2.2768E-104,4.2162E-100,5
AT1G73250,0.29,8.30026E-71,1.53704E-66,5
AT2G41475,0.29,1.34477E-66,2.49025E-62,5
AT5G67590,0.29,5.70159E-30,1.05582E-25,5
AT5G44340,0.29,8.97619E-61,1.66221E-56,5
AT3G13410,0.29,2.0288E-41,3.75694E-37,5
AT5G63800,0.29,1.8233E-130,3.3763E-126,5
AT3G23560,0.29,1.51914E-89,2.81314E-85,5
AT3G10860,0.29,1.1333E-44,2.09865E-40,5
AT3G46060,0.29,2.53821E-48,4.70027E-44,5
AT1G28350,0.29,4.92641E-88,9.12272E-84,5
AT5G24090,0.29,2.6814E-146,4.9654E-142,5
AT5G26667,0.29,9.36378E-42,1.73398E-37,5
AT5G49760,0.29,8.0566E-134,1.4919E-129,5
AT1G51850,0.29,1.9359E-125,3.5849E-121,5
AT5G21274,0.29,2.28708E-38,4.23522E-34,5
AT2G19680,0.29,9.86126E-51,1.82611E-46,5
AT5G52240,0.29,2.02812E-57,3.75568E-53,5
AT1G78300,0.29,1.71094E-54,3.16832E-50,5
AT1G21310,0.29,1.3389E-122,2.4793E-118,5
AT3G46830,0.29,1.16406E-40,2.15561E-36,5
AT3G15980,0.29,4.26147E-79,7.89139E-75,5
AT4G08520,0.29,5.35218E-35,9.91117E-31,5
AT2G46505,0.29,1.92801E-36,3.57029E-32,5
AT2G37975,0.29,1.19564E-56,2.21409E-52,5
AT4G38220,0.29,1.52126E-47,2.81707E-43,5
AT5G24850,0.29,2.79264E-66,5.17141E-62,5
AT1G20430,0.29,1.07207E-39,1.98525E-35,5
AT3G57360,0.29,1.9163E-133,3.5487E-129,5
AT1G04820,0.29,6.05511E-84,1.12129E-79,5
AT5G26280,0.29,6.76678E-54,1.25307E-49,5
AT4G31310,0.29,1.26379E-62,2.34028E-58,5
AT5G45510,0.28,2.23793E-45,4.1442E-41,5
AT1G63460,0.28,1.45319E-44,2.69101E-40,5
AT5G59880,0.28,8.27849E-64,1.53301E-59,5
AT3G10660,0.28,5.15205E-96,9.54056E-92,5
AT1G10950,0.28,9.44961E-41,1.74988E-36,5
AT5G58030,0.28,2.21813E-42,4.10754E-38,5
AT1G62045,0.28,3.5458E-129,6.5662E-125,5
AT3G51980,0.28,3.9522E-87,7.31869E-83,5
AT5G27430,0.28,7.06563E-41,1.30841E-36,5
AT5G20660,0.28,1.35424E-86,2.50779E-82,5
AT3G07330,0.28,2.76592E-64,5.12194E-60,5
AT1G34130,0.28,4.304E-77,7.97015E-73,5
AT1G63940,0.28,1.72187E-39,3.18855E-35,5
AT3G23600,0.28,1.16577E-37,2.15878E-33,5
AT1G49140,0.28,7.4141E-35,1.37294E-30,5
AT4G38800,0.28,8.64007E-34,1.59997E-29,5
AT5G16510,0.28,3.83984E-55,7.11061E-51,5
AT5G58640,0.28,1.96028E-45,3.63004E-41,5
AT5G11640,0.28,1.68648E-70,3.12302E-66,5
AT2G33220,0.28,3.47937E-41,6.4431E-37,5
AT4G20150,0.28,1.76118E-27,3.26136E-23,5
AT5G20090,0.28,2.56227E-32,4.74481E-28,5
AT5G18280,0.28,8.43318E-81,1.56166E-76,5
AT1G14210,0.28,9.5053E-72,1.76019E-67,5
AT5G37510,0.28,1.58547E-41,2.93597E-37,5
AT2G20420,0.28,1.07056E-33,1.98245E-29,5
AT5G54750,0.28,1.51495E-42,2.80539E-38,5
AT4G01100,0.28,1.34113E-37,2.48351E-33,5
AT4G08390,0.28,2.74681E-42,5.08654E-38,5
AT4G17890,0.28,2.54404E-53,4.71106E-49,5
AT2G02510,0.28,6.62928E-30,1.22761E-25,5
AT3G04830,0.28,3.75002E-46,6.94429E-42,5
AT1G21720,0.27,1.31907E-47,2.44265E-43,5
AT4G09630,0.27,1.61812E-91,2.99643E-87,5
AT3G51260,0.27,1.38662E-28,2.56774E-24,5
AT2G46390,0.27,3.57067E-36,6.61217E-32,5
AT5G27450,0.27,2.18734E-71,4.05052E-67,5
AT2G25610,0.27,1.91609E-42,3.54821E-38,5
AT3G51460,0.27,7.42872E-59,1.37565E-54,5
AT3G52200,0.27,1.82891E-50,3.38678E-46,5
AT1G76400,0.27,6.82159E-57,1.26322E-52,5
AT1G64850,0.27,9.00703E-61,1.66792E-56,5
AT1G68100,0.27,3.41345E-81,6.32103E-77,5
AT3G03070,0.27,3.80198E-41,7.0405E-37,5
AT5G12210,0.27,6.12877E-54,1.13493E-49,5
AT5G47890,0.27,9.47977E-30,1.75546E-25,5
AT3G62790,0.27,8.37541E-39,1.55096E-34,5
AT2G18400,0.27,8.49817E-35,1.57369E-30,5
AT4G13620,0.27,1.184E-102,2.19255E-98,5
AT1G36050,0.27,2.28697E-70,4.23501E-66,5
AT3G02090,0.27,2.91738E-35,5.40241E-31,5
AT2G34300,0.27,8.3089E-45,1.53864E-40,5
AT5G35160,0.27,3.84801E-52,7.12575E-48,5
AT1G06930,0.27,6.15896E-70,1.14052E-65,5
AT5G35700,0.27,5.89589E-80,1.0918E-75,5
AT2G37330,0.27,1.6972E-127,3.1428E-123,5
AT1G12310,0.27,1.43453E-36,2.65647E-32,5
AT1G27450,0.27,8.53592E-35,1.58068E-30,5
AT1G14450,0.27,8.40873E-23,1.55713E-18,5
AT4G19006,0.27,1.29444E-53,2.39705E-49,5
AT1G51980,0.26,4.17821E-28,7.73722E-24,5
AT1G26940,0.26,6.26149E-78,1.1595E-73,5
AT3G63080,0.26,2.13375E-54,3.95127E-50,5
AT2G20840,0.26,1.16461E-53,2.15662E-49,5
AT2G42310,0.26,5.33636E-38,9.88186E-34,5
AT1G79930,0.26,1.19908E-34,2.22046E-30,5
AT1G70950,0.26,8.6425E-131,1.6004E-126,5
AT3G02350,0.26,3.89343E-70,7.20986E-66,5
AT3G08610,0.26,4.297E-29,7.95719E-25,5
AT1G33120,0.26,4.87245E-29,9.0228E-25,5
AT2G17500,0.26,3.45943E-87,6.40618E-83,5
AT3G11030,0.26,6.1806E-101,1.14452E-96,5
AT2G34840,0.26,1.6335E-91,3.02491E-87,5
AT1G04630,0.26,4.22481E-39,7.82351E-35,5
AT5G02450,0.26,1.69023E-54,3.12997E-50,5
AT2G23940,0.26,1.25497E-46,2.32395E-42,5
AT4G15545,0.26,1.74891E-86,3.23863E-82,5
AT2G15240,0.26,1.08241E-56,2.0044E-52,5
AT3G11320,0.26,6.9299E-70,1.28328E-65,5
AT3G54810,0.26,1.38244E-46,2.56E-42,5
AT5G61780,0.26,8.57216E-39,1.58739E-34,5
AT1G31910,0.26,3.22817E-37,5.97793E-33,5
AT2G27020,0.26,3.65729E-36,6.77257E-32,5
AT3G17300,0.26,4.94874E-40,9.16407E-36,5
AT5G07340,0.26,1.00415E-67,1.85948E-63,5
AT1G53240,0.26,8.90797E-40,1.64958E-35,5
AT5G19550,0.26,3.27252E-53,6.06005E-49,5
AT1G14360,0.26,5.08068E-69,9.4084E-65,5
AT5G49270,0.26,1.83469E-79,3.39747E-75,5
AT3G06060,0.25,3.42454E-54,6.34157E-50,5
AT4G29870,0.25,4.52005E-37,8.37024E-33,5
AT3G56110,0.25,2.11117E-50,3.90947E-46,5
AT1G09430,0.25,5.98671E-46,1.10862E-41,5
AT3G59360,0.25,4.90432E-74,9.08183E-70,5
AT3G16990,0.25,1.3084E-101,2.42286E-97,5
AT3G01390,0.25,2.84048E-32,5.26001E-28,5
AT2G30410,0.25,2.779E-31,5.14616E-27,5
AT2G38650,0.25,1.57161E-76,2.9103E-72,5
AT1G52710,0.25,2.49864E-71,4.62698E-67,5
AT3G62810,0.25,1.34101E-55,2.48327E-51,5
AT4G12650,0.25,4.75427E-37,8.80395E-33,5
AT5G60660,0.25,1.9031E-57,3.52416E-53,5
AT2G14100,0.25,5.88454E-77,1.0897E-72,5
AT1G20770,0.25,1.06559E-65,1.97327E-61,5
AT5G66760,0.25,1.42375E-32,2.6365E-28,5
AT5G23730,0.25,5.3574E-116,9.9208E-112,5
AT4G24820,0.25,3.59691E-39,6.66075E-35,5
AT3G13870,0.25,1.14968E-49,2.12897E-45,5
