Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT2G39725,0.32,4.0893E-08,0.000599491,1
AT4G13360,0.32,1.47011E-08,0.000215518,1
AT5G14800,0.32,6.26173E-07,0.009179691,1
AT3G19130,0.32,4.88212E-07,0.007157182,1
AT1G75180,0.32,6.79604E-07,0.009962996,1
AT5G19050,0.32,5.59339E-10,8.19991E-06,1
AT3G24050,0.32,4.13602E-07,0.006063403,1
AT1G31710,0.32,1.74638E-07,0.002560186,1
AT4G16535,0.32,1.89842E-08,0.000278308,1
AT4G28610,0.32,4.20005E-08,0.000615728,1
AT3G52420,0.32,1.07297E-08,0.000157297,1
AT5G63480,0.32,5.52863E-12,8.10497E-08,1
AT4G39680,0.32,4.44516E-08,0.00065166,1
AT3G24080,0.32,7.98942E-09,0.000117125,1
AT4G32400,0.32,1.48435E-11,2.17605E-07,1
AT3G14660,0.32,2.35118E-08,0.000344684,1
AT5G42000,0.32,6.079E-07,0.008911813,1
AT4G16750,0.32,7.37723E-09,0.00010815,1
AT4G21140,0.32,3.17209E-09,4.65028E-05,1
AT3G58030,0.32,3.69273E-09,5.41354E-05,1
AT5G66560,0.32,2.56808E-10,3.7648E-06,1
AT2G22190,0.32,2.32863E-08,0.000341378,1
AT5G23450,0.32,1.83078E-07,0.002683924,1
AT5G61510,0.32,2.78143E-09,4.07758E-05,1
AT1G71840,0.32,2.79955E-08,0.000410415,1
AT1G69640,0.32,3.39578E-10,4.97821E-06,1
AT5G22100,0.32,8.73962E-09,0.000128123,1
AT1G07870,0.32,6.61236E-07,0.009693718,1
AT5G37370,0.32,3.24904E-08,0.000476309,1
AT2G34720,0.32,2.96262E-07,0.004343201,1
AT4G03960,0.32,1.52447E-08,0.000223487,1
AT5G04600,0.32,6.35885E-08,0.000932207,1
AT3G04590,0.31,2.0795E-07,0.003048549,1
AT5G02590,0.31,1.80306E-10,2.64328E-06,1
AT1G33780,0.31,3.91037E-09,5.7326E-05,1
AT3G01540,0.31,1.10469E-07,0.001619475,1
AT1G17970,0.31,1.34551E-09,1.97251E-05,1
AT1G55190,0.31,5.49388E-09,8.05403E-05,1
AT5G12840,0.31,2.0168E-08,0.000295663,1
AT3G23590,0.31,2.3769E-07,0.003484537,1
AT1G21510,0.31,8.23427E-09,0.000120714,1
AT5G01390,0.31,4.47315E-10,6.55763E-06,1
AT4G02640,0.31,2.83136E-08,0.000415078,1
AT3G19860,0.31,7.1764E-08,0.001052061,1
AT2G35390,0.31,3.98338E-10,5.83964E-06,1
AT3G01170,0.31,1.31192E-08,0.000192327,1
AT3G56680,0.31,5.31548E-13,7.79249E-09,1
AT2G32600,0.31,1.41689E-14,2.07716E-10,1
AT4G31420,0.31,9.305E-10,1.36411E-05,1
AT5G22360,0.31,9.56882E-09,0.000140279,1
AT3G15890,0.31,3.81721E-07,0.005596024,1
AT3G11590,0.31,1.81166E-09,2.65589E-05,1
AT2G44830,0.31,3.92083E-09,5.74794E-05,1
AT1G45688,0.31,2.77955E-07,0.004074821,1
AT3G25882,0.31,3.98701E-07,0.00584496,1
AT1G11760,0.31,2.79524E-08,0.000409783,1
AT5G64730,0.31,1.90568E-07,0.002793723,1
AT5G67630,0.31,3.51896E-12,5.1588E-08,1
AT3G24860,0.31,2.34626E-09,3.43962E-05,1
AT1G62800,0.31,4.14485E-07,0.006076347,1
AT2G16570,0.31,2.75892E-09,4.04457E-05,1
AT1G80890,0.31,1.45245E-11,2.1293E-07,1
AT5G21170,0.31,3.8411E-07,0.005631046,1
AT1G50420,0.31,9.07821E-11,1.33086E-06,1
AT3G30390,0.31,1.33278E-08,0.000195386,1
AT2G30260,0.31,8.8511E-10,1.29757E-05,1
AT3G09010,0.31,3.42204E-11,5.01671E-07,1
AT2G01930,0.31,1.50801E-07,0.002210748,1
AT1G76920,0.31,4.40301E-10,6.45482E-06,1
AT1G50480,0.31,1.14867E-07,0.00168395,1
AT5G45360,0.31,3.0047E-08,0.000440488,1
AT5G03630,0.31,1.66552E-07,0.002441658,1
AT2G14045,0.30,1.80509E-09,2.64627E-05,1
AT3G54480,0.30,2.37317E-08,0.000347906,1
AT5G65860,0.30,8.88078E-08,0.001301923,1
AT4G38710,0.30,1.04741E-08,0.00015355,1
AT5G16780,0.30,4.1907E-08,0.000614357,1
AT4G21790,0.30,4.54872E-14,6.66843E-10,1
AT5G51040,0.30,2.90759E-08,0.000426253,1
AT3G49680,0.30,3.20787E-08,0.000470274,1
AT3G55380,0.30,4.07934E-14,5.98032E-10,1
AT5G57050,0.30,9.71402E-08,0.001424076,1
AT1G32500,0.30,5.13074E-10,7.52167E-06,1
AT1G61620,0.30,1.78417E-13,2.6156E-09,1
AT2G25930,0.30,1.28458E-08,0.000188319,1
AT5G62560,0.30,8.82287E-08,0.001293433,1
AT3G57990,0.30,2.85941E-11,4.19189E-07,1
AT3G61180,0.30,4.41611E-09,6.47401E-05,1
AT3G02220,0.30,4.1272E-08,0.000605047,1
AT1G27320,0.30,3.71686E-09,5.44892E-05,1
AT3G55560,0.30,1.60488E-07,0.002352749,1
AT5G60410,0.30,6.40091E-07,0.00938374,1
AT2G02160,0.30,1.34029E-09,1.96487E-05,1
AT2G35300,0.30,3.90358E-09,5.72264E-05,1
AT5G11840,0.30,6.77094E-11,9.92619E-07,1
AT3G22750,0.30,1.675E-09,2.45555E-05,1
AT2G47160,0.30,1.31228E-07,0.001923802,1
AT1G31440,0.30,1.15052E-07,0.001686661,1
AT5G62200,0.30,3.70304E-08,0.000542866,1
AT5G03905,0.30,3.57838E-09,5.24591E-05,1
AT5G22280,0.30,5.51605E-11,8.08653E-07,1
AT2G17440,0.30,9.04442E-10,1.32591E-05,1
AT3G49800,0.30,1.8093E-07,0.002652441,1
AT5G03740,0.30,4.22937E-07,0.006200252,1
AT4G34240,0.30,2.17381E-09,3.18681E-05,1
AT2G31820,0.30,3.98285E-08,0.000583886,1
AT5G55510,0.30,1.0032E-09,1.47068E-05,1
AT2G48100,0.30,8.26007E-09,0.000121093,1
AT5G11520,0.30,1.58123E-13,2.31808E-09,1
AT1G16790,0.30,1.61524E-10,2.36794E-06,1
AT1G09850,0.30,4.74858E-07,0.006961423,1
AT1G19140,0.30,7.70558E-08,0.001129639,1
AT3G48800,0.29,3.02383E-07,0.004432931,1
AT1G78890,0.29,8.2385E-08,0.001207764,1
AT1G07980,0.29,1.09541E-07,0.001605878,1
AT5G64930,0.29,6.46679E-09,9.48032E-05,1
AT5G43970,0.29,4.74842E-09,6.96119E-05,1
AT1G74250,0.29,1.76978E-07,0.0025945,1
AT1G34220,0.29,4.08284E-08,0.000598544,1
AT1G75350,0.29,2.10892E-08,0.000309168,1
AT4G21110,0.29,1.16416E-08,0.000170667,1
AT5G10520,0.29,1.27565E-07,0.001870096,1
AT3G27280,0.29,1.69987E-09,2.49201E-05,1
AT1G15415,0.29,1.28369E-09,1.88189E-05,1
AT1G49950,0.29,2.673E-09,3.91861E-05,1
AT2G02370,0.29,1.41626E-08,0.000207623,1
AT3G19950,0.29,3.48065E-10,5.10263E-06,1
AT2G02870,0.29,8.84809E-09,0.000129713,1
AT3G07590,0.29,1.42167E-08,0.000208417,1
AT5G59950,0.29,1.52537E-07,0.002236192,1
AT2G45730,0.29,2.40916E-09,3.53183E-05,1
AT5G43070,0.29,1.93177E-08,0.000283197,1
AT1G79510,0.29,1.08578E-09,1.59175E-05,1
AT2G43630,0.29,2.2596E-08,0.000331258,1
AT5G38840,0.29,6.86265E-08,0.001006065,1
AT3G10770,0.29,1.43647E-07,0.002105858,1
AT3G04850,0.29,5.58859E-12,8.19288E-08,1
AT4G03120,0.29,2.00449E-09,2.93858E-05,1
AT1G67080,0.29,3.80284E-08,0.000557497,1
AT1G71170,0.29,3.3744E-07,0.004946871,1
AT1G01800,0.29,1.71545E-08,0.000251485,1
AT5G47680,0.29,2.07035E-10,3.03513E-06,1
AT2G13650,0.29,8.79976E-09,0.000129005,1
AT3G07870,0.29,1.39853E-07,0.002050251,1
AT3G63520,0.28,1.30084E-07,0.001907027,1
AT3G14080,0.28,2.22979E-07,0.003268869,1
AT3G44430,0.28,3.49852E-09,5.12883E-05,1
AT1G66740,0.28,2.802E-08,0.000410773,1
AT1G80930,0.28,9.75052E-08,0.001429426,1
AT5G08280,0.28,1.12617E-07,0.001650971,1
AT2G24240,0.28,5.28384E-09,7.74612E-05,1
AT5G54080,0.28,2.19837E-08,0.000322281,1
AT1G80550,0.28,2.04419E-08,0.000299679,1
AT2G29700,0.28,6.12168E-08,0.000897438,1
AT4G33060,0.28,2.18724E-07,0.003206487,1
AT3G05290,0.28,1.33423E-07,0.00195598,1
AT5G56260,0.28,7.0311E-08,0.001030759,1
AT1G35516,0.28,6.40192E-07,0.009385213,1
AT4G07950,0.28,3.50699E-09,5.14124E-05,1
AT3G07270,0.28,4.05512E-11,5.94481E-07,1
AT1G03860,0.28,3.18926E-07,0.004675456,1
AT1G77540,0.28,1.27775E-07,0.001873178,1
AT4G26130,0.28,3.35262E-10,4.91494E-06,1
AT2G14520,0.28,2.54955E-07,0.003737635,1
AT2G39000,0.28,2.77351E-07,0.00406596,1
AT2G28510,0.28,3.61247E-09,5.29589E-05,1
AT4G16143,0.28,2.01133E-08,0.00029486,1
AT2G29540,0.28,2.74871E-08,0.000402961,1
AT4G28260,0.28,1.38561E-07,0.002031298,1
AT5G05860,0.28,1.15197E-07,0.001688792,1
AT4G31560,0.28,8.74334E-08,0.001281774,1
AT5G52040,0.28,1.79319E-08,0.000262881,1
AT4G10070,0.28,7.68611E-08,0.001126784,1
AT1G29260,0.28,1.44678E-09,2.12098E-05,1
AT5G24930,0.28,3.40322E-09,4.98912E-05,1
AT3G54880,0.27,1.1945E-08,0.000175114,1
AT5G39410,0.27,1.20089E-08,0.00017605,1
AT4G36360,0.27,2.14103E-08,0.000313876,1
AT5G08410,0.27,6.0338E-08,0.000884555,1
AT4G33890,0.27,3.40545E-08,0.000499239,1
AT1G27050,0.27,1.62334E-10,2.37982E-06,1
AT3G47610,0.27,5.30672E-07,0.007779646,1
AT5G40650,0.27,4.53314E-09,6.64558E-05,1
AT2G42790,0.27,4.18415E-07,0.006133961,1
AT5G18830,0.27,1.89763E-07,0.002781929,1
AT4G38360,0.27,4.1715E-08,0.000611541,1
AT4G10710,0.27,2.53705E-08,0.000371931,1
AT2G21150,0.27,8.14262E-08,0.001193708,1
AT3G49560,0.27,5.21959E-09,7.65192E-05,1
AT4G02840,0.27,4.45341E-08,0.00065287,1
AT3G10120,0.27,2.0548E-09,3.01234E-05,1
AT5G48240,0.27,1.40456E-07,0.002059088,1
AT5G42850,0.27,2.15472E-09,3.15882E-05,1
AT3G60640,0.27,6.95739E-08,0.001019953,1
AT1G32310,0.27,1.41926E-08,0.000208063,1
AT1G10890,0.27,6.46994E-08,0.000948493,1
AT4G32660,0.27,1.64717E-07,0.002414756,1
AT1G60850,0.27,8.56457E-08,0.001255566,1
AT3G06790,0.27,1.43188E-09,2.09914E-05,1
AT1G02330,0.27,1.04112E-12,1.52628E-08,1
AT3G12340,0.27,3.32666E-07,0.004876879,1
AT1G55080,0.27,1.17472E-10,1.72214E-06,1
AT2G37678,0.26,3.83461E-08,0.000562153,1
AT3G62450,0.26,5.0082E-10,7.34202E-06,1
AT2G20830,0.26,4.73058E-08,0.000693503,1
AT2G01735,0.26,1.54544E-07,0.002265619,1
AT3G24730,0.26,2.19627E-08,0.000321973,1
AT4G38220,0.26,9.00993E-08,0.001320856,1
AT1G19700,0.26,2.70331E-09,3.96305E-05,1
AT3G10970,0.26,5.7032E-07,0.008360888,1
AT1G15920,0.26,2.28526E-09,3.35019E-05,1
AT5G60340,0.26,5.39704E-08,0.000791206,1
AT5G27470,0.26,5.21236E-08,0.000764132,1
AT1G77840,0.26,1.99825E-07,0.002929434,1
AT5G51410,0.26,7.76081E-08,0.001137734,1
AT3G60590,0.26,1.95297E-08,0.000286305,1
AT1G02816,0.26,9.59746E-08,0.001406988,1
AT3G23490,0.26,9.7276E-08,0.001426066,1
AT2G17870,0.26,2.26333E-08,0.000331805,1
AT1G75510,0.26,2.88876E-07,0.004234923,1
AT2G33730,0.26,7.87419E-08,0.001154357,1
AT1G20630,0.26,5.38947E-07,0.007900965,1
AT1G74410,0.26,2.92771E-07,0.004292018,1
AT5G24690,0.26,6.75325E-07,0.009900272,1
AT2G20890,0.26,3.68688E-10,5.40497E-06,1
AT2G16070,0.26,1.3333E-09,1.95461E-05,1
AT5G38720,0.26,2.78831E-10,4.08766E-06,1
AT2G25670,0.26,1.14403E-08,0.000167715,1
AT2G30080,0.26,3.19363E-10,4.68186E-06,1
AT4G08460,0.26,1.28629E-09,1.88571E-05,1
AT1G51060,0.26,1.21193E-07,0.001776689,1
AT4G02860,0.26,4.01689E-07,0.005888761,1
AT1G77930,0.26,3.85437E-07,0.005650506,1
AT3G20390,0.26,2.03577E-07,0.002984441,1
AT5G53800,0.26,4.03285E-07,0.005912163,1
AT1G21780,0.26,4.93118E-08,0.00072291,1
AT5G44250,0.26,4.07872E-08,0.00059794,1
AT2G17350,0.26,7.03532E-09,0.000103138,1
AT5G06100,0.26,3.84073E-08,0.000563051,1
AT1G12650,0.26,2.6007E-07,0.003812625,1
AT5G09650,0.26,6.12962E-07,0.008986023,1
AT5G49220,0.26,1.28845E-08,0.000188887,1
AT4G35000,0.26,4.3996E-07,0.006449819,1
AT2G42330,0.26,2.8262E-07,0.004143213,1
AT5G16260,0.26,5.59696E-07,0.008205146,1
AT5G17510,0.25,4.14567E-07,0.006077557,1
AT5G19855,0.25,4.27162E-08,0.000626219,1
AT1G16240,0.25,1.31492E-07,0.001927679,1
AT2G41870,0.25,8.16965E-12,1.19767E-07,1
AT2G15910,0.25,4.82142E-11,7.0682E-07,1
AT3G60340,0.25,7.29616E-09,0.000106962,1
AT3G05690,0.25,4.15607E-08,0.00060928,1
AT4G31580,0.25,5.88857E-08,0.000863264,1
AT5G04080,1.91,3.8955E-37,5.7108E-33,2
AT4G12580,1.84,1.17468E-09,1.72207E-05,2
AT1G08160,1.69,4.38966E-10,6.43524E-06,2
AT1G79430,1.58,1.70962E-31,2.5063E-27,2
AT2G31085,1.54,7.95832E-31,1.16669E-26,2
AT5G18970,1.53,3.96513E-13,5.81289E-09,2
AT5G65360,1.51,7.4768E-29,1.0961E-24,2
AT2G46630,1.50,2.62262E-24,3.84476E-20,2
AT5G22880,1.49,1.01272E-21,1.48464E-17,2
AT5G59870,1.49,1.15516E-20,1.69347E-16,2
AT5G10400,1.48,3.73907E-17,5.48148E-13,2
AT1G09200,1.46,2.90062E-20,4.2523E-16,2
AT1G78520,1.42,4.32065E-43,6.33407E-39,2
AT5G02600,1.40,1.63705E-18,2.39992E-14,2
AT5G37660,1.39,6.6308E-21,9.72076E-17,2
AT5G50720,1.35,7.3134E-20,1.07214E-15,2
AT5G59090,1.32,2.40787E-26,3.52994E-22,2
AT5G40980,1.30,2.98596E-32,4.37742E-28,2
AT3G01950,1.29,1.50205E-13,2.20201E-09,2
AT1G62380,1.29,5.90236E-19,8.65286E-15,2
AT3G27360,1.22,1.32276E-15,1.93917E-11,2
AT3G43270,1.22,1.45187E-35,2.12844E-31,2
AT2G27030,1.20,7.05969E-40,1.03495E-35,2
AT4G21310,1.15,6.89445E-27,1.01073E-22,2
AT3G59370,1.12,5.73625E-25,8.40934E-21,2
AT1G74055,1.10,3.03506E-27,4.44939E-23,2
AT1G26450,1.08,5.38058E-15,7.88793E-11,2
AT5G64240,1.08,1.32995E-22,1.94971E-18,2
AT2G15310,1.07,1.63611E-31,2.39854E-27,2
AT4G27230,1.05,8.11715E-19,1.18997E-14,2
AT5G59690,1.03,2.38209E-11,3.49215E-07,2
AT5G50820,1.02,1.8639E-21,2.73248E-17,2
AT5G15230,1.00,4.34329E-19,6.36727E-15,2
AT5G47920,0.99,1.13008E-25,1.6567E-21,2
AT1G11570,0.99,1.70862E-13,2.50484E-09,2
AT1G07640,0.98,3.28667E-27,4.81827E-23,2
AT5G65020,0.97,8.90141E-19,1.30495E-14,2
AT2G32990,0.97,1.87202E-31,2.74438E-27,2
AT3G44220,0.96,4.72048E-29,6.92022E-25,2
AT3G45980,0.96,1.50048E-19,2.19971E-15,2
AT3G46030,0.93,7.4239E-18,1.08834E-13,2
AT5G15950,0.92,5.11081E-12,7.49245E-08,2
AT1G07820,0.92,4.29813E-18,6.30106E-14,2
AT2G28740,0.92,2.10166E-16,3.08103E-12,2
AT4G36410,0.90,1.15008E-14,1.68601E-10,2
AT3G45930,0.89,1.94906E-18,2.85732E-14,2
AT1G23530,0.89,2.52303E-16,3.69875E-12,2
AT2G30620,0.88,1.34494E-13,1.97168E-09,2
AT2G43050,0.88,1.64985E-07,0.002418682,2
AT1G70990,0.88,2.92815E-13,4.29267E-09,2
AT5G59970,0.87,2.92147E-17,4.28288E-13,2
AT5G66440,0.87,3.42022E-11,5.01404E-07,2
AT3G53730,0.87,3.50893E-11,5.14409E-07,2
AT5G42146,0.87,4.90001E-16,7.18341E-12,2
AT1G31812,0.87,4.46354E-28,6.54354E-24,2
AT1G54690,0.87,1.46712E-16,2.15079E-12,2
AT2G32280,0.86,3.42271E-19,5.01769E-15,2
AT4G27435,0.86,1.52498E-33,2.23562E-29,2
AT1G10380,0.86,5.57854E-08,0.000817813,2
AT1G27330,0.85,2.42619E-25,3.55679E-21,2
AT5G10390,0.84,7.22294E-15,1.05888E-10,2
AT3G54560,0.84,2.48777E-13,3.64707E-09,2
AT3G46320,0.81,4.39573E-15,6.44415E-11,2
AT5G11990,0.81,3.96247E-13,5.80898E-09,2
AT1G06760,0.80,2.73693E-09,4.01233E-05,2
AT3G12610,0.80,1.03465E-18,1.51679E-14,2
AT2G14890,0.79,5.84058E-17,8.56229E-13,2
AT2G21060,0.79,8.31712E-20,1.21929E-15,2
AT5G24800,0.77,3.26554E-23,4.78728E-19,2
AT1G14900,0.77,6.20907E-23,9.10249E-19,2
AT3G27060,0.76,4.57181E-09,6.70227E-05,2
AT2G28810,0.76,1.89834E-24,2.78296E-20,2
AT3G21770,0.75,1.43244E-07,0.002099952,2
AT5G10430,0.75,1.91986E-21,2.81452E-17,2
AT2G03500,0.75,5.03731E-24,7.38469E-20,2
AT5G07110,0.74,1.5005E-17,2.19973E-13,2
AT1G62480,0.73,2.4019E-13,3.52119E-09,2
AT3G54770,0.73,1.85282E-15,2.71623E-11,2
AT1G12080,0.72,1.27982E-16,1.87622E-12,2
AT1G11545,0.72,6.18362E-16,9.06518E-12,2
AT2G21660,0.72,5.58719E-11,8.19083E-07,2
AT3G17390,0.71,1.87089E-17,2.74273E-13,2
AT1G54580,0.70,4.80989E-15,7.05129E-11,2
AT1G20850,0.69,1.18892E-12,1.74296E-08,2
AT5G15350,0.68,1.44005E-17,2.11111E-13,2
AT1G68430,0.68,3.71957E-20,5.45289E-16,2
AT1G04820,0.67,3.6712E-18,5.38198E-14,2
AT5G53250,0.67,4.07817E-11,5.9786E-07,2
AT5G26667,0.66,7.87181E-23,1.15401E-18,2
AT3G05020,0.66,1.65798E-15,2.4306E-11,2
AT5G53120,0.66,3.53895E-10,5.1881E-06,2
AT1G64640,0.66,5.27351E-15,7.73096E-11,2
AT3G27030,0.66,3.03821E-14,4.45402E-10,2
AT5G50460,0.66,3.5535E-20,5.20943E-16,2
AT3G49720,0.66,4.49312E-17,6.58692E-13,2
AT5G08350,0.65,1.50767E-11,2.21024E-07,2
AT1G54630,0.65,1.94579E-19,2.85253E-15,2
AT5G54660,0.65,2.56286E-13,3.75715E-09,2
AT3G15353,0.65,8.30191E-19,1.21706E-14,2
AT4G38740,0.65,4.93441E-18,7.23384E-14,2
AT3G14780,0.64,4.07541E-25,5.97456E-21,2
AT1G54410,0.64,3.90884E-10,5.73036E-06,2
AT3G07010,0.64,2.11833E-12,3.10547E-08,2
AT1G01780,0.63,4.04151E-18,5.92485E-14,2
AT3G02180,0.63,1.40274E-16,2.05642E-12,2
AT3G23470,0.63,1.07532E-15,1.57643E-11,2
AT1G55330,0.63,9.85731E-10,1.44508E-05,2
AT2G20750,0.63,2.49237E-18,3.65382E-14,2
AT1G02705,0.61,3.18579E-19,4.67037E-15,2
AT5G24580,0.61,5.9636E-11,8.74263E-07,2
AT5G59910,0.61,1.05647E-09,1.54879E-05,2
AT2G41300,0.61,5.69245E-11,8.34513E-07,2
AT1G05850,0.60,7.22847E-16,1.05969E-11,2
AT5G61790,0.60,6.82215E-10,1.00013E-05,2
AT4G14960,0.60,7.12425E-16,1.04441E-11,2
AT1G03870,0.60,1.27462E-14,1.86859E-10,2
AT2G45070,0.60,3.92923E-17,5.76024E-13,2
AT4G24180,0.60,8.11756E-19,1.19003E-14,2
AT4G12730,0.59,8.57068E-16,1.25646E-11,2
AT1G09210,0.59,3.60491E-10,5.2848E-06,2
AT3G62600,0.59,3.24661E-13,4.75953E-09,2
AT1G10630,0.59,3.23733E-17,4.74593E-13,2
AT5G23860,0.59,3.10342E-10,4.54962E-06,2
AT2G17560,0.59,1.80663E-13,2.64853E-09,2
AT5G12250,0.59,1.12076E-16,1.64303E-12,2
AT2G03680,0.58,1.65694E-17,2.42907E-13,2
AT5G59880,0.58,1.91704E-20,2.81038E-16,2
AT3G23730,0.57,4.47095E-08,0.000655441,2
AT1G78040,0.57,1.93779E-22,2.8408E-18,2
AT2G47170,0.57,4.52284E-19,6.63049E-15,2
AT1G04680,0.57,2.56081E-15,3.75415E-11,2
AT1G09250,0.56,1.18261E-11,1.7337E-07,2
AT3G56800,0.56,3.2193E-17,4.71949E-13,2
AT5G42020,0.56,4.09745E-09,6.00687E-05,2
AT4G33640,0.56,5.20905E-13,7.63646E-09,2
AT3G61820,0.55,8.75375E-09,0.00012833,2
AT1G09460,0.54,2.10554E-13,3.08672E-09,2
AT4G15802,0.54,1.885E-10,2.76341E-06,2
AT2G31360,0.54,6.29304E-12,9.22559E-08,2
AT4G14420,0.54,2.34106E-13,3.43199E-09,2
AT1G11740,0.54,2.79894E-09,4.10324E-05,2
AT4G05220,0.53,7.91899E-21,1.16092E-16,2
AT1G52140,0.53,1.67989E-16,2.46273E-12,2
AT5G48580,0.53,1.03697E-11,1.5202E-07,2
AT5G14030,0.53,1.39928E-11,2.05134E-07,2
AT2G39830,0.52,6.84451E-21,1.00341E-16,2
AT2G47320,0.52,1.3122E-11,1.92369E-07,2
AT1G31850,0.52,8.42257E-15,1.23475E-10,2
AT1G50010,0.52,9.06317E-12,1.32866E-07,2
AT1G19835,0.52,6.49866E-10,9.52704E-06,2
AT2G15680,0.51,9.75734E-20,1.43043E-15,2
AT3G09300,0.51,8.91411E-11,1.30681E-06,2
AT5G62690,0.51,2.21442E-11,3.24634E-07,2
AT1G20696,0.50,1.36084E-13,1.99499E-09,2
AT2G20515,0.50,6.96809E-08,0.001021522,2
AT5G19190,0.50,1.6132E-11,2.36495E-07,2
AT3G56580,0.50,9.15845E-17,1.34263E-12,2
AT5G48960,0.50,5.2726E-09,7.72963E-05,2
AT2G40205,0.50,2.25738E-08,0.000330932,2
AT1G32210,0.50,2.28658E-11,3.35212E-07,2
AT3G43810,0.49,7.3195E-14,1.07304E-09,2
AT1G73780,0.49,9.51978E-13,1.3956E-08,2
AT3G55360,0.49,1.9767E-11,2.89784E-07,2
AT3G25220,0.49,3.26167E-11,4.78161E-07,2
AT5G35670,0.48,3.03831E-14,4.45416E-10,2
AT4G29735,0.48,9.5726E-12,1.40334E-07,2
AT4G19120,0.48,1.41513E-09,2.07459E-05,2
AT5G59890,0.48,1.58779E-11,2.3277E-07,2
AT1G64980,0.48,6.92909E-14,1.0158E-09,2
AT1G30630,0.48,2.89833E-12,4.24895E-08,2
AT1G27350,0.47,1.39244E-08,0.000204132,2
ATCG00500,0.47,4.98959E-14,7.31474E-10,2
AT1G77855,0.47,2.60026E-08,0.000381198,2
AT1G35910,0.47,1.85291E-13,2.71636E-09,2
AT5G18690,0.47,6.04885E-07,0.008867613,2
AT2G20760,0.47,5.19906E-12,7.62183E-08,2
AT2G18960,0.47,1.21683E-10,1.78388E-06,2
AT1G70490,0.46,8.15996E-14,1.19625E-09,2
AT3G04300,0.46,2.88436E-14,4.22847E-10,2
AT3G05490,0.46,2.63956E-07,0.0038696,2
AT5G19770,0.46,6.51851E-11,9.55614E-07,2
AT3G60720,0.46,7.79499E-12,1.14275E-07,2
AT2G30930,0.46,6.58802E-09,9.65804E-05,2
AT2G36410,0.46,9.29515E-11,1.36267E-06,2
AT4G08520,0.45,1.21953E-10,1.78783E-06,2
AT2G22425,0.45,3.41237E-09,5.00254E-05,2
AT5G06850,0.45,8.40649E-14,1.23239E-09,2
AT3G58850,0.45,5.06921E-10,7.43146E-06,2
AT5G16590,0.45,2.6986E-09,3.95615E-05,2
AT5G60920,0.45,1.29713E-10,1.90159E-06,2
AT5G62700,0.45,1.44278E-12,2.11512E-08,2
AT5G55290,0.45,6.79024E-11,9.9545E-07,2
AT4G26840,0.45,1.0586E-10,1.5519E-06,2
AT5G15490,0.45,1.0576E-08,0.000155044,2
AT1G78580,0.44,4.31689E-14,6.32855E-10,2
AT4G12880,0.44,1.03141E-09,1.51204E-05,2
AT1G56330,0.44,1.01866E-11,1.49335E-07,2
AT5G65810,0.44,3.80988E-11,5.58529E-07,2
AT5G62960,0.44,6.57337E-12,9.63656E-08,2
AT1G64440,0.44,2.89759E-07,0.004247863,2
AT3G21600,0.44,2.40636E-12,3.52772E-08,2
AT5G07960,0.44,1.76299E-09,2.58455E-05,2
AT5G23420,0.44,7.11182E-10,1.04259E-05,2
AT1G75630,0.43,9.02366E-14,1.32287E-09,2
AT2G21160,0.43,7.06955E-13,1.0364E-08,2
AT5G57350,0.43,2.95259E-14,4.32849E-10,2
AT3G12110,0.43,4.71511E-14,6.91235E-10,2
AT1G27530,0.43,3.98153E-11,5.83692E-07,2
AT3G06070,0.43,3.86063E-10,5.65968E-06,2
AT2G28720,0.43,5.01923E-09,7.35819E-05,2
AT3G29370,0.43,1.43583E-09,2.10493E-05,2
AT2G40475,0.42,1.07693E-13,1.57877E-09,2
AT4G29350,0.42,1.13462E-15,1.66336E-11,2
AT5G23360,0.42,3.2914E-12,4.82519E-08,2
AT4G22340,0.42,8.99318E-13,1.3184E-08,2
AT3G55370,0.42,1.37774E-13,2.01976E-09,2
AT1G08200,0.42,1.26215E-08,0.000185031,2
AT2G30410,0.42,1.24001E-09,1.81785E-05,2
AT2G47440,0.42,5.15051E-10,7.55065E-06,2
AT2G34670,0.42,3.91023E-12,5.73239E-08,2
AT4G12420,0.41,4.57861E-08,0.000671224,2
AT4G23710,0.41,1.32923E-11,1.94865E-07,2
AT3G47350,0.41,1.92524E-08,0.00028224,2
AT2G44740,0.41,3.29572E-14,4.83153E-10,2
AT1G57620,0.41,1.21032E-11,1.77433E-07,2
AT1G62820,0.41,3.47275E-09,5.09106E-05,2
AT5G05160,0.41,1.47075E-09,2.15613E-05,2
AT4G16480,0.41,5.47129E-13,8.02091E-09,2
AT2G25110,0.41,3.52896E-08,0.000517345,2
AT2G33470,0.41,5.65545E-09,8.29088E-05,2
AT1G22330,0.41,8.36439E-08,0.00122622,2
AT1G12310,0.41,1.90383E-12,2.79101E-08,2
AT4G26970,0.40,2.2693E-11,3.32679E-07,2
AT4G35390,0.40,4.23836E-11,6.21344E-07,2
AT1G68000,0.40,3.27464E-12,4.80062E-08,2
AT5G46290,0.40,5.65514E-10,8.29043E-06,2
AT2G47470,0.40,4.04151E-09,5.92485E-05,2
AT5G03530,0.40,2.59906E-08,0.000381022,2
AT3G02350,0.40,5.89003E-12,8.63479E-08,2
AT1G67250,0.40,1.24003E-10,1.81789E-06,2
AT5G17190,0.40,8.45197E-09,0.000123906,2
AT1G78300,0.40,1.59602E-10,2.33976E-06,2
