Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT2G37170,1.42,6.29781E-81,1.16623E-76,9
AT3G50640,1.42,8.53689E-86,1.58086E-81,9
AT2G25160,1.41,9.9155E-119,1.8362E-114,9
AT1G78570,1.40,3.9639E-142,7.3404E-138,9
AT5G02270,1.40,3.0625E-93,5.67114E-89,9
AT5G15230,1.38,5.43068E-63,1.00565E-58,9
AT3G17020,1.38,3.0807E-159,5.7049E-155,9
AT1G20010,1.38,6.3774E-131,1.181E-126,9
AT4G12510,1.34,3.20374E-45,5.93268E-41,9
AT4G30270,1.34,2.55245E-35,4.72662E-31,9
AT4G29905,1.32,2.7212E-25,5.03912E-21,9
AT1G13420,1.32,3.60984E-67,6.6847E-63,9
AT5G63600,1.31,1.04438E-29,1.93399E-25,9
AT4G12730,1.31,3.032E-116,5.6146E-112,9
AT1G58360,1.31,2.031E-192,3.761E-188,9
AT3G23810,1.31,1.32377E-73,2.45136E-69,9
AT2G14890,1.30,4.11737E-94,7.62455E-90,9
AT1G06640,1.29,9.1829E-147,1.7005E-142,9
AT5G44110,1.29,1.5341E-111,2.8409E-107,9
AT2G25810,1.28,6.13576E-62,1.13622E-57,9
AT5G04120,1.28,8.92187E-47,1.65215E-42,9
AT2G15970,1.28,9.5379E-115,1.7662E-110,9
AT3G59930,1.27,6.03671E-14,1.11788E-09,9
AT5G17050,1.26,6.9816E-125,1.2928E-120,9
AT1G65840,1.26,2.4579E-138,4.5516E-134,9
AT5G46890,1.24,4.45493E-54,8.24965E-50,9
AT2G34500,1.21,3.8085E-37,7.05257E-33,9
AT5G53250,1.21,1.85968E-56,3.44375E-52,9
AT2G36830,1.20,2.02248E-37,3.74523E-33,9
AT5G07990,1.19,3.9166E-121,7.2527E-117,9
AT5G42590,1.19,1.08564E-79,2.01039E-75,9
AT5G54160,1.19,2.59543E-90,4.80622E-86,9
AT2G37970,1.18,4.056E-146,7.5109E-142,9
AT3G07010,1.18,4.25273E-92,7.87521E-88,9
AT3G11340,1.16,6.1039E-65,1.13032E-60,9
AT2G35880,1.16,3.9445E-120,7.3043E-116,9
AT5G57785,1.16,1.1425E-99,2.11568E-95,9
AT2G37750,1.14,4.78232E-15,8.8559E-11,9
AT5G64100,1.12,1.10171E-11,2.04015E-07,9
AT2G31360,1.11,6.89063E-74,1.27601E-69,9
AT2G38170,1.11,1.3388E-124,2.4791E-120,9
AT4G35060,1.10,5.4228E-103,1.00419E-98,9
AT2G30490,1.10,1.47125E-84,2.72446E-80,9
AT5G43520,1.10,2.80171E-18,5.18821E-14,9
AT1G05850,1.10,2.3282E-102,4.3114E-98,9
AT3G12610,1.09,5.91753E-92,1.09581E-87,9
AT1G12240,1.09,2.74577E-96,5.08462E-92,9
AT5G24410,1.09,4.0087E-107,7.4234E-103,9
AT3G49780,1.09,2.80558E-17,5.19538E-13,9
AT4G39070,1.08,2.35515E-83,4.36127E-79,9
AT1G09970,1.08,5.69952E-57,1.05544E-52,9
AT2G30520,1.06,3.23129E-87,5.98371E-83,9
AT3G56290,1.06,1.9985E-129,3.7008E-125,9
AT5G25890,1.05,2.06172E-79,3.8179E-75,9
AT3G18830,1.04,5.19038E-92,9.61155E-88,9
AT5G14120,1.04,1.82841E-56,3.38584E-52,9
AT4G37010,1.04,1.42306E-42,2.63523E-38,9
AT1G06000,1.04,1.56156E-96,2.89169E-92,9
AT4G02290,1.04,9.38146E-53,1.73726E-48,9
AT4G30420,1.03,7.6149E-135,1.4101E-130,9
AT4G12880,1.03,5.69476E-62,1.05456E-57,9
AT1G55360,1.03,4.01445E-89,7.43396E-85,9
AT4G04840,1.03,3.89954E-72,7.22116E-68,9
AT1G53560,1.03,7.45649E-98,1.38079E-93,9
AT2G45220,1.03,1.32044E-28,2.44519E-24,9
AT5G09978,1.02,7.31957E-32,1.35544E-27,9
AT1G45130,1.02,1.9819E-101,3.67008E-97,9
AT4G24220,1.00,7.5537E-108,1.3988E-103,9
AT5G49720,1.00,1.4048E-104,2.6014E-100,9
AT1G52760,0.99,2.27752E-77,4.21751E-73,9
AT2G05380,0.99,2.83176E-17,5.24385E-13,9
AT4G32460,0.99,5.35353E-95,9.91367E-91,9
AT1G66200,0.99,1.11556E-22,2.0658E-18,9
AT5G05170,0.98,1.3831E-106,2.5613E-102,9
AT5G41790,0.98,8.8593E-101,1.64057E-96,9
AT5G03760,0.98,3.15219E-89,5.83723E-85,9
AT2G22170,0.98,4.68972E-64,8.68443E-60,9
AT5G49360,0.98,3.805E-101,7.04604E-97,9
AT5G28020,0.97,4.20123E-79,7.77985E-75,9
AT4G32410,0.97,3.97607E-97,7.36288E-93,9
AT5G47990,0.97,2.70927E-37,5.01703E-33,9
AT5G19250,0.97,4.6505E-85,8.6118E-81,9
AT2G29750,0.96,2.20751E-84,4.08786E-80,9
AT5G40730,0.96,1.36282E-41,2.52368E-37,9
AT1G22740,0.96,3.8435E-93,7.11739E-89,9
AT1G44608,0.95,3.9091E-82,7.23887E-78,9
AT3G23090,0.95,1.99278E-23,3.69023E-19,9
AT1G76490,0.94,1.05938E-94,1.96176E-90,9
AT1G79040,0.94,5.18088E-44,9.59396E-40,9
AT1G76240,0.94,7.47058E-42,1.3834E-37,9
AT1G10960,0.93,1.40263E-64,2.59738E-60,9
AT3G05150,0.93,6.6202E-117,1.2259E-112,9
AT1G80440,0.93,4.91059E-11,9.09343E-07,9
AT5G65380,0.93,2.93065E-81,5.42698E-77,9
AT1G47128,0.93,1.29146E-48,2.39152E-44,9
AT3G23530,0.92,1.4329E-100,2.65339E-96,9
AT5G19240,0.92,1.88634E-24,3.49313E-20,9
AT4G34230,0.92,1.77993E-92,3.29608E-88,9
AT3G21560,0.92,3.47245E-79,6.43027E-75,9
AT4G13660,0.92,8.00083E-70,1.48159E-65,9
AT5G46900,0.91,3.8653E-31,7.15777E-27,9
AT3G26520,0.91,7.45365E-57,1.38027E-52,9
AT1G08200,0.91,2.85364E-63,5.28438E-59,9
AT3G21710,0.91,1.82785E-22,3.38481E-18,9
AT1G17745,0.91,1.20949E-71,2.23974E-67,9
AT4G23100,0.90,5.36649E-75,9.93767E-71,9
AT2G47930,0.89,9.76726E-68,1.8087E-63,9
AT1G07750,0.89,3.4269E-69,6.34593E-65,9
AT5G60920,0.89,1.31219E-79,2.42992E-75,9
AT4G37700,0.89,1.13448E-29,2.10084E-25,9
AT3G05900,0.89,2.91256E-67,5.39348E-63,9
AT2G02950,0.88,2.2128E-102,4.09762E-98,9
AT5G48000,0.88,2.78687E-39,5.16072E-35,9
AT5G44130,0.88,1.51724E-28,2.80963E-24,9
AT1G09750,0.88,3.1439E-143,5.8218E-139,9
AT1G30690,0.88,2.49405E-43,4.61848E-39,9
AT4G18930,0.88,2.93824E-74,5.44103E-70,9
AT5G42100,0.88,8.72168E-70,1.61508E-65,9
AT3G20100,0.88,8.8271E-134,1.6346E-129,9
AT2G16720,0.87,2.22817E-14,4.12613E-10,9
AT4G25830,0.87,9.54134E-65,1.76687E-60,9
AT3G21510,0.87,2.53906E-71,4.70184E-67,9
AT1G64640,0.87,8.90614E-38,1.64924E-33,9
AT1G49500,0.87,5.68489E-53,1.05273E-48,9
AT3G07460,0.87,2.68852E-70,4.9786E-66,9
AT2G31750,0.87,1.03769E-89,1.9216E-85,9
AT1G65060,0.87,2.2266E-98,4.12321E-94,9
AT3G05165,0.86,7.32603E-55,1.35663E-50,9
AT2G20670,0.86,1.43198E-21,2.65174E-17,9
AT5G19340,0.86,3.06959E-58,5.68426E-54,9
AT1G72160,0.85,6.17359E-72,1.14323E-67,9
AT3G54770,0.85,7.91313E-39,1.46535E-34,9
AT5G40890,0.85,6.37563E-57,1.18064E-52,9
AT1G06700,0.85,3.35329E-96,6.20962E-92,9
AT4G30190,0.84,1.99888E-54,3.70152E-50,9
AT1G20840,0.84,4.1766E-71,7.73422E-67,9
AT3G29200,0.84,1.87796E-67,3.4776E-63,9
AT3G19030,0.84,1.33557E-51,2.4732E-47,9
AT2G37040,0.84,1.30456E-43,2.41579E-39,9
AT3G57020,0.84,1.19072E-39,2.20497E-35,9
AT4G28040,0.83,4.6204E-107,8.556E-103,9
AT4G37790,0.83,4.2315E-11,7.83588E-07,9
AT2G36880,0.83,5.43903E-54,1.0072E-49,9
AT1G08500,0.83,1.32109E-46,2.4464E-42,9
AT5G47770,0.82,2.84281E-82,5.26432E-78,9
AT2G26190,0.82,1.22958E-44,2.27694E-40,9
AT5G19770,0.82,3.01607E-64,5.58516E-60,9
AT4G13930,0.82,3.74552E-53,6.93596E-49,9
AT3G24750,0.82,4.70817E-66,8.7186E-62,9
AT1G79410,0.81,2.31523E-63,4.28734E-59,9
AT5G24165,0.81,2.1622E-65,4.00397E-61,9
AT3G05910,0.81,1.18151E-61,2.18791E-57,9
AT5G64330,0.81,1.22867E-89,2.27526E-85,9
AT1G15400,0.81,8.6303E-64,1.59816E-59,9
AT1G03850,0.81,5.83465E-21,1.08046E-16,9
AT3G24420,0.80,3.95234E-76,7.31895E-72,9
AT5G15350,0.80,2.29053E-48,4.2416E-44,9
AT4G37520,0.80,1.50674E-54,2.79018E-50,9
AT2G48020,0.80,2.04935E-81,3.79498E-77,9
AT1G76670,0.80,7.80536E-61,1.4454E-56,9
AT2G37180,0.80,6.55772E-09,0.000121436,9
AT5G35740,0.80,4.64697E-39,8.60527E-35,9
AT1G15210,0.80,8.3743E-47,1.55075E-42,9
AT4G26940,0.80,3.39891E-66,6.2941E-62,9
AT4G23870,0.79,3.49032E-50,6.46337E-46,9
AT5G19230,0.79,3.4561E-08,0.000640001,9
AT5G12250,0.79,6.63264E-56,1.22823E-51,9
AT5G64740,0.79,2.83083E-52,5.24213E-48,9
AT1G75680,0.79,1.82654E-75,3.38239E-71,9
AT5G28050,0.78,4.838E-62,8.95901E-58,9
AT4G34720,0.78,9.02703E-62,1.67163E-57,9
AT2G47460,0.78,8.07642E-58,1.49559E-53,9
AT1G22530,0.77,5.24487E-46,9.71245E-42,9
AT1G62790,0.77,6.17317E-59,1.14315E-54,9
AT3G17609,0.77,3.80457E-53,7.04531E-49,9
AT1G25230,0.77,2.01827E-47,3.73743E-43,9
AT4G34260,0.77,4.4434E-44,8.22828E-40,9
AT1G72150,0.77,6.78271E-60,1.25602E-55,9
AT1G11545,0.76,1.12915E-36,2.09096E-32,9
AT3G09300,0.76,2.2542E-63,4.17433E-59,9
AT4G34050,0.76,1.47327E-85,2.72819E-81,9
AT1G04820,0.76,2.86665E-44,5.30847E-40,9
AT2G44790,0.75,1.03863E-50,1.92333E-46,9
AT2G34420,0.75,5.9729E-21,1.10606E-16,9
AT5G23750,0.75,1.93558E-35,3.5843E-31,9
AT4G25640,0.75,1.94894E-46,3.60905E-42,9
AT3G57010,0.75,5.50387E-37,1.01921E-32,9
AT5G20960,0.75,5.54891E-56,1.02755E-51,9
AT5G06839,0.75,5.4541E-21,1.00999E-16,9
AT3G27770,0.75,4.19426E-72,7.76693E-68,9
AT5G19120,0.74,1.15192E-20,2.13312E-16,9
AT4G01140,0.74,9.12279E-40,1.68936E-35,9
AT2G03350,0.74,3.49728E-88,6.47626E-84,9
AT1G64200,0.74,2.07561E-47,3.84361E-43,9
AT4G10840,0.74,2.33053E-59,4.31568E-55,9
AT4G37470,0.73,2.05322E-58,3.80215E-54,9
AT4G19410,0.73,1.83989E-56,3.4071E-52,9
AT3G01220,0.73,7.49734E-40,1.38836E-35,9
AT4G38920,0.73,2.40806E-54,4.45924E-50,9
AT5G04590,0.73,8.63491E-55,1.59901E-50,9
AT3G16850,0.73,8.1374E-58,1.50688E-53,9
AT3G14850,0.73,3.04911E-41,5.64634E-37,9
AT1G64920,0.73,7.87077E-86,1.45751E-81,9
AT1G62990,0.73,7.75037E-12,1.43521E-07,9
AT1G62800,0.73,8.1275E-76,1.50505E-71,9
AT4G15480,0.73,1.73194E-76,3.2072E-72,9
AT1G47480,0.73,8.98674E-48,1.66417E-43,9
AT1G49240,0.72,1.33191E-60,2.46642E-56,9
AT5G48880,0.72,2.18521E-60,4.04656E-56,9
AT4G25100,0.72,7.90565E-13,1.46397E-08,9
AT1G65960,0.72,3.09502E-50,5.73135E-46,9
AT3G01190,0.72,2.13591E-31,3.95529E-27,9
AT1G11670,0.72,6.02304E-36,1.11535E-31,9
AT1G77330,0.72,2.51022E-32,4.64842E-28,9
AT5G20650,0.71,6.36479E-56,1.17863E-51,9
AT1G13440,0.71,8.0767E-54,1.49564E-49,9
AT5G56870,0.71,8.91081E-30,1.6501E-25,9
AT1G78040,0.71,1.81646E-42,3.36372E-38,9
AT1G70370,0.71,2.89596E-75,5.36273E-71,9
AT2G02780,0.71,1.77824E-53,3.29294E-49,9
AT3G24170,0.71,5.17237E-60,9.5782E-56,9
AT5G18130,0.70,9.54799E-18,1.7681E-13,9
AT1G50010,0.70,1.30111E-41,2.40939E-37,9
AT5G07220,0.70,3.2364E-42,5.99316E-38,9
AT4G33740,0.70,6.46806E-55,1.19775E-50,9
AT5G48010,0.69,1.14921E-26,2.12811E-22,9
AT3G11780,0.69,2.30684E-53,4.27181E-49,9
AT2G39010,0.69,2.21555E-74,4.10276E-70,9
AT2G23690,0.69,1.37539E-46,2.54694E-42,9
AT3G18820,0.69,1.26925E-54,2.35039E-50,9
AT5G38550,0.69,3.1838E-150,5.8957E-146,9
AT3G59940,0.69,9.0971E-15,1.6846E-10,9
AT4G17170,0.69,2.60987E-46,4.83295E-42,9
AT4G08930,0.69,1.56236E-70,2.89318E-66,9
AT3G17390,0.68,7.46603E-29,1.38256E-24,9
AT2G46930,0.68,5.2055E-104,9.6395E-100,9
AT1G78260,0.68,4.46866E-42,8.27506E-38,9
AT5G42860,0.68,7.94839E-50,1.47188E-45,9
AT5G08330,0.68,2.70432E-41,5.00786E-37,9
AT4G39080,0.68,2.47655E-47,4.58608E-43,9
AT2G23810,0.68,3.97482E-11,7.36057E-07,9
AT1G32170,0.68,6.29883E-44,1.16642E-39,9
AT4G26220,0.67,1.27461E-21,2.36032E-17,9
AT3G29350,0.67,1.80946E-55,3.35076E-51,9
AT5G67360,0.67,2.22485E-54,4.11998E-50,9
AT5G44340,0.67,4.21137E-53,7.79862E-49,9
AT1G12845,0.67,2.9059E-99,5.38112E-95,9
AT1G02900,0.67,6.2164E-13,1.15115E-08,9
AT1G26960,0.66,2.18858E-38,4.05281E-34,9
AT5G63800,0.66,3.02818E-45,5.60759E-41,9
AT5G22020,0.66,8.01243E-55,1.48374E-50,9
AT3G22240,0.66,1.90076E-21,3.51984E-17,9
AT2G46330,0.66,2.34224E-35,4.33736E-31,9
AT3G06650,0.66,8.94692E-47,1.65679E-42,9
AT3G16180,0.66,3.97421E-46,7.35944E-42,9
AT3G10525,0.65,1.42677E-36,2.64209E-32,9
AT2G22080,0.65,2.10067E-35,3.89002E-31,9
AT5G04330,0.65,2.29652E-48,4.25269E-44,9
AT1G76990,0.65,3.48316E-33,6.45012E-29,9
AT4G26690,0.65,1.45412E-44,2.69275E-40,9
AT3G16570,0.65,4.10043E-40,7.59318E-36,9
AT4G18360,0.65,1.56447E-78,2.89708E-74,9
AT3G27390,0.65,7.54225E-40,1.39667E-35,9
AT3G62660,0.65,1.39758E-43,2.58804E-39,9
AT2G01850,0.64,6.39538E-43,1.1843E-38,9
AT5G27450,0.64,5.43681E-55,1.00679E-50,9
AT1G36160,0.64,6.01645E-41,1.11413E-36,9
AT1G05870,0.64,1.19641E-59,2.21551E-55,9
AT3G30390,0.64,6.3356E-43,1.17323E-38,9
AT4G29350,0.64,1.92121E-46,3.55769E-42,9
AT1G76790,0.64,4.72894E-21,8.75706E-17,9
AT3G51550,0.64,3.53569E-38,6.54738E-34,9
AT2G20990,0.63,1.6945E-53,3.13787E-49,9
AT5G07110,0.63,8.311E-31,1.53903E-26,9
AT1G69295,0.63,1.29829E-34,2.40417E-30,9
AT1G24170,0.63,4.37091E-33,8.09404E-29,9
AT2G42570,0.63,6.6117E-41,1.22436E-36,9
AT3G14310,0.63,4.85013E-52,8.98147E-48,9
AT1G45688,0.63,2.79319E-37,5.17243E-33,9
AT4G14960,0.62,1.35669E-34,2.51231E-30,9
AT4G32530,0.62,4.81443E-47,8.91537E-43,9
AT2G04780,0.62,2.67825E-30,4.95958E-26,9
AT2G36080,0.61,7.29477E-41,1.35085E-36,9
AT2G38300,0.61,8.4908E-123,1.5723E-118,9
AT2G02390,0.61,2.54814E-39,4.71865E-35,9
AT4G39350,0.61,4.61031E-49,8.53737E-45,9
AT5G66580,0.61,8.16352E-14,1.51172E-09,9
AT2G20750,0.60,2.00802E-29,3.71844E-25,9
AT5G16590,0.60,4.14132E-36,7.66889E-32,9
AT5G09870,0.60,1.89715E-52,3.51314E-48,9
AT4G13340,0.60,3.90108E-26,7.22402E-22,9
AT4G14750,0.60,9.19169E-37,1.70212E-32,9
AT5G36160,0.60,4.40119E-70,8.15012E-66,9
AT1G13360,0.60,2.03297E-09,3.76465E-05,9
AT1G62480,0.59,8.23141E-54,1.52429E-49,9
AT1G55330,0.59,4.67792E-61,8.66258E-57,9
AT3G02580,0.59,6.8669E-43,1.27161E-38,9
AT1G34000,0.59,1.32004E-49,2.44445E-45,9
AT3G04910,0.59,4.95066E-44,9.16763E-40,9
AT4G31340,0.59,5.92996E-41,1.09811E-36,9
AT5G18840,0.59,5.1966E-106,9.6231E-102,9
AT2G46680,0.59,3.62737E-07,0.006717168,9
AT5G11970,0.59,4.35022E-36,8.05575E-32,9
AT3G52060,0.59,1.73603E-25,3.21478E-21,9
AT5G55970,0.58,1.97795E-14,3.66277E-10,9
AT5G25265,0.58,7.38288E-37,1.36716E-32,9
AT1G78300,0.58,6.57413E-35,1.2174E-30,9
AT1G49660,0.58,7.83776E-48,1.4514E-43,9
AT5G54380,0.58,1.03918E-36,1.92435E-32,9
AT3G23820,0.58,1.16238E-23,2.1525E-19,9
AT1G01630,0.58,2.06564E-33,3.82515E-29,9
AT1G78900,0.58,6.97016E-35,1.29073E-30,9
AT5G43600,0.58,3.79705E-51,7.03137E-47,9
AT3G21670,0.58,4.0719E-119,7.5404E-115,9
AT1G10120,0.57,1.62642E-42,3.01181E-38,9
AT3G58120,0.57,6.31825E-26,1.17001E-21,9
AT5G66920,0.57,5.18729E-28,9.60583E-24,9
AT5G03150,0.57,3.03137E-74,5.61349E-70,9
AT1G08590,0.57,1.67639E-48,3.10434E-44,9
AT3G61260,0.57,7.58109E-16,1.40387E-11,9
AT1G61740,0.57,4.83962E-34,8.962E-30,9
AT1G29470,0.57,1.09996E-30,2.0369E-26,9
AT2G26980,0.57,1.03797E-54,1.92212E-50,9
AT2G34660,0.57,9.60838E-29,1.77928E-24,9
AT4G20870,0.57,1.77257E-34,3.28245E-30,9
AT3G26300,0.56,3.008E-113,5.5701E-109,9
AT3G61440,0.56,1.78626E-45,3.30779E-41,9
AT2G19880,0.56,2.64025E-35,4.88921E-31,9
AT3G28940,0.56,1.23191E-18,2.28124E-14,9
AT1G79270,0.56,6.17916E-42,1.14426E-37,9
AT1G29050,0.56,3.24253E-44,6.00451E-40,9
AT4G04955,0.56,1.15256E-44,2.13431E-40,9
AT3G58710,0.56,2.2413E-20,4.15044E-16,9
AT2G41475,0.56,8.43963E-28,1.56285E-23,9
AT4G38220,0.56,2.75486E-39,5.10145E-35,9
AT2G42490,0.56,3.80223E-34,7.04098E-30,9
AT3G52740,0.56,1.01657E-26,1.88248E-22,9
AT1G19910,0.56,5.06241E-73,9.37456E-69,9
AT2G18160,0.55,3.68906E-30,6.83141E-26,9
AT4G23710,0.55,4.55902E-39,8.4424E-35,9
AT1G67360,0.55,1.3787E-22,2.55308E-18,9
AT2G21970,0.55,7.58707E-32,1.40497E-27,9
AT4G12420,0.55,1.06083E-31,1.96444E-27,9
AT1G47530,0.55,2.74565E-37,5.08439E-33,9
AT4G34138,0.55,2.63215E-29,4.87422E-25,9
AT4G28770,0.55,4.65373E-35,8.61778E-31,9
AT1G51070,0.55,2.56119E-30,4.74281E-26,9
AT3G45070,0.55,1.67287E-11,3.09782E-07,9
AT5G34850,0.55,1.62973E-35,3.01794E-31,9
AT4G28100,0.55,5.76756E-45,1.06804E-40,9
AT2G40110,0.55,3.10299E-15,5.74612E-11,9
AT5G53370,0.54,5.18514E-26,9.60184E-22,9
AT3G18990,0.54,5.42261E-44,1.00416E-39,9
AT2G22930,0.54,2.23741E-58,4.14323E-54,9
AT3G28200,0.54,2.69957E-26,4.99907E-22,9
AT5G25940,0.54,7.58315E-42,1.40425E-37,9
AT2G39130,0.54,1.49259E-42,2.76399E-38,9
AT4G11150,0.54,9.05242E-49,1.67633E-44,9
AT1G27030,0.54,2.05358E-16,3.80282E-12,9
AT2G38700,0.54,3.32657E-47,6.16013E-43,9
AT1G02850,0.54,2.81468E-46,5.21222E-42,9
AT5G48290,0.54,9.24765E-36,1.71248E-31,9
AT4G28650,0.54,1.66944E-37,3.09148E-33,9
AT2G05790,0.54,1.85609E-30,3.43711E-26,9
AT4G30060,0.54,1.59041E-43,2.94512E-39,9
AT3G54400,0.54,2.45402E-25,4.54435E-21,9
AT2G26690,0.53,9.04432E-50,1.67483E-45,9
AT1G19360,0.53,7.52306E-31,1.39312E-26,9
AT1G70900,0.53,1.55404E-53,2.87776E-49,9
AT3G23800,0.53,1.45559E-28,2.69545E-24,9
AT1G65010,0.53,3.44848E-31,6.38589E-27,9
AT3G13610,0.53,5.80545E-18,1.07505E-13,9
AT3G12830,0.53,8.32021E-16,1.54074E-11,9
AT5G39340,0.53,1.2382E-32,2.29289E-28,9
AT2G26080,0.53,4.43415E-39,8.21117E-35,9
AT2G28110,0.53,7.6837E-15,1.42287E-10,9
AT5G02000,0.53,5.45818E-51,1.01075E-46,9
AT5G52250,0.53,1.31856E-49,2.4417E-45,9
AT1G30130,0.53,5.31424E-30,9.84092E-26,9
AT2G22125,0.53,5.2478E-31,9.71787E-27,9
AT3G27170,0.52,3.7866E-115,7.012E-111,9
AT5G20700,0.52,1.03433E-43,1.91537E-39,9
AT2G35860,0.52,1.88288E-35,3.48672E-31,9
AT5G51040,0.52,4.13137E-32,7.65047E-28,9
AT4G29270,0.52,1.38887E-25,2.5719E-21,9
AT4G24275,0.52,4.81426E-20,8.91505E-16,9
AT1G16170,0.52,9.00796E-33,1.66809E-28,9
AT3G13410,0.52,1.47278E-30,2.72729E-26,9
AT5G52882,0.52,4.28455E-40,7.93413E-36,9
AT1G10150,0.52,1.22405E-21,2.2667E-17,9
AT1G53730,0.52,3.97014E-40,7.35191E-36,9
AT1G06550,0.52,5.9101E-36,1.09443E-31,9
AT2G38640,0.51,3.29934E-11,6.10972E-07,9
AT4G33150,0.51,1.0345E-30,1.91568E-26,9
AT3G06770,0.51,1.91668E-44,3.54931E-40,9
AT3G45600,0.51,3.97582E-25,7.36242E-21,9
AT3G52870,0.51,2.53141E-17,4.68766E-13,9
AT1G53580,0.51,5.90035E-20,1.09263E-15,9
AT2G02960,0.51,1.01536E-23,1.88024E-19,9
AT1G64440,0.51,6.89032E-22,1.27595E-17,9
AT4G18760,0.51,2.21979E-38,4.11061E-34,9
AT5G61590,0.51,8.17303E-23,1.51348E-18,9
AT1G74380,0.51,1.83257E-28,3.39355E-24,9
AT5G07460,0.51,1.55743E-22,2.88406E-18,9
AT5G40690,0.51,9.58253E-10,1.77449E-05,9
AT5G47780,0.51,1.31625E-33,2.43744E-29,9
AT3G14067,0.51,3.09188E-30,5.72554E-26,9
AT5G47870,0.51,2.88248E-30,5.33777E-26,9
AT1G44170,0.51,2.1685E-46,4.01563E-42,9
AT5G01810,0.50,1.01846E-29,1.88599E-25,9
AT4G30960,0.50,1.04646E-17,1.93784E-13,9
AT4G24760,0.50,1.90818E-35,3.53356E-31,9
AT3G05490,0.50,1.29831E-23,2.40421E-19,9
AT3G44720,0.50,1.07153E-26,1.98426E-22,9
AT4G35450,0.50,3.26437E-37,6.04495E-33,9
AT3G20110,0.50,1.81224E-79,3.3559E-75,9
AT5G60400,0.50,3.79035E-28,7.01898E-24,9
AT3G22540,0.50,1.60211E-43,2.96678E-39,9
AT4G15765,0.50,3.03884E-21,5.62732E-17,9
AT1G07420,0.50,6.75238E-33,1.2504E-28,9
AT1G65930,0.50,2.5863E-26,4.78931E-22,9
AT1G78680,0.50,2.32656E-33,4.30833E-29,9
AT2G18969,0.50,1.00534E-39,1.86169E-35,9
AT5G20280,0.50,8.75693E-56,1.62161E-51,9
AT3G01520,0.50,3.92746E-20,7.27286E-16,9
AT5G27150,0.50,2.00506E-34,3.71296E-30,9
AT3G12500,0.50,4.57849E-07,0.008478441,9
AT5G13710,0.49,1.0715E-24,1.98421E-20,9
AT5G24850,0.49,1.55361E-31,2.87697E-27,9
AT3G10520,0.49,5.87905E-38,1.08868E-33,9
AT1G48480,0.49,2.52817E-46,4.68166E-42,9
