Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT3G59940,0.55,1.96036E-09,2.61218E-05,2
AT1G15500,0.55,1.96457E-16,2.61779E-12,2
AT2G30520,0.55,7.97769E-10,1.06303E-05,2
AT4G34881,0.55,5.81303E-10,7.74587E-06,2
AT5G59790,0.55,1.86402E-10,2.48381E-06,2
AT4G37940,0.53,3.42496E-11,4.56376E-07,2
AT1G67340,0.52,4.92107E-12,6.55733E-08,2
AT1G32700,0.52,2.17201E-11,2.89421E-07,2
AT1G75170,0.52,1.39216E-13,1.85506E-09,2
AT3G16640,0.51,3.66318E-25,4.88118E-21,2
AT3G44735,0.51,1.42693E-14,1.90139E-10,2
AT3G12320,0.51,6.83928E-12,9.11334E-08,2
AT5G60850,0.50,4.0929E-14,5.45379E-10,2
AT4G39800,0.50,7.76627E-13,1.03486E-08,2
AT3G20840,0.50,3.86121E-14,5.14506E-10,2
AT5G37540,0.49,3.75464E-08,0.000500306,2
AT3G48690,0.49,8.39463E-09,0.000111858,2
AT5G65700,0.49,4.93379E-14,6.57427E-10,2
AT5G19120,0.48,1.09482E-10,1.45885E-06,2
AT3G60260,0.48,7.03566E-12,9.37502E-08,2
AT5G14000,0.47,2.49658E-08,0.000332669,2
AT4G10640,0.47,1.54821E-08,0.000206299,2
AT2G02760,0.46,1.79278E-12,2.38888E-08,2
AT4G27520,0.46,7.68847E-08,0.001024489,2
AT4G00430,0.46,4.83013E-07,0.00643615,2
AT1G56200,0.45,2.37304E-10,3.16208E-06,2
AT5G53300,0.45,3.05449E-16,4.07011E-12,2
AT5G20160,0.45,2.7385E-09,3.64905E-05,2
AT2G31200,0.44,1.4168E-07,0.001887892,2
AT3G50070,0.44,2.10847E-12,2.80954E-08,2
AT5G66170,0.44,2.88801E-08,0.000384828,2
AT5G64080,0.44,1.06135E-11,1.41425E-07,2
AT1G48920,0.44,2.04157E-08,0.000272039,2
AT2G20490,0.44,1.75868E-10,2.34344E-06,2
AT3G03920,0.44,1.33925E-09,1.78455E-05,2
AT2G38810,0.43,2.52794E-07,0.003368484,2
AT4G16490,0.43,2.52989E-09,3.37107E-05,2
AT5G02070,0.43,3.45406E-07,0.004602533,2
AT4G09830,0.42,4.68297E-09,6.24005E-05,2
AT5G24580,0.42,3.60657E-09,4.80575E-05,2
AT1G26850,0.42,1.04376E-08,0.000139081,2
AT3G44750,0.42,3.46017E-08,0.000461068,2
AT1G47670,0.42,1.72255E-09,2.2953E-05,2
AT2G32430,0.42,6.98426E-10,9.30653E-06,2
AT2G12646,0.42,1.5266E-08,0.00020342,2
AT2G01850,0.41,6.32134E-08,0.000842318,2
AT4G23750,0.41,3.33354E-08,0.000444194,2
AT5G04590,0.41,2.19431E-09,2.92392E-05,2
AT1G50640,0.41,2.54217E-09,3.38744E-05,2
AT5G51550,0.41,3.81512E-07,0.005083643,2
AT1G53070,0.41,1.48664E-07,0.001980945,2
AT5G49300,0.41,1.04152E-09,1.38783E-05,2
AT5G52470,0.41,3.05146E-08,0.000406607,2
AT5G13370,0.40,1.54649E-10,2.0607E-06,2
AT2G44770,0.40,4.6996E-08,0.000626222,2
AT3G12120,0.40,1.21574E-16,1.61997E-12,2
AT1G25260,0.40,9.95978E-12,1.32714E-07,2
AT3G27210,0.40,5.71309E-07,0.007612689,2
AT1G49840,0.39,2.34389E-08,0.000312323,2
AT2G18230,0.39,1.01641E-07,0.001354367,2
AT4G04620,0.39,4.42294E-12,5.89357E-08,2
AT1G51200,0.39,3.20223E-07,0.004266978,2
AT1G17530,0.39,3.88761E-08,0.000518024,2
AT3G14230,0.37,2.2523E-08,0.000300119,2
AT3G62530,0.36,2.34769E-07,0.003128297,2
AT3G18490,0.36,4.10338E-08,0.000546776,2
AT1G74840,0.36,2.6447E-07,0.003524064,2
AT5G08260,0.36,7.6769E-09,0.000102295,2
AT5G59150,0.36,1.02631E-08,0.000136755,2
AT5G06980,0.35,1.72509E-08,0.000229869,2
AT3G23280,0.35,2.2218E-10,2.96055E-06,2
AT1G17370,0.35,2.85753E-08,0.000380765,2
AT1G69526,0.35,2.5936E-08,0.000345597,2
AT1G06570,0.35,3.04025E-07,0.004051138,2
AT5G04600,0.34,3.39548E-07,0.004524481,2
AT3G02470,0.34,5.80255E-07,0.007731894,2
AT1G57820,0.34,3.76123E-08,0.000501184,2
AT3G30350,0.34,1.45117E-09,1.93369E-05,2
AT2G05330,0.34,2.75461E-10,3.67052E-06,2
AT1G49475,0.34,2.79033E-07,0.003718109,2
AT1G23310,0.34,6.59861E-07,0.008792647,2
AT4G15770,0.33,3.92512E-07,0.005230217,2
AT5G41600,0.33,2.62802E-08,0.000350184,2
AT3G17609,0.33,4.74016E-07,0.006316261,2
AT5G65220,0.33,2.43886E-11,3.24977E-07,2
AT5G59440,0.33,1.22748E-07,0.001635613,2
AT5G03670,0.32,1.04711E-07,0.001395272,2
AT5G64850,0.32,4.64646E-08,0.00061914,2
AT5G06370,0.32,3.31937E-07,0.004423059,2
AT5G65310,0.32,6.61841E-07,0.008819032,2
AT3G07270,0.32,7.4395E-10,9.91314E-06,2
AT4G32940,0.31,2.06243E-07,0.002748182,2
AT1G13440,0.31,2.0937E-07,0.002789858,2
AT5G43630,0.31,3.66396E-09,4.88222E-05,2
AT5G01670,0.29,7.27351E-07,0.009691947,2
AT4G16830,0.29,2.51961E-07,0.003357385,2
AT3G05120,0.29,3.14666E-07,0.004192921,2
AT3G48670,0.29,1.33357E-07,0.001776985,2
AT5G22550,0.29,1.44382E-07,0.001923887,2
AT5G56150,0.29,7.2872E-08,0.00097102,2
AT2G19540,0.28,1.8299E-07,0.002438343,2
AT1G72180,0.28,1.98709E-08,0.000264779,2
AT3G62290,0.26,4.05296E-08,0.000540057,2
AT1G68760,0.25,7.44787E-07,0.009924282,2
