Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT5G15530,0.40,1.11746E-53,2.06931E-49,2
AT5G60930,0.40,7.0465E-108,1.3049E-103,2
AT1G11240,0.40,3.09682E-71,5.73469E-67,2
AT1G76300,0.39,1.64394E-83,3.04424E-79,2
AT4G20020,0.39,3.14976E-94,5.83272E-90,2
AT4G37910,0.39,4.81218E-61,8.91119E-57,2
AT3G59650,0.39,4.4944E-81,8.32273E-77,2
AT4G36420,0.39,1.69368E-64,3.13636E-60,2
AT1G63100,0.39,1.5054E-101,2.78764E-97,2
AT3G06320,0.39,4.60867E-86,8.53434E-82,2
AT1G21190,0.39,6.69733E-77,1.24021E-72,2
AT5G55920,0.39,2.34589E-83,4.34412E-79,2
AT1G63980,0.39,3.67746E-57,6.80992E-53,2
AT5G55160,0.39,5.14941E-59,9.53568E-55,2
AT5G56500,0.39,1.38714E-79,2.5687E-75,2
AT1G14620,0.39,2.63092E-84,4.87194E-80,2
AT1G29900,0.39,2.80035E-82,5.18569E-78,2
AT1G23280,0.39,7.18006E-73,1.3296E-68,2
AT5G64650,0.39,1.43438E-79,2.65619E-75,2
AT1G62500,0.39,5.1788E-101,9.5901E-97,2
AT5G12410,0.39,2.75545E-72,5.10254E-68,2
AT1G63660,0.39,7.628E-85,1.41255E-80,2
AT3G57860,0.39,3.03396E-76,5.61829E-72,2
AT3G16310,0.38,1.12877E-75,2.09026E-71,2
AT1G52670,0.38,1.25834E-67,2.33019E-63,2
AT4G11420,0.38,1.13271E-62,2.09756E-58,2
AT3G57290,0.38,7.54716E-59,1.39758E-54,2
AT4G29510,0.38,9.00068E-91,1.66675E-86,2
AT1G15500,0.38,2.60381E-63,4.82173E-59,2
AT3G27280,0.38,1.6435E-78,3.04344E-74,2
AT4G30800,0.38,1.97209E-78,3.65192E-74,2
AT1G16610,0.38,4.83137E-60,8.94672E-56,2
AT3G04770,0.38,2.5158E-86,4.65876E-82,2
AT1G27435,0.38,1.46572E-58,2.71422E-54,2
AT4G37490,0.38,3.1228E-118,5.7828E-114,2
AT2G05790,0.38,2.18457E-66,4.04539E-62,2
AT2G22230,0.38,3.8079E-61,7.05147E-57,2
AT5G59440,0.38,2.23981E-64,4.14768E-60,2
AT3G44310,0.38,1.88824E-69,3.49665E-65,2
AT4G35620,0.38,5.94733E-94,1.10133E-89,2
AT2G37410,0.38,1.77188E-46,3.28117E-42,2
AT5G02530,0.38,5.27483E-63,9.76793E-59,2
AT5G62550,0.38,2.31753E-81,4.29161E-77,2
AT3G63410,0.38,1.00771E-67,1.86608E-63,2
AT4G26870,0.38,2.70179E-75,5.00317E-71,2
AT5G26360,0.38,1.92481E-58,3.56436E-54,2
AT4G23750,0.38,1.04877E-84,1.94211E-80,2
AT5G65860,0.37,3.72137E-88,6.89124E-84,2
AT1G71260,0.37,5.97704E-89,1.10683E-84,2
AT3G25860,0.37,3.673E-64,6.80166E-60,2
AT2G20585,0.37,6.83046E-70,1.26487E-65,2
AT2G37080,0.37,2.2249E-103,4.1202E-99,2
AT1G30580,0.37,7.4626E-59,1.38192E-54,2
AT4G10640,0.37,2.62096E-77,4.85349E-73,2
AT3G27330,0.37,7.30479E-87,1.3527E-82,2
AT1G28395,0.37,1.72619E-82,3.19657E-78,2
AT1G29980,0.37,3.4662E-111,6.4188E-107,2
AT1G20430,0.37,1.90501E-58,3.52769E-54,2
AT5G58110,0.37,2.12973E-83,3.94383E-79,2
AT5G65220,0.37,1.33129E-58,2.46528E-54,2
AT5G63670,0.37,6.39412E-70,1.18406E-65,2
AT4G11240,0.37,2.91032E-61,5.38933E-57,2
AT5G54970,0.36,8.77745E-85,1.62541E-80,2
AT1G07370,0.36,4.27957E-53,7.92491E-49,2
AT3G14390,0.36,1.34141E-80,2.48403E-76,2
AT1G18800,0.36,4.31975E-70,7.99931E-66,2
AT1G63780,0.36,2.87483E-92,5.32361E-88,2
AT3G20390,0.36,1.70031E-52,3.14864E-48,2
AT4G28190,0.36,1.41471E-86,2.61975E-82,2
AT1G26740,0.36,2.67018E-71,4.94465E-67,2
AT1G48830,0.36,8.51704E-52,1.57719E-47,2
AT5G13710,0.36,5.72448E-40,1.06006E-35,2
AT1G64880,0.36,1.94211E-76,3.5964E-72,2
AT5G13850,0.36,3.30378E-73,6.11794E-69,2
AT2G47640,0.36,8.51699E-66,1.57718E-61,2
AT5G13780,0.36,2.04386E-58,3.78482E-54,2
AT5G39600,0.36,2.80436E-63,5.19311E-59,2
AT5G15550,0.36,1.67841E-79,3.10808E-75,2
AT3G63250,0.36,1.4962E-68,2.77066E-64,2
AT5G01650,0.36,1.30789E-72,2.42196E-68,2
AT1G15390,0.36,9.88592E-79,1.83067E-74,2
AT2G45640,0.36,6.70434E-64,1.24151E-59,2
AT3G48870,0.36,4.37352E-69,8.09889E-65,2
AT4G32520,0.36,4.34855E-85,8.05265E-81,2
AT5G17630,0.36,6.50776E-71,1.20511E-66,2
AT1G64490,0.35,5.2889E-70,9.79399E-66,2
AT3G55660,0.35,1.2794E-119,2.3692E-115,2
AT4G02840,0.35,1.35026E-55,2.50041E-51,2
AT1G09640,0.35,3.33559E-65,6.17685E-61,2
AT5G55140,0.35,3.54548E-65,6.56551E-61,2
AT1G80270,0.35,7.2623E-101,1.34483E-96,2
AT3G52140,0.35,1.9499E-64,3.61082E-60,2
AT5G15510,0.35,1.2948E-123,2.3978E-119,2
AT1G76310,0.35,4.2573E-124,7.8836E-120,2
AT2G38140,0.35,6.66724E-69,1.23464E-64,2
AT2G18400,0.35,4.42432E-59,8.19296E-55,2
AT2G21060,0.35,3.34199E-58,6.18869E-54,2
AT2G07340,0.35,2.56591E-55,4.75155E-51,2
AT2G39990,0.35,1.92256E-54,3.5602E-50,2
AT4G32605,0.35,3.47132E-90,6.42819E-86,2
AT1G73590,0.35,5.7514E-99,1.06504E-94,2
AT1G31335,0.35,3.7981E-74,7.03331E-70,2
AT5G56030,0.35,7.47936E-52,1.38503E-47,2
AT3G52040,0.35,7.54106E-66,1.39645E-61,2
AT2G37390,0.35,3.4421E-187,6.374E-183,2
AT2G46230,0.35,6.15809E-69,1.14036E-64,2
AT3G60210,0.35,1.58082E-59,2.92737E-55,2
AT3G02530,0.35,9.91531E-60,1.83612E-55,2
AT4G39800,0.35,2.27648E-71,4.21558E-67,2
AT3G49470,0.35,3.79574E-77,7.02895E-73,2
AT1G72670,0.35,5.9862E-100,1.10853E-95,2
AT2G45860,0.35,1.58041E-82,2.9266E-78,2
AT5G55125,0.35,3.7492E-55,6.94277E-51,2
AT4G22000,0.34,1.93943E-64,3.59143E-60,2
AT1G20330,0.34,5.60108E-45,1.03721E-40,2
AT1G24360,0.34,4.45142E-54,8.24315E-50,2
AT2G18740,0.34,2.11131E-59,3.90973E-55,2
AT5G08620,0.34,3.67922E-81,6.81318E-77,2
AT3G18760,0.34,2.09644E-66,3.88218E-62,2
AT5G20950,0.34,5.83151E-48,1.07988E-43,2
AT1G10840,0.34,2.1424E-53,3.96729E-49,2
AT1G23100,0.34,6.60637E-74,1.22337E-69,2
AT3G59670,0.34,2.16907E-74,4.01669E-70,2
AT1G26630,0.34,9.69526E-88,1.79537E-83,2
AT1G60640,0.34,2.28438E-82,4.23021E-78,2
AT4G01730,0.34,1.1268E-117,2.0866E-113,2
AT1G50110,0.34,2.6904E-119,4.9821E-115,2
AT5G05640,0.34,2.2789E-81,4.22008E-77,2
AT5G02490,0.34,3.24051E-33,6.00077E-29,2
AT1G18370,0.34,1.0093E-101,1.86907E-97,2
AT1G20620,0.34,5.67655E-41,1.05118E-36,2
AT3G02220,0.34,2.80945E-55,5.20255E-51,2
AT3G27060,0.34,1.81108E-52,3.35375E-48,2
AT5G58590,0.34,4.47433E-64,8.28557E-60,2
AT3G46210,0.34,2.18187E-94,4.04038E-90,2
AT3G63430,0.34,1.53447E-84,2.84154E-80,2
AT1G61450,0.34,2.1827E-112,4.0419E-108,2
AT3G07770,0.34,6.8833E-72,1.27465E-67,2
AT4G20360,0.34,9.10737E-62,1.6865E-57,2
AT5G50740,0.33,1.23509E-77,2.28713E-73,2
AT4G27380,0.33,1.51959E-57,2.81397E-53,2
AT3G09700,0.33,4.48454E-92,8.30447E-88,2
AT3G22300,0.33,3.26299E-65,6.0424E-61,2
AT4G18360,0.33,8.2946E-112,1.536E-107,2
AT5G54580,0.33,4.35393E-69,8.06262E-65,2
AT3G56490,0.33,1.65302E-52,3.06106E-48,2
AT3G58470,0.33,4.8611E-78,9.00178E-74,2
AT3G11630,0.33,5.39167E-63,9.98429E-59,2
AT5G56530,0.33,2.311E-124,4.2795E-120,2
AT5G46840,0.33,3.22964E-66,5.98065E-62,2
AT3G06610,0.33,2.03666E-50,3.77148E-46,2
AT4G31360,0.33,1.52006E-74,2.81484E-70,2
AT5G05210,0.33,2.86149E-51,5.29891E-47,2
AT5G66860,0.33,3.71576E-68,6.88084E-64,2
AT2G19540,0.33,6.70405E-70,1.24146E-65,2
AT3G54220,0.33,6.63768E-82,1.22917E-77,2
AT5G55190,0.33,9.97718E-66,1.84757E-61,2
AT4G31120,0.33,3.39112E-87,6.27968E-83,2
AT4G11080,0.33,1.10963E-95,2.05482E-91,2
AT3G12860,0.33,1.74447E-96,3.23041E-92,2
AT5G48870,0.33,3.81298E-53,7.06089E-49,2
AT4G29430,0.33,6.4977E-58,1.20324E-53,2
AT4G16630,0.33,6.25484E-75,1.15827E-70,2
AT3G55010,0.33,1.0707E-101,1.98281E-97,2
AT2G45520,0.33,2.89636E-66,5.36347E-62,2
AT1G48350,0.33,4.90215E-75,9.0778E-71,2
AT1G09760,0.33,5.76481E-57,1.06753E-52,2
AT3G56130,0.33,1.00746E-52,1.86562E-48,2
AT2G14880,0.33,6.71679E-96,1.24381E-91,2
AT3G49430,0.33,5.00066E-53,9.26023E-49,2
AT4G30330,0.33,4.61788E-69,8.55139E-65,2
AT5G53900,0.33,2.9595E-65,5.48039E-61,2
AT4G05400,0.33,3.79952E-73,7.03595E-69,2
AT1G16350,0.33,9.7923E-88,1.81334E-83,2
AT3G54470,0.33,3.60745E-61,6.68028E-57,2
AT2G35795,0.32,6.88919E-48,1.27574E-43,2
AT3G44150,0.32,4.90216E-74,9.07781E-70,2
AT5G52370,0.32,8.88966E-56,1.64619E-51,2
AT5G64680,0.32,6.51052E-73,1.20562E-68,2
AT4G14330,0.32,9.7045E-136,1.7971E-131,2
AT3G11520,0.32,9.5826E-127,1.7745E-122,2
AT1G16630,0.32,5.021E-126,9.298E-122,2
AT3G57490,0.32,3.71856E-68,6.88604E-64,2
AT2G16780,0.32,5.76745E-81,1.06802E-76,2
AT2G33210,0.32,4.36314E-62,8.07966E-58,2
AT2G27775,0.32,7.51929E-68,1.39242E-63,2
AT5G08420,0.32,6.10861E-52,1.13119E-47,2
AT5G09650,0.32,1.2298E-50,2.27735E-46,2
AT1G73490,0.32,3.72899E-61,6.90535E-57,2
AT1G21880,0.32,1.59401E-91,2.95178E-87,2
AT5G44710,0.32,1.23089E-64,2.27937E-60,2
AT1G16740,0.32,5.37464E-54,9.95275E-50,2
AT2G36400,0.32,1.97896E-73,3.66463E-69,2
AT4G18590,0.32,4.74078E-57,8.77897E-53,2
AT5G16070,0.32,2.08745E-51,3.86554E-47,2
AT5G47680,0.32,1.88105E-62,3.48332E-58,2
AT2G40660,0.32,8.437E-59,1.56236E-54,2
AT1G61870,0.32,6.33011E-79,1.17221E-74,2
AT1G72040,0.32,2.36161E-67,4.37323E-63,2
AT3G44300,0.32,2.32419E-22,4.30393E-18,2
AT1G79850,0.32,6.769E-75,1.25348E-70,2
AT2G47930,0.32,1.1165E-140,2.0675E-136,2
AT1G18850,0.32,3.64647E-79,6.75253E-75,2
AT4G00620,0.31,4.4911E-87,8.31661E-83,2
AT5G61770,0.31,1.13268E-85,2.0975E-81,2
AT3G44380,0.31,5.3222E-105,9.8557E-101,2
AT1G57720,0.31,3.43387E-77,6.35884E-73,2
AT1G11220,0.31,8.0272E-110,1.4865E-105,2
AT4G26660,0.31,1.2841E-107,2.3779E-103,2
AT3G52910,0.31,5.0042E-110,9.2668E-106,2
AT5G16390,0.31,4.28621E-52,7.9372E-48,2
AT5G23290,0.31,9.80386E-44,1.81548E-39,2
AT5G22880,0.31,4.14428E-38,7.67439E-34,2
AT3G02200,0.31,2.56234E-43,4.74495E-39,2
AT1G08780,0.31,7.47121E-48,1.38352E-43,2
AT3G24506,0.31,5.22954E-64,9.68407E-60,2
AT5G20600,0.31,2.23697E-62,4.14243E-58,2
AT2G35790,0.31,7.89629E-62,1.46224E-57,2
AT4G28360,0.31,1.78575E-61,3.30686E-57,2
AT5G26880,0.31,2.41799E-52,4.47764E-48,2
AT2G37990,0.31,1.11139E-72,2.05807E-68,2
AT4G39880,0.31,3.64711E-43,6.75372E-39,2
AT4G00238,0.31,6.6444E-76,1.23041E-71,2
AT4G35570,0.31,3.61837E-50,6.7005E-46,2
AT1G15200,0.31,5.23523E-51,9.6946E-47,2
AT5G46020,0.31,3.96266E-58,7.33806E-54,2
AT5G51940,0.31,1.46176E-60,2.70689E-56,2
AT5G40950,0.31,2.75493E-65,5.10157E-61,2
AT3G61620,0.30,2.05611E-74,3.80751E-70,2
AT2G22400,0.30,2.8825E-77,5.33782E-73,2
AT5G42330,0.30,4.92075E-86,9.11225E-82,2
AT2G33340,0.30,6.76419E-41,1.25259E-36,2
AT2G14460,0.30,2.84401E-75,5.26653E-71,2
AT1G47670,0.30,1.64959E-92,3.05472E-88,2
AT2G37860,0.30,5.08854E-75,9.42295E-71,2
AT2G43110,0.30,4.27918E-70,7.92419E-66,2
AT1G44110,0.30,3.2465E-90,6.01187E-86,2
AT5G41685,0.30,1.57135E-40,2.90983E-36,2
AT4G01560,0.30,2.59785E-58,4.8107E-54,2
AT2G19670,0.30,5.31028E-94,9.83357E-90,2
AT5G17870,0.30,1.61871E-72,2.99753E-68,2
AT5G23395,0.30,5.98964E-46,1.10916E-41,2
AT2G04630,0.30,3.17917E-49,5.88719E-45,2
AT2G38550,0.30,3.01225E-56,5.57808E-52,2
AT2G38160,0.30,2.16172E-81,4.00308E-77,2
AT5G43970,0.30,7.36868E-48,1.36453E-43,2
ATCG00160,0.30,2.05148E-53,3.79892E-49,2
AT1G53140,0.29,1.92223E-98,3.55958E-94,2
AT5G24840,0.29,6.56102E-78,1.21497E-73,2
AT4G28450,0.29,7.08864E-77,1.31267E-72,2
AT4G23620,0.29,4.19411E-62,7.76666E-58,2
AT5G52820,0.29,5.12794E-67,9.49593E-63,2
AT5G21160,0.29,4.99112E-67,9.24256E-63,2
AT3G51270,0.29,1.02602E-63,1.89999E-59,2
AT1G50200,0.29,2.43878E-45,4.51612E-41,2
AT1G65030,0.29,3.91902E-65,7.25724E-61,2
AT1G23860,0.29,8.80815E-48,1.63109E-43,2
AT2G38620,0.29,1.01E-112,1.8703E-108,2
AT4G13720,0.29,1.46984E-44,2.72185E-40,2
AT4G37660,0.29,1.13726E-62,2.10597E-58,2
AT2G28600,0.29,4.67656E-72,8.66006E-68,2
AT5G60340,0.29,1.39514E-47,2.58352E-43,2
AT5G66540,0.29,8.24582E-59,1.52696E-54,2
AT1G12920,0.29,9.10263E-44,1.68562E-39,2
AT5G10170,0.29,4.5907E-129,8.5011E-125,2
AT5G16060,0.29,5.0873E-51,9.42066E-47,2
AT1G75330,0.29,1.03979E-61,1.92548E-57,2
AT3G57000,0.29,1.60127E-75,2.96523E-71,2
AT4G35490,0.29,2.83875E-51,5.25679E-47,2
AT2G29540,0.29,2.03836E-71,3.77463E-67,2
AT5G60960,0.29,1.70814E-56,3.16313E-52,2
AT4G29360,0.29,3.26056E-97,6.0379E-93,2
AT2G34750,0.29,9.27865E-60,1.71822E-55,2
AT5G42060,0.29,1.16824E-59,2.16335E-55,2
AT4G40030,0.29,7.78334E-27,1.44132E-22,2
AT5G47630,0.29,6.29117E-65,1.165E-60,2
AT5G64670,0.29,2.19938E-60,4.07281E-56,2
AT2G28620,0.29,1.5519E-87,2.87381E-83,2
AT4G33680,0.28,4.50589E-54,8.344E-50,2
AT4G27490,0.28,6.21512E-74,1.15092E-69,2
AT3G12120,0.28,4.82185E-24,8.92911E-20,2
AT1G78630,0.28,8.82915E-75,1.63498E-70,2
AT4G38062,0.28,1.0991E-121,2.0353E-117,2
AT5G42820,0.28,5.91361E-42,1.09508E-37,2
AT1G34430,0.28,6.91853E-38,1.28117E-33,2
ATCG00380,0.28,1.08147E-57,2.00267E-53,2
AT5G48360,0.28,6.40721E-78,1.18649E-73,2
AT1G47500,0.28,4.44573E-66,8.2326E-62,2
AT1G70350,0.28,2.68811E-51,4.97784E-47,2
AT1G10960,0.28,5.30657E-35,9.8267E-31,2
AT1G44810,0.28,3.50698E-56,6.49422E-52,2
AT2G39795,0.28,1.24108E-64,2.29824E-60,2
AT1G09620,0.28,1.50055E-49,2.77872E-45,2
AT1G07790,0.28,3.8203E-45,7.07443E-41,2
AT5G37010,0.28,1.39848E-61,2.58971E-57,2
AT2G37340,0.28,8.27761E-30,1.53285E-25,2
AT3G11450,0.28,7.16336E-44,1.32651E-39,2
AT5G49560,0.28,1.50863E-67,2.79368E-63,2
AT2G40430,0.28,1.2421E-57,2.30013E-53,2
AT1G13380,0.28,9.91165E-57,1.83544E-52,2
AT4G29840,0.28,2.84037E-48,5.25979E-44,2
AT1G10780,0.28,3.39267E-93,6.28254E-89,2
AT4G36180,0.28,9.65755E-65,1.78839E-60,2
AT2G44065,0.28,8.05287E-46,1.49123E-41,2
AT1G27090,0.27,4.27621E-44,7.91868E-40,2
AT1G42960,0.27,4.19713E-34,7.77225E-30,2
AT1G29070,0.27,3.59381E-58,6.65502E-54,2
AT1G70190,0.27,5.66923E-47,1.04983E-42,2
AT2G20530,0.27,1.16911E-54,2.16495E-50,2
AT3G62030,0.27,1.53587E-56,2.84412E-52,2
AT3G56510,0.27,6.13224E-59,1.13557E-54,2
AT5G60210,0.27,2.21938E-87,4.10985E-83,2
AT5G03870,0.27,2.43313E-94,4.50567E-90,2
AT4G15790,0.27,4.30855E-40,7.97857E-36,2
AT3G49990,0.27,1.54658E-63,2.86395E-59,2
AT2G34190,0.27,2.35678E-87,4.36428E-83,2
AT3G17840,0.27,4.14311E-75,7.6722E-71,2
AT5G55520,0.27,4.3701E-125,8.0926E-121,2
AT5G03860,0.27,5.12134E-65,9.4837E-61,2
AT1G03360,0.27,2.27207E-71,4.20743E-67,2
AT5G38720,0.27,1.82502E-67,3.37956E-63,2
AT1G49400,0.27,1.24925E-42,2.31337E-38,2
AT3G60360,0.27,9.0039E-58,1.66734E-53,2
AT1G02840,0.27,7.30384E-40,1.35253E-35,2
AT2G32220,0.27,2.85116E-51,5.27978E-47,2
AT3G16950,0.27,1.37054E-45,2.53796E-41,2
AT5G42540,0.27,1.766E-63,3.27027E-59,2
AT3G56150,0.27,5.30514E-34,9.82406E-30,2
AT1G55890,0.27,5.59042E-54,1.03523E-49,2
AT4G05520,0.27,2.6457E-83,4.89931E-79,2
AT5G40490,0.27,3.2699E-60,6.05519E-56,2
AT2G35040,0.27,9.62965E-60,1.78322E-55,2
AT5G11750,0.27,1.77994E-67,3.2961E-63,2
AT5G13120,0.27,4.37334E-42,8.09856E-38,2
AT5G16750,0.26,6.35584E-69,1.17698E-64,2
AT5G14050,0.26,5.41449E-71,1.00266E-66,2
AT1G54690,0.26,4.89517E-81,9.06487E-77,2
AT1G55205,0.26,6.48391E-66,1.20069E-61,2
AT1G35680,0.26,9.31908E-68,1.72571E-63,2
AT1G16920,0.26,4.0112E-32,7.42794E-28,2
AT2G30200,0.26,3.18365E-38,5.89548E-34,2
AT2G47990,0.26,8.94148E-85,1.65578E-80,2
AT3G57930,0.26,5.73962E-53,1.06286E-48,2
AT5G62690,0.26,1.25311E-46,2.32051E-42,2
AT3G44050,0.26,1.81705E-95,3.36481E-91,2
AT4G12390,0.26,3.62442E-46,6.71171E-42,2
AT3G05330,0.26,7.46845E-79,1.38301E-74,2
AT3G01280,0.26,4.77717E-59,8.84636E-55,2
AT3G05810,0.26,9.81213E-49,1.81701E-44,2
AT5G65260,0.26,2.25846E-73,4.18221E-69,2
AT1G75670,0.26,1.05731E-72,1.95792E-68,2
AT5G45700,0.26,4.7715E-104,8.8359E-100,2
AT1G80410,0.26,1.88326E-48,3.48742E-44,2
AT5G50370,0.26,9.24252E-43,1.71153E-38,2
AT1G26470,0.26,3.38045E-48,6.25993E-44,2
AT5G49510,0.26,5.68734E-38,1.05318E-33,2
AT1G54630,0.26,5.44797E-43,1.00885E-38,2
AT5G14440,0.26,4.23659E-58,7.84532E-54,2
AT2G27330,0.26,3.14024E-39,5.8151E-35,2
AT4G35850,0.26,8.33013E-56,1.54257E-51,2
AT5G61310,0.26,1.19929E-71,2.22085E-67,2
AT4G28510,0.26,1.55362E-58,2.87699E-54,2
AT2G33400,0.26,2.73443E-79,5.06361E-75,2
AT5G25900,0.26,7.5855E-50,1.40468E-45,2
AT4G24280,0.26,1.88251E-43,3.48603E-39,2
AT3G22320,0.26,3.77617E-52,6.99271E-48,2
AT4G35020,0.26,5.08095E-57,9.40889E-53,2
AT5G23420,0.26,1.31995E-48,2.44428E-44,2
AT5G03740,0.26,9.09397E-42,1.68402E-37,2
AT4G26190,0.26,2.19899E-44,4.07209E-40,2
AT1G47490,0.26,2.01893E-50,3.73866E-46,2
AT1G31860,0.26,1.94927E-53,3.60966E-49,2
AT5G25757,0.26,3.53576E-53,6.54753E-49,2
AT5G56580,0.26,4.3948E-51,8.1383E-47,2
AT3G27850,0.26,4.79648E-83,8.88212E-79,2
AT5G47600,0.26,8.7682E-59,1.6237E-54,2
AT3G51230,0.26,5.65642E-66,1.04746E-61,2
AT4G38890,0.26,7.65826E-83,1.41816E-78,2
AT3G16300,0.26,6.07716E-62,1.12537E-57,2
AT2G37230,0.26,1.42105E-61,2.63149E-57,2
AT4G03100,0.26,3.605E-101,6.67576E-97,2
AT1G60770,0.26,1.07738E-55,1.99509E-51,2
AT5G44040,0.26,1.5176E-101,2.81023E-97,2
AT4G34620,0.25,1.78364E-37,3.30294E-33,2
AT1G80280,0.25,2.28926E-51,4.23924E-47,2
AT1G76500,0.25,1.24792E-52,2.3109E-48,2
AT3G56100,0.25,3.7628E-102,6.96795E-98,2
AT5G62290,0.25,2.16009E-71,4.00005E-67,2
AT5G64816,0.25,8.83363E-67,1.63581E-62,2
AT4G18570,0.25,5.80507E-70,1.07498E-65,2
AT5G01910,0.25,2.29372E-93,4.24752E-89,2
AT2G47420,0.25,1.40619E-53,2.60398E-49,2
AT1G17285,0.25,1.74933E-29,3.23941E-25,2
ATCG00170,0.25,4.3176E-52,7.99533E-48,2
AT3G49080,0.25,8.85092E-53,1.63901E-48,2
