Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT1G27400,0.95,2.5092E-223,4.6466E-219,2
AT4G34670,0.94,2.3163E-221,4.2894E-217,2
AT1G56110,0.94,7.2786E-166,1.3478E-161,2
AT4G33270,0.94,9.4658E-130,1.7529E-125,2
AT3G45030,0.93,3.1179E-220,5.7738E-216,2
AT5G08180,0.92,2.0487E-168,3.7937E-164,2
AT4G29410,0.92,6.8474E-195,1.268E-190,2
AT5G52470,0.92,5.6217E-153,1.041E-148,2
AT4G10450,0.92,7.2427E-168,1.3412E-163,2
AT2G20450,0.91,1.0136E-179,1.8769E-175,2
AT3G51280,0.91,5.4664E-195,1.0123E-190,2
AT5G09510,0.91,5.9181E-205,1.0959E-200,2
AT5G63660,0.91,3.526E-140,6.5294E-136,2
AT3G61110,0.91,7.152E-215,1.3244E-210,2
AT1G77940,0.90,9.164E-191,1.697E-186,2
AT1G09690,0.90,7.8293E-240,1.4498E-235,2
AT2G40205,0.90,2.8E-187,5.185E-183,2
AT1G41880,0.90,3.4662E-196,6.4187E-192,2
AT5G45775,0.90,7.7634E-206,1.4376E-201,2
AT2G34480,0.89,1.5923E-226,2.9486E-222,2
AT1G18540,0.89,2.0718E-199,3.8366E-195,2
AT5G25090,0.89,2.7071E-133,5.013E-129,2
AT2G21580,0.89,1.1279E-216,2.0887E-212,2
AT2G32060,0.89,1.0641E-181,1.9705E-177,2
AT2G36620,0.88,6.8044E-201,1.26E-196,2
AT3G06680,0.88,5.3694E-170,9.943E-166,2
AT4G36130,0.88,2.2607E-184,4.1863E-180,2
AT3G05560,0.87,1.1522E-203,2.1337E-199,2
AT3G56020,0.87,2.5371E-179,4.6982E-175,2
AT5G58420,0.87,1.4986E-190,2.7752E-186,2
AT4G10480,0.87,2.741E-164,5.0758E-160,2
AT2G27720,0.87,2.6317E-236,4.8734E-232,2
AT4G00100,0.87,3.6579E-211,6.7737E-207,2
AT5G47210,0.87,2.7565E-178,5.1044E-174,2
AT5G16130,0.87,8.4979E-195,1.5736E-190,2
AT3G23390,0.87,5.8744E-203,1.0878E-198,2
AT5G18380,0.87,6.618E-263,1.2255E-258,2
AT5G47700,0.86,1.4182E-194,2.6261E-190,2
AT5G61170,0.86,8.5339E-203,1.5803E-198,2
AT5G22440,0.86,3.5506E-179,6.5751E-175,2
AT5G23740,0.86,4.1026E-206,7.5972E-202,2
AT5G27850,0.86,1.0689E-216,1.9794E-212,2
AT5G56710,0.86,2.3496E-211,4.3511E-207,2
AT5G64140,0.86,2.3257E-171,4.3068E-167,2
AT4G16720,0.86,2.5455E-210,4.7137E-206,2
AT1G09590,0.86,2.9618E-179,5.4846E-175,2
AT1G52300,0.85,3.0099E-226,5.5738E-222,2
AT5G27120,0.85,2.3605E-152,4.3712E-148,2
AT3G62250,0.85,5.003E-218,9.2645E-214,2
AT3G62870,0.85,1.1918E-193,2.2071E-189,2
AT2G25210,0.85,3.3853E-189,6.269E-185,2
AT5G20290,0.85,5.6876E-255,1.0532E-250,2
AT3G55280,0.85,1.1041E-182,2.0445E-178,2
AT4G15000,0.85,3.3018E-243,6.1142E-239,2
AT2G44120,0.84,1.4082E-178,2.6077E-174,2
AT2G19750,0.84,2.1951E-169,4.0648E-165,2
AT3G53740,0.84,3.8744E-217,7.1746E-213,2
AT5G06150,0.84,2.5925E-145,4.8008E-141,2
AT1G48630,0.83,1.6302E-159,3.0188E-155,2
AT1G73230,0.83,1.4631E-192,2.7093E-188,2
AT4G26230,0.83,7.3408E-173,1.3594E-168,2
AT3G07110,0.83,2.3986E-177,4.4417E-173,2
AT3G11120,0.83,4.9041E-165,9.0815E-161,2
AT3G62530,0.83,3.2213E-156,5.9651E-152,2
AT4G39200,0.83,4.714E-241,8.7293E-237,2
AT3G06700,0.83,1.7684E-179,3.2747E-175,2
AT3G56340,0.83,2.3175E-228,4.2916E-224,2
AT3G49010,0.82,7.6359E-217,1.414E-212,2
AT1G18080,0.82,8.419E-176,1.559E-171,2
AT5G59850,0.82,2.7718E-177,5.1328E-173,2
AT1G72370,0.82,1.541E-198,2.8536E-194,2
AT3G49910,0.82,2.9912E-231,5.5391E-227,2
AT2G01250,0.82,7.0347E-192,1.3027E-187,2
AT2G37270,0.82,1.785E-175,3.3055E-171,2
AT3G09500,0.82,4.5734E-235,8.4691E-231,2
AT3G56070,0.82,1.1893E-140,2.2024E-136,2
AT5G03850,0.81,1.8516E-187,3.4288E-183,2
AT5G48760,0.81,1.2033E-177,2.2284E-173,2
AT1G29250,0.81,4.9036E-150,9.0805E-146,2
AT1G69620,0.81,6.5346E-209,1.2101E-204,2
AT5G15200,0.81,6.3238E-234,1.171E-229,2
AT3G14600,0.81,7.7488E-200,1.4349E-195,2
AT3G05590,0.81,3.5711E-201,6.6129E-197,2
AT4G25890,0.81,2.7795E-166,5.1471E-162,2
AT5G27700,0.81,1.5087E-207,2.7939E-203,2
AT1G08360,0.81,2.2975E-191,4.2546E-187,2
AT5G66230,0.81,7.5372E-165,1.3957E-160,2
AT3G55750,0.81,1.1271E-175,2.0872E-171,2
AT4G27090,0.81,3.9348E-237,7.2864E-233,2
AT1G70600,0.81,3.0011E-222,5.5574E-218,2
AT1G57660,0.81,6.4155E-194,1.188E-189,2
AT2G39460,0.80,5.3614E-193,9.9283E-189,2
AT3G02080,0.80,8.3563E-207,1.5474E-202,2
AT5G17160,0.80,1.1146E-178,2.0639E-174,2
AT3G10610,0.80,7.4479E-152,1.3792E-147,2
AT5G56670,0.80,1.3915E-188,2.5767E-184,2
AT5G67510,0.80,3.7374E-169,6.9209E-165,2
AT3G24830,0.80,2.0997E-203,3.8882E-199,2
AT3G09200,0.80,6.5009E-185,1.2038E-180,2
AT2G33370,0.80,4.7143E-175,8.73E-171,2
AT1G15930,0.80,1.1289E-204,2.0905E-200,2
AT1G76540,0.79,1.4801E-147,2.7409E-143,2
AT5G47930,0.79,2.7209E-194,5.0385E-190,2
AT2G47110,0.79,2.2648E-210,4.1939E-206,2
AT3G58700,0.79,6.0329E-147,1.1172E-142,2
AT2G36160,0.79,9.0361E-202,1.6733E-197,2
AT1G26880,0.79,8.6353E-173,1.5991E-168,2
AT5G02960,0.79,2.3815E-230,4.4101E-226,2
AT3G11510,0.79,3.5701E-206,6.6111E-202,2
AT1G02690,0.79,3.0033E-155,5.5615E-151,2
AT2G42740,0.79,1.7204E-156,3.1858E-152,2
AT3G05060,0.79,2.3858E-133,4.4181E-129,2
AT5G07090,0.78,1.962E-189,3.6333E-185,2
AT5G39740,0.78,3.5001E-186,6.4815E-182,2
AT5G46430,0.78,7.0571E-191,1.3068E-186,2
AT3G09630,0.78,4.1435E-174,7.6729E-170,2
AT4G29390,0.78,1.7028E-171,3.1533E-167,2
AT1G43170,0.78,8.6477E-190,1.6014E-185,2
AT4G33260,0.77,3.4028E-115,6.3013E-111,2
AT5G62300,0.77,2.061E-224,3.8165E-220,2
AT4G34555,0.77,3.502E-148,6.4849E-144,2
AT5G41520,0.77,3.8233E-210,7.08E-206,2
AT3G04840,0.77,4.9645E-186,9.1933E-182,2
AT5G02450,0.77,1.6223E-250,3.0042E-246,2
AT5G57290,0.77,2.1081E-222,3.9037E-218,2
AT1G56045,0.77,9.9752E-167,1.8472E-162,2
AT5G27770,0.77,2.8796E-180,5.3324E-176,2
AT3G18130,0.77,2.2251E-135,4.1204E-131,2
AT3G25520,0.77,3.6158E-206,6.6958E-202,2
AT4G16141,0.76,5.5876E-132,1.0347E-127,2
AT1G23290,0.76,1.5938E-180,2.9515E-176,2
AT3G25980,0.76,1.1224E-170,2.0784E-166,2
AT5G04800,0.76,6.7907E-161,1.2575E-156,2
AT1G57860,0.76,2.3256E-164,4.3065E-160,2
AT5G52650,0.76,9.7106E-184,1.7982E-179,2
AT3G28900,0.75,4.0883E-148,7.5708E-144,2
AT4G15830,0.75,2.0184E-154,3.7377E-150,2
AT4G17520,0.75,1.6575E-150,3.0693E-146,2
AT2G41840,0.75,2.5912E-205,4.7985E-201,2
AT3G15240,0.75,2.2571E-137,4.1796E-133,2
AT2G19730,0.75,1.449E-203,2.6832E-199,2
AT3G59540,0.75,1.3644E-187,2.5266E-183,2
AT3G51720,0.74,5.0042E-144,9.2669E-140,2
AT3G44590,0.74,6.12E-144,1.1333E-139,2
AT3G11940,0.74,1.1936E-213,2.2103E-209,2
AT3G60770,0.74,4.1335E-186,7.6544E-182,2
AT1G22780,0.74,3.7617E-202,6.9659E-198,2
AT3G04920,0.74,5.9716E-197,1.1058E-192,2
AT4G33865,0.74,1.2361E-158,2.2891E-154,2
AT3G18740,0.74,2.6418E-176,4.8921E-172,2
AT3G53020,0.74,1.7034E-206,3.1543E-202,2
AT2G39390,0.74,1.2519E-143,2.3182E-139,2
AT1G74560,0.74,9.1329E-128,1.6912E-123,2
AT4G13170,0.74,9.2513E-140,1.7132E-135,2
AT4G15910,0.73,2.2845E-118,4.2304E-114,2
AT1G17880,0.73,1.8689E-181,3.4607E-177,2
AT2G47610,0.73,1.0335E-197,1.9138E-193,2
AT3G53430,0.73,2.669E-160,4.9425E-156,2
AT2G44860,0.73,2.5396E-128,4.7029E-124,2
AT4G14320,0.73,5.4521E-161,1.0096E-156,2
AT4G31985,0.73,2.4394E-158,4.5172E-154,2
AT5G23900,0.73,4.8301E-161,8.9444E-157,2
AT4G26110,0.73,2.2007E-123,4.0753E-119,2
AT2G05220,0.73,1.0207E-195,1.8902E-191,2
AT2G19740,0.73,7.3953E-145,1.3695E-140,2
AT2G27970,0.72,1.7363E-126,3.2153E-122,2
AT1G52930,0.72,3.9198E-135,7.2586E-131,2
AT3G02560,0.72,1.2252E-175,2.2688E-171,2
AT1G25260,0.72,1.2228E-120,2.2644E-116,2
AT5G10360,0.72,2.827E-191,5.235E-187,2
AT4G32830,0.72,7.106E-158,1.3159E-153,2
AT4G18100,0.72,3.008E-197,5.5702E-193,2
AT1G23410,0.72,1.7372E-149,3.2169E-145,2
AT3G48930,0.72,4.1474E-209,7.6802E-205,2
AT1G67430,0.72,1.4294E-209,2.6469E-205,2
AT4G18730,0.72,9.4711E-172,1.7539E-167,2
AT3G03130,0.71,1.2245E-165,2.2675E-161,2
AT3G46040,0.71,1.1748E-165,2.1756E-161,2
AT1G20220,0.71,2.1323E-136,3.9486E-132,2
AT3G52580,0.71,1.1299E-144,2.0923E-140,2
AT3G15000,0.71,4.8101E-114,8.9074E-110,2
AT5G28060,0.71,3.6147E-186,6.6936E-182,2
AT5G62190,0.71,4.2123E-107,7.8004E-103,2
AT3G47370,0.71,1.8451E-143,3.4167E-139,2
AT5G02610,0.71,2.0516E-146,3.7991E-142,2
AT4G38680,0.71,1.1809E-157,2.1868E-153,2
AT2G27530,0.71,4.0809E-186,7.557E-182,2
AT3G53870,0.70,1.4549E-201,2.6941E-197,2
AT3G16780,0.70,1.8879E-137,3.4959E-133,2
AT1G01100,0.70,2.0911E-226,3.8723E-222,2
AT4G25740,0.70,1.854E-150,3.4332E-146,2
AT2G43460,0.70,1.4946E-173,2.7678E-169,2
AT3G04400,0.70,4.21E-235,7.796E-231,2
AT1G33140,0.70,1.7809E-197,3.2978E-193,2
AT1G74060,0.69,2.956E-168,5.4739E-164,2
AT2G41650,0.69,8.9947E-135,1.6656E-130,2
AT1G04270,0.69,1.3033E-216,2.4135E-212,2
AT3G53890,0.69,1.0807E-161,2.0012E-157,2
AT2G40590,0.68,2.2107E-135,4.0938E-131,2
AT5G15520,0.68,1.5452E-144,2.8614E-140,2
AT1G33120,0.68,9.491E-175,1.7575E-170,2
AT5G50810,0.68,4.5358E-125,8.3995E-121,2
AT1G07930,0.68,2.018E-147,3.737E-143,2
AT4G38740,0.68,1.69417E-70,3.13726E-66,2
AT3G58610,0.68,9.3624E-127,1.7337E-122,2
AT1G14320,0.68,7.6976E-195,1.4254E-190,2
AT1G20930,0.67,2.8677E-132,5.3104E-128,2
AT2G36170,0.67,6.4865E-147,1.2012E-142,2
AT5G61130,0.67,4.4553E-154,8.2503E-150,2
AT1G02780,0.67,2.5055E-218,4.6398E-214,2
AT4G02230,0.67,5.691E-130,1.0539E-125,2
AT3G44010,0.67,2.7078E-149,5.0144E-145,2
AT1G58380,0.67,1.1802E-137,2.1856E-133,2
AT3G43980,0.67,1.6017E-134,2.966E-130,2
AT2G31610,0.66,1.5783E-147,2.9226E-143,2
AT3G52590,0.66,2.2758E-202,4.2144E-198,2
AT2G27840,0.66,3.4983E-125,6.4781E-121,2
AT3G10090,0.66,2.3346E-129,4.3232E-125,2
AT5G20720,0.66,7.4982E-138,1.3885E-133,2
AT1G74270,0.66,7.0886E-140,1.3127E-135,2
AT5G02870,0.65,1.7963E-149,3.3264E-145,2
AT1G18250,0.65,7.7674E-157,1.4384E-152,2
AT4G00810,0.64,7.1792E-139,1.3294E-134,2
AT3G08520,0.64,5.8383E-132,1.0811E-127,2
AT3G15357,0.64,1.5527E-109,2.8753E-105,2
AT1G08580,0.63,8.1413E-120,1.5076E-115,2
AT5G35530,0.63,6.2364E-148,1.1549E-143,2
AT1G61570,0.63,5.1616E-106,9.5583E-102,2
AT4G09800,0.63,7.6505E-133,1.4167E-128,2
AT2G03090,0.63,1.21882E-56,2.257E-52,2
AT2G35605,0.63,1.1829E-124,2.1905E-120,2
AT5G18790,0.62,7.8947E-134,1.4619E-129,2
AT2G04390,0.62,5.5864E-137,1.0345E-132,2
AT5G04600,0.62,3.3941E-119,6.2852E-115,2
AT3G51800,0.62,1.3913E-112,2.5764E-108,2
AT5G10390,0.62,8.40345E-69,1.55615E-64,2
AT3G23990,0.62,8.97914E-93,1.66276E-88,2
AT5G44560,0.62,3.2169E-132,5.9571E-128,2
AT1G30880,0.62,2.2824E-122,4.2265E-118,2
AT1G73940,0.61,1.2023E-124,2.2264E-120,2
AT1G49410,0.61,2.7627E-101,5.11603E-97,2
AT1G30230,0.61,3.9828E-176,7.3753E-172,2
AT5G14520,0.61,3.0322E-103,5.6151E-99,2
AT1G21090,0.61,5.4447E-144,1.0082E-139,2
AT2G03505,0.61,1.7815E-180,3.299E-176,2
AT2G28000,0.61,1.2876E-115,2.3844E-111,2
AT1G34030,0.61,1.0615E-142,1.9656E-138,2
AT4G25340,0.61,1.15941E-90,2.147E-86,2
AT3G14190,0.61,1.36248E-70,2.52304E-66,2
AT5G06360,0.61,1.6092E-104,2.9799E-100,2
AT5G62440,0.61,9.8144E-112,1.8174E-107,2
AT2G17360,0.61,5.4482E-141,1.0089E-136,2
AT1G80750,0.60,1.3125E-106,2.4306E-102,2
AT5G60390,0.60,3.9932E-181,7.3947E-177,2
AT4G02450,0.60,2.2342E-119,4.1373E-115,2
AT1G14980,0.60,1.3917E-99,2.57714E-95,2
AT2G20515,0.60,4.19329E-98,7.76513E-94,2
AT1G04480,0.59,8.236E-157,1.5251E-152,2
AT1G15250,0.59,3.7874E-109,7.0136E-105,2
AT5G13840,0.59,2.3082E-118,4.2744E-114,2
AT5G20160,0.59,6.01775E-81,1.11437E-76,2
AT3G20000,0.59,2.1345E-106,3.9526E-102,2
AT2G29550,0.59,3.23997E-64,5.99978E-60,2
AT4G31700,0.59,1.1069E-149,2.0497E-145,2
AT2G23930,0.58,2.4638E-106,4.5625E-102,2
AT2G25880,0.58,1.9223E-127,3.5597E-123,2
AT2G29980,0.58,1.22079E-75,2.26065E-71,2
AT1G02870,0.58,8.2659E-105,1.5307E-100,2
AT3G11830,0.58,7.3353E-108,1.3584E-103,2
AT1G74050,0.58,2.7306E-146,5.0565E-142,2
AT3G52110,0.57,2.1537E-106,3.9882E-102,2
AT4G30220,0.57,2.5114E-108,4.6506E-104,2
AT3G01790,0.57,2.6658E-115,4.9365E-111,2
AT2G40510,0.57,1.30948E-96,2.4249E-92,2
AT1G46264,0.57,5.742E-223,1.0633E-218,2
AT3G54560,0.57,1.69226E-80,3.13373E-76,2
AT3G46560,0.56,8.0531E-100,1.49128E-95,2
AT3G12390,0.56,2.4864E-113,4.6043E-109,2
AT2G12646,0.56,2.8009E-100,5.18677E-96,2
AT5G61030,0.56,1.4102E-117,2.6114E-113,2
AT2G31410,0.55,2.5198E-109,4.6661E-105,2
AT1G49760,0.55,6.06076E-95,1.12233E-90,2
AT2G35240,0.55,3.6233E-113,6.7097E-109,2
AT3G53190,0.55,1.0771E-167,1.9945E-163,2
AT1G76010,0.55,5.4022E-107,1.0004E-102,2
AT5G48480,0.54,1.33922E-53,2.47996E-49,2
AT1G54580,0.54,6.3974E-89,1.18467E-84,2
AT5G19510,0.54,4.0963E-165,7.5855E-161,2
AT4G15770,0.54,2.0688E-99,3.83101E-95,2
AT1G20610,0.54,2.7803E-154,5.1486E-150,2
AT3G55170,0.54,6.53467E-90,1.21009E-85,2
AT4G26840,0.54,7.195E-105,1.3324E-100,2
AT3G52960,0.53,1.1731E-93,2.17234E-89,2
AT5G40770,0.53,1.51117E-93,2.79838E-89,2
AT4G32720,0.53,3.42032E-91,6.33375E-87,2
AT3G13882,0.53,4.1055E-104,7.6026E-100,2
AT1G07830,0.53,2.4105E-105,4.4637E-101,2
AT4G36620,0.52,1.472E-108,2.7259E-104,2
AT1G22270,0.52,2.0798E-106,3.8513E-102,2
AT3G06040,0.52,2.21172E-97,4.09567E-93,2
AT3G17160,0.52,5.5826E-104,1.0338E-99,2
AT1G07770,0.52,4.2788E-165,7.9235E-161,2
AT1G07940,0.52,9.3732E-107,1.7357E-102,2
AT1G14810,0.52,4.25251E-95,7.87479E-91,2
AT3G13580,0.52,4.59381E-89,8.50682E-85,2
AT2G15000,0.52,1.55665E-91,2.8826E-87,2
AT3G58660,0.52,8.7356E-109,1.6177E-104,2
AT1G50920,0.51,1.66666E-88,3.08631E-84,2
AT3G63130,0.51,6.9712E-106,1.2909E-101,2
AT1G07070,0.51,4.1764E-105,7.7339E-101,2
AT4G25730,0.51,6.9496E-104,1.2869E-99,2
AT1G32580,0.51,2.96251E-97,5.48597E-93,2
AT3G51740,0.51,1.5704E-104,2.908E-100,2
AT4G09320,0.51,2.10713E-71,3.90198E-67,2
AT2G36930,0.51,2.2131E-78,4.09822E-74,2
AT2G46280,0.51,1.28774E-98,2.38464E-94,2
AT5G61020,0.51,5.49728E-93,1.01799E-88,2
AT5G02550,0.51,4.21431E-69,7.80405E-65,2
AT3G07050,0.51,1.5022E-104,2.7818E-100,2
AT1G07920,0.50,3.1271E-112,5.7908E-108,2
AT4G24770,0.50,3.5992E-111,6.665E-107,2
AT1G31970,0.50,4.92604E-92,9.12203E-88,2
AT1G20580,0.50,2.87129E-98,5.31705E-94,2
AT2G42110,0.50,1.1536E-134,2.1362E-130,2
AT5G02050,0.50,4.93403E-93,9.13683E-89,2
AT3G13175,0.50,3.1627E-184,5.8567E-180,2
AT5G57120,0.50,8.23749E-74,1.52542E-69,2
AT2G40360,0.50,7.84099E-98,1.452E-93,2
AT3G04230,0.50,1.3239E-90,2.4516E-86,2
AT4G38660,0.49,9.0535E-107,1.6765E-102,2
AT3G18190,0.49,9.75704E-92,1.80681E-87,2
AT1G56070,0.49,1.365E-108,2.5276E-104,2
AT4G02930,0.49,3.70988E-90,6.86995E-86,2
AT3G22660,0.49,9.57589E-88,1.77326E-83,2
AT4G33250,0.49,1.14148E-95,2.11378E-91,2
AT5G09770,0.49,3.79332E-76,7.02447E-72,2
AT3G56220,0.49,4.1337E-148,7.6547E-144,2
AT3G23890,0.49,4.2263E-116,7.8263E-112,2
AT3G20050,0.48,1.11136E-87,2.05802E-83,2
AT5G56940,0.48,4.28753E-97,7.93965E-93,2
AT1G01090,0.48,3.42638E-77,6.34498E-73,2
AT5G56120,0.48,3.1563E-118,5.8449E-114,2
AT5G10160,0.48,1.12828E-80,2.08935E-76,2
AT3G13460,0.48,9.26816E-72,1.71628E-67,2
AT2G23050,0.48,4.5808E-115,8.4827E-111,2
AT1G24510,0.47,4.25998E-82,7.88862E-78,2
AT4G28410,0.47,5.1359E-76,9.51066E-72,2
AT3G02190,0.47,1.95496E-83,3.6202E-79,2
AT5G33320,0.47,4.01999E-82,7.44422E-78,2
AT2G16850,0.47,8.02947E-90,1.4869E-85,2
AT4G02150,0.47,3.04236E-78,5.63385E-74,2
AT1G67590,0.47,2.6637E-102,4.93257E-98,2
AT4G30930,0.47,2.10499E-95,3.89803E-91,2
AT2G43360,0.47,1.5869E-102,2.93856E-98,2
AT1G02730,0.47,8.523E-150,1.5783E-145,2
AT1G11580,0.47,1.65716E-77,3.06873E-73,2
AT1G69526,0.47,2.04841E-79,3.79325E-75,2
AT5G39850,0.47,5.59631E-80,1.03632E-75,2
AT2G29330,0.47,3.8537E-122,7.1363E-118,2
AT4G28310,0.47,5.92947E-70,1.09802E-65,2
AT3G07230,0.47,2.5569E-72,4.73487E-68,2
AT5G67270,0.46,1.7951E-147,3.3241E-143,2
AT3G12870,0.46,2.5143E-106,4.6559E-102,2
AT4G39300,0.46,3.79573E-98,7.02893E-94,2
AT3G13230,0.46,2.7329E-101,5.06082E-97,2
AT1G52980,0.46,6.6169E-84,1.22532E-79,2
AT5G20890,0.46,6.36685E-85,1.17901E-80,2
AT2G19480,0.45,3.89907E-80,7.2203E-76,2
AT5G15750,0.45,1.3973E-88,2.58752E-84,2
AT4G39260,0.45,2.64364E-69,4.89549E-65,2
AT3G23940,0.45,5.0047E-99,9.26778E-95,2
AT3G24080,0.45,2.30337E-77,4.26538E-73,2
AT1G70710,0.45,3.26071E-42,6.03818E-38,2
AT4G20440,0.45,7.24983E-73,1.34252E-68,2
AT5G27330,0.45,9.5663E-111,1.7715E-106,2
AT1G11475,0.45,3.71534E-85,6.88007E-81,2
AT2G43650,0.44,1.76263E-98,3.26405E-94,2
AT3G03960,0.44,5.03587E-80,9.32543E-76,2
AT2G29530,0.44,1.13596E-66,2.10356E-62,2
AT5G06210,0.44,2.11523E-92,3.91698E-88,2
AT1G33040,0.44,8.72675E-86,1.61602E-81,2
AT4G38100,0.44,1.21397E-96,2.24804E-92,2
AT3G13920,0.44,4.3098E-89,7.98089E-85,2
AT2G21050,0.44,1.29573E-68,2.39943E-64,2
AT4G02800,0.44,1.2389E-122,2.2942E-118,2
AT1G04520,0.44,8.0137E-141,1.484E-136,2
AT3G30350,0.44,2.1443E-102,3.9708E-98,2
AT3G54260,0.44,2.0565E-119,3.8083E-115,2
AT3G05020,0.44,8.7935E-48,1.62838E-43,2
AT2G21290,0.43,5.6597E-77,1.04806E-72,2
AT2G05990,0.43,3.65399E-77,6.76646E-73,2
AT5G52920,0.43,2.21608E-66,4.10374E-62,2
AT1G13730,0.43,1.63283E-82,3.02367E-78,2
AT4G34200,0.43,1.16599E-72,2.15918E-68,2
AT1G02850,0.43,2.17096E-82,4.02018E-78,2
AT3G46940,0.43,1.07154E-73,1.98427E-69,2
AT3G17465,0.43,4.82421E-78,8.93347E-74,2
AT3G27740,0.43,5.83241E-92,1.08005E-87,2
AT4G03210,0.43,2.2657E-116,4.1956E-112,2
AT1G33110,0.43,4.76777E-85,8.82895E-81,2
AT2G43780,0.43,2.87882E-82,5.33099E-78,2
AT1G23820,0.43,4.87919E-72,9.03528E-68,2
AT5G42100,0.43,1.0902E-115,2.0189E-111,2
AT3G23620,0.43,1.58836E-89,2.94132E-85,2
AT3G62840,0.43,3.45936E-77,6.40604E-73,2
AT1G79150,0.42,1.22891E-93,2.2757E-89,2
AT5G27990,0.42,4.47497E-87,8.28675E-83,2
AT1G70310,0.42,1.04358E-59,1.9325E-55,2
AT1G09660,0.42,8.31962E-86,1.54063E-81,2
AT2G37220,0.42,1.04222E-88,1.92998E-84,2
AT5G05080,0.42,8.68239E-61,1.6078E-56,2
AT3G11500,0.42,3.39795E-76,6.29232E-72,2
AT3G50870,0.42,3.8702E-147,7.1669E-143,2
AT5G19520,0.42,1.33973E-52,2.48091E-48,2
AT3G01740,0.42,8.30968E-83,1.53879E-78,2
AT4G24830,0.42,9.08169E-80,1.68175E-75,2
AT5G60030,0.42,3.45634E-88,6.40045E-84,2
AT3G13570,0.42,6.26844E-69,1.16079E-64,2
AT3G57610,0.42,1.31813E-73,2.44092E-69,2
AT5G46160,0.42,7.52935E-89,1.39428E-84,2
AT5G14800,0.42,4.74001E-74,8.77754E-70,2
AT4G33400,0.42,4.10295E-96,7.59784E-92,2
AT5G23535,0.41,1.21124E-74,2.24297E-70,2
AT4G37090,0.41,3.22595E-91,5.97381E-87,2
AT2G23350,0.41,3.15555E-60,5.84344E-56,2
AT2G04030,0.41,1.41764E-65,2.62518E-61,2
AT2G38810,0.41,1.09646E-75,2.03042E-71,2
AT3G53460,0.41,1.0321E-105,1.9112E-101,2
AT1G69700,0.41,1.42084E-75,2.63112E-71,2
AT2G20060,0.41,5.22961E-78,9.68419E-74,2
AT3G47350,0.41,1.16773E-65,2.16241E-61,2
AT3G18600,0.41,1.98052E-91,3.66753E-87,2
AT1G14060,0.41,1.97353E-87,3.65458E-83,2
AT3G61100,0.41,7.60116E-95,1.40758E-90,2
AT4G28100,0.41,2.2628E-99,4.19027E-95,2
AT1G04870,0.41,8.76464E-81,1.62304E-76,2
AT1G49600,0.41,6.27419E-70,1.16186E-65,2
AT3G16870,0.40,1.48398E-75,2.74803E-71,2
AT1G03780,0.40,3.0069E-113,5.5682E-109,2
AT3G07430,0.40,1.07885E-82,1.99782E-78,2
AT5G67260,0.40,6.56821E-68,1.2163E-63,2
AT3G11400,0.40,1.4158E-63,2.62178E-59,2
AT3G15680,0.40,1.1315E-31,2.09532E-27,2
AT3G22310,0.40,3.52075E-91,6.51972E-87,2
AT3G56910,0.40,7.56157E-74,1.40025E-69,2
AT2G26760,0.40,2.1094E-130,3.9063E-126,2
AT4G05190,0.40,2.0744E-131,3.8413E-127,2
AT3G11250,0.40,2.73282E-74,5.06063E-70,2
AT3G07590,0.40,1.55254E-97,2.87498E-93,2
