"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"HTR2.4",5.57620551456108e-92,2.45154869071174,1,0.311,1.11189537960348e-87
"HTA6",9.13656728972529e-85,2.53603049114976,1,0.221,1.82183151757122e-80
"HTR2",7.7157487851076e-65,2.06392464864227,1,0.375,1.53852030775046e-60
"HTA3",8.41381085551018e-63,2.10028388486788,0.967,0.198,1.67771388458873e-58
"HTB1",9.88418492352502e-58,1.53108952506175,0.967,0.24,1.97090647375089e-53
"HTR2.3",1.63596087997707e-55,2.24857479696387,0.967,0.161,3.26210599467427e-51
"H2AV",4.06955269188623e-52,1.69220824374853,0.983,0.234,8.11468806762115e-48
"AT3G09480",1.96262512040624e-51,1.24952732329332,0.883,0.177,3.91347449009005e-47
"HTR2.1",1.45539618461028e-46,1.70532442280211,0.9,0.157,2.9020599921129e-42
"GASA7",2.27418307434304e-45,1.56543267629176,0.95,0.269,4.53472105024001e-41
"PER39",2.38633461387974e-45,1.74688462063563,0.9,0.302,4.75835122007619e-41
"AT1G72940",1.5772368562317e-44,1.49859010015635,0.967,0.249,3.14501029132601e-40
"PCNA2",8.55939902115961e-44,1.39594079805193,0.917,0.21,1.70674416481923e-39
"ORTH2",3.26440570169266e-42,0.953993269818452,0.783,0.08,6.50922496917517e-38
"AT2G28720",5.10762393603321e-41,1.09934050027885,0.817,0.086,1.01846021284502e-36
"HTA8",2.90898369849013e-40,1.08973320702698,0.867,0.107,5.80051349478932e-36
"HTR11",8.929519092376e-38,0.946246371755545,0.7,0.07,1.78054610701977e-33
"MYB36",6.40956879921348e-37,1.42430590006132,0.917,0.18,1.27806801856317e-32
"HTA2",1.11259326050805e-36,1.23184501242664,0.9,0.24,2.21851096145305e-32
"AT1G17300",1.42948421714e-34,1.55178778520334,0.9,0.228,2.85039152897717e-30
"HTR12",2.0694481635049e-34,0.808558373993305,0.667,0.062,4.12647963802878e-30
"AT3G46320",2.28261474281689e-34,1.23477596279428,0.75,0.093,4.55153379717688e-30
"PEP6",2.68240826291361e-32,1.04057847766672,0.867,0.169,5.34872207624974e-28
"CYSD2",1.58648556234616e-31,1.14542811853382,0.95,0.333,3.16345221131824e-27
"THA2",2.11093878735557e-31,1.01353804229601,0.8,0.122,4.20921194198701e-27
"UCC1",4.45387677306306e-31,0.265085566150757,0.883,0.228,8.88103028548775e-27
"AT3G45930",6.00445838529525e-31,1.24817386403207,0.75,0.131,1.19728900202787e-26
"PER32",4.04154606808223e-30,0.991363198322416,0.883,0.221,8.05884285975597e-26
"AT3G54750",7.21818933741687e-30,0.680233453303223,0.683,0.14,1.43930695388092e-25
"AT5G63550",8.37598251480788e-30,0.710121437701214,0.6,0.145,1.67017091345269e-25
"IDD6",2.14765137914245e-29,0.800019743140554,0.833,0.154,4.28241685001005e-25
"RBOHB",2.29919444284398e-29,0.802822760321182,0.933,0.233,4.5845937190309e-25
"AT3G25290",4.25086171284867e-29,1.03459720723498,0.983,0.36,8.47621825542024e-25
"AT4G22110",6.1587620417239e-29,0.887336841415431,0.883,0.2,1.22805715111974e-24
"RAD51",2.10627746178972e-28,0.697181070660881,0.7,0.115,4.1999172588087e-24
"AT5G38790",1.26553528716057e-27,0.669484806322517,0.683,0.088,2.52347736259817e-23
"AT4G39380",5.77327182674263e-27,0.483065739928072,0.5,0.043,1.15119040225248e-22
"AtMYB74",8.05607973979463e-27,1.37937296998331,0.933,0.329,1.60638230011505e-22
"BXL4",3.78694790387073e-26,1.12381999632336,0.85,0.209,7.55117412031825e-22
"AT3G14395",4.72986894325606e-26,1.53509832092626,0.8,0.182,9.43135867285258e-22
"SCPL46",5.24904038395667e-26,0.701862162212015,0.65,0.081,1.04665865256096e-21
"MYB34",5.32046598086233e-26,0.724383332195027,0.85,0.194,1.06090091658395e-21
"MSRB5",1.24395182772544e-25,0.787323080820412,0.933,0.292,2.48043994448453e-21
"AT5G05180",1.38115366488402e-25,0.654501465462286,0.6,0.073,2.75402040777874e-21
"AT4G16447",2.07482465564622e-25,1.06918567385147,0.75,0.132,4.13720036335856e-21
"JAL39",5.17882543309566e-25,1.13110581436441,0.667,0.092,1.03265779135927e-20
"AGAL2",6.71549129924234e-25,0.693415600907819,0.767,0.157,1.33906896506892e-20
"EXPA11",3.2078221802419e-24,1.18509734052665,0.9,0.342,6.39639742740236e-20
"AGP26",5.91314818876266e-24,0.999221939996787,0.75,0.146,1.17908174883927e-19
"BARD1",1.96893797197954e-23,0.620215249037795,0.45,0.029,3.9260623161272e-19
"PERK14",4.44460094736395e-23,0.756095945173487,0.75,0.168,8.86253428904371e-19
"AT3G17680",1.04583881678176e-22,0.678868678460435,0.617,0.149,2.08540260066283e-18
"CYCA3-2",1.07906726950993e-22,1.31220292819308,0.617,0.108,2.15166013540281e-18
"DMT1",1.85003724832651e-22,0.429099960686524,0.467,0.037,3.68897427316307e-18
"TCP9",3.871600905963e-22,0.883966540449288,0.933,0.4,7.71997220649022e-18
"UGT74D1",7.2059278822828e-22,0.779021854877479,0.817,0.253,1.43686201972719e-17
"PDCB1",7.51168357835248e-22,0.887929230353658,0.8,0.212,1.49782970552348e-17
"AT2G28130",2.41645907801816e-21,0.59887500914652,0.7,0.195,4.81841940156821e-17
"AT4G29700",3.56418374221943e-21,0.866393954512435,0.817,0.222,7.10698238198554e-17
"GSTU12",5.11692139632358e-21,0.869334526336642,0.633,0.104,1.02031412642692e-16
"DOF1.4",6.44991374192508e-21,0.709678052011372,0.733,0.159,1.28611280013986e-16
"SMC4",7.52792097603298e-21,0.500775287912489,0.533,0.093,1.50106744262098e-16
"CXE5",9.70566082511706e-21,0.888219449019335,0.917,0.364,1.93530876852834e-16
"IQD18",1.01498653997343e-20,0.514339294991687,0.6,0.123,2.02388316070702e-16
"ATHB-12",1.42079514631971e-20,0.854269530899274,0.95,0.39,2.83306552176151e-16
"DIR13",2.25385781635588e-20,1.23810193696398,0.85,0.293,4.49419248581362e-16
"PME3",2.9825036053822e-20,0.998746790007369,0.867,0.343,5.94711218913212e-16
"AT4G34500",4.65601117672152e-20,0.693920053684276,0.8,0.229,9.2840862863827e-16
"PDF2.5",5.71675008624286e-20,0.800618494604111,0.55,0.091,1.13991996719683e-15
"AT3G48510",7.71239545322566e-20,1.03164467154675,0.717,0.218,1.5378516533732e-15
"RKL1",8.98616699331873e-20,0.644929193497077,0.783,0.207,1.79184169846775e-15
"AT4G12530",1.40595236729448e-19,0.595294912281269,0.567,0.09,2.8034690203852e-15
"NRPB9B",1.49571245821719e-19,0.584040172852104,0.683,0.21,2.98245064168508e-15
"CMT3",1.6547318451958e-19,0.638293655235432,0.517,0.081,3.29953529932042e-15
"ATMYB68",1.86753035748005e-19,0.80726100273536,0.683,0.141,3.72385553281522e-15
"AAE12",2.14581627122866e-19,1.24570410679276,0.733,0.221,4.27875764482995e-15
"SMR1",2.51626611380152e-19,0.897051441516557,0.883,0.393,5.01743463092023e-15
"PSF1",2.53504904597821e-19,0.494855780198649,0.5,0.058,5.05488779768054e-15
"BHLH94",2.88558583102877e-19,0.718826075642683,0.65,0.134,5.75385814707136e-15
"PXG4",3.37912439945046e-19,0.642161973684433,0.917,0.357,6.73797405250423e-15
"AT1G65900",4.42055439775326e-19,0.643053115119748,0.55,0.084,8.81458546912e-15
"AT5G62550",4.62157164167593e-19,0.31387755979879,0.417,0.054,9.21541385350181e-15
"AGP25",5.78994461968583e-19,0.801129087365853,0.867,0.308,1.15451495716535e-14
"AT4G26960",7.87585845179395e-19,0.541697931620087,0.433,0.041,1.57044617528771e-14
"ABAP1",1.24984096191451e-18,0.45322061103682,0.367,0.023,2.49218287805753e-14
"SCPL1",1.43842456168606e-18,0.707402991828879,0.883,0.33,2.868218576002e-14
"ERF15",1.46448538367797e-18,0.559546052707376,0.617,0.113,2.92018385505388e-14
"ASHR3",1.55007638779173e-18,0.526794512457253,0.433,0.042,3.09085231725671e-14
"OCT3",1.77009194857454e-18,0.727760944044187,0.533,0.076,3.52956334545763e-14
"NGA3",1.83141156753133e-18,0.555995748122327,0.533,0.088,3.65183466565747e-14
"AT5G24580",1.85308059582094e-18,0.772591881319657,0.9,0.335,3.69504270806696e-14
"GATA18",2.99038435030674e-18,0.697718096108424,0.4,0.032,5.96282639451164e-14
"AT2G36885",4.20367817685739e-18,0.586966656656088,0.833,0.291,8.38213428465363e-14
"JKD",4.76526223932261e-18,0.487567548744711,0.6,0.112,9.50193290520928e-14
"SYNO",5.92181343079604e-18,0.59646026496458,0.733,0.228,1.18080959810073e-13
"HON5",6.29985426630467e-18,0.545684026225864,0.783,0.321,1.25619094070115e-13
"AT5G20820",8.81132946693503e-18,1.13232960384858,0.867,0.35,1.75697909570684e-13
"AT3G50800",1.07499282457986e-17,0.866143889035169,0.783,0.259,2.14353569221223e-13
"TBL30",1.27303425312669e-17,0.403709951887516,0.567,0.12,2.53843030073461e-13
"AT5G45210",1.62053784603221e-17,0.388823271693156,0.433,0.048,3.23135246498822e-13
"XTH16",1.883628876014e-17,1.4194587107156,0.533,0.096,3.75595597877191e-13
"SMC3",3.34426881609722e-17,0.51686329088511,0.7,0.289,6.66847201929786e-13
"AT3G54400",3.70173625425019e-17,1.19903481648324,0.667,0.207,7.38126209097487e-13
"NIK3",4.80554693488829e-17,0.561107033160786,0.683,0.186,9.58226058816725e-13
"PCNA",4.99542414434355e-17,0.659889958803463,0.567,0.11,9.96087574382103e-13
"UGT76E2",5.16549825677666e-17,0.728715955029285,0.683,0.167,1.03000035240127e-12
"CIP1",5.59229551980878e-17,0.49594709838227,0.717,0.196,1.11510372664987e-12
"AT4G18530",6.69147565981819e-17,0.595311154880735,0.717,0.204,1.33428024656775e-12
"AT2G42320",9.02539385949285e-17,0.490597684052367,0.633,0.14,1.79966353558287e-12
"MYB108",1.45395885112005e-16,0.95972908097164,0.767,0.283,2.89919394913337e-12
"PLA2-ALPHA",1.95270509841723e-16,0.285365151195884,0.6,0.184,3.89369396624395e-12
"AT2G46535",2.03041728831756e-16,0.440234249483069,0.483,0.068,4.04865207290522e-12
"AT4G28100",2.06632395041437e-16,0.590781713794607,0.533,0.097,4.12024995712626e-12
"AT2G48030",2.15933942546109e-16,0.585324943408825,0.717,0.197,4.30572281436941e-12
"AT5G11020",3.00536033480392e-16,0.427793481893226,0.533,0.098,5.99268850759903e-12
"AT1G70640",3.25413205972388e-16,0.874398674222473,0.517,0.123,6.48873932708942e-12
"AT4G17280",4.32730408934319e-16,0.638258083485275,0.667,0.17,8.62864435415032e-12
"CXE4",6.413474190962e-16,0.468885228714533,0.583,0.181,1.27884675367782e-11
"CYP82F1",6.42170021859477e-16,0.664642944632253,0.85,0.325,1.2804870235878e-11
"DOF2.1",7.33075494735725e-16,0.253179520521902,0.733,0.275,1.46175253650304e-11
"EC1.5",9.30245996831492e-16,0.338890617485494,0.217,0.018,1.854910517682e-11
"NUDT8",1.07944587732814e-15,0.886121487764962,0.717,0.225,2.1524150793923e-11
"AT3G56220",1.12215993305829e-15,0.593738382139078,0.517,0.089,2.23758690651824e-11
"SBP2",1.23969822108467e-15,0.579431128254187,0.567,0.111,2.47195825284283e-11
"NAC029",1.38592610672126e-15,0.750178757663676,0.8,0.286,2.7635366568022e-11
"ROPGEF14",1.64733094146022e-15,0.477015999999195,0.483,0.091,3.28477789727169e-11
"AT3G07800",1.80644244355729e-15,0.693402311076533,0.783,0.336,3.60204623245324e-11
"AT2G16750",3.5931170917274e-15,0.378418722511585,0.467,0.083,7.16467548090443e-11
"AT4",4.05642790746151e-15,0.564008912705598,0.8,0.29,8.08851724747825e-11
