"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"AT5G12050",0,1.93060388172872,0.978,0.231,0
"AT1G67330",0,1.52226413484129,0.992,0.299,0
"AT4G22214",1.88653779175199e-317,2.37811809304569,0.983,0.329,3.76175635675346e-313
"AT1G23750",1.50455335859149e-316,1.64249992637267,0.997,0.394,3.00007939703143e-312
"AT2G04170",3.62467380733852e-282,1.5989462488671,0.997,0.304,7.22759957183301e-278
"CID5",3.49996671603582e-274,1.69061262359882,0.801,0.07,6.97893363177542e-270
"AT2G45750",4.63654401345385e-269,1.40061353097072,0.91,0.147,9.24526876282698e-265
"GSTU14",2.21212653027532e-267,1.58070141730194,0.871,0.085,4.41098030136898e-263
"CP1",6.38335324142646e-264,1.74613710319394,0.941,0.28,1.27284063634044e-259
"NSP3",8.79898136378803e-264,1.7359135726267,0.888,0.135,1.75451688393933e-259
"PER27",1.7269798723963e-263,1.70895627149547,0.989,0.299,3.44359786555823e-259
"AT2G47540",4.694565929455e-260,1.79341637724642,0.966,0.167,9.36096446333327e-256
"AT1G33090",8.90636884076576e-259,1.10383553201363,0.776,0.058,1.77592994684869e-254
"S1FA1",1.47037929516088e-256,1.17769837615474,0.978,0.309,2.93193631455079e-252
"AT4G22217",3.6910321336724e-248,1.19691805899637,0.742,0.058,7.35991807454277e-244
"AT5G40510",1.86282675160258e-247,1.15340892028702,0.994,0.308,3.71447654269554e-243
"AT1G14220",6.59451430515858e-246,1.51514251764988,0.902,0.172,1.31494615244862e-241
"ACA2",1.95735541003935e-242,1.27050391809278,0.947,0.366,3.90296668761846e-238
"AT3G43960",8.21174638617695e-241,1.19862063482699,0.894,0.303,1.63742222940368e-236
"GXM2",1.19864073026111e-238,1.47791959778471,0.989,0.243,2.39008961614065e-234
"ROPGEF3",5.18158997538912e-234,1.07669460356548,0.916,0.142,1.03320904109259e-229
"RTNLB6",3.34633547908075e-233,1.18646743955745,1,0.319,6.67259294528702e-229
"AT4G30460",5.87927738982e-233,1.337750172062,0.95,0.168,1.17232791153011e-228
"GSTU28",1.64702762575682e-229,1.37384380181417,0.933,0.157,3.28417308575911e-225
"AT2G34910",5.89917843072784e-224,1.39471927282969,0.969,0.274,1.17629617908713e-219
"ADF10",5.04289438138541e-223,0.938973384580875,0.989,0.332,1.00555313964825e-218
"AT3G23190",3.33132892750206e-220,1.14136708825873,0.975,0.208,6.64266988143911e-216
"AT3G09330",7.06098533588304e-216,0.693778269758495,0.658,0.034,1.40796047597508e-211
"BHLH54",9.69046836635516e-207,1.2181378700422,0.966,0.232,1.93227939225122e-202
"ACA9",7.48593038209401e-203,0.979663854981922,0.896,0.146,1.49269451818955e-198
"KOR2",7.20983434002788e-202,1.00004914594071,0.941,0.201,1.43764096740156e-197
"VSR5",2.47682082766913e-199,0.652354252587553,0.703,0.083,4.93878073037225e-195
"AT1G23720",2.62107796093552e-198,1.33719377438399,0.989,0.284,5.22642945410542e-194
"AT3G54580",3.08307121728526e-196,0.861402199122558,0.964,0.243,6.14764400726681e-192
"AT3G21680",8.65288217784525e-194,1.16684011487859,0.966,0.348,1.72538470626234e-189
"MLO15",6.88627235330425e-193,0.569696143372743,0.944,0.26,1.37312270724887e-188
"AT3G46490",6.43903381274246e-192,0.617700431194393,0.585,0.045,1.28394334226085e-187
"AT2G41970",6.38134289093307e-185,1.14361761747082,0.899,0.182,1.27243977245205e-180
"SFH1",1.19806063041139e-175,0.429490867597087,0.896,0.25,2.38893289704031e-171
"ALS3",4.52650199209498e-175,0.797100017921957,0.768,0.13,9.02584497223739e-171
"PER16",8.40277368140896e-175,1.26844399565386,0.812,0.146,1.67551307207295e-170
"STI",1.69232911282833e-171,0.617267519855364,0.619,0.108,3.37450425097969e-167
"TBL21",8.84062807740386e-170,0.559576559939207,0.588,0.048,1.76282123863433e-165
"AT1G04280",2.98810710957403e-168,1.12374479100948,0.863,0.208,5.95828557649062e-164
"ATEXO70C2",1.04987466817878e-167,0.824353060947966,0.838,0.155,2.09345008834849e-163
"CDS3",1.96638858745045e-165,0.803562416108399,0.821,0.144,3.9209788433762e-161
"AT1G05320",2.51027989708791e-165,0.68398416710802,0.742,0.127,5.00549811479329e-161
"CSLA3",1.22591336233261e-161,0.811327216644822,0.882,0.256,2.44447124449123e-157
"COBL9",1.3038018141441e-161,0.787218047166255,0.751,0.107,2.59978081740333e-157
"SCAMP2",3.24881783306377e-159,0.790403878774314,0.787,0.145,6.47814275912915e-155
"AT1G23170",1.04432915086419e-158,0.806858697872006,0.916,0.37,2.0823923268232e-154
"RSH4",1.27518435321966e-158,0.779411668949408,0.779,0.144,2.54271760032001e-154
"AT1G24735",1.2137663382154e-157,0.777602285109258,0.639,0.074,2.4202500784015e-153
"BHLH83",1.48908680285595e-157,0.876230113027616,0.739,0.11,2.96923908489476e-153
"BHLH82",4.51133350297688e-155,0.749622168526343,0.826,0.188,8.9955990049359e-151
"PME2",1.2961666639294e-154,0.938709371022034,0.941,0.303,2.58455632787523e-150
"AT4G39160",5.64421259254736e-149,0.635125100676904,0.692,0.14,1.12545599095394e-144
"AT3G09925",1.42509783675271e-148,0.708366786363925,0.807,0.191,2.84164508648491e-144
"ROPGEF4",2.03250252173087e-148,0.940594575761007,0.821,0.17,4.05281002833135e-144
"CML25",3.04696503445161e-148,0.626489767941302,0.611,0.061,6.0756482786965e-144
"GDPD5",4.42554783712196e-148,0.829742527436862,0.927,0.386,8.82454238722119e-144
"VSR6",8.22438736082782e-145,0.667359109516669,0.734,0.136,1.63994283974907e-140
"AT3G23175",2.4764034918042e-144,0.917837779634672,0.952,0.326,4.93794856265758e-140
"JAL20",6.92041278041336e-141,0.260587909776391,0.863,0.312,1.37993030841442e-136
"AT4G24026",4.53991879923485e-139,0.70048464099148,0.938,0.342,9.05259808567429e-135
