"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"RHS13",0,3.91806114504092,1,0.249,0
"AGP3",0,3.90457758548924,1,0.396,0
"XTH12",0,3.83566793826547,0.997,0.103,0
"PRP3",0,3.7583126652182,1,0.214,0
"XTH14",0,3.63607402185779,1,0.38,0
"PER73",0,3.46643625834973,1,0.286,0
"AT5G57625",0,3.44932010208769,1,0.218,0
"AT5G06630",0,3.4314091958697,1,0.109,0
"PER35",0,3.3038660906595,1,0.188,0
"AT5G14330",0,3.29179173296707,1,0.27,0
"ADF8",0,3.28062578364209,1,0.274,0
"AT4G25790",0,3.27397561430728,1,0.146,0
"AT5G24313",0,3.23061345023939,1,0.112,0
"AT4G13390",0,3.20867727659772,1,0.114,0
"PME46",0,3.10873312557658,1,0.124,0
"XTH26",0,2.98877868280982,0.992,0.084,0
"PCAP2",0,2.97497151543937,1,0.282,0
"AT2G24980",0,2.96935079530196,1,0.098,0
"FLA6",0,2.95091534580556,0.995,0.09,0
"AT3G54580",0,2.90762173670618,1,0.239,0
"ADF10",0,2.90673254769332,1,0.33,0
"AT5G06640",0,2.89174276894101,1,0.086,0
"PRP1",0,2.81857864188013,0.966,0.119,0
"ATHRGP1",0,2.78008082188658,1,0.161,0
"PER8",0,2.65428771347284,0.989,0.073,0
"AT5G05500",0,2.63900949673497,1,0.277,0
"PHT1-1",0,2.61253642454622,0.997,0.224,0
"RHS15",0,2.58986621043854,0.947,0.057,0
"AT1G06923",0,2.52315035654415,0.997,0.135,0
"UCC3",0,2.4986514513921,0.974,0.083,0
"SP1L4",0,2.45515835574139,1,0.379,0
"PER60",0,2.4520496983535,0.989,0.15,0
"AT3G54040",0,2.3483713350751,1,0.245,0
"AT5G35190",0,2.32150930463588,0.966,0.047,0
"AT4G30320",0,2.25171702571214,0.995,0.239,0
"SFH1",0,2.23912280882546,0.995,0.243,0
"AT1G11655",0,2.22921218979978,0.817,0.035,0
"FLA13",0,2.21565788214688,0.788,0.098,0
"AT3G09925",0,2.17208282975603,1,0.179,0
"AT4G08400",0,2.14954604368882,0.981,0.067,0
"PER7",0,2.1448105983434,1,0.192,0
"RTNLB6",0,2.1443998501813,1,0.317,0
"PLIM2B",0,2.12236510709102,0.992,0.243,0
"PPA3",0,2.11006147561999,0.966,0.093,0
"EXPA18",0,2.08785463927595,0.997,0.217,0
"EXPA7",0,2.08448246846238,1,0.204,0
