"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"XTH22",3.06507750136818e-90,1.27535320197474,0.696,0.396,6.11176453772815e-86
"AT4G06744",7.50086740660236e-90,0.530448046529539,0.506,0.123,1.49567296087651e-85
"AT4G20170",1.26821211554612e-89,0.688914344787812,0.705,0.328,2.52881495839897e-85
"AT2G22122",1.85168732843138e-89,0.893712013759944,0.454,0.109,3.69226453289218e-85
"AT5G10210",2.2251034537837e-89,0.512706368584834,0.272,0.029,4.43685628684471e-85
"AT1G28400",4.19877991790412e-89,0.654765467459203,0.487,0.104,8.37236715630081e-85
"AT5G17760",8.7196325608738e-89,0.822243284003495,0.797,0.379,1.73869473263823e-84
"AT1G79700",1.68757918289143e-88,0.556880715699704,0.629,0.228,3.36503289068551e-84
"CHX18",2.42980661405172e-88,0.396650906131892,0.386,0.117,4.84503438841914e-84
"AT5G50450",2.95318420534575e-88,0.763738980119926,0.582,0.221,5.88864930545943e-84
"AT1G21528",3.06279463594164e-88,0.635612209897719,0.47,0.1,6.10721250406762e-84
"AT5G57130",1.85987789020647e-87,0.299697900020879,0.236,0.011,3.70859651307169e-83
"SCAB3",3.95947177201146e-87,0.704592919344579,0.483,0.148,7.89518671339085e-83
"ATHB-9",8.3596782061129e-87,0.344674691753032,0.342,0.041,1.66691983429891e-82
"WRKY28",1.0282474281634e-86,1.11778933528318,0.601,0.215,2.05032537175782e-82
"HIPL2",1.25626910243814e-86,0.594216196386023,0.454,0.091,2.50500059026164e-82
"AT3G48550",1.70302892624025e-86,0.379233872724941,0.272,0.036,3.39583967892305e-82
"AT1G73780",9.29092487594354e-86,0.587943817931006,0.38,0.058,1.85261042026314e-81
"TET6",1.59650737073355e-85,0.533326495012613,0.605,0.178,3.1834356972427e-81
"CDF1",2.22460690072495e-85,0.48036221327245,0.346,0.062,4.43586616004556e-81
"ARAC9",5.81511450872933e-85,0.514036129072898,0.422,0.073,1.15953383304063e-80
"AT5G19190",6.45651969455004e-85,0.861777354420707,0.572,0.283,1.28743002709328e-80
"ZF14",5.33308407869021e-84,1.09719664291942,0.656,0.298,1.06341696529083e-79
"TPPJ",1.69231260030537e-83,0.750054662827684,0.643,0.218,3.3744713250089e-79
"AT5G35580",1.97255766006903e-83,0.325443329825144,0.35,0.065,3.93327997417764e-79
"DOF1.5",7.60850728559949e-83,0.58704885376545,0.605,0.192,1.51713635274854e-78
"AT4G32785",1.41646997535903e-82,0.26721036125085,0.203,0.008,2.82444113086591e-78
"AT5G48480",1.90844661018358e-82,0.638497375280375,0.572,0.16,3.80544254070607e-78
"APS2.1",2.91629873091483e-82,0.662763163946545,0.738,0.363,5.81509966944418e-78
"AGO10",6.39102156514998e-82,0.344833121936576,0.342,0.057,1.27436970009091e-77
"CLE1",1.05986809805492e-81,0.83823838024202,0.612,0.341,2.11337698752151e-77
"AT2G37050",1.33442271401544e-81,0.543467416033163,0.643,0.246,2.66083889174679e-77
"AT4G30520",2.05736737994574e-81,0.287288648056086,0.268,0.033,4.10239055561181e-77
"CER1",2.34308926566566e-81,0.591086470695201,0.361,0.087,4.67211999573733e-77
"AT5G53360",6.19635932715966e-81,0.316300015127387,0.401,0.222,1.23555404983564e-76
"AT4G33985",8.94017157834889e-81,0.631215418030058,0.688,0.35,1.78267021272277e-76
"AT1G77670",1.59331483145569e-80,0.468721323457172,0.479,0.188,3.17706977392264e-76
"emb2734",2.82408492586797e-80,0.44711739877472,0.646,0.387,5.63122534218074e-76
"ATL77",3.97832556845642e-80,0.32210782825123,0.234,0.03,7.9327811835021e-76
"AOC2",1.42061257124867e-79,1.2586145773662,0.643,0.304,2.83270146706985e-75
"ACS6",1.7831886097848e-79,0.796930837373249,0.65,0.33,3.55567808791089e-75
"PHO1-H5",1.93187658938301e-79,0.606980781726182,0.698,0.3,3.85216191922972e-75
"AT4G31140",2.26365455222645e-79,0.431884194855393,0.506,0.143,4.51372717713955e-75
"GH3.6",4.03035047977517e-79,0.613538342776683,0.511,0.166,8.03651885667169e-75
"AT1G30280",6.52543412630227e-79,0.542309654835629,0.352,0.064,1.30117156478467e-74
"AT3G19370",8.00513546757367e-79,0.481924076591225,0.485,0.118,1.59622401223419e-74
"AT4G00305",1.81630002625601e-78,0.593444442537184,0.698,0.295,3.62170225235449e-74
"AT1G52140",2.31290874689391e-78,0.470099224732531,0.369,0.059,4.61194004130645e-74
"AT3G16900",1.28834363221234e-77,0.272325192057573,0.247,0.028,2.56895720263141e-73
"GH3.5",1.7746851924952e-77,0.703428795588344,0.544,0.171,3.53872227383543e-73
"UGT79B2",3.41926736223158e-77,0.255804602877237,0.222,0.014,6.81801912028977e-73
"DOF2.1",4.1671909417386e-77,0.6144981467293,0.679,0.252,8.30937873782678e-73
"CSLA14",5.61922073625218e-77,0.526113648756958,0.565,0.273,1.12047261480868e-72
"AT5G11990",8.86978519491972e-77,0.304829793037157,0.266,0.025,1.76863516786699e-72
"SAUR32",3.96051458826693e-76,1.08536025654014,0.388,0.091,7.89726608900425e-72
"CBSDUF6",4.62751910947794e-76,0.692672447969929,0.764,0.384,9.22727310429902e-72
"AT5G23400",5.99344334343243e-76,0.47030123226559,0.466,0.109,1.19509260268043e-71
"AT1G27620",3.37961703824804e-75,0.293979703915709,0.297,0.039,6.73895637426659e-71
"AT1G73390",9.70913852690842e-75,0.57234257866344,0.707,0.318,1.93600222226554e-70
"AT5G12050",1.03037759400961e-74,0.664749590287076,0.652,0.241,2.05457292245516e-70
"CYP90D1",1.03589003525512e-74,0.258127205841643,0.186,0.007,2.06556473029871e-70
"AT5G54980",1.50350035448385e-74,0.796030538262448,0.53,0.155,2.99797970684079e-70
"DOF2.2",3.08132262086809e-74,0.458561855153763,0.386,0.074,6.14415730601097e-70
"AT4G20040",4.00958627664148e-74,0.341309271601461,0.314,0.041,7.99511503562312e-70
"ATUSPL1",7.35203379049652e-74,0.347770069624268,0.266,0.046,1.46599553782501e-69
"AT3G07425",1.34543237163671e-73,0.445889732869796,0.219,0.018,2.68279214904359e-69
"STP1",1.56370782729436e-73,0.620136454351718,0.698,0.294,3.11803340762495e-69
"CXE2",1.72848271145078e-73,0.754206315461264,0.563,0.23,3.44659452663285e-69
"AT2G35290",2.7215750631847e-73,0.423066467299484,0.34,0.051,5.4268206759903e-69
"AT1G22030",3.05966957202273e-73,0.336061384131116,0.272,0.028,6.10098112661333e-69
"AT1G55360",3.41739599642349e-73,0.367969832440189,0.593,0.216,6.81428761686844e-69
"AGP27",5.02331205227185e-73,0.511957197850864,0.489,0.152,1.00164842322301e-68
"MES2",6.13676658668647e-73,0.477429128748227,0.424,0.091,1.22367125738528e-68
"AT2G36650",7.3369926846878e-73,0.654207605598628,0.544,0.172,1.46299634132675e-68
"AT2G03810",1.74206645006573e-72,0.397657241228683,0.451,0.191,3.47368050143106e-68
"LYM1",3.20778963895594e-72,0.447050232841257,0.489,0.137,6.39633254007814e-68
"PIN3",4.12442535986975e-72,0.695621785315272,0.521,0.184,8.22410416758028e-68
"RFS1",1.45116702745069e-71,0.43615856124226,0.409,0.086,2.89362705273667e-67
"AT3G03440",1.66259981246195e-71,0.431740086903988,0.447,0.132,3.31522402604912e-67
"AHL25",3.47625900594205e-71,0.561259321984833,0.513,0.151,6.93166045784845e-67
"AT1G77885",3.92631092039727e-71,0.634219827860809,0.58,0.19,7.82906397527216e-67
"AT5G47070",4.8684794247484e-71,0.481518248941239,0.451,0.136,9.7077479729483e-67
"AT3G50810",7.54817563500293e-71,0.443605480463216,0.523,0.201,1.50510622161958e-66
"AT4G35560",1.16239707359517e-70,0.367364072859751,0.449,0.109,2.31781976474877e-66
"GLDP1",1.32966476678896e-70,0.460335279300705,0.54,0.215,2.65135154497718e-66
"AT5G57710",3.75903061347457e-70,0.514964444843138,0.641,0.324,7.49550704326829e-66
"ERF11",5.08216171928651e-70,0.62758360114807,0.508,0.192,1.01338304682573e-65
"NIK1",6.24287275202824e-70,0.372213320783206,0.363,0.108,1.24482882675443e-65
"AT3G19790",6.45724784961521e-70,0.439797864132767,0.584,0.308,1.28757522121327e-65
"AT4G20320",7.68661023967347e-70,0.687505776820186,0.694,0.34,1.53271008179089e-65
"AT5G48500",1.08264215813738e-69,0.516966910678836,0.527,0.157,2.15878846332593e-65
"PME3",3.05963702485605e-69,0.489669924670383,0.732,0.321,6.10091622756295e-65
