"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"CASP1",0,4.78263752045982,1,0.126,0
"DIR10",0,4.26441562607796,0.997,0.175,0
"AT1G30750",0,3.97562150199613,0.922,0.044,0
"AT2G40113",0,3.92103983011165,0.965,0.039,0
"PER64",0,3.91338589728661,0.997,0.063,0
"DIR24",0,3.82418634865081,0.992,0.026,0
"CASP2",0,3.6670918762079,0.975,0.038,0
"PER72",0,3.60517772348651,1,0.064,0
"DIR16",0,3.50759754853705,0.977,0.025,0
"DIR18",0,3.24451321667629,0.985,0.025,0
"CASP5",0,3.18210635196929,0.965,0.134,0
"AT4G17215",0,2.96310497785488,0.787,0.066,0
"AT1G61590",0,2.92568757493516,0.995,0.137,0
"UCC1",0,2.81628631367673,0.977,0.191,0
"AT5G65530",0,2.72984696513474,0.86,0.064,0
"CASP3",0,2.72562312199391,0.825,0.092,0
"AT2G34310",0,2.53841354911924,0.985,0.284,0
"LAC3",0,2.48035022034036,0.965,0.017,0
"AT1G71740",0,2.42515305308464,0.905,0.011,0
"AT4G02090",0,2.30486875064417,0.865,0.052,0
"AT1G03920",0,2.14711207235466,0.842,0.021,0
"AT1G06640",0,2.1429229651117,0.985,0.318,0
"AT2G47630",0,1.99028241885643,0.91,0.046,0
"DIR9",0,1.95050047530568,0.789,0.02,0
"PER9",0,1.91555296246188,0.877,0.023,0
"AT3G21710",0,1.82133913112383,0.995,0.336,0
"ABIL4",0,1.71781973520046,0.97,0.306,0
"AT5G23920",0,1.700503754649,0.91,0.088,0
"AT2G38800",0,1.68579197699398,0.972,0.243,0
"CRK8",0,1.63122382760459,0.95,0.225,0
"TAT",0,1.48697689360103,0.917,0.282,0
"VIP1",0,1.17403016802083,0.94,0.382,0
"AT3G52790",0,1.15146612562084,0.639,0.004,0
"AT3G55390",0,1.12882891406201,0.769,0.12,0
"PFK1",0,1.05318049707509,0.895,0.337,0
"AT1G43900",0,0.978142630912164,0.88,0.336,0
"AT1G60690",0,0.504249133082517,0.434,0.013,0
"DIR23",0,0.336063987016626,0.201,0.001,0
"CASP4",1.48219693752374e-323,1.11772862344244,0.669,0.01,2.95550069342234e-319
"PER32",1.00498140053391e-315,1.68735563028573,1,0.183,2.00393291266461e-311
"AT1G08670",6.88542235072866e-313,1.22395938921948,0.581,0.003,1.37295321673529e-308
"DIR2",1.08448553224714e-310,1.61839759116751,0.925,0.316,2.16246415130081e-306
"AT3G22620",1.46757517840515e-310,2.25048355315442,0.997,0.195,2.92634490573986e-306
"ING1",3.15920374823921e-302,0.801171819123817,0.767,0.271,6.29945227398899e-298
"AT4",5.40584149326365e-297,1.81724096439929,0.992,0.255,1.07792479375677e-292
"anac047",2.36974809670145e-292,1.47556400897908,0.805,0.097,4.72527770482269e-288
"AT3G22240",2.09993556946811e-290,1.58938289828815,0.987,0.221,4.18727152551941e-286
"MAP65-7",3.30268888267786e-289,1.14029375484005,0.84,0.208,6.58556163205965e-285
"AT1G65690",1.23906548135899e-286,1.54897601530318,0.872,0.093,2.47069656982983e-282
"AT3G09540",4.96448694050044e-286,0.728627876770383,0.584,0.027,9.89918695935787e-282
"APC10",2.35985416435632e-277,0.665204249640268,0.584,0.151,4.70554920372649e-273
"AT5G40270",9.39558910315366e-277,0.847295889534149,0.604,0.123,1.87348046716884e-272
"ACC1",1.35032802867549e-266,1.14047722796638,0.912,0.392,2.69255408917892e-262
"FLS3",3.71680190737507e-262,1.36896699707954,0.797,0.079,7.41130300330589e-258
"AT1G80640",1.4325953533081e-261,0.910995706226932,0.737,0.124,2.85659513449636e-257
"AT4G17483",3.22423517903204e-260,0.808245085479909,0.634,0.038,6.42912494698989e-256
"TGA9",1.28180852739001e-250,1.06811430205438,0.784,0.099,2.55592620361569e-246
"AT5G42655",1.40451779110177e-250,1.34163286270827,0.749,0.068,2.80060847545693e-246
"GSO1",1.9595484898049e-250,1.16966069641196,0.774,0.129,3.90733968867096e-246
"AT2G22620",8.95295624595755e-247,0.81886258270602,0.529,0.019,1.78521947544394e-242
"GATB",5.16248234803289e-244,0.655411197696736,0.454,0.115,1.02939898019776e-239
"BHLH27",5.18801178009653e-243,1.42811086290957,0.875,0.334,1.03448954895125e-238
"WVD2",3.08392967101514e-242,1.37180302928627,0.832,0.114,6.14935576400419e-238
"MOCS3",4.89081082074597e-242,0.789590889934171,0.574,0.198,9.75227677656747e-238
"BGAL12",1.46107918469294e-238,1.03670170212327,0.574,0.044,2.91339189427772e-234
"ECI1",8.65878169212813e-237,0.839568598786392,0.85,0.379,1.72656106941035e-232
"AT3G12020",1.34665803923495e-232,0.649876769708447,0.579,0.175,2.68523613023449e-228
